Dates,IRR
2018-06-20,6.409999847412109
2018-06-21,6.28000020980835
2018-06-25,6.389999866485596
2018-06-22,6.320000171661377
2018-06-26,6.369999885559082
2018-06-27,6.320000171661377
2018-06-28,6.289999961853027
2018-06-29,6.360000133514404
2018-07-02,6.190000057220459
2018-07-03,6.21999979019165
2018-07-05,6.199999809265137
2018-07-16,6.260000228881836
2018-09-18,6.429999828338623
2019-01-24,6.489999771118164
2019-09-05,6.420000076293945
2018-11-21,6.400000095367432
2020-01-13,6.400000095367432
2020-04-01,6.449999809265137
2020-06-19,6.5
2019-10-29,6.460000038146973
2020-01-16,6.5
2020-06-22,6.510000228881836
2018-10-03,6.53000020980835
2018-07-31,6.619999885559082
2019-03-12,6.619999885559082
2019-02-08,6.539999961853027
2019-01-07,6.519999980926514
2018-12-06,6.579999923706055
2019-08-19,6.630000114440918
2019-07-18,6.590000152587891
2019-05-15,6.550000190734863
2019-09-20,6.480000019073486
2019-11-01,6.440000057220459
2020-04-07,6.510000228881836
2020-06-25,6.46999979019165
2020-06-16,6.400000095367432
2019-11-04,6.340000152587891
2020-01-22,6.389999866485596
2019-11-07,6.289999961853027
2020-04-13,6.190000057220459
2019-07-01,6.050000190734863
2019-05-30,6.090000152587891
2018-08-15,6.130000114440918
2018-10-18,6.210000038146973
2019-03-27,6.260000228881836
2019-01-22,6.260000228881836
2018-12-21,6.25
2019-09-03,6.25
2018-11-19,6.260000228881836
2019-08-02,6.260000228881836
2020-01-28,6.25
2020-04-16,6.230000019073486
2019-11-13,6.190000057220459
2020-01-31,6.170000076293945
2018-12-04,6.139999866485596
2018-11-02,6.059999942779541
2019-07-16,6.150000095367432
2018-08-30,6.170000076293945
2018-10-01,6.199999809265137
2019-06-14,6.239999771118164
2019-05-13,6.260000228881836
2019-04-11,6.289999961853027
2019-02-06,6.369999885559082
2019-09-18,6.429999828338623
2020-02-03,6.449999809265137
2020-04-22,6.5
2019-11-19,6.579999923706055
2020-02-06,6.630000114440918
2019-11-22,6.570000171661377
2019-03-25,6.559999942779541
2019-02-21,6.550000190734863
2018-12-19,6.369999885559082
2018-07-12,6.360000133514404
2018-09-14,6.360000133514404
2018-08-13,6.309999942779541
2018-10-16,6.199999809265137
2019-07-31,6.139999866485596
2019-05-28,6.119999885559082
2019-04-26,6.079999923706055
2020-04-28,6.0
2019-11-25,5.980000019073486
2020-02-12,6.050000190734863
2020-05-01,6.130000114440918
2020-05-04,6.070000171661377
2019-06-12,6.03000020980835
2019-04-09,6.039999961853027
2019-03-08,6.019999980926514
2019-02-04,5.800000190734863
2018-07-27,5.71999979019165
2018-08-28,5.550000190734863
2019-01-03,5.389999866485596
2019-08-15,5.360000133514404
2018-10-31,5.329999923706055
2019-09-16,5.389999866485596
2020-02-18,5.369999885559082
2020-05-07,5.389999866485596
2018-08-17,5.5
2019-12-04,5.380000114440918
2020-02-21,5.460000038146973
2018-12-17,5.369999885559082
2019-08-30,5.190000057220459
2018-11-15,5.110000133514404
2019-07-29,4.96999979019165
2019-06-27,4.980000019073486
2019-04-24,4.880000114440918
2018-07-10,4.869999885559082
2018-09-12,4.929999828338623
2019-02-19,4.860000133514404
2019-01-18,4.880000114440918
2020-02-24,4.739999771118164
2020-05-13,4.880000114440918
2019-12-10,4.849999904632568
2020-02-27,4.860000133514404
2019-12-13,4.929999828338623
2020-05-19,4.989999771118164
2019-03-06,5.079999923706055
2018-11-30,5.119999885559082
2019-08-13,4.989999771118164
2019-07-12,4.96999979019165
2019-06-10,4.829999923706055
2019-05-09,4.840000152587891
2018-07-25,4.909999847412109
2018-09-27,4.829999923706055
2018-10-29,4.739999771118164
2019-10-16,4.699999809265137
2019-12-16,4.610000133514404
2020-03-04,4.570000171661377
2020-05-22,4.5
2019-10-01,4.380000114440918
2019-12-19,4.369999885559082
2018-09-10,4.389999866485596
2019-05-24,4.539999961853027
2018-08-09,4.460000038146973
2019-04-22,4.400000095367432
2019-03-21,4.400000095367432
2019-01-16,4.420000076293945
2019-08-28,4.480000019073486
2018-11-13,4.75
2018-10-12,4.75
2019-06-25,4.829999923706055
2020-03-10,4.75
2020-05-28,4.829999923706055
2019-10-07,4.849999904632568
2020-03-13,4.880000114440918
2019-10-10,4.880000114440918
2020-03-16,4.889999866485596
2020-06-03,4.960000038146973
2018-11-28,4.800000190734863
2018-09-25,4.710000038146973
2018-07-23,4.860000133514404
2018-08-24,4.909999847412109
2019-07-10,4.920000076293945
2019-05-07,4.920000076293945
2019-04-05,4.989999771118164
2019-03-04,4.980000019073486
2019-01-31,5.059999942779541
2019-09-12,5.03000020980835
2019-12-31,5.090000152587891
2020-03-19,5.090000152587891
2020-01-03,5.019999980926514
2020-06-09,4.949999809265137
2019-02-15,5.0
