Dates,IRR
2018-07-25,159500.0
2018-09-27,127100.0
2018-10-29,176400.0
2019-10-16,225100.0
2019-12-16,236000.0
2020-03-04,174500.0
2020-05-22,193000.0
2019-10-01,302200.0
2019-12-19,253100.0
2018-09-10,210900.0
2019-05-24,209300.0
2018-08-09,341100.0
2019-04-22,162000.0
2019-03-21,169900.0
2019-01-16,99000.0
2019-08-28,124500.0
2018-11-13,88500.0
2018-10-12,156400.0
2019-06-25,110300.0
2020-03-10,66500.0
2020-05-28,82600.0
2019-10-07,57800.0
2020-03-13,145300.0
2019-10-10,54400.0
2020-03-16,77000.0
2020-06-03,57900.0
2018-11-28,139000.0
2018-09-25,142800.0
2018-07-23,211900.0
2018-08-24,192400.0
2019-07-10,171800.0
2019-05-07,116900.0
2019-04-05,139200.0
2019-03-04,101400.0
2019-01-31,105700.0
2019-09-12,97600.0
2019-12-31,123300.0
2020-03-19,70100.0
2020-01-03,150000.0
2020-06-09,86800.0
2019-02-15,93900.0
2019-01-14,103200.0
2018-07-06,74600.0
2018-08-07,76700.0
2018-10-10,62900.0
2018-12-13,109000.0
2019-08-26,212500.0
2019-07-25,220100.0
2019-05-22,79500.0
2019-03-19,179200.0
2020-01-06,75700.0
2020-03-25,94000.0
2020-06-12,352800.0
2019-10-22,161200.0
2020-01-09,137400.0
2020-06-15,85100.0
2019-10-25,61200.0
2020-03-31,75600.0
2020-06-18,114200.0
2019-04-03,62100.0
2018-08-22,48300.0
2018-10-25,41200.0
2019-01-29,25900.0
2018-12-28,99500.0
2018-11-26,110100.0
2019-08-09,66700.0
2019-07-08,168300.0
2019-06-06,177900.0
2019-09-10,126400.0
2020-01-15,71500.0
2020-04-03,62000.0
2019-10-31,106700.0
2020-04-06,99900.0
2020-06-24,154700.0
2018-11-09,57800.0
2019-07-23,75800.0
2019-06-21,95100.0
2019-05-20,52600.0
2019-04-18,50700.0
2018-09-06,50100.0
2018-10-08,38500.0
2019-02-13,56300.0
2018-12-11,64700.0
2019-09-25,69200.0
2020-01-21,61400.0
2020-04-09,63200.0
2019-11-06,47500.0
2020-01-24,24700.0
2020-01-27,64200.0
2020-04-15,38500.0
2018-12-26,58300.0
2019-08-07,42800.0
2019-06-04,46100.0
2018-09-21,37900.0
2018-07-19,63900.0
2018-08-20,59300.0
2018-10-23,76300.0
2019-05-03,96600.0
2019-04-01,81700.0
2019-02-28,95100.0
2019-11-12,52900.0
2020-01-30,39400.0
2019-11-15,61900.0
2020-04-21,52500.0
2019-04-16,52900.0
2019-03-15,43300.0
2019-02-11,101500.0
2019-01-10,25400.0
2019-08-22,12800.0
2018-11-07,28300.0
2018-08-03,31200.0
2018-09-04,38400.0
2019-06-19,40500.0
2019-09-23,15400.0
2019-11-18,58200.0
2020-02-05,12600.0
2020-04-24,35500.0
2019-03-29,46700.0
2019-11-21,44900.0
2020-04-27,19300.0
2020-02-11,21400.0
2020-04-30,65000.0
2019-05-01,23600.0
2019-02-26,18000.0
2019-01-25,62600.0
2018-12-24,56300.0
2019-09-06,29900.0
2018-07-17,23000.0
2018-09-19,52200.0
2019-08-05,38300.0
2019-10-08,43500.0
2019-12-11,144800.0
2019-11-27,81600.0
2020-02-14,52300.0
2020-05-06,50000.0
2019-01-08,95000.0
2018-12-07,92700.0
2019-08-20,131400.0
2018-11-05,32800.0
2019-07-19,22200.0
2018-10-04,22900.0
2019-06-17,34500.0
2019-05-16,29200.0
2018-08-01,50400.0
2019-03-13,63300.0
2019-12-03,71500.0
2020-02-20,61800.0
2019-12-06,60100.0
2020-05-12,55000.0
2019-12-09,48300.0
2020-02-26,17600.0
2020-05-15,60100.0
2019-03-28,63200.0
2018-09-17,41000.0
2018-08-16,32800.0
2018-10-19,33100.0
2019-04-29,55700.0
2019-01-23,91000.0
2019-09-04,78300.0
2018-11-20,79600.0
2019-07-02,63800.0
2019-05-31,77800.0
2019-12-12,32800.0
2020-05-18,42900.0
2019-09-27,46300.0
2020-03-03,20300.0
2020-05-21,38500.0
2019-05-14,67100.0
2018-08-31,38000.0
2018-07-30,60700.0
2018-10-02,53600.0
2019-04-12,80900.0
2019-03-11,83600.0
2019-02-07,28200.0
2019-07-17,45300.0
2019-09-19,81200.0
2019-10-21,48400.0
2019-12-18,66800.0
2020-03-06,88100.0
2019-10-03,82900.0
2020-03-09,69100.0
2020-05-27,101200.0
2019-12-24,66600.0
2020-03-12,44100.0
2018-12-20,70700.0
2019-08-01,70500.0
2018-08-14,35600.0
2018-07-13,64300.0
2018-10-17,150400.0
2019-05-29,105900.0
2019-03-26,90100.0
2019-02-22,171500.0
2019-10-04,36300.0
2019-11-05,120400.0
2019-12-27,89300.0
2020-06-02,57900.0
2019-12-30,518200.0
2020-03-18,337200.0
2020-06-05,168200.0
2019-07-15,189800.0
2018-12-03,255200.0
2019-06-13,272700.0
2019-01-04,307700.0
2018-08-29,576000.0
2019-02-05,205600.0
2018-11-01,317800.0
2019-08-16,307200.0
2019-04-10,245500.0
2019-09-17,209600.0
2019-10-15,415800.0
2020-01-02,215300.0
2020-06-08,308700.0
2019-10-18,278400.0
2020-03-24,253900.0
2020-06-11,126600.0
2020-01-08,245900.0
2019-04-25,358600.0
2019-07-30,110200.0
2019-02-20,234300.0
2018-07-11,163200.0
2018-09-13,89400.0
2018-10-15,151400.0
2019-06-28,229100.0
2018-12-18,263700.0
2018-11-16,145700.0
2019-10-02,357000.0
2020-03-27,454600.0
2020-01-10,103100.0
2019-10-24,92100.0
2020-03-30,242900.0
2020-06-17,111100.0
2020-01-14,105300.0
2020-04-02,278000.0
2019-01-02,132600.0
2019-08-14,170200.0
2018-10-30,116100.0
2019-06-11,125900.0
2019-05-10,134400.0
2019-04-08,255500.0
2018-08-27,125400.0
2018-07-26,222900.0
2018-09-28,331300.0
2019-03-07,346000.0
2019-10-30,84200.0
2020-01-17,73900.0
2020-06-23,88000.0
2020-04-08,110400.0
2020-06-26,186100.0
2019-03-22,240400.0
2019-01-17,124100.0
2019-08-29,224100.0
2018-11-14,272300.0
2019-06-26,181900.0
2018-09-11,150600.0
2018-07-09,196700.0
2018-08-10,132300.0
2019-04-23,149600.0
2019-09-30,87800.0
2020-01-23,193000.0
2019-11-08,127700.0
2020-04-14,82600.0
2019-11-11,280500.0
2020-01-29,211600.0
2020-04-17,208000.0
2018-07-24,189900.0
2018-09-26,94100.0
2019-05-08,108200.0
2019-03-05,132800.0
2019-02-01,134100.0
2018-12-31,305300.0
2018-11-29,144400.0
2019-08-12,104600.0
2019-07-11,158500.0
2019-09-13,144700.0
2019-11-14,45000.0
2020-04-20,104500.0
2020-02-04,77000.0
2020-04-23,91400.0
2018-12-14,147600.0
2019-08-27,90100.0
2018-08-08,90400.0
2018-10-11,90500.0
2018-11-12,31000.0
2019-07-26,45500.0
2019-06-24,171400.0
2019-05-23,198600.0
2019-03-20,221400.0
2019-01-15,71900.0
2019-11-20,120400.0
2020-02-07,47400.0
2020-02-10,67700.0
2020-04-29,194500.0
2019-11-26,191600.0
2020-02-13,106800.0
2019-01-30,82300.0
2018-08-23,99700.0
2018-09-24,146300.0
2018-11-27,94000.0
2018-10-26,79000.0
2019-07-09,149000.0
2019-06-07,142900.0
2019-05-06,212000.0
2019-04-04,234500.0
2019-09-11,189700.0
2019-11-29,251900.0
2020-05-05,147100.0
2019-12-02,114500.0
2020-02-19,63200.0
2020-05-08,159600.0
2019-05-21,511200.0
2019-03-18,462000.0
2018-09-07,191600.0
2018-08-06,181200.0
2018-10-09,257300.0
2019-02-14,701400.0
2018-12-12,292900.0
2019-07-24,145700.0
2019-09-26,457800.0
2019-10-28,134800.0
2019-12-05,189300.0
2020-05-11,114000.0
2019-07-03,241400.0
2020-02-25,165800.0
2020-05-14,144700.0
2020-02-28,198800.0
2019-08-08,151400.0
2019-06-05,618000.0
2018-07-20,441600.0
2018-08-21,366900.0
2018-10-24,257300.0
2019-04-02,445500.0
2019-03-01,163200.0
2019-01-28,138100.0
2018-12-27,200500.0
2019-09-09,264200.0
2020-03-02,410800.0
2020-05-20,130600.0
2019-12-17,105800.0
2020-03-05,208200.0
2019-02-12,183700.0
2019-01-11,148500.0
2018-12-10,66000.0
2019-08-23,184400.0
2018-11-08,82400.0
2019-07-22,168000.0
2019-06-20,90500.0
2018-09-05,291700.0
2019-04-17,144200.0
2019-09-24,164800.0
2019-12-20,130500.0
2020-05-26,110400.0
2019-04-30,66000.0
2019-12-23,89700.0
2020-03-11,179200.0
2020-05-29,33500.0
2019-12-26,54900.0
2020-06-01,42400.0
2019-05-02,115900.0
2019-02-27,117800.0
2018-11-23,105100.0
2019-08-06,55300.0
2018-07-18,39400.0
2018-09-20,46100.0
2018-10-22,114700.0
2019-07-05,100700.0
2019-06-03,89600.0
2019-10-09,81300.0
2019-10-11,71500.0
2020-03-17,59200.0
2020-06-04,61200.0
2019-10-14,78800.0
2020-03-20,56400.0
2018-11-06,150400.0
2019-06-18,192300.0
2019-05-17,98400.0
2019-04-15,102100.0
2019-03-14,193800.0
2019-01-09,122600.0
2018-08-02,84100.0
2018-10-05,66700.0
2019-08-21,56000.0
2019-10-17,47500.0
2020-03-23,87500.0
2020-06-10,83000.0
2019-02-25,80400.0
2020-01-07,84000.0
2020-03-26,103800.0
2019-10-23,136800.0
