Dates,IRR
2019-09-10,5.210000038146973
2020-01-15,5.239999771118164
2020-04-03,5.269999980926514
2019-10-31,5.25
2020-04-06,5.340000152587891
2020-06-24,5.409999847412109
2018-11-09,5.369999885559082
2019-07-23,5.269999980926514
2019-06-21,5.25
2019-05-20,5.190000057220459
2019-04-18,5.25
2018-09-06,5.239999771118164
2018-10-08,5.239999771118164
2019-02-13,5.269999980926514
2018-12-11,5.260000228881836
2019-09-25,5.289999961853027
2020-01-21,5.239999771118164
2020-04-09,5.230000019073486
2019-11-06,5.21999979019165
2020-01-24,5.25
2020-01-27,5.269999980926514
2020-04-15,5.340000152587891
2018-12-26,5.260000228881836
2019-08-07,5.239999771118164
2019-06-04,5.190000057220459
2018-09-21,5.190000057220459
2018-07-19,5.139999866485596
2018-08-20,5.070000171661377
2018-10-23,4.960000038146973
2019-05-03,5.0
2019-04-01,5.03000020980835
2019-02-28,5.03000020980835
2019-11-12,5.019999980926514
2020-01-30,4.989999771118164
2019-11-15,4.96999979019165
2020-04-21,4.900000095367432
2019-04-16,4.940000057220459
2019-03-15,4.940000057220459
2019-02-11,4.980000019073486
2019-01-10,4.949999809265137
2019-08-22,5.0
2018-11-07,4.980000019073486
2018-08-03,4.880000114440918
2018-09-04,4.800000190734863
2019-06-19,4.75
2019-09-23,4.71999979019165
2019-11-18,4.679999828338623
2020-02-05,4.679999828338623
2020-04-24,4.599999904632568
2019-03-29,4.650000095367432
2019-11-21,4.639999866485596
2020-04-27,4.619999885559082
2020-02-11,4.670000076293945
2020-04-30,4.710000038146973
2019-05-01,4.730000019073486
2019-02-26,4.710000038146973
2019-01-25,4.639999866485596
2018-12-24,4.690000057220459
2019-09-06,4.699999809265137
2018-07-17,4.710000038146973
2018-09-19,4.880000114440918
2019-08-05,4.96999979019165
2019-10-08,5.039999961853027
2019-12-11,5.050000190734863
2019-11-27,5.110000133514404
2020-02-14,5.139999866485596
2020-05-06,5.190000057220459
2019-01-08,5.159999847412109
2018-12-07,5.230000019073486
2019-08-20,4.989999771118164
2018-11-05,4.960000038146973
2019-07-19,4.949999809265137
2018-10-04,4.96999979019165
2019-06-17,4.949999809265137
2019-05-16,4.940000057220459
2018-08-01,4.940000057220459
2019-03-13,4.940000057220459
2019-12-03,4.980000019073486
2020-02-20,5.010000228881836
2019-12-06,4.989999771118164
2020-05-12,4.96999979019165
2019-12-09,4.909999847412109
2020-02-26,4.880000114440918
2020-05-15,4.880000114440918
2019-03-28,4.940000057220459
2018-09-17,4.920000076293945
2018-08-16,4.840000152587891
2018-10-19,4.800000190734863
2019-04-29,4.769999980926514
2019-01-23,4.760000228881836
2019-09-04,4.730000019073486
2018-11-20,4.679999828338623
2019-07-02,4.619999885559082
2019-05-31,4.46999979019165
2019-12-12,4.46999979019165
2020-05-18,4.46999979019165
2019-09-27,4.619999885559082
2020-03-03,4.630000114440918
2020-05-21,4.539999961853027
2019-05-14,4.519999980926514
2018-08-31,4.409999847412109
2018-07-30,4.349999904632568
2018-10-02,4.360000133514404
2019-04-12,4.409999847412109
2019-03-11,4.440000057220459
2019-02-07,4.460000038146973
2019-07-17,4.360000133514404
2019-09-19,4.309999942779541
2019-10-21,4.320000171661377
2019-12-18,4.289999961853027
2020-03-06,4.300000190734863
2019-10-03,4.300000190734863
2020-03-09,4.25
2020-05-27,4.25
2019-12-24,4.300000190734863
2020-03-12,4.320000171661377
2018-12-20,4.309999942779541
2019-08-01,4.340000152587891
2018-08-14,4.369999885559082
2018-07-13,4.369999885559082
2018-10-17,4.400000095367432
2019-05-29,4.400000095367432
2019-03-26,4.519999980926514
2019-02-22,4.360000133514404
2019-10-04,4.360000133514404
2019-11-05,4.340000152587891
2019-12-27,4.329999923706055
2020-06-02,4.329999923706055
2019-12-30,4.090000152587891
2020-03-18,3.9200000762939453
2020-06-05,3.950000047683716
2019-07-15,3.9800000190734863
2018-12-03,3.9200000762939453
2019-06-13,3.7799999713897705
2019-01-04,3.640000104904175
2018-08-29,3.640000104904175
2019-02-05,3.6600000858306885
2018-11-01,3.640000104904175
2019-08-16,3.5799999237060547
2019-04-10,3.640000104904175
2019-09-17,3.7100000381469727
2019-10-15,3.7300000190734863
2020-01-02,3.700000047683716
2020-06-08,3.7799999713897705
2019-10-18,3.799999952316284
2020-03-24,3.809999942779541
2020-06-11,3.8299999237060547
2020-01-08,3.8299999237060547
2019-04-25,3.8399999141693115
2019-07-30,3.8499999046325684
2019-02-20,3.8299999237060547
2018-07-11,3.819999933242798
2018-09-13,3.799999952316284
2018-10-15,3.7899999618530273
2019-06-28,3.7300000190734863
2018-12-18,3.690000057220459
2018-11-16,3.7699999809265137
2019-10-02,3.8299999237060547
2020-03-27,3.859999895095825
2020-01-10,3.8299999237060547
2019-10-24,3.8499999046325684
2020-03-30,3.809999942779541
2020-06-17,3.819999933242798
2020-01-14,3.7799999713897705
2020-04-02,3.7699999809265137
2019-01-02,3.799999952316284
2019-08-14,3.8499999046325684
2018-10-30,3.809999942779541
2019-06-11,3.759999990463257
2019-05-10,3.799999952316284
2019-04-08,3.819999933242798
2018-08-27,3.799999952316284
2018-07-26,3.7799999713897705
2018-09-28,3.759999990463257
2019-03-07,3.7899999618530273
2019-10-30,3.7699999809265137
2020-01-17,3.759999990463257
2020-06-23,3.7300000190734863
2020-04-08,3.7699999809265137
2020-06-26,3.799999952316284
2019-03-22,3.8399999141693115
2019-01-17,3.859999895095825
2019-08-29,3.869999885559082
2018-11-14,3.9100000858306885
2019-06-26,4.0
2018-09-11,3.9800000190734863
2018-07-09,4.070000171661377
2018-08-10,4.059999942779541
2019-04-23,4.070000171661377
2019-09-30,4.099999904632568
2020-01-23,4.110000133514404
2019-11-08,4.150000095367432
2020-04-14,4.210000038146973
2019-11-11,4.230000019073486
2020-01-29,4.21999979019165
2020-04-17,4.059999942779541
2018-07-24,4.119999885559082
2018-09-26,4.199999809265137
2019-05-08,4.199999809265137
2019-03-05,4.210000038146973
2019-02-01,4.21999979019165
2018-12-31,4.130000114440918
2018-11-29,4.119999885559082
2019-08-12,4.070000171661377
2019-07-11,4.090000152587891
2019-09-13,4.099999904632568
2019-11-14,4.070000171661377
2020-04-20,4.079999923706055
2020-02-04,4.039999961853027
2020-04-23,3.9800000190734863
2018-12-14,3.9800000190734863
2019-08-27,3.990000009536743
2018-08-08,3.950000047683716
2018-10-11,3.890000104904175
2018-11-12,3.890000104904175
2019-07-26,3.890000104904175
2019-06-24,3.8499999046325684
2019-05-23,3.7799999713897705
2019-03-20,3.759999990463257
2019-01-15,3.799999952316284
2019-11-20,3.880000114440918
2020-02-07,3.8399999141693115
2020-02-10,3.819999933242798
2020-04-29,3.819999933242798
2019-11-26,3.890000104904175
2020-02-13,3.9200000762939453
2019-01-30,3.9200000762939453
2018-08-23,3.9100000858306885
2018-09-24,3.859999895095825
2018-11-27,3.9100000858306885
2018-10-26,3.890000104904175
2019-07-09,3.859999895095825
2019-06-07,3.75
2019-05-06,3.5999999046325684
2019-04-04,3.5199999809265137
2019-09-11,3.390000104904175
2019-11-29,3.309999942779541
2020-05-05,3.4100000858306885
2019-12-02,3.380000114440918
2020-02-19,3.4600000381469727
2020-05-08,3.3499999046325684
2019-05-21,3.1500000953674316
2019-03-18,2.690000057220459
2018-09-07,2.690000057220459
2018-08-06,2.490000009536743
2018-10-09,2.069999933242798
2019-02-14,2.0399999618530273
2018-12-12,1.7300000190734863
2019-07-24,1.8799999952316284
2019-09-26,1.4199999570846558
2019-10-28,1.6799999475479126
2019-12-05,1.7400000095367432
2020-05-11,1.5800000429153442
2019-07-03,1.8600000143051147
2020-02-25,1.9900000095367432
2020-05-14,2.130000114440918
2020-02-28,2.109999895095825
2019-08-08,2.0899999141693115
2019-06-05,2.1600000858306885
2018-07-20,2.0
2018-08-21,2.180000066757202
2018-10-24,2.0199999809265137
2019-04-02,2.1700000762939453
2019-03-01,2.1600000858306885
2019-01-28,2.240000009536743
2018-12-27,2.259999990463257
2019-09-09,2.2799999713897705
2020-03-02,2.3399999141693115
2020-05-20,2.309999942779541
2019-12-17,2.2300000190734863
2020-03-05,2.3399999141693115
2019-02-12,2.190000057220459
2019-01-11,2.2100000381469727
2018-12-10,2.319999933242798
2019-08-23,2.4200000762939453
2018-11-08,2.4000000953674316
2019-07-22,2.4000000953674316
2019-06-20,2.390000104904175
2018-09-05,2.5299999713897705
2019-04-17,2.4700000286102295
2019-09-24,2.3299999237060547
2019-12-20,2.440000057220459
2020-05-26,2.490000009536743
2019-04-30,2.4100000858306885
2019-12-23,2.4800000190734863
2020-03-11,2.569999933242798
2020-05-29,2.509999990463257
2019-12-26,2.4800000190734863
2020-06-01,2.380000114440918
2019-05-02,2.4100000858306885
2019-02-27,2.4100000858306885
2018-11-23,2.609999895095825
2019-08-06,2.549999952316284
2018-07-18,2.609999895095825
2018-09-20,2.609999895095825
2018-10-22,2.5799999237060547
2019-07-05,2.6600000858306885
2019-06-03,2.690000057220459
2019-10-09,2.640000104904175
2019-10-11,2.609999895095825
2020-03-17,2.690000057220459
2020-06-04,2.680000066757202
2019-10-14,2.700000047683716
2020-03-20,2.680000066757202
2018-11-06,2.7899999618530273
2019-06-18,2.859999895095825
2019-05-17,2.7799999713897705
2019-04-15,2.700000047683716
2019-03-14,2.4800000190734863
2019-01-09,2.5899999141693115
2018-08-02,2.5799999237060547
2018-10-05,2.630000114440918
2019-08-21,2.5999999046325684
2019-10-17,2.619999885559082
2020-03-23,2.5799999237060547
2020-06-10,2.5999999046325684
2019-02-25,2.569999933242798
2020-01-07,2.4800000190734863
2020-03-26,2.4800000190734863
2019-10-23,2.4600000381469727
