Dates,CHD
2019-09-16,58.59000015258789
2020-02-18,60.68000030517578
2020-05-07,65.08999633789062
2018-08-17,65.83000183105469
2019-12-04,66.26000213623047
2020-02-21,65.5999984741211
2018-12-17,63.58000183105469
2019-08-30,64.16000366210938
2018-11-15,65.20999908447266
2019-07-29,65.05999755859375
2019-06-27,65.13999938964844
2019-04-24,64.83999633789062
2018-07-10,65.33000183105469
2018-09-12,64.27999877929688
2019-02-19,64.30000305175781
2019-01-18,64.0
2020-02-24,65.25
2020-05-13,65.19999694824219
2019-12-10,65.12000274658203
2020-02-27,66.12000274658203
2019-12-13,65.48999786376953
2020-05-19,65.55999755859375
2019-03-06,65.25
2018-11-30,66.38999938964844
2019-08-13,65.62000274658203
2019-07-12,66.36000061035156
2019-06-10,65.61000061035156
2019-05-09,66.69999694824219
2018-07-25,67.44999694824219
2018-09-27,67.87999725341797
2018-10-29,68.52999877929688
2019-10-16,65.06999969482422
2019-12-16,64.87000274658203
2020-03-04,64.31999969482422
2020-05-22,63.36000061035156
2019-10-01,64.01000213623047
2019-12-19,62.65999984741211
2018-09-10,62.43000030517578
2019-05-24,63.38999938964844
2018-08-09,65.11000061035156
2019-04-22,65.19000244140625
2019-03-21,64.06999969482422
2019-01-16,64.16000366210938
2019-08-28,64.12000274658203
2018-11-13,64.94000244140625
2018-10-12,64.91999816894531
2019-06-25,65.55999755859375
2020-03-10,65.62999725341797
2020-05-28,66.81999969482422
2019-10-07,66.36000061035156
2020-03-13,66.80999755859375
2019-10-10,66.66000366210938
2020-03-16,67.16000366210938
2020-06-03,67.80000305175781
2018-11-28,65.7300033569336
2018-09-25,65.16999816894531
2018-07-23,63.41999816894531
2018-08-24,63.34000015258789
2019-07-10,62.77000045776367
2019-05-07,63.59000015258789
2019-04-05,63.040000915527344
2019-03-04,62.720001220703125
2019-01-31,64.44999694824219
2019-09-12,65.0999984741211
2019-12-31,59.63999938964844
2020-03-19,61.56999969482422
2020-01-03,61.25
2020-06-09,62.380001068115234
2019-02-15,63.040000915527344
2019-01-14,63.560001373291016
2018-07-06,64.05000305175781
2018-08-07,64.16000366210938
2018-10-10,64.41000366210938
2018-12-13,64.19000244140625
2019-08-26,64.4800033569336
2019-07-25,64.56999969482422
2019-05-22,65.51000213623047
2019-03-19,65.05999755859375
2020-01-06,65.0199966430664
2020-03-25,65.06999969482422
2020-06-12,65.69999694824219
2019-10-22,65.01000213623047
2020-01-09,64.95999908447266
2020-06-15,65.62999725341797
2019-10-25,65.0
2020-03-31,65.2699966430664
2020-06-18,65.23999786376953
2019-04-03,65.5999984741211
2018-08-22,66.30000305175781
2018-10-25,66.63999938964844
2019-01-29,66.5
2018-12-28,66.9000015258789
2018-11-26,66.5999984741211
2019-08-09,65.91000366210938
2019-07-08,65.66000366210938
2019-06-06,65.77999877929688
2019-09-10,66.51000213623047
2020-01-15,66.87000274658203
2020-04-03,68.33000183105469
2019-10-31,68.20999908447266
2020-04-06,69.61000061035156
2020-06-24,70.75
2018-11-09,70.4000015258789
2019-07-23,71.44999694824219
2019-06-21,71.22000122070312
2019-05-20,71.81999969482422
2019-04-18,71.76000213623047
2018-09-06,71.58999633789062
2018-10-08,72.19999694824219
2019-02-13,72.77999877929688
2018-12-11,72.81999969482422
2019-09-25,73.31999969482422
2020-01-21,73.66000366210938
2020-04-09,73.1500015258789
2019-11-06,73.37999725341797
2020-01-24,73.38999938964844
2020-01-27,73.41999816894531
2020-04-15,73.08000183105469
2018-12-26,73.11000061035156
2019-08-07,72.76000213623047
2019-06-04,73.66000366210938
2018-09-21,73.5999984741211
2018-07-19,73.6500015258789
2018-08-20,73.52999877929688
2018-10-23,72.93000030517578
2019-05-03,73.4000015258789
2019-04-01,72.58000183105469
2019-02-28,72.48999786376953
2019-11-12,72.4000015258789
2020-01-30,72.22000122070312
2019-11-15,72.33999633789062
2020-04-21,72.68000030517578
2019-04-16,72.41999816894531
2019-03-15,72.5
2019-02-11,73.62999725341797
2019-01-10,73.75
2019-08-22,73.66000366210938
2018-11-07,72.70999908447266
2018-08-03,73.69000244140625
2018-09-04,73.86000061035156
2019-06-19,74.69000244140625
2019-09-23,73.08999633789062
2019-11-18,72.52999877929688
2020-02-05,73.48999786376953
2020-04-24,74.0999984741211
2019-03-29,74.5999984741211
2019-11-21,74.51000213623047
2020-04-27,75.2699966430664
2020-02-11,76.7699966430664
2020-04-30,77.45999908447266
2019-05-01,76.72000122070312
2019-02-26,76.38999938964844
2019-01-25,76.66000366210938
2018-12-24,76.26000213623047
2019-09-06,76.72000122070312
2018-07-17,76.66999816894531
2018-09-19,75.61000061035156
2019-08-05,74.94999694824219
2019-10-08,75.88999938964844
2019-12-11,75.87999725341797
2019-11-27,75.87000274658203
2020-02-14,75.2699966430664
2020-05-06,72.72000122070312
2019-01-08,72.47000122070312
2018-12-07,72.66999816894531
2019-08-20,72.5
2018-11-05,73.44000244140625
2019-07-19,73.79000091552734
2018-10-04,73.76000213623047
2019-06-17,73.7699966430664
2019-05-16,71.63999938964844
2018-08-01,73.75
2019-03-13,74.31999969482422
2019-12-03,74.72000122070312
2020-02-20,74.9800033569336
2019-12-06,75.0999984741211
2020-05-12,75.30999755859375
2019-12-09,75.0
2020-02-26,75.5
2020-05-15,75.05999755859375
2019-03-28,74.80000305175781
2018-09-17,73.69000244140625
2018-08-16,73.37000274658203
2018-10-19,74.30000305175781
2019-04-29,75.47000122070312
2019-01-23,76.05999755859375
2019-09-04,75.02999877929688
2018-11-20,73.06999969482422
2019-07-02,73.94000244140625
2019-05-31,73.62000274658203
2019-12-12,73.6500015258789
2020-05-18,74.58999633789062
2019-09-27,75.12000274658203
2020-03-03,76.30999755859375
2020-05-21,76.5
2019-05-14,77.0
2018-08-31,77.62999725341797
2018-07-30,78.02999877929688
2018-10-02,79.0
2019-04-12,78.7300033569336
2019-03-11,78.05000305175781
2019-02-07,78.22000122070312
2019-07-17,78.69999694824219
2019-09-19,78.13999938964844
2019-10-21,78.45999908447266
2019-12-18,79.37000274658203
2020-03-06,79.44000244140625
2019-10-03,78.88999938964844
2020-03-09,79.6500015258789
2020-05-27,79.52999877929688
2019-12-24,79.73999786376953
2020-03-12,75.37000274658203
2018-12-20,75.4000015258789
2019-08-01,72.83999633789062
2018-08-14,71.06999969482422
2018-07-13,69.97000122070312
2018-10-17,72.4800033569336
2019-05-29,71.63999938964844
2019-03-26,70.69999694824219
2019-02-22,72.63999938964844
2019-10-04,72.19000244140625
2019-11-05,72.69000244140625
2019-12-27,72.6500015258789
2020-06-02,73.04000091552734
2019-12-30,72.52999877929688
2020-03-18,72.9800033569336
2020-06-05,73.51000213623047
2019-07-15,74.83000183105469
2018-12-03,75.13999938964844
2019-06-13,74.69999694824219
2019-01-04,74.38999938964844
2018-08-29,74.5999984741211
2019-02-05,75.41999816894531
2018-11-01,75.58000183105469
2019-08-16,75.33000183105469
2019-04-10,75.0
2019-09-17,74.44999694824219
2019-10-15,74.11000061035156
2020-01-02,73.47000122070312
2020-06-08,72.4000015258789
2019-10-18,72.44000244140625
2020-03-24,73.05000305175781
2020-06-11,73.16999816894531
2020-01-08,73.19000244140625
2019-04-25,73.69999694824219
2019-07-30,73.87000274658203
2019-02-20,75.2300033569336
2018-07-11,74.87999725341797
2018-09-13,74.56999969482422
2018-10-15,73.54000091552734
2019-06-28,73.63999938964844
2018-12-18,69.69999694824219
2018-11-16,68.20999908447266
2019-10-02,66.9000015258789
2020-03-27,66.44999694824219
2020-01-10,67.37000274658203
2019-10-24,66.69999694824219
2020-03-30,67.06999969482422
2020-06-17,67.1500015258789
2020-01-14,66.70999908447266
2020-04-02,67.01000213623047
2019-01-02,67.81999969482422
2019-08-14,67.05999755859375
2018-10-30,67.19999694824219
2019-06-11,67.75
2019-05-10,69.01000213623047
2019-04-08,68.94999694824219
2018-08-27,67.91000366210938
2018-07-26,68.5999984741211
2018-09-28,68.66999816894531
2019-03-07,69.61000061035156
2019-10-30,69.77999877929688
2020-01-17,69.38999938964844
2020-06-23,68.87000274658203
2020-04-08,68.80999755859375
2020-06-26,69.19000244140625
2019-03-22,69.7699966430664
2019-01-17,70.01000213623047
2019-08-29,68.3499984741211
2018-11-14,69.12999725341797
2019-06-26,69.16000366210938
2018-09-11,69.16000366210938
2018-07-09,68.88999938964844
2018-08-10,68.44999694824219
2019-04-23,67.98999786376953
2019-09-30,68.48999786376953
2020-01-23,69.9000015258789
2019-11-08,69.98999786376953
2020-04-14,69.98999786376953
2019-11-11,70.19999694824219
2020-01-29,70.26000213623047
2020-04-17,69.91000366210938
2018-07-24,70.3499984741211
2018-09-26,69.66000366210938
2019-05-08,69.54000091552734
2019-03-05,70.16999816894531
2019-02-01,69.30000305175781
2018-12-31,68.94000244140625
2018-11-29,69.12999725341797
2019-08-12,69.36000061035156
2019-07-11,70.13999938964844
2019-09-13,70.62000274658203
2019-11-14,71.33000183105469
2020-04-20,71.62000274658203
2020-02-04,71.66000366210938
2020-04-23,71.79000091552734
2018-12-14,72.08999633789062
2019-08-27,70.94000244140625
2018-08-08,70.94000244140625
2018-10-11,70.29000091552734
2018-11-12,71.5199966430664
2019-07-26,71.69999694824219
2019-06-24,71.93000030517578
2019-05-23,74.06999969482422
2019-03-20,74.58000183105469
2019-01-15,74.61000061035156
2019-11-20,74.16000366210938
2020-02-07,73.83999633789062
2020-02-10,73.80000305175781
2020-04-29,74.58000183105469
2019-11-26,74.58000183105469
2020-02-13,74.55000305175781
2019-01-30,75.43000030517578
2018-08-23,75.69000244140625
2018-09-24,75.9000015258789
2018-11-27,75.66000366210938
2018-10-26,75.36000061035156
2019-07-09,76.05999755859375
2019-06-07,75.38999938964844
2019-05-06,74.22000122070312
2019-04-04,74.27999877929688
2019-09-11,71.38999938964844
2019-11-29,68.05000305175781
2020-05-05,69.52999877929688
2019-12-02,72.41999816894531
2020-02-19,73.91000366210938
2020-05-08,73.80999755859375
2019-05-21,72.69000244140625
2019-03-18,70.18000030517578
2018-09-07,70.01000213623047
2018-08-06,68.0
2018-10-09,61.0
2019-02-14,62.11000061035156
2018-12-12,47.97999954223633
2019-07-24,61.70000076293945
2019-09-26,65.70999908447266
2019-10-28,65.75
2019-12-05,64.13999938964844
2020-05-11,59.779998779296875
2019-07-03,59.36000061035156
2020-02-25,59.81999969482422
2020-05-14,60.310001373291016
2020-02-28,61.290000915527344
2019-08-08,63.0099983215332
2019-06-05,63.52000045776367
2018-07-20,61.88999938964844
2018-08-21,63.08000183105469
2018-10-24,65.77999877929688
2019-04-02,68.01000213623047
2019-03-01,66.97000122070312
2019-01-28,66.69000244140625
2018-12-27,68.08999633789062
2019-09-09,67.2699966430664
2020-03-02,68.8499984741211
2020-05-20,71.37999725341797
2019-12-17,71.25
2020-03-05,71.83000183105469
2019-02-12,72.33000183105469
2019-01-11,70.19999694824219
2018-12-10,70.72000122070312
2019-08-23,70.22000122070312
2018-11-08,70.5
2019-07-22,71.18000030517578
2019-06-20,68.86000061035156
2018-09-05,67.08000183105469
2019-04-17,67.63999938964844
2019-09-24,69.8499984741211
2019-12-20,70.18000030517578
2020-05-26,71.5999984741211
2019-04-30,71.7699966430664
2019-12-23,71.79000091552734
2020-03-11,72.94999694824219
2020-05-29,73.22000122070312
2019-12-26,73.20999908447266
2020-06-01,73.08000183105469
2019-05-02,71.0999984741211
2019-02-27,72.68000030517578
2018-11-23,72.41999816894531
2019-08-06,72.04000091552734
2018-07-18,71.62000274658203
2018-09-20,70.79000091552734
2018-10-22,70.61000061035156
2019-07-05,70.06999969482422
2019-06-03,70.13999938964844
2019-10-09,73.55000305175781
2019-10-11,73.45999908447266
2020-03-17,74.62000274658203
2020-06-04,75.11000061035156
2019-10-14,75.0999984741211
2020-03-20,73.83000183105469
2018-11-06,72.44000244140625
2019-06-18,72.76000213623047
2019-05-17,74.19000244140625
2019-04-15,74.69999694824219
2019-03-14,74.4000015258789
2019-01-09,72.81999969482422
2018-08-02,72.02999877929688
2018-10-05,73.9000015258789
2019-08-21,75.12000274658203
2019-10-17,76.4000015258789
2020-03-23,77.38999938964844
2020-06-10,77.11000061035156
2019-02-25,77.05999755859375
2020-01-07,75.8499984741211
2020-03-26,75.43000030517578
2019-10-23,76.05999755859375
