Dates,CHD
2018-06-20,50.75
2018-06-21,50.689998626708984
2018-06-25,50.630001068115234
2018-06-22,51.56999969482422
2018-06-26,51.689998626708984
2018-06-27,52.279998779296875
2018-06-28,53.16999816894531
2018-06-29,53.15999984741211
2018-07-02,52.939998626708984
2018-07-03,53.279998779296875
2018-07-05,54.310001373291016
2018-07-16,54.65999984741211
2018-09-18,53.45000076293945
2019-01-24,54.470001220703125
2019-09-05,54.65999984741211
2018-11-21,54.93000030517578
2020-01-13,55.88999938964844
2020-04-01,54.869998931884766
2020-06-19,54.77000045776367
2019-10-29,53.790000915527344
2020-01-16,54.13999938964844
2020-06-22,54.97999954223633
2018-10-03,54.77000045776367
2018-07-31,54.66999816894531
2019-03-12,54.95000076293945
2019-02-08,55.310001373291016
2019-01-07,55.36000061035156
2018-12-06,55.290000915527344
2019-08-19,55.900001525878906
2019-07-18,55.150001525878906
2019-05-15,56.790000915527344
2019-09-20,57.16999816894531
2019-11-01,57.459999084472656
2020-04-07,56.470001220703125
2020-06-25,55.939998626708984
2020-06-16,55.56999969482422
2019-11-04,55.7400016784668
2020-01-22,55.88999938964844
2019-11-07,55.45000076293945
2020-04-13,56.060001373291016
2019-07-01,56.849998474121094
2019-05-30,57.150001525878906
2018-08-15,57.630001068115234
2018-10-18,56.790000915527344
2019-03-27,56.36000061035156
2019-01-22,56.52000045776367
2018-12-21,56.33000183105469
2019-09-03,56.20000076293945
2018-11-19,56.45000076293945
2019-08-02,56.5
2020-01-28,56.380001068115234
2020-04-16,56.58000183105469
2019-11-13,56.47999954223633
2020-01-31,57.70000076293945
2018-12-04,58.119998931884766
2018-11-02,58.689998626708984
2019-07-16,58.47999954223633
2018-08-30,59.0
2018-10-01,59.43000030517578
2019-06-14,59.45000076293945
2019-05-13,59.54999923706055
2019-04-11,59.79999923706055
2019-02-06,59.720001220703125
2019-09-18,58.9900016784668
2020-02-03,59.65999984741211
2020-04-22,60.040000915527344
2019-11-19,59.099998474121094
2020-02-06,59.0099983215332
2019-11-22,59.400001525878906
2019-03-25,58.88999938964844
2019-02-21,59.369998931884766
2018-12-19,59.54999923706055
2018-07-12,60.13999938964844
2018-09-14,59.09000015258789
2018-08-13,58.29999923706055
