Dates,CHD
2018-09-27,67.93000030517578
2018-10-29,68.87999725341797
2019-10-16,68.66000366210938
2019-12-16,65.9000015258789
2020-03-04,65.56999969482422
2020-05-22,64.5199966430664
2019-10-01,64.01000213623047
2019-12-19,64.77999877929688
2018-09-10,62.65999984741211
2019-05-24,64.26000213623047
2018-08-09,65.86000061035156
2019-04-22,66.0199966430664
2019-03-21,65.13999938964844
2019-01-16,64.16000366210938
2019-08-28,64.38999938964844
2018-11-13,65.05999755859375
2018-10-12,65.94999694824219
2019-06-25,65.88999938964844
2020-03-10,66.01000213623047
2020-05-28,67.31999969482422
2019-10-07,66.91999816894531
2020-03-13,66.80999755859375
2019-10-10,67.47000122070312
2020-03-16,67.45999908447266
2020-06-03,67.80000305175781
2018-11-28,68.13999938964844
2018-09-25,66.8499984741211
2018-07-23,65.36000061035156
2018-08-24,64.30000305175781
2019-07-10,63.27000045776367
2019-05-07,63.939998626708984
2019-04-05,63.72999954223633
2019-03-04,62.91999816894531
2019-01-31,64.7699966430664
2019-09-12,65.44000244140625
2019-12-31,61.029998779296875
2020-03-19,61.7400016784668
2020-01-03,62.310001373291016
2020-06-09,62.68000030517578
2019-02-15,63.040000915527344
2019-01-14,64.33999633789062
2018-07-06,64.11000061035156
2018-08-07,64.54000091552734
2018-10-10,64.52999877929688
2018-12-13,64.4000015258789
2019-08-26,64.94999694824219
2019-07-25,64.9000015258789
2019-05-22,65.80000305175781
2019-03-19,66.30999755859375
2020-01-06,65.37000274658203
2020-03-25,65.12999725341797
2020-06-12,65.86000061035156
2019-10-22,65.8499984741211
2020-01-09,65.9000015258789
2020-06-15,66.0
2019-10-25,65.52999877929688
2020-03-31,65.2699966430664
2020-06-18,65.66999816894531
2019-04-03,65.73999786376953
2018-08-22,66.56999969482422
2018-10-25,66.63999938964844
2019-01-29,66.91000366210938
2018-12-28,66.9000015258789
2018-11-26,67.27999877929688
2019-08-09,66.70999908447266
2019-07-08,66.54000091552734
2019-06-06,65.83000183105469
2019-09-10,66.8499984741211
2020-01-15,67.12999725341797
2020-04-03,68.44999694824219
2019-10-31,68.56999969482422
2020-04-06,69.61000061035156
2020-06-24,72.19000244140625
2018-11-09,71.08999633789062
2019-07-23,71.88999938964844
2019-06-21,71.69999694824219
2019-05-20,72.19999694824219
2019-04-18,72.55000305175781
2018-09-06,72.33000183105469
2018-10-08,72.3499984741211
2019-02-13,73.30000305175781
2018-12-11,73.29000091552734
2019-09-25,73.51000213623047
2020-01-21,74.11000061035156
2020-04-09,73.87999725341797
2019-11-06,73.87999725341797
2020-01-24,73.5999984741211
2020-01-27,73.98999786376953
2020-04-15,73.5199966430664
2018-12-26,73.12000274658203
2019-08-07,73.20999908447266
2019-06-04,73.86000061035156
2018-09-21,73.97000122070312
2018-07-19,73.87999725341797
2018-08-20,74.33000183105469
2018-10-23,73.4000015258789
2019-05-03,73.73999786376953
2019-04-01,74.04000091552734
2019-02-28,73.70999908447266
2019-11-12,72.80000305175781
2020-01-30,73.01000213623047
2019-11-15,72.58000183105469
2020-04-21,72.72000122070312
2019-04-16,73.56999969482422
2019-03-15,72.58999633789062
2019-02-11,74.06999969482422
2019-01-10,73.83000183105469
2019-08-22,73.91999816894531
2018-11-07,74.05000305175781
2018-08-03,74.0
2018-09-04,74.22000122070312
2019-06-19,75.30000305175781
2019-09-23,74.87000274658203
2019-11-18,73.02999877929688
2020-02-05,73.58999633789062
2020-04-24,74.75
2019-03-29,74.77999877929688
2019-11-21,76.0999984741211
2020-04-27,75.58000183105469
2020-02-11,77.06999969482422
2020-04-30,78.6500015258789
2019-05-01,77.86000061035156
2019-02-26,77.06999969482422
2019-01-25,76.69999694824219
2018-12-24,76.95999908447266
2019-09-06,77.11000061035156
2018-07-17,77.3499984741211
2018-09-19,77.70999908447266
2019-08-05,75.98999786376953
2019-10-08,76.29000091552734
2019-12-11,76.47000122070312
2019-11-27,76.36000061035156
2020-02-14,76.0999984741211
2020-05-06,74.8499984741211
2019-01-08,72.83000183105469
2018-12-07,73.41999816894531
2019-08-20,73.23999786376953
2018-11-05,73.75
2019-07-19,73.79000091552734
2018-10-04,74.73999786376953
2019-06-17,74.48999786376953
2019-05-16,73.94999694824219
2018-08-01,73.91999816894531
2019-03-13,74.51000213623047
2019-12-03,75.30000305175781
2020-02-20,75.43000030517578
2019-12-06,75.5
2020-05-12,75.54000091552734
2019-12-09,75.33999633789062
2020-02-26,76.62999725341797
2020-05-15,75.55000305175781
2019-03-28,75.91999816894531
2018-09-17,74.91000366210938
2018-08-16,73.62000274658203
2018-10-19,74.8499984741211
2019-04-29,75.83000183105469
2019-01-23,76.6500015258789
2019-09-04,76.25
2018-11-20,75.08999633789062
2019-07-02,74.37999725341797
2019-05-31,74.19000244140625
2019-12-12,74.19000244140625
2020-05-18,74.75
2019-09-27,75.79000091552734
2020-03-03,77.37999725341797
2020-05-21,76.80999755859375
2019-05-14,77.06999969482422
2018-08-31,77.97000122070312
2018-07-30,78.02999877929688
2018-10-02,79.31999969482422
2019-04-12,80.0
2019-03-11,79.80000305175781
2019-02-07,78.44999694824219
2019-07-17,78.98999786376953
2019-09-19,79.2300033569336
2019-10-21,78.77999877929688
2019-12-18,79.41999816894531
2020-03-06,79.94999694824219
2019-10-03,80.56999969482422
2020-03-09,80.36000061035156
2020-05-27,79.55999755859375
2019-12-24,79.73999786376953
2020-03-12,79.80000305175781
2018-12-20,77.44000244140625
2019-08-01,75.54000091552734
2018-08-14,72.98999786376953
2018-07-13,70.5999984741211
2018-10-17,73.08999633789062
2019-05-29,72.3499984741211
2019-03-26,72.05000305175781
2019-02-22,72.93000030517578
2019-10-04,73.13999938964844
2019-11-05,72.80999755859375
2019-12-27,73.06999969482422
2020-06-02,73.08999633789062
2019-12-30,73.6500015258789
2020-03-18,73.83999633789062
2020-06-05,73.75
2019-07-15,76.22000122070312
2018-12-03,75.19000244140625
2019-06-13,74.91999816894531
2019-01-04,75.58999633789062
2018-08-29,74.83999633789062
2019-02-05,75.44999694824219
2018-11-01,75.94000244140625
2019-08-16,76.33000183105469
2019-04-10,75.94000244140625
2019-09-17,75.2300033569336
2019-10-15,75.23999786376953
2020-01-02,74.69999694824219
2020-06-08,73.62999725341797
2019-10-18,73.06999969482422
2020-03-24,73.2300033569336
2020-06-11,73.62999725341797
2020-01-08,73.88999938964844
2019-04-25,74.33000183105469
2019-07-30,74.01000213623047
2019-02-20,75.27999877929688
2018-07-11,75.76000213623047
2018-09-13,74.93000030517578
2018-10-15,74.16000366210938
2019-06-28,73.80999755859375
2018-12-18,74.56999969482422
2018-11-16,69.8499984741211
2019-10-02,68.77999877929688
2020-03-27,66.80000305175781
2020-01-10,68.06999969482422
2019-10-24,67.5
2020-03-30,67.33000183105469
2020-06-17,67.76000213623047
2020-01-14,67.5999984741211
2020-04-02,67.7300033569336
2019-01-02,68.27999877929688
2019-08-14,68.19000244140625
2018-10-30,67.30000305175781
2019-06-11,67.80999755859375
2019-05-10,69.19999694824219
2019-04-08,69.81999969482422
2018-08-27,69.0
2018-07-26,69.11000061035156
2018-09-28,68.83999633789062
2019-03-07,69.7300033569336
2019-10-30,70.30000305175781
2020-01-17,70.05999755859375
2020-06-23,70.0
2020-04-08,68.80999755859375
2020-06-26,69.56999969482422
2019-03-22,69.83000183105469
2019-01-17,70.25
2019-08-29,68.81999969482422
2018-11-14,69.4000015258789
2019-06-26,69.43000030517578
2018-09-11,69.26000213623047
2018-07-09,70.01000213623047
2018-08-10,68.6500015258789
2019-04-23,68.73999786376953
2019-09-30,68.87000274658203
2020-01-23,70.20999908447266
2019-11-08,70.52999877929688
2020-04-14,70.1500015258789
2019-11-11,70.52999877929688
2020-01-29,70.5
2020-04-17,70.55000305175781
2018-07-24,70.3499984741211
2018-09-26,70.37999725341797
2019-05-08,69.5999984741211
2019-03-05,70.43000030517578
2019-02-01,70.16000366210938
2018-12-31,69.87999725341797
2018-11-29,69.22000122070312
2019-08-12,69.7300033569336
2019-07-11,70.22000122070312
2019-09-13,70.80999755859375
2019-11-14,71.33000183105469
2020-04-20,71.94999694824219
2020-02-04,71.76000213623047
2020-04-23,72.0
2018-12-14,72.62999725341797
2019-08-27,72.13999938964844
2018-08-08,71.23999786376953
2018-10-11,71.0
2018-11-12,72.13999938964844
2019-07-26,72.08000183105469
2019-06-24,72.9000015258789
2019-05-23,74.54000091552734
2019-03-20,74.7300033569336
2019-01-15,75.12999725341797
2019-11-20,74.79000091552734
2020-02-07,74.30000305175781
2020-02-10,74.30000305175781
2020-04-29,74.58000183105469
2019-11-26,75.3499984741211
2020-02-13,74.55000305175781
2019-01-30,75.48999786376953
2018-08-23,75.88999938964844
2018-09-24,76.54000091552734
2018-11-27,76.08999633789062
2018-10-26,75.95999908447266
2019-07-09,76.05999755859375
2019-06-07,76.38999938964844
2019-05-06,75.33000183105469
2019-04-04,74.7300033569336
2019-09-11,74.43000030517578
2019-11-29,70.20999908447266
2020-05-05,69.83000183105469
2019-12-02,75.0
2020-02-19,74.38999938964844
2020-05-08,75.2300033569336
2019-05-21,73.16000366210938
2019-03-18,70.98999786376953
2018-09-07,72.13999938964844
2018-08-06,71.1500015258789
2018-10-09,63.90999984741211
2019-02-14,65.94999694824219
2018-12-12,50.02000045776367
2019-07-24,61.880001068115234
2019-09-26,65.87999725341797
2019-10-28,69.86000061035156
2019-12-05,66.0
2020-05-11,65.62000274658203
2019-07-03,62.279998779296875
2020-02-25,61.95000076293945
2020-05-14,60.310001373291016
2020-02-28,61.9900016784668
2019-08-08,63.18000030517578
2019-06-05,64.31999969482422
2018-07-20,62.79999923706055
2018-08-21,63.08000183105469
2018-10-24,65.77999877929688
2019-04-02,68.30000305175781
2019-03-01,68.86000061035156
2019-01-28,67.52999877929688
2018-12-27,68.3499984741211
2019-09-09,67.2699966430664
2020-03-02,70.20999908447266
2020-05-20,71.8499984741211
2019-12-17,72.63999938964844
2020-03-05,73.22000122070312
2019-02-12,73.08000183105469
2019-01-11,72.11000061035156
2018-12-10,70.9800033569336
2019-08-23,71.2699966430664
2018-11-08,70.54000091552734
2019-07-22,72.30000305175781
2019-06-20,70.95999908447266
2018-09-05,69.41999816894531
2019-04-17,69.11000061035156
2019-09-24,70.25
2019-12-20,71.22000122070312
2020-05-26,71.77999877929688
2019-04-30,73.4000015258789
2019-12-23,72.30999755859375
2020-03-11,73.25
2020-05-29,73.41000366210938
2019-12-26,74.3499984741211
2020-06-01,73.2699966430664
2019-05-02,73.30000305175781
2019-02-27,72.94999694824219
2018-11-23,73.75
2019-08-06,72.73999786376953
2018-07-18,72.30999755859375
2018-09-20,72.13999938964844
2018-10-22,70.94999694824219
2019-07-05,72.19999694824219
2019-06-03,70.30999755859375
2019-10-09,73.87000274658203
2019-10-11,74.12000274658203
2020-03-17,74.98999786376953
2020-06-04,75.16000366210938
2019-10-14,76.0
2020-03-20,74.80000305175781
2018-11-06,73.7699966430664
2019-06-18,72.87999725341797
2019-05-17,74.87999725341797
2019-04-15,75.16000366210938
2019-03-14,75.5
2019-01-09,74.58000183105469
2018-08-02,72.63999938964844
2018-10-05,74.88999938964844
2019-08-21,75.16000366210938
2019-10-17,77.0
2020-03-23,78.87000274658203
2020-06-10,77.37000274658203
2019-02-25,77.9000015258789
2020-01-07,77.04000091552734
2020-03-26,76.45999908447266
2019-10-23,76.97000122070312
