Dates,TGT
2018-06-20,77.23999786376953
2018-06-21,77.2300033569336
2018-06-25,76.87000274658203
2018-06-22,77.1500015258789
2018-06-26,77.08000183105469
2018-06-27,78.5
2018-06-28,77.11000061035156
2018-06-29,76.97000122070312
2018-07-02,76.1500015258789
2018-07-03,77.5
2018-07-05,76.87999725341797
2018-07-16,77.12999725341797
2018-09-18,78.26000213623047
2019-01-24,78.4800033569336
2019-09-05,78.20999908447266
2018-11-21,78.18000030517578
2020-01-13,78.37000274658203
2020-04-01,77.72000122070312
2020-06-19,78.19000244140625
2019-10-29,77.80999755859375
2020-01-16,78.83999633789062
2020-06-22,78.63999938964844
2018-10-03,78.93000030517578
2018-07-31,80.05999755859375
2019-03-12,80.18000030517578
2019-02-08,81.29000091552734
2019-01-07,81.0
2018-12-06,81.29000091552734
2019-08-19,81.29000091552734
2019-07-18,80.91000366210938
2019-05-15,80.94000244140625
2019-09-20,81.94999694824219
2019-11-01,81.77999877929688
2020-04-07,82.80000305175781
2020-06-25,82.51000213623047
2020-06-16,83.05999755859375
2019-11-04,83.16999816894531
2020-01-22,83.19000244140625
2019-11-07,82.88999938964844
2020-04-13,82.11000061035156
2019-07-01,82.41000366210938
2019-05-30,84.13999938964844
2018-08-15,83.47000122070312
2018-10-18,83.72000122070312
2019-03-27,88.88999938964844
2019-01-22,87.19000244140625
2018-12-21,87.7300033569336
2019-09-03,87.58999633789062
2018-11-19,87.62999725341797
2019-08-02,87.75
2020-01-28,87.7300033569336
2020-04-16,87.58999633789062
2019-11-13,88.9800033569336
2020-01-31,89.41999816894531
2018-12-04,90.19999694824219
2018-11-02,89.98999786376953
2019-07-16,90.38999938964844
2018-08-30,89.83000183105469
2018-10-01,89.19999694824219
2019-06-14,88.94000244140625
2019-05-13,88.5199966430664
2019-04-11,88.20999908447266
2019-02-06,87.97000122070312
2019-09-18,87.94000244140625
2020-02-03,87.63999938964844
2020-04-22,88.66000366210938
2019-11-19,88.52999877929688
2020-02-06,87.98999786376953
2019-11-22,88.37000274658203
2019-03-25,88.23999786376953
2019-02-21,88.29000091552734
2018-12-19,88.79000091552734
2018-07-12,89.38999938964844
2018-09-14,86.75
2018-08-13,86.5199966430664
2018-10-16,85.2300033569336
2019-07-31,85.55999755859375
2019-05-28,86.80000305175781
2019-04-26,86.80999755859375
2020-04-28,86.12999725341797
2019-11-25,85.76000213623047
2020-02-12,85.30999755859375
2020-05-01,86.06999969482422
2020-05-04,85.94999694824219
2019-06-12,84.58000183105469
2019-04-09,83.7699966430664
2019-03-08,83.77999877929688
2019-02-04,82.94999694824219
2018-07-27,84.30000305175781
2018-08-28,84.58000183105469
2019-01-03,84.26000213623047
2019-08-15,85.5199966430664
2018-10-31,86.47000122070312
2019-09-16,86.47000122070312
2020-02-18,84.37999725341797
2020-05-07,85.66999816894531
2018-08-17,85.5199966430664
2019-12-04,85.66999816894531
2020-02-21,87.66000366210938
2018-12-17,87.86000061035156
2019-08-30,87.93000030517578
2018-11-15,87.29000091552734
2019-07-29,85.9800033569336
2019-06-27,85.5999984741211
2019-04-24,82.8499984741211
2018-07-10,80.16000366210938
2018-09-12,80.4000015258789
2019-02-19,71.5
2019-01-18,70.25
2020-02-24,69.37000274658203
