Dates,TGT
2018-06-20,71.11260223388672
2018-06-21,71.82005310058594
2018-06-25,71.7257308959961
2018-06-22,72.48033142089844
2018-06-26,71.999267578125
2018-06-27,72.50863647460938
2018-06-28,71.3106918334961
2018-06-29,71.80119323730469
2018-07-02,71.47103881835938
2018-07-03,72.28224182128906
2018-07-05,72.206787109375
2018-07-16,72.43316650390625
2018-09-18,73.34813690185547
2019-01-24,73.85749053955078
2019-09-05,73.17835235595703
2018-11-21,72.15962219238281
2020-01-13,73.3104019165039
2020-04-01,72.829345703125
2020-06-19,72.88594055175781
2019-10-29,72.48976135253906
2020-01-16,74.00841522216797
2020-06-22,73.34813690185547
2018-10-03,74.22537231445312
2018-07-31,74.85734558105469
2019-03-12,75.45161437988281
2019-02-08,75.32898712158203
2019-01-07,75.58366394042969
2018-12-06,76.60238647460938
2019-08-19,76.10245513916016
2019-07-18,74.47061920166016
2019-05-15,76.17793273925781
2019-09-20,76.82877349853516
2019-11-01,76.97969818115234
2020-04-07,77.57395935058594
2020-06-25,77.71544647216797
2020-06-16,77.9323959350586
2019-11-04,78.01728057861328
2020-01-22,77.40415954589844
2019-11-07,78.60202026367188
2020-04-13,76.71017456054688
2019-07-01,78.0221176147461
2019-05-30,78.94425964355469
2018-08-15,79.21045684814453
2018-10-18,79.16292572021484
2019-03-27,81.70123291015625
2019-01-22,82.43324279785156
2018-12-21,83.00365447998047
2019-09-03,82.32867431640625
2018-11-19,82.4237289428711
2019-08-02,83.307861328125
2020-01-28,83.00365447998047
2020-04-16,83.18428039550781
2019-11-13,84.56275939941406
2020-01-31,84.23003387451172
2018-12-04,84.4962158203125
2018-11-02,84.36312103271484
2019-07-16,84.85748291015625
2018-08-30,84.42017364501953
2018-10-01,84.27758026123047
2019-06-14,83.73567962646484
2019-05-13,83.60258483886719
2019-04-11,82.97513580322266
2019-02-06,83.35540771484375
2019-09-18,82.86105346679688
2020-02-03,83.07019805908203
2020-04-22,83.00365447998047
2019-11-19,82.9371109008789
2020-02-06,83.00365447998047
2019-11-22,83.55503845214844
2019-03-25,83.19379425048828
2019-02-21,83.85926818847656
2018-12-19,84.10643768310547
2018-07-12,82.34769439697266
2018-09-14,81.72974395751953
2018-08-13,80.65548706054688
2018-10-16,80.35126495361328
2019-07-31,81.18785858154297
2019-05-28,81.43504333496094
2019-04-26,80.99771118164062
2020-04-28,78.71610260009766
2019-11-25,80.43682861328125
2020-02-12,80.42732238769531
2020-05-01,81.57763671875
2020-05-04,80.25619506835938
2019-06-12,79.24848175048828
2019-04-09,77.97457885742188
2019-03-08,79.1249008178711
2019-02-04,78.59251403808594
2018-07-27,78.21223449707031
2018-08-28,79.69529724121094
2019-01-03,77.89852142333984
2019-08-15,79.95198059082031
2018-10-31,81.53961181640625
2019-09-16,79.50516510009766
2020-02-18,80.07556915283203
2020-05-07,80.24669647216797
2018-08-17,81.14031982421875
2019-12-04,81.36849212646484
2020-02-21,82.48078918457031
2018-12-17,83.27935028076172
2019-08-30,82.65191650390625
2018-11-15,81.25440979003906
2019-07-29,80.16111755371094
2019-06-27,79.02981567382812
2019-04-24,76.77671813964844
2018-07-10,75.74998474121094
2018-09-12,73.95320892333984
2019-02-19,66.16967010498047
2019-01-18,66.39013671875
2020-02-24,64.55927276611328
2020-05-13,66.38054656982422
2019-12-10,68.42230224609375
2020-02-27,68.90157318115234
2019-12-13,68.22097778320312
2020-05-19,68.01969146728516
2019-03-06,69.3425064086914
2018-11-30,66.43806457519531
2019-08-13,66.65853118896484
2019-07-12,65.0002212524414
2019-06-10,65.48908233642578
2019-05-09,64.01290130615234
2018-07-25,64.98104858398438
2018-09-27,63.91704177856445
2018-10-29,64.3867416381836
2019-10-16,61.65483474731445
2019-12-16,62.60380935668945
2020-03-04,60.2265739440918
2020-05-22,59.143394470214844
2019-10-01,58.59701156616211
2019-12-19,58.99961471557617
2018-09-10,62.41209030151367
2019-05-24,62.02867126464844
2018-08-09,62.268306732177734
2019-04-22,63.35148239135742
2019-03-21,63.68699645996094
2019-01-16,62.814701080322266
2019-08-28,63.677406311035156
2018-11-13,66.792724609375
2018-10-12,66.72563171386719
2019-06-25,67.37745666503906
2020-03-10,65.4603271484375
2020-05-28,66.72563171386719
2019-10-07,65.98754119873047
2020-03-13,65.3836441040039
2019-10-10,65.03855895996094
2020-03-16,66.4955825805664
2020-06-03,67.75130462646484
2018-11-28,67.36786651611328
2018-09-25,67.40621948242188
2018-07-23,67.6842041015625
2018-08-24,69.39044189453125
2019-07-10,69.13162994384766
2019-05-07,68.72903442382812
2019-04-05,69.33292388916016
2019-03-04,69.97516632080078
2019-01-31,68.22097778320312
2019-09-12,69.43838500976562
2019-12-31,69.75469207763672
2020-03-19,69.50547790527344
2020-01-03,68.88240051269531
2020-06-09,67.94300842285156
2019-02-15,67.2432632446289
2019-01-14,67.49249267578125
2018-07-06,69.56298828125
2018-08-07,69.18913269042969
2018-10-10,69.82179260253906
2018-12-13,70.88556671142578
2019-08-26,70.31500244140625
2019-07-25,69.65739440917969
2019-05-22,69.87014770507812
2019-03-19,70.69215393066406
2020-01-06,69.90882873535156
2020-03-25,70.61478424072266
2020-06-12,70.24729919433594
2019-10-22,70.53742980957031
2020-01-09,70.27631378173828
2020-06-15,73.49662780761719
2019-10-25,74.36698913574219
2020-03-31,73.6610336303711
2020-06-18,73.31288146972656
2019-04-03,73.75772857666016
2018-08-22,73.67070770263672
2018-10-25,74.5797348022461
2019-01-29,73.97048950195312
2018-12-28,74.13489532470703
2018-11-26,75.31470489501953
2019-08-09,75.87559509277344
2019-07-08,74.98591613769531
2019-06-06,76.87166595458984
2019-09-10,75.7402114868164
2020-01-15,75.94329071044922
2020-04-03,77.0070571899414
2019-10-31,77.19080352783203
2020-04-06,77.67432403564453
2020-06-24,77.6163101196289
2018-11-09,77.33585357666016
2019-07-23,76.8426513671875
2019-06-21,76.69759368896484
2019-05-20,78.69940948486328
2019-04-18,78.27391815185547
2018-09-06,79.23129272460938
2018-10-08,78.00312805175781
2019-02-13,78.09017181396484
2018-12-11,77.80004119873047
2019-09-25,78.07083129882812
2020-01-21,79.27965545654297
2020-04-09,79.26998901367188
2019-11-06,79.95659637451172
2020-01-24,80.51750183105469
2020-01-27,79.3183364868164
2020-04-15,79.45372772216797
2018-12-26,80.15000915527344
2019-08-07,79.04755401611328
2019-06-04,74.5797348022461
2018-09-21,75.23734283447266
2018-07-19,74.86985778808594
2018-08-20,73.177490234375
2018-10-23,73.90278625488281
2019-05-03,73.43860626220703
2019-04-01,73.477294921875
2019-02-28,72.5682601928711
2019-11-12,72.92606353759766
2020-01-30,72.63594818115234
2019-11-15,72.1814193725586
2020-04-21,69.31892395019531
2019-04-16,69.53359985351562
2019-03-15,69.09449768066406
2019-02-11,69.06521606445312
2019-01-10,69.17256164550781
2019-08-22,70.33373260498047
2018-11-07,70.21662902832031
2018-08-03,75.68096160888672
2018-09-04,77.47639465332031
2019-06-19,79.59381866455078
2019-09-23,78.81320190429688
2019-11-18,77.71057891845703
2020-02-05,78.4424057006836
2020-04-24,78.50094604492188
2019-03-29,80.94037628173828
2019-11-21,83.77012634277344
2020-04-27,83.4188461303711
2020-02-11,83.62376403808594
2020-04-30,84.74590301513672
2019-05-01,85.42894744873047
2019-02-26,85.72166442871094
2019-01-25,86.12174224853516
2018-12-24,86.16077423095703
2019-09-06,85.66313171386719
2018-07-17,85.02887725830078
2018-09-19,84.37510681152344
2019-08-05,84.07261657714844
2019-10-08,84.12140655517578
2019-12-11,85.47772979736328
2019-11-27,84.6190414428711
2020-02-14,83.62376403808594
2020-05-06,83.51642608642578
2019-01-08,83.7896499633789
2018-12-07,84.51171875
2019-08-20,84.8337173461914
2018-11-05,84.9312973022461
2019-07-19,85.77045440673828
2018-10-04,86.4925308227539
2019-06-17,86.75599670410156
2019-05-16,85.67288970947266
2018-08-01,83.77012634277344
2019-03-13,84.37510681152344
2019-12-03,85.409423828125
2020-02-20,84.6971206665039
2019-12-06,86.17052459716797
2020-05-12,85.73143768310547
2019-12-09,86.35592651367188
2020-02-26,85.8778076171875
2020-05-15,85.10693359375
2019-03-28,86.39495849609375
2018-09-17,86.93162536621094
2018-08-16,85.8387680053711
2018-10-19,84.9508056640625
2019-04-29,85.11669921875
2019-01-23,84.77517700195312
2019-09-04,84.30680847167969
2018-11-20,80.6183853149414
2019-07-02,79.54502868652344
2019-05-31,78.83271789550781
2019-12-12,80.76473999023438
2020-05-18,80.99893188476562
2019-09-27,81.7697982788086
2020-03-03,80.4134750366211
2020-05-21,80.04267120361328
2019-05-14,82.19912719726562
2018-08-31,79.90605926513672
2018-07-30,80.55982971191406
2018-10-02,82.16985321044922
2019-04-12,84.48243713378906
2019-03-11,84.09896850585938
2019-02-07,101.27667236328125
2019-07-17,104.54112243652344
2019-09-19,101.75846862792969
2019-10-21,103.01705169677734
2019-12-18,102.94822692871094
2020-03-06,104.61978912353516
2019-10-03,106.12417602539062
2020-03-09,105.24907684326172
2020-05-27,104.92459869384766
2019-12-24,105.563720703125
2020-03-12,106.7239761352539
2018-12-20,108.0120620727539
2019-08-01,106.14385223388672
2018-08-14,107.0091323852539
2018-07-13,107.14678955078125
2018-10-17,107.11729431152344
2019-05-29,106.18318176269531
2019-03-26,105.17041778564453
2019-02-22,105.48506164550781
2019-10-04,105.18025207519531
2019-11-05,106.06519317626953
2019-12-27,104.88526153564453
2020-06-02,106.9599609375
2019-12-30,105.65221405029297
2020-03-18,105.01309204101562
2020-06-05,104.51162719726562
2019-07-15,104.34447479248047
2018-12-03,105.12125396728516
2019-06-13,104.16748046875
2019-01-04,103.40052795410156
