Dates,TGT
2018-06-20,5147600.0
2018-06-21,4261000.0
2018-06-25,3254500.0
2018-06-22,6191500.0
2018-06-26,3575900.0
2018-06-27,4328100.0
2018-06-28,4670700.0
2018-06-29,3438400.0
2018-07-02,3518800.0
2018-07-03,1993300.0
2018-07-05,2772100.0
2018-07-16,2380600.0
2018-09-18,3397100.0
2019-01-24,3831400.0
2019-09-05,3001100.0
2018-11-21,3472600.0
2020-01-13,2958900.0
2020-04-01,3405600.0
2020-06-19,3179100.0
2019-10-29,4161000.0
2020-01-16,5180200.0
2020-06-22,2896300.0
2018-10-03,3415900.0
2018-07-31,5504400.0
2019-03-12,3655700.0
2019-02-08,4409300.0
2019-01-07,3361600.0
2018-12-06,3781800.0
2019-08-19,3959500.0
2019-07-18,4204800.0
2019-05-15,4180100.0
2019-09-20,3142400.0
2019-11-01,2467200.0
2020-04-07,2910700.0
2020-06-25,2674100.0
2020-06-16,3025200.0
2019-11-04,2343300.0
2020-01-22,3895600.0
2019-11-07,4680400.0
2020-04-13,6191700.0
2019-07-01,6603600.0
2019-05-30,7431500.0
2018-08-15,5699300.0
2018-10-18,8030000.0
2019-03-27,19633800.0
2019-01-22,7409600.0
2018-12-21,4505200.0
2019-09-03,3940300.0
2018-11-19,3953800.0
2019-08-02,3307100.0
2020-01-28,2940500.0
2020-04-16,3469400.0
2019-11-13,3562700.0
2020-01-31,7113900.0
2018-12-04,4504900.0
2018-11-02,4614900.0
2019-07-16,4156000.0
2018-08-30,3070200.0
2018-10-01,2920500.0
2019-06-14,3756500.0
2019-05-13,3433300.0
2019-04-11,2857300.0
2019-02-06,5014100.0
2019-09-18,3218500.0
2020-02-03,3242100.0
2020-04-22,6707500.0
2019-11-19,3475700.0
2020-02-06,2949600.0
2019-11-22,3880100.0
2019-03-25,3075800.0
2019-02-21,3924000.0
2018-12-19,3154800.0
2018-07-12,4258800.0
2018-09-14,4270700.0
2018-08-13,5473200.0
2018-10-16,5075200.0
2019-07-31,3732000.0
2019-05-28,3330900.0
2019-04-26,4952600.0
2020-04-28,5091000.0
2019-11-25,5128900.0
2020-02-12,3345500.0
2020-05-01,2691700.0
2020-05-04,4191800.0
2019-06-12,4242600.0
2019-04-09,5464400.0
2019-03-08,3420200.0
2019-02-04,4517500.0
2018-07-27,5098800.0
2018-08-28,5311600.0
2019-01-03,6128800.0
2019-08-15,5353000.0
2018-10-31,5767600.0
2019-09-16,6674200.0
2020-02-18,4388600.0
2020-05-07,3637600.0
2018-08-17,3670700.0
2019-12-04,3837700.0
2020-02-21,6778300.0
2018-12-17,4477900.0
2019-08-30,3490000.0
2018-11-15,4720800.0
2019-07-29,4328400.0
2019-06-27,5625500.0
2019-04-24,7119000.0
2018-07-10,8260900.0
2018-09-12,9144000.0
2019-02-19,20866400.0
2019-01-18,11724700.0
2020-02-24,5652600.0
2020-05-13,10028800.0
2019-12-10,13392500.0
2020-02-27,8457200.0
2019-12-13,6718400.0
2020-05-19,7100400.0
2019-03-06,7747600.0
2018-11-30,9762000.0
2019-08-13,6304400.0
2019-07-12,5471500.0
2019-06-10,5750900.0
2019-05-09,5756500.0
2018-07-25,5451300.0
2018-09-27,5866800.0
2018-10-29,6471700.0
2019-10-16,8576400.0
2019-12-16,7074300.0
2020-03-04,6705300.0
2020-05-22,8216200.0
2019-10-01,8825100.0
2019-12-19,3623400.0
2018-09-10,6157300.0
2019-05-24,5706000.0
2018-08-09,4193200.0
2019-04-22,4178500.0
2019-03-21,4549300.0
2019-01-16,4562200.0
2019-08-28,4825900.0
2018-11-13,7630600.0
2018-10-12,6756000.0
2019-06-25,6025100.0
2020-03-10,13913700.0
2020-05-28,5025900.0
2019-10-07,4568000.0
2020-03-13,3770000.0
2019-10-10,4888700.0
2020-03-16,4133200.0
2020-06-03,4484100.0
2018-11-28,5763900.0
2018-09-25,4446600.0
2018-07-23,4057000.0
2018-08-24,5544200.0
2019-07-10,3511100.0
2019-05-07,3320600.0
2019-04-05,3789300.0
2019-03-04,6699400.0
2019-01-31,5916200.0
2019-09-12,3622300.0
2019-12-31,3526200.0
2020-03-19,3399300.0
2020-01-03,3711600.0
2020-06-09,4146200.0
2019-02-15,6661000.0
2019-01-14,4505500.0
2018-07-06,7186900.0
2018-08-07,4624800.0
2018-10-10,3835800.0
2018-12-13,6868000.0
2019-08-26,5005600.0
2019-07-25,3985000.0
2019-05-22,3144800.0
2019-03-19,7782000.0
2020-01-06,5370900.0
2020-03-25,5164400.0
2020-06-12,5375600.0
2019-10-22,6833800.0
2020-01-09,7383800.0
2020-06-15,17015100.0
2019-10-25,7874200.0
2020-03-31,5617900.0
2020-06-18,4581900.0
2019-04-03,3435900.0
2018-08-22,3646200.0
2018-10-25,3796600.0
2019-01-29,3779500.0
2018-12-28,5274100.0
2018-11-26,3923500.0
2019-08-09,4192300.0
2019-07-08,4325300.0
2019-06-06,5322000.0
2019-09-10,3174500.0
2020-01-15,2911400.0
2020-04-03,3493600.0
2019-10-31,3609400.0
2020-04-06,5394100.0
2020-06-24,3886600.0
2018-11-09,4733900.0
2019-07-23,2909200.0
2019-06-21,3251700.0
2019-05-20,4396200.0
2019-04-18,4234600.0
2018-09-06,4609000.0
2018-10-08,4863800.0
2019-02-13,2265400.0
2018-12-11,2627800.0
2019-09-25,3517200.0
2020-01-21,3306200.0
2020-04-09,2663600.0
2019-11-06,3045000.0
2020-01-24,3162700.0
2020-01-27,3331200.0
2020-04-15,6238500.0
2018-12-26,2660000.0
2019-08-07,3797000.0
2019-06-04,12352800.0
2018-09-21,9097000.0
2018-07-19,5339800.0
2018-08-20,5463200.0
2018-10-23,4456300.0
2019-05-03,5774300.0
2019-04-01,4008600.0
2019-02-28,4437200.0
2019-11-12,3997700.0
2020-01-30,4549300.0
2019-11-15,5200300.0
2020-04-21,6055200.0
2019-04-16,8063100.0
2019-03-15,5578900.0
2019-02-11,4476200.0
2019-01-10,3891200.0
2019-08-22,5750100.0
2018-11-07,7705900.0
2018-08-03,20777800.0
2018-09-04,11619600.0
2019-06-19,7851700.0
2019-09-23,6522700.0
2019-11-18,5772200.0
2020-02-05,3996900.0
2020-04-24,4137000.0
2019-03-29,7071800.0
2019-11-21,7952700.0
2020-04-27,6744500.0
2020-02-11,4558400.0
2020-04-30,5214100.0
2019-05-01,3019500.0
2019-02-26,4285000.0
2019-01-25,3650400.0
2018-12-24,3200300.0
2019-09-06,4300800.0
2018-07-17,4194500.0
2018-09-19,4389100.0
2019-08-05,4088200.0
2019-10-08,3814800.0
2019-12-11,7847600.0
2019-11-27,3059000.0
2020-02-14,5061300.0
2020-05-06,2978100.0
2019-01-08,2941600.0
2018-12-07,5284100.0
2019-08-20,4780700.0
2018-11-05,2323600.0
2019-07-19,1532900.0
2018-10-04,2032000.0
2019-06-17,4734400.0
2019-05-16,3986900.0
2018-08-01,5638400.0
2019-03-13,5307700.0
2019-12-03,4732000.0
2020-02-20,3174200.0
2019-12-06,5276900.0
2020-05-12,3671100.0
2019-12-09,3847900.0
2020-02-26,3420400.0
2020-05-15,2850200.0
2019-03-28,4304000.0
2018-09-17,3204700.0
2018-08-16,3603500.0
2018-10-19,5315900.0
2019-04-29,3328800.0
2019-01-23,2733400.0
2019-09-04,4470600.0
2018-11-20,7100500.0
2019-07-02,5134500.0
2019-05-31,7255600.0
2019-12-12,5546300.0
2020-05-18,4762100.0
2019-09-27,4464100.0
2020-03-03,4966300.0
2020-05-21,4913400.0
2019-05-14,8412100.0
2018-08-31,7011500.0
2018-07-30,5389000.0
2018-10-02,4861100.0
2019-04-12,7353800.0
2019-03-11,8797200.0
2019-02-07,41449400.0
2019-07-17,17105700.0
2019-09-19,8989600.0
2019-10-21,5583100.0
2019-12-18,5319900.0
2020-03-06,6641000.0
2019-10-03,5196600.0
2020-03-09,5309000.0
2020-05-27,3992100.0
2019-12-24,3963700.0
2020-03-12,4144400.0
2018-12-20,5274400.0
2019-08-01,5005500.0
2018-08-14,3949200.0
2018-07-13,3704700.0
2018-10-17,3185700.0
2019-05-29,2508300.0
2019-03-26,4642500.0
2019-02-22,4325800.0
2019-10-04,2950900.0
2019-11-05,2938700.0
2019-12-27,4199800.0
2020-06-02,4945300.0
2019-12-30,5397700.0
2020-03-18,3934100.0
2020-06-05,5166600.0
2019-07-15,3188600.0
