Dates,TGT
2018-12-03,3639000.0
2019-06-13,3557400.0
2019-01-04,5637600.0
2018-08-29,3512600.0
2019-02-05,4116400.0
2018-11-01,3755600.0
2019-08-16,4339800.0
2019-04-10,5832000.0
2019-09-17,3647000.0
2019-10-15,4563100.0
2020-01-02,2356300.0
2020-06-08,2706100.0
2019-10-18,2315700.0
2020-03-24,4100800.0
2020-06-11,3887700.0
2020-01-08,2886500.0
2019-04-25,3509100.0
2019-07-30,5157800.0
2019-02-20,3840100.0
2018-07-11,5659700.0
2018-09-13,4447800.0
2018-10-15,3004500.0
2019-06-28,3567600.0
2018-12-18,6467400.0
2018-11-16,3103700.0
2019-10-02,3195600.0
2020-03-27,3292400.0
2020-01-10,3234400.0
2019-10-24,3494300.0
2020-03-30,2805400.0
2020-06-17,3082700.0
2020-01-14,5429600.0
2020-04-02,3653900.0
2019-01-02,5968400.0
2019-08-14,5340300.0
2018-10-30,6898000.0
2019-06-11,7377500.0
2019-05-10,32365500.0
2019-04-08,10804300.0
2018-08-27,7537100.0
2018-07-26,8365300.0
2018-09-28,7581400.0
2019-03-07,3430400.0
2019-10-30,2660000.0
2020-01-17,4194400.0
2020-06-23,4237200.0
2020-04-08,3935200.0
2020-06-26,2614100.0
2019-03-22,4305300.0
2019-01-17,3508700.0
2019-08-29,3573800.0
2018-11-14,2816200.0
2019-06-26,3677400.0
2018-09-11,2970000.0
2018-07-09,4488100.0
2018-08-10,5617300.0
2019-04-23,3940200.0
2019-09-30,3292700.0
2020-01-23,6224900.0
2019-11-08,4051800.0
2020-04-14,1643400.0
2019-11-11,2197900.0
2020-01-29,2233600.0
2020-04-17,2546500.0
2018-07-24,4059800.0
2018-09-26,5149800.0
2019-05-08,5018500.0
2019-03-05,4226900.0
2019-02-01,3641600.0
2018-12-31,5731600.0
2018-11-29,5369700.0
2019-08-12,4678000.0
2019-07-11,3632800.0
2019-09-13,3291900.0
2019-11-14,26743400.0
2020-04-20,9361600.0
2020-02-04,7303800.0
2020-04-23,8188000.0
2018-12-14,5070600.0
2019-08-27,4641500.0
2018-08-08,4338900.0
2018-10-11,6779200.0
2018-11-12,3865100.0
2019-07-26,5250600.0
2019-06-24,4466400.0
2019-05-23,6961900.0
2019-03-20,5187100.0
2019-01-15,3626000.0
2019-11-20,3636700.0
2020-02-07,4024800.0
2020-02-10,2970800.0
2020-04-29,3862000.0
2019-11-26,3065100.0
2020-02-13,3764800.0
2019-01-30,2654900.0
2018-08-23,3289100.0
2018-09-24,3122500.0
2018-11-27,2866700.0
2018-10-26,2659300.0
2019-07-09,3856500.0
2019-06-07,5304900.0
2019-05-06,5095900.0
2019-04-04,4318300.0
2019-09-11,6712400.0
2019-11-29,9223500.0
2020-05-05,9691100.0
2019-12-02,10927400.0
2020-02-19,6834800.0
2020-05-08,5294900.0
2019-05-21,5370800.0
2019-03-18,7346600.0
2018-09-07,7461000.0
2018-08-06,6102500.0
2018-10-09,10208800.0
2019-02-14,9267200.0
2018-12-12,6963700.0
2019-07-24,10586400.0
2019-09-26,8845700.0
2019-10-28,7414200.0
2019-12-05,8057200.0
2020-05-11,7104300.0
2019-07-03,6498600.0
2020-02-25,12563200.0
2020-05-14,7014000.0
2020-02-28,4902800.0
2019-08-08,4485600.0
2019-06-05,6388400.0
2018-07-20,8581000.0
2018-08-21,5929200.0
2018-10-24,6815300.0
2019-04-02,7107800.0
2019-03-01,6599300.0
2019-01-28,7542900.0
2018-12-27,7070600.0
2019-09-09,3235500.0
2020-03-02,5032300.0
2020-05-20,4225600.0
2019-12-17,5950300.0
2020-03-05,7617500.0
2019-02-12,5329600.0
2019-01-11,4519700.0
2018-12-10,2956000.0
2019-08-23,16508000.0
2018-11-08,6092600.0
2019-07-22,4340700.0
2019-06-20,4904700.0
2018-09-05,4929800.0
2019-04-17,4767900.0
2019-09-24,4590500.0
2019-12-20,4578300.0
2020-05-26,4201100.0
2019-04-30,4913900.0
2019-12-23,3689800.0
2020-03-11,4267400.0
2020-05-29,5996300.0
2019-12-26,4897000.0
2020-06-01,4677900.0
2019-05-02,5635600.0
2019-02-27,8354200.0
2018-11-23,6346900.0
2019-08-06,7914900.0
2018-07-18,12897000.0
2018-09-20,7620700.0
2018-10-22,4902900.0
2019-07-05,7274600.0
2019-06-03,8260300.0
2019-10-09,6137300.0
2019-10-11,8706900.0
2020-03-17,6020100.0
2020-06-04,5144600.0
2019-10-14,5815800.0
2020-03-20,3963600.0
2018-11-06,4578800.0
2019-06-18,3578400.0
2019-05-17,2923500.0
2019-04-15,3653700.0
2019-03-14,5005100.0
2019-01-09,4951400.0
2018-08-02,4593800.0
2018-10-05,5138000.0
2019-08-21,3808600.0
2019-10-17,3261100.0
2020-03-23,12611200.0
2020-06-10,4671200.0
2019-02-25,4307000.0
2020-01-07,4181600.0
2020-03-26,2759500.0
2019-10-23,6670800.0
