Dates,VAR
2018-06-20,121.56999969482422
2018-06-21,118.86000061035156
2018-06-25,119.23999786376953
2018-06-22,118.0999984741211
2018-06-26,117.8499984741211
2018-06-27,117.87000274658203
2018-06-28,115.12999725341797
2018-06-29,115.13999938964844
2018-07-02,114.12000274658203
2018-07-03,114.77999877929688
2018-07-05,115.80000305175781
2018-07-16,116.93000030517578
2018-09-18,118.43000030517578
2019-01-24,119.2300033569336
2019-09-05,117.87000274658203
2018-11-21,117.02999877929688
2020-01-13,117.16999816894531
2020-04-01,116.33999633789062
2020-06-19,116.52999877929688
2019-10-29,117.16999816894531
2020-01-16,116.86000061035156
2020-06-22,117.0999984741211
2018-10-03,116.94000244140625
2018-07-31,118.2699966430664
2019-03-12,119.44999694824219
2019-02-08,124.41000366210938
2019-01-07,116.55999755859375
2018-12-06,114.13999938964844
2019-08-19,115.83000183105469
2019-07-18,116.0
2019-05-15,114.97000122070312
2019-09-20,114.94999694824219
2019-11-01,115.62000274658203
2020-04-07,113.87000274658203
2020-06-25,113.73999786376953
2020-06-16,111.94999694824219
2019-11-04,112.05000305175781
2020-01-22,111.63999938964844
2019-11-07,111.33999633789062
2020-04-13,110.23999786376953
2019-07-01,111.30999755859375
2019-05-30,111.30999755859375
2018-08-15,112.4000015258789
2018-10-18,112.70999908447266
2019-03-27,113.3499984741211
2019-01-22,112.98999786376953
2018-12-21,112.9000015258789
2019-09-03,112.69999694824219
2018-11-19,112.94999694824219
2019-08-02,113.13999938964844
2020-01-28,112.86000061035156
2020-04-16,112.16000366210938
2019-11-13,112.5
2020-01-31,111.76000213623047
2018-12-04,110.86000061035156
2018-11-02,108.6500015258789
2019-07-16,109.44000244140625
2018-08-30,109.80999755859375
2018-10-01,109.9000015258789
2019-06-14,112.30000305175781
2019-05-13,112.83000183105469
2019-04-11,112.12999725341797
2019-02-06,111.62999725341797
2019-09-18,111.37000274658203
2020-02-03,112.19000244140625
2020-04-22,112.7699966430664
2019-11-19,112.91000366210938
2020-02-06,112.86000061035156
2019-11-22,113.4000015258789
2019-03-25,113.6500015258789
2019-02-21,112.9800033569336
2018-12-19,113.41999816894531
2018-07-12,113.44999694824219
2018-09-14,113.43000030517578
2018-08-13,110.80000305175781
2018-10-16,109.27999877929688
2019-07-31,108.02999877929688
2019-05-28,108.91999816894531
2019-04-26,107.91000366210938
2020-04-28,106.05000305175781
2019-11-25,106.2699966430664
2020-02-12,106.54000091552734
2020-05-01,108.1500015258789
2020-05-04,109.08000183105469
2019-06-12,108.54000091552734
2019-04-09,106.2699966430664
2019-03-08,105.55000305175781
2019-02-04,105.12000274658203
2018-07-27,116.77999877929688
2018-08-28,114.36000061035156
2019-01-03,112.66000366210938
2019-08-15,112.93000030517578
2018-10-31,112.47000122070312
2019-09-16,122.55000305175781
2020-02-18,121.1500015258789
2020-05-07,121.69000244140625
2018-08-17,121.62000274658203
2019-12-04,121.11000061035156
2020-02-21,122.75
2018-12-17,124.98999786376953
2019-08-30,124.5999984741211
2018-11-15,119.62000274658203
2019-07-29,120.27999877929688
2019-06-27,119.25
2019-04-24,117.30999755859375
2018-07-10,119.47000122070312
2018-09-12,118.66000366210938
2019-02-19,115.4800033569336
2019-01-18,115.62999725341797
2020-02-24,115.81999969482422
2020-05-13,117.55000305175781
2019-12-10,118.01000213623047
2020-02-27,121.76000213623047
2019-12-13,122.19999694824219
2020-05-19,123.8499984741211
2019-03-06,126.83999633789062
2018-11-30,125.45999908447266
2019-08-13,121.0199966430664
2019-07-12,121.62000274658203
2019-06-10,119.72000122070312
2019-05-09,122.1500015258789
2018-07-25,122.80000305175781
2018-09-27,122.19000244140625
2018-10-29,120.63999938964844
2019-10-16,118.56999969482422
2019-12-16,116.98999786376953
2020-03-04,117.20999908447266
2020-05-22,114.01000213623047
2019-10-01,111.25
2019-12-19,108.04000091552734
2018-09-10,110.37000274658203
2019-05-24,111.5999984741211
2018-08-09,113.37999725341797
2019-04-22,114.30999755859375
2019-03-21,113.86000061035156
2019-01-16,112.5199966430664
2019-08-28,120.02999877929688
2018-11-13,122.30999755859375
2018-10-12,123.51000213623047
2019-06-25,124.66000366210938
2020-03-10,124.12999725341797
2020-05-28,125.75
2019-10-07,125.48999786376953
2020-03-13,124.87000274658203
2019-10-10,127.08000183105469
2020-03-16,126.91000366210938
2020-06-03,127.94999694824219
2018-11-28,127.4800033569336
2018-09-25,127.55999755859375
2018-07-23,129.27000427246094
2018-08-24,131.07000732421875
2019-07-10,131.5500030517578
2019-05-07,131.58999633789062
2019-04-05,133.00999450683594
2019-03-04,133.07000732421875
2019-01-31,133.30999755859375
2019-09-12,132.99000549316406
2019-12-31,133.24000549316406
2020-03-19,133.3000030517578
2020-01-03,132.25999450683594
2020-06-09,131.41000366210938
2019-02-15,132.30999755859375
2019-01-14,133.25999450683594
2018-07-06,133.41000366210938
2018-08-07,132.4499969482422
2018-10-10,133.1300048828125
2018-12-13,132.7100067138672
2019-08-26,133.07000732421875
2019-07-25,132.0500030517578
2019-05-22,133.0500030517578
2019-03-19,134.99000549316406
2020-01-06,133.0800018310547
2020-03-25,133.52000427246094
2020-06-12,135.27000427246094
2019-10-22,137.6699981689453
2020-01-09,137.6699981689453
2020-06-15,136.52000427246094
2019-10-25,135.75999450683594
2020-03-31,134.08999633789062
2020-06-18,133.85000610351562
2019-04-03,134.75999450683594
2018-08-22,135.92999267578125
2018-10-25,136.77999877929688
2019-01-29,136.74000549316406
2018-12-28,137.4199981689453
2018-11-26,136.85000610351562
2019-08-09,137.27000427246094
2019-07-08,137.25999450683594
2019-06-06,138.35000610351562
2019-09-10,141.52999877929688
2020-01-15,139.35000610351562
2020-04-03,140.50999450683594
2019-10-31,139.5
2020-04-06,140.36000061035156
2020-06-24,142.1699981689453
2018-11-09,142.5
2019-07-23,142.07000732421875
2019-06-21,142.3300018310547
2019-05-20,140.1199951171875
2019-04-18,141.16000366210938
2018-09-06,142.02000427246094
2018-10-08,142.08999633789062
2019-02-13,141.4600067138672
2018-12-11,140.97999572753906
2019-09-25,142.32000732421875
2020-01-21,141.72999572753906
2020-04-09,142.00999450683594
2019-11-06,137.69000244140625
2020-01-24,132.50999450683594
2020-01-27,133.86000061035156
2020-04-15,134.3300018310547
2018-12-26,134.83999633789062
2019-08-07,134.8699951171875
2019-06-04,135.3699951171875
2018-09-21,136.1199951171875
2018-07-19,136.27999877929688
2018-08-20,136.02000427246094
2018-10-23,137.89999389648438
2019-05-03,139.8699951171875
2019-04-01,137.69000244140625
2019-02-28,136.75999450683594
2019-11-12,135.41000366210938
2020-01-30,135.27000427246094
2019-11-15,135.3300018310547
2020-04-21,132.85000610351562
2019-04-16,131.44000244140625
2019-03-15,130.89999389648438
2019-02-11,132.8699951171875
2019-01-10,132.25
2019-08-22,131.41000366210938
2018-11-07,130.9199981689453
2018-08-03,128.80999755859375
2018-09-04,127.7300033569336
2019-06-19,129.36000061035156
2019-09-23,128.97000122070312
2019-11-18,126.44999694824219
2020-02-05,128.0500030517578
2020-04-24,127.11000061035156
2019-03-29,127.22000122070312
2019-11-21,127.5199966430664
2020-04-27,128.52000427246094
2020-02-11,130.3300018310547
2020-04-30,131.32000732421875
2019-05-01,132.22999572753906
2019-02-26,132.8000030517578
2019-01-25,132.42999267578125
2018-12-24,132.50999450683594
2019-09-06,132.35000610351562
2018-07-17,131.94000244140625
2018-09-19,134.92999267578125
2019-08-05,136.16000366210938
2019-10-08,137.97999572753906
2019-12-11,137.77000427246094
2019-11-27,137.88999938964844
2020-02-14,137.0
2020-05-06,135.52000427246094
2019-01-08,133.2899932861328
2018-12-07,136.13999938964844
2019-08-20,139.8699951171875
2018-11-05,140.24000549316406
2019-07-19,140.0
2018-10-04,140.3800048828125
2019-06-17,138.8699951171875
2019-05-16,138.17999267578125
2018-08-01,138.86000061035156
2019-03-13,137.5
2019-12-03,135.89999389648438
2020-02-20,135.66000366210938
2019-12-06,136.05999755859375
2020-05-12,135.57000732421875
2019-12-09,135.88999938964844
2020-02-26,136.22999572753906
2020-05-15,133.55999755859375
2019-03-28,133.08999633789062
2018-09-17,134.4199981689453
2018-08-16,127.94999694824219
2018-10-19,121.66000366210938
2019-04-29,121.25
2019-01-23,119.72000122070312
2019-09-04,120.0199966430664
2018-11-20,120.25
2019-07-02,118.58999633789062
2019-05-31,115.44999694824219
2019-12-12,113.02999877929688
2020-05-18,112.55000305175781
2019-09-27,114.98999786376953
2020-03-03,113.69000244140625
2020-05-21,111.23999786376953
2019-05-14,111.58999633789062
2018-08-31,109.5999984741211
2018-07-30,108.48999786376953
2018-10-02,109.58999633789062
2019-04-12,110.48999786376953
2019-03-11,109.20999908447266
2019-02-07,110.04000091552734
2019-07-17,109.54000091552734
2019-09-19,109.06999969482422
2019-10-21,107.37999725341797
2019-12-18,106.36000061035156
2020-03-06,106.72000122070312
2019-10-03,107.11000061035156
2020-03-09,107.37999725341797
2020-05-27,105.8499984741211
2019-12-24,106.4800033569336
2020-03-12,108.55000305175781
2018-12-20,110.33999633789062
2019-08-01,111.13999938964844
2018-08-14,111.52999877929688
2018-07-13,115.2699966430664
2018-10-17,123.23999786376953
2019-05-29,119.69999694824219
2019-03-26,117.30000305175781
2019-02-22,118.5999984741211
2019-10-04,118.16000366210938
2019-11-05,117.79000091552734
2019-12-27,117.80999755859375
2020-06-02,118.94000244140625
2019-12-30,118.6500015258789
2020-03-18,118.19999694824219
2020-06-05,118.4800033569336
2019-07-15,118.20999908447266
2018-12-03,119.66000366210938
2019-06-13,119.9000015258789
2019-01-04,115.41000366210938
2018-08-29,114.83000183105469
2019-02-05,115.66000366210938
2018-11-01,114.23999786376953
2019-08-16,111.66000366210938
2019-04-10,110.4000015258789
2019-09-17,110.01000213623047
2019-10-15,112.26000213623047
2020-01-02,114.8499984741211
2020-06-08,114.55000305175781
2019-10-18,114.44000244140625
2020-03-24,114.94999694824219
2020-06-11,114.88999938964844
2020-01-08,118.12000274658203
2019-04-25,117.08000183105469
2019-07-30,117.44999694824219
2019-02-20,135.4600067138672
2018-07-11,125.93000030517578
2018-09-13,123.06999969482422
2018-10-15,122.08999633789062
2019-06-28,122.5
2018-12-18,122.80000305175781
2018-11-16,124.22000122070312
2019-10-02,126.5999984741211
2020-03-27,125.97000122070312
2020-01-10,124.8499984741211
2019-10-24,125.33000183105469
2020-03-30,125.33000183105469
2020-06-17,125.9800033569336
2020-01-14,125.81999969482422
2020-04-02,124.91000366210938
2019-01-02,125.87999725341797
2019-08-14,129.0399932861328
2018-10-30,129.8800048828125
2019-06-11,129.57000732421875
2019-05-10,129.33999633789062
2019-04-08,130.22000122070312
2018-08-27,132.0
2018-07-26,134.8000030517578
2018-09-28,133.58999633789062
2019-03-07,134.10000610351562
2019-10-30,134.35000610351562
2020-01-17,135.97000122070312
2020-06-23,135.83999633789062
2020-04-08,138.9600067138672
2020-06-26,139.27999877929688
2019-03-22,139.99000549316406
2019-01-17,139.5
2019-08-29,139.38999938964844
2018-11-14,140.1699981689453
2019-06-26,142.16000366210938
2018-09-11,142.89999389648438
2018-07-09,143.27999877929688
2018-08-10,143.66000366210938
2019-04-23,143.5500030517578
2019-09-30,142.42999267578125
2020-01-23,143.1199951171875
2019-11-08,143.2100067138672
2020-04-14,142.99000549316406
2019-11-11,143.1300048828125
2020-01-29,142.7100067138672
2020-04-17,142.5800018310547
2018-07-24,142.24000549316406
2018-09-26,144.80999755859375
2019-05-08,145.0399932861328
2019-03-05,146.4199981689453
2019-02-01,146.9499969482422
2018-12-31,147.05999755859375
2018-11-29,147.10000610351562
2019-08-12,147.36000061035156
2019-07-11,147.0
2019-09-13,149.25999450683594
2019-11-14,149.2100067138672
2020-04-20,149.0
2020-02-04,149.14999389648438
2020-04-23,149.16000366210938
2018-12-14,150.05999755859375
2019-08-27,149.60000610351562
2018-08-08,149.85000610351562
2018-10-11,146.22000122070312
2018-11-12,149.0399932861328
2019-07-26,149.47000122070312
2019-06-24,143.55999755859375
2019-05-23,142.9499969482422
2019-03-20,143.16000366210938
2019-01-15,143.0500030517578
2019-11-20,143.50999450683594
2020-02-07,142.75
2020-02-10,142.07000732421875
2020-04-29,142.3699951171875
2019-11-26,145.58999633789062
2020-02-13,147.67999267578125
2019-01-30,148.1699981689453
2018-08-23,147.1999969482422
2018-09-24,146.9600067138672
2018-11-27,147.88999938964844
2018-10-26,146.89999389648438
2019-07-09,144.82000732421875
2019-06-07,140.60000610351562
2019-05-06,135.8000030517578
2019-04-04,134.33999633789062
2019-09-11,130.4199981689453
2019-11-29,124.23999786376953
2020-05-05,126.55999755859375
2019-12-02,128.2899932861328
2020-02-19,131.7899932861328
2020-05-08,128.94000244140625
2019-05-21,124.68000030517578
2019-03-18,119.62999725341797
2018-09-07,120.76000213623047
2018-08-06,117.19999694824219
2018-10-09,109.6500015258789
2019-02-14,113.7699966430664
2018-12-12,108.06999969482422
2019-07-24,111.98999786376953
2019-09-26,110.94999694824219
2019-10-28,116.45999908447266
2019-12-05,110.3499984741211
2020-05-11,100.0
2019-07-03,102.61000061035156
2020-02-25,109.8499984741211
2020-05-14,112.01000213623047
2020-02-28,104.86000061035156
2019-08-08,105.4800033569336
2019-06-05,105.9800033569336
2018-07-20,99.19999694824219
2018-08-21,98.4800033569336
2018-10-24,99.54000091552734
2019-04-02,106.12999725341797
2019-03-01,111.29000091552734
2019-01-28,116.0
2018-12-27,116.47000122070312
2019-09-09,112.08000183105469
2020-03-02,114.08999633789062
2020-05-20,111.22000122070312
2019-12-17,110.55999755859375
2020-03-05,115.86000061035156
2019-02-12,115.52999877929688
2019-01-11,109.43000030517578
2018-12-10,108.01000213623047
2019-08-23,111.29000091552734
2018-11-08,108.83000183105469
2019-07-22,111.88999938964844
2019-06-20,112.5
2018-09-05,117.29000091552734
2019-04-17,114.97000122070312
2019-09-24,113.16999816894531
2019-12-20,115.22000122070312
2020-05-26,119.0
2019-04-30,117.47000122070312
2019-12-23,118.54000091552734
2020-03-11,119.1500015258789
2020-05-29,121.94000244140625
2019-12-26,122.75
2020-06-01,119.83999633789062
2019-05-02,115.56999969482422
2019-02-27,114.94999694824219
2018-11-23,119.87000274658203
2019-08-06,119.48999786376953
2018-07-18,119.95999908447266
2018-09-20,120.66999816894531
2018-10-22,116.58999633789062
2019-07-05,120.0
2019-06-03,121.95999908447266
2019-10-09,125.54000091552734
2019-10-11,125.20999908447266
2020-03-17,123.5999984741211
2020-06-04,124.19999694824219
2019-10-14,129.10000610351562
2020-03-20,128.22000122070312
2018-11-06,133.58999633789062
2019-06-18,134.30999755859375
2019-05-17,133.47000122070312
2019-04-15,128.27000427246094
2019-03-14,120.41999816894531
2019-01-09,117.83000183105469
2018-08-02,118.94000244140625
2018-10-05,121.69999694824219
2019-08-21,119.51000213623047
2019-10-17,121.2300033569336
2020-03-23,122.87999725341797
2020-06-10,119.0
2019-02-25,121.86000061035156
2020-01-07,120.30000305175781
2020-03-26,116.25
2019-10-23,116.95999908447266
