Dates,VAR
2018-06-20,121.38999938964844
2018-06-21,118.33999633789062
2018-06-25,117.66999816894531
2018-06-22,118.0999984741211
2018-06-26,116.36000061035156
2018-06-27,116.94000244140625
2018-06-28,114.19999694824219
2018-06-29,114.55000305175781
2018-07-02,113.25
2018-07-03,114.26000213623047
2018-07-05,114.37999725341797
2018-07-16,115.69999694824219
2018-09-18,116.58999633789062
2019-01-24,118.25
2019-09-05,117.20999908447266
2018-11-21,116.97000122070312
2020-01-13,116.5199966430664
2020-04-01,116.25
2020-06-19,114.61000061035156
2019-10-29,116.3499984741211
2020-01-16,116.73999786376953
2020-06-22,116.13999938964844
2018-10-03,116.30000305175781
2018-07-31,116.61000061035156
2019-03-12,117.0
2019-02-08,120.0999984741211
2019-01-07,116.11000061035156
2018-12-06,113.55000305175781
2019-08-19,113.20999908447266
2019-07-18,115.16999816894531
2019-05-15,114.0
2019-09-20,114.73999786376953
2019-11-01,114.58999633789062
2020-04-07,113.76000213623047
2020-06-25,113.58000183105469
2020-06-16,111.33000183105469
2019-11-04,111.05999755859375
2020-01-22,111.11000061035156
2019-11-07,110.87000274658203
2020-04-13,110.23999786376953
2019-07-01,109.72000122070312
2019-05-30,110.2300033569336
2018-08-15,111.5999984741211
2018-10-18,112.30000305175781
2019-03-27,112.05000305175781
2019-01-22,112.52999877929688
2018-12-21,112.6500015258789
2019-09-03,112.5999984741211
2018-11-19,112.94999694824219
2019-08-02,112.27999877929688
2020-01-28,112.55000305175781
2020-04-16,111.87999725341797
2019-11-13,111.94000244140625
2020-01-31,111.37999725341797
2018-12-04,110.31999969482422
2018-11-02,108.6500015258789
2019-07-16,107.05000305175781
2018-08-30,108.68000030517578
2018-10-01,108.66999816894531
2019-06-14,110.47000122070312
2019-05-13,112.22000122070312
2019-04-11,111.77999877929688
2019-02-06,109.69999694824219
2019-09-18,111.33999633789062
2020-02-03,110.5199966430664
2020-04-22,111.77999877929688
2019-11-19,112.5199966430664
2020-02-06,112.52999877929688
2019-11-22,112.68000030517578
2019-03-25,112.45999908447266
2019-02-21,112.70999908447266
2018-12-19,112.55999755859375
2018-07-12,112.95999908447266
2018-09-14,113.43000030517578
2018-08-13,110.80000305175781
2018-10-16,108.8499984741211
2019-07-31,107.8499984741211
2019-05-28,107.56999969482422
2019-04-26,107.54000091552734
2020-04-28,104.38999938964844
2019-11-25,105.31999969482422
2020-02-12,105.16999816894531
2020-05-01,105.86000061035156
2020-05-04,107.70999908447266
2019-06-12,108.54000091552734
2019-04-09,105.77999877929688
2019-03-08,104.52999877929688
2019-02-04,103.26000213623047
2018-07-27,111.0
2018-08-28,112.95999908447266
2019-01-03,112.5
2019-08-15,112.04000091552734
2018-10-31,110.69000244140625
2019-09-16,119.45999908447266
2020-02-18,119.73999786376953
2020-05-07,120.62999725341797
2018-08-17,120.37000274658203
2019-12-04,120.16999816894531
2020-02-21,121.3499984741211
2018-12-17,121.98999786376953
2019-08-30,123.66000366210938
2018-11-15,119.19999694824219
2019-07-29,118.31999969482422
2019-06-27,118.0199966430664
2019-04-24,114.69999694824219
2018-07-10,116.58000183105469
2018-09-12,118.12999725341797
2019-02-19,114.70999908447266
2019-01-18,114.87000274658203
2020-02-24,114.4800033569336
2020-05-13,116.29000091552734
2019-12-10,116.5
2020-02-27,119.56999969482422
2019-12-13,121.37000274658203
2020-05-19,121.25
2019-03-06,124.97000122070312
2018-11-30,125.11000061035156
2019-08-13,119.75
2019-07-12,120.45999908447266
2019-06-10,118.80999755859375
2019-05-09,121.16000366210938
2018-07-25,120.81999969482422
2018-09-27,121.48999786376953
2018-10-29,120.19000244140625
2019-10-16,118.56999969482422
2019-12-16,116.30999755859375
2020-03-04,115.91000366210938
2020-05-22,113.54000091552734
2019-10-01,110.80999755859375
2019-12-19,107.1500015258789
2018-09-10,107.19000244140625
2019-05-24,109.0199966430664
2018-08-09,112.1500015258789
2019-04-22,112.44999694824219
2019-03-21,112.13999938964844
2019-01-16,111.93000030517578
2019-08-28,114.06999969482422
2018-11-13,118.7300033569336
2018-10-12,122.73999786376953
2019-06-25,123.61000061035156
2020-03-10,122.5
2020-05-28,124.08000183105469
2019-10-07,124.51000213623047
2020-03-13,124.29000091552734
2019-10-10,125.33000183105469
2020-03-16,124.87000274658203
2020-06-03,126.86000061035156
2018-11-28,127.38999938964844
2018-09-25,125.80000305175781
2018-07-23,128.0
2018-08-24,129.22999572753906
2019-07-10,130.14999389648438
2019-05-07,131.0
2019-04-05,131.0
2019-03-04,131.86000061035156
2019-01-31,132.3699951171875
2019-09-12,132.5399932861328
2019-12-31,132.5800018310547
2020-03-19,132.67999267578125
2020-01-03,131.7899932861328
2020-06-09,129.77000427246094
2019-02-15,131.49000549316406
2019-01-14,131.8699951171875
2018-07-06,132.99000549316406
2018-08-07,132.4499969482422
2018-10-10,132.64999389648438
2018-12-13,132.7100067138672
2019-08-26,131.97000122070312
2019-07-25,131.52000427246094
2019-05-22,132.05999755859375
2019-03-19,133.7100067138672
2020-01-06,133.0800018310547
2020-03-25,131.30999755859375
2020-06-12,133.24000549316406
2019-10-22,135.19000244140625
2020-01-09,136.8300018310547
2020-06-15,135.36000061035156
2019-10-25,135.5500030517578
2020-03-31,133.7899932861328
2020-06-18,131.91000366210938
2019-04-03,133.89999389648438
2018-08-22,135.0
2018-10-25,136.1300048828125
2019-01-29,136.02999877929688
2018-12-28,136.25999450683594
2018-11-26,136.85000610351562
2019-08-09,136.1999969482422
2019-07-08,136.3000030517578
2019-06-06,135.27000427246094
2019-09-10,138.8300018310547
2020-01-15,138.50999450683594
2020-04-03,139.75999450683594
2019-10-31,139.27000427246094
2020-04-06,139.44000244140625
2020-06-24,141.24000549316406
2018-11-09,142.5
2019-07-23,141.5800018310547
2019-06-21,142.3300018310547
2019-05-20,139.66000366210938
2019-04-18,140.13999938964844
2018-09-06,141.05999755859375
2018-10-08,141.4199981689453
2019-02-13,140.97000122070312
2018-12-11,140.97999572753906
2019-09-25,141.0
2020-01-21,141.39999389648438
2020-04-09,141.5800018310547
2019-11-06,137.69000244140625
2020-01-24,132.0500030517578
2020-01-27,130.05999755859375
2020-04-15,130.89999389648438
2018-12-26,132.77000427246094
2019-08-07,129.27000427246094
2019-06-04,134.77000427246094
2018-09-21,133.83999633789062
2018-07-19,134.74000549316406
2018-08-20,136.02000427246094
2018-10-23,135.16000366210938
2019-05-03,138.4499969482422
2019-04-01,137.3000030517578
2019-02-28,136.1699981689453
2019-11-12,134.17999267578125
2020-01-30,133.07000732421875
2019-11-15,133.94000244140625
2020-04-21,130.74000549316406
2019-04-16,129.9600067138672
2019-03-15,129.25
2019-02-11,130.47999572753906
2019-01-10,129.5800018310547
2019-08-22,130.02999877929688
2018-11-07,128.0
2018-08-03,127.62000274658203
2018-09-04,127.54000091552734
2019-06-19,127.83000183105469
2019-09-23,128.07000732421875
2019-11-18,125.80000305175781
2020-02-05,126.44000244140625
2020-04-24,125.87000274658203
2019-03-29,126.41000366210938
2019-11-21,126.29000091552734
2020-04-27,128.1199951171875
2020-02-11,127.56999969482422
2020-04-30,130.44000244140625
2019-05-01,131.1999969482422
2019-02-26,132.22000122070312
2019-01-25,130.83999633789062
2018-12-24,132.50999450683594
2019-09-06,132.35000610351562
2018-07-17,130.92999267578125
2018-09-19,132.25
2019-08-05,133.89999389648438
2019-10-08,136.69000244140625
2019-12-11,136.41000366210938
2019-11-27,137.24000549316406
2020-02-14,136.6199951171875
2020-05-06,135.19000244140625
2019-01-08,132.82000732421875
2018-12-07,133.4199981689453
2019-08-20,137.5
2018-11-05,139.77000427246094
2019-07-19,140.0
2018-10-04,138.30999755859375
2019-06-17,138.52999877929688
2019-05-16,136.82000732421875
2018-08-01,138.22999572753906
2019-03-13,136.69000244140625
2019-12-03,135.41000366210938
2020-02-20,134.9499969482422
2019-12-06,135.74000549316406
2020-05-12,135.1699981689453
2019-12-09,134.47999572753906
2020-02-26,135.9499969482422
2020-05-15,132.97000122070312
2019-03-28,132.35000610351562
2018-09-17,133.25
2018-08-16,127.87000274658203
2018-10-19,121.12999725341797
2019-04-29,121.0
2019-01-23,118.88999938964844
2019-09-04,118.62000274658203
2018-11-20,117.2699966430664
2019-07-02,118.0
2019-05-31,115.0199966430664
2019-12-12,112.27999877929688
2020-05-18,111.58000183105469
2019-09-27,112.45999908447266
2020-03-03,113.58999633789062
2020-05-21,110.80000305175781
2019-05-14,109.45999908447266
2018-08-31,108.7300033569336
2018-07-30,107.86000061035156
2018-10-02,107.97000122070312
2019-04-12,110.48999786376953
2019-03-11,108.86000061035156
2019-02-07,108.6500015258789
2019-07-17,108.73999786376953
2019-09-19,108.31999969482422
2019-10-21,107.01000213623047
2019-12-18,106.29000091552734
2020-03-06,105.05999755859375
2019-10-03,106.68000030517578
2020-03-09,107.37999725341797
2020-05-27,104.91000366210938
2019-12-24,105.61000061035156
2020-03-12,106.12999725341797
2018-12-20,108.54000091552734
2019-08-01,109.9000015258789
2018-08-14,108.97000122070312
2018-07-13,111.23999786376953
2018-10-17,117.76000213623047
2019-05-29,119.62000274658203
2019-03-26,116.51000213623047
2019-02-22,117.23999786376953
2019-10-04,118.13999938964844
2019-11-05,117.25
2019-12-27,117.0
2020-06-02,117.43000030517578
2019-12-30,118.52999877929688
2020-03-18,117.2699966430664
2020-06-05,118.06999969482422
2019-07-15,117.45999908447266
2018-12-03,117.9000015258789
2019-06-13,119.41999816894531
2019-01-04,114.9000015258789
2018-08-29,112.9800033569336
2019-02-05,115.16000366210938
2018-11-01,113.4000015258789
2019-08-16,111.66000366210938
2019-04-10,109.0199966430664
2019-09-17,109.23999786376953
2019-10-15,109.93000030517578
2020-01-02,113.2300033569336
2020-06-08,113.33000183105469
2019-10-18,112.87000274658203
2020-03-24,113.91000366210938
2020-06-11,113.75
2020-01-08,115.33000183105469
2019-04-25,116.62999725341797
2019-07-30,115.23999786376953
2019-02-20,128.91000366210938
2018-07-11,125.93000030517578
2018-09-13,120.44999694824219
2018-10-15,121.75
2019-06-28,121.11000061035156
2018-12-18,121.98999786376953
2018-11-16,121.62999725341797
2019-10-02,124.33999633789062
2020-03-27,125.63999938964844
2020-01-10,123.48999786376953
2019-10-24,124.69999694824219
2020-03-30,123.36000061035156
2020-06-17,124.0
2020-01-14,125.3499984741211
2020-04-02,124.37000274658203
2019-01-02,124.56999969482422
2019-08-14,125.0199966430664
2018-10-30,128.3800048828125
2019-06-11,129.57000732421875
2019-05-10,128.0500030517578
2019-04-08,128.97000122070312
2018-08-27,130.35000610351562
2018-07-26,131.61000061035156
2018-09-28,133.0
2019-03-07,133.5
2019-10-30,133.5800018310547
2020-01-17,134.4199981689453
2020-06-23,133.0
2020-04-08,136.0
2020-06-26,138.52999877929688
2019-03-22,139.9499969482422
2019-01-17,138.4199981689453
2019-08-29,139.00999450683594
2018-11-14,139.02999877929688
2019-06-26,139.52000427246094
2018-09-11,141.2899932861328
2018-07-09,142.1199951171875
2018-08-10,143.22999572753906
2019-04-23,142.9499969482422
2019-09-30,141.94000244140625
2020-01-23,142.97000122070312
2019-11-08,142.22000122070312
2020-04-14,142.72999572753906
2019-11-11,143.0
2020-01-29,142.10000610351562
2020-04-17,142.3300018310547
2018-07-24,141.33999633789062
2018-09-26,143.5
2019-05-08,142.4199981689453
2019-03-05,144.41000366210938
2019-02-01,145.69000244140625
2018-12-31,146.57000732421875
2018-11-29,146.58999633789062
2019-08-12,146.92999267578125
2019-07-11,146.6699981689453
2019-09-13,146.5500030517578
2019-11-14,148.75999450683594
2020-04-20,148.4499969482422
2020-02-04,148.92999267578125
2020-04-23,148.6999969482422
2018-12-14,148.72999572753906
2019-08-27,148.97000122070312
2018-08-08,149.85000610351562
2018-10-11,145.77999877929688
2018-11-12,146.83999633789062
2019-07-26,147.6300048828125
2019-06-24,141.19000244140625
2019-05-23,142.1999969482422
2019-03-20,141.89999389648438
2019-01-15,142.41000366210938
2019-11-20,142.17999267578125
2020-02-07,141.72999572753906
2020-02-10,142.07000732421875
2020-04-29,140.4499969482422
2019-11-26,142.8800048828125
2020-02-13,145.4499969482422
2019-01-30,147.19000244140625
2018-08-23,147.17999267578125
2018-09-24,146.8000030517578
2018-11-27,146.4499969482422
2018-10-26,146.5399932861328
2019-07-09,144.82000732421875
2019-06-07,139.47000122070312
2019-05-06,135.74000549316406
2019-04-04,133.10000610351562
2019-09-11,127.93000030517578
2019-11-29,122.62000274658203
2020-05-05,123.31999969482422
2019-12-02,126.08999633789062
2020-02-19,127.75
2020-05-08,128.49000549316406
2019-05-21,122.43000030517578
2019-03-18,119.62999725341797
2018-09-07,118.55000305175781
2018-08-06,117.19999694824219
2018-10-09,106.93000030517578
2019-02-14,109.45999908447266
2018-12-12,103.19000244140625
2019-07-24,105.9000015258789
2019-09-26,103.5199966430664
2019-10-28,110.05999755859375
2019-12-05,110.3499984741211
2020-05-11,100.0
2019-07-03,94.31999969482422
2020-02-25,101.95999908447266
2020-05-14,105.9800033569336
2020-02-28,104.86000061035156
2019-08-08,102.36000061035156
2019-06-05,103.2300033569336
2018-07-20,97.91999816894531
2018-08-21,93.18000030517578
2018-10-24,97.30000305175781
2019-04-02,101.0
2019-03-01,108.37999725341797
2019-01-28,108.4800033569336
2018-12-27,111.7300033569336
2019-09-09,111.8499984741211
2020-03-02,112.38999938964844
2020-05-20,110.69000244140625
2019-12-17,110.55999755859375
2020-03-05,110.5
2019-02-12,114.79000091552734
2019-01-11,109.43000030517578
2018-12-10,104.77999877929688
2019-08-23,108.37000274658203
2018-11-08,108.77999877929688
2019-07-22,109.26000213623047
2019-06-20,111.91999816894531
2018-09-05,112.16000366210938
2019-04-17,114.30000305175781
2019-09-24,112.4800033569336
2019-12-20,110.58000183105469
2020-05-26,116.5
2019-04-30,115.3499984741211
2019-12-23,117.51000213623047
2020-03-11,118.70999908447266
2020-05-29,118.18000030517578
2019-12-26,122.41999816894531
2020-06-01,118.7699966430664
2019-05-02,114.88999938964844
2019-02-27,113.58999633789062
2018-11-23,116.86000061035156
2019-08-06,118.77999877929688
2018-07-18,117.20999908447266
2018-09-20,119.23999786376953
2018-10-22,115.87999725341797
2019-07-05,118.55999755859375
2019-06-03,119.63999938964844
2019-10-09,123.44000244140625
2019-10-11,124.1500015258789
2020-03-17,121.16000366210938
2020-06-04,122.58999633789062
2019-10-14,124.94999694824219
2020-03-20,127.80000305175781
2018-11-06,129.30999755859375
2019-06-18,131.61000061035156
2019-05-17,133.02999877929688
2019-04-15,127.88999938964844
2019-03-14,120.18000030517578
2019-01-09,117.02999877929688
2018-08-02,112.5
2018-10-05,121.31999969482422
2019-08-21,118.47000122070312
2019-10-17,117.2300033569336
2020-03-23,121.97000122070312
2020-06-10,118.94999694824219
2019-02-25,120.27999877929688
2020-01-07,120.0
2020-03-26,114.91999816894531
2019-10-23,116.0
