Dates,VAR
2018-06-20,643400.0
2018-06-21,335800.0
2018-06-25,512400.0
2018-06-22,562100.0
2018-06-26,772600.0
2018-06-27,515900.0
2018-06-28,887900.0
2018-06-29,994000.0
2018-07-02,524700.0
2018-07-03,262200.0
2018-07-05,913800.0
2018-07-16,467000.0
2018-09-18,701900.0
2019-01-24,487600.0
2019-09-05,537500.0
2018-11-21,595100.0
2020-01-13,404700.0
2020-04-01,499100.0
2020-06-19,563600.0
2019-10-29,795000.0
2020-01-16,459200.0
2020-06-22,551000.0
2018-10-03,563300.0
2018-07-31,781000.0
2019-03-12,869300.0
2019-02-08,1419400.0
2019-01-07,717800.0
2018-12-06,589400.0
2019-08-19,814000.0
2019-07-18,625000.0
2019-05-15,534600.0
2019-09-20,503400.0
2019-11-01,408300.0
2020-04-07,516200.0
2020-06-25,764300.0
2020-06-16,399500.0
2019-11-04,635100.0
2020-01-22,416700.0
2019-11-07,366100.0
2020-04-13,693200.0
2019-07-01,751900.0
2019-05-30,680900.0
2018-08-15,685800.0
2018-10-18,571100.0
2019-03-27,324700.0
2019-01-22,364500.0
2018-12-21,252000.0
2019-09-03,319800.0
2018-11-19,441700.0
2019-08-02,416700.0
2020-01-28,440600.0
2020-04-16,468900.0
2019-11-13,418600.0
2020-01-31,632900.0
2018-12-04,721400.0
2018-11-02,859200.0
2019-07-16,724300.0
2018-08-30,579700.0
2018-10-01,436400.0
2019-06-14,827100.0
2019-05-13,573000.0
2019-04-11,573400.0
2019-02-06,551000.0
2019-09-18,623300.0
2020-02-03,544000.0
2020-04-22,841900.0
2019-11-19,535100.0
2020-02-06,469900.0
2019-11-22,563300.0
2019-03-25,357900.0
2019-02-21,830600.0
2018-12-19,527900.0
2018-07-12,622300.0
2018-09-14,557300.0
2018-08-13,575500.0
2018-10-16,671800.0
2019-07-31,670600.0
2019-05-28,542900.0
2019-04-26,800600.0
2020-04-28,951400.0
2019-11-25,886400.0
2020-02-12,610000.0
2020-05-01,485300.0
2020-05-04,527400.0
2019-06-12,619600.0
2019-04-09,876700.0
2019-03-08,934000.0
2019-02-04,1153700.0
2018-07-27,2790200.0
2018-08-28,1509600.0
2019-01-03,981700.0
2019-08-15,706100.0
2018-10-31,662900.0
2019-09-16,3281600.0
2020-02-18,1079900.0
2020-05-07,759300.0
2018-08-17,786600.0
2019-12-04,792300.0
2020-02-21,734800.0
2018-12-17,578900.0
2019-08-30,1274800.0
2018-11-15,768200.0
2019-07-29,477200.0
2019-06-27,647000.0
2019-04-24,577000.0
2018-07-10,626300.0
2018-09-12,554300.0
2019-02-19,561800.0
2019-01-18,434900.0
2020-02-24,246800.0
2020-05-13,526800.0
2019-12-10,706300.0
2020-02-27,905900.0
2019-12-13,503300.0
2020-05-19,1294000.0
2019-03-06,985700.0
2018-11-30,664700.0
2019-08-13,977800.0
2019-07-12,587200.0
2019-06-10,668500.0
2019-05-09,812100.0
2018-07-25,625600.0
2018-09-27,632700.0
2018-10-29,671600.0
2019-10-16,493200.0
2019-12-16,867800.0
2020-03-04,745800.0
2020-05-22,893600.0
2019-10-01,1462300.0
2019-12-19,423100.0
2018-09-10,461200.0
2019-05-24,1052400.0
2018-08-09,462900.0
2019-04-22,390800.0
2019-03-21,799100.0
2019-01-16,985600.0
2019-08-28,1918300.0
2018-11-13,1519000.0
2018-10-12,906000.0
2019-06-25,604500.0
2020-03-10,829500.0
2020-05-28,697100.0
2019-10-07,852200.0
2020-03-13,728600.0
2019-10-10,698600.0
2020-03-16,703700.0
2020-06-03,690600.0
2018-11-28,1283400.0
2018-09-25,1243100.0
2018-07-23,1378800.0
2018-08-24,1023300.0
2019-07-10,658600.0
2019-05-07,506800.0
2019-04-05,429600.0
2019-03-04,578300.0
2019-01-31,563400.0
2019-09-12,369900.0
2019-12-31,404600.0
2020-03-19,704500.0
2020-01-03,539200.0
2020-06-09,503000.0
2019-02-15,414900.0
2019-01-14,409300.0
2018-07-06,417900.0
2018-08-07,639500.0
2018-10-10,619100.0
2018-12-13,766300.0
2019-08-26,393200.0
2019-07-25,551900.0
2019-05-22,483800.0
2019-03-19,519500.0
2020-01-06,485600.0
2020-03-25,489100.0
2020-06-12,921800.0
2019-10-22,924600.0
2020-01-09,746500.0
2020-06-15,396000.0
2019-10-25,406200.0
2020-03-31,676300.0
2020-06-18,657800.0
2019-04-03,423500.0
2018-08-22,441800.0
2018-10-25,649800.0
2019-01-29,683600.0
2018-12-28,745700.0
2018-11-26,718700.0
2019-08-09,675600.0
2019-07-08,513200.0
2019-06-06,683700.0
2019-09-10,603600.0
2020-01-15,357900.0
2020-04-03,331400.0
2019-10-31,592000.0
2020-04-06,305200.0
2020-06-24,828600.0
2018-11-09,563900.0
2019-07-23,480500.0
2019-06-21,871200.0
2019-05-20,416400.0
2019-04-18,416200.0
2018-09-06,517900.0
2018-10-08,465400.0
2019-02-13,608900.0
2018-12-11,458000.0
2019-09-25,589400.0
