Dates,DHI
2018-06-20,41.779998779296875
2018-06-21,41.310001373291016
2018-06-25,40.75
2018-06-22,40.060001373291016
2018-06-26,40.45000076293945
2018-06-27,40.09000015258789
2018-06-28,40.459999084472656
2018-06-29,41.0
2018-07-02,41.06999969482422
2018-07-03,41.119998931884766
2018-07-05,41.33000183105469
2018-07-16,41.41999816894531
2018-09-18,41.81999969482422
2019-01-24,41.529998779296875
2019-09-05,41.15999984741211
2018-11-21,41.65999984741211
2020-01-13,41.470001220703125
2020-04-01,41.97999954223633
2020-06-19,43.220001220703125
2019-10-29,43.25
2020-01-16,43.279998779296875
2020-06-22,42.54999923706055
2018-10-03,41.880001068115234
2018-07-31,40.380001068115234
2019-03-12,39.540000915527344
2019-02-08,43.84000015258789
2019-01-07,43.900001525878906
2018-12-06,43.70000076293945
2019-08-19,43.70000076293945
2019-07-18,43.84000015258789
2019-05-15,43.779998779296875
2019-09-20,43.779998779296875
2019-11-01,43.779998779296875
2020-04-07,44.290000915527344
2020-06-25,44.099998474121094
2020-06-16,45.0
2019-11-04,44.91999816894531
2020-01-22,43.52000045776367
2019-11-07,43.9900016784668
2020-04-13,43.83000183105469
2019-07-01,44.31999969482422
2019-05-30,44.380001068115234
2018-08-15,44.790000915527344
2018-10-18,46.470001220703125
2019-03-27,45.70000076293945
2019-01-22,44.970001220703125
2018-12-21,44.959999084472656
2019-09-03,45.380001068115234
2018-11-19,45.31999969482422
2019-08-02,45.13999938964844
2020-01-28,44.52000045776367
2020-04-16,44.5099983215332
2019-11-13,44.68000030517578
2020-01-31,45.11000061035156
2018-12-04,44.77000045776367
2018-11-02,42.9900016784668
2019-07-16,42.869998931884766
2018-08-30,42.9900016784668
2018-10-01,43.5
2019-06-14,42.65999984741211
2019-05-13,43.0
2019-04-11,42.540000915527344
2019-02-06,43.18000030517578
2019-09-18,42.619998931884766
2020-02-03,42.540000915527344
2020-04-22,42.40999984741211
2019-11-19,41.95000076293945
2020-02-06,42.9900016784668
2019-11-22,42.54999923706055
2019-03-25,41.83000183105469
2019-02-21,42.18000030517578
2018-12-19,42.220001220703125
2018-07-12,42.59000015258789
2018-09-14,41.47999954223633
2018-08-13,40.5
2018-10-16,40.2599983215332
2019-07-31,40.650001525878906
2019-05-28,39.38999938964844
2019-04-26,38.27000045776367
2020-04-28,37.91999816894531
2019-11-25,37.630001068115234
2020-02-12,37.68000030517578
2020-05-01,38.650001525878906
2020-05-04,37.779998779296875
2019-06-12,37.380001068115234
2019-04-09,35.91999816894531
2019-03-08,34.970001220703125
2019-02-04,35.68000030517578
2018-07-27,34.41999816894531
2018-08-28,35.619998931884766
2019-01-03,36.04999923706055
2019-08-15,35.040000915527344
2018-10-31,36.36000061035156
2019-09-16,35.959999084472656
2020-02-18,36.970001220703125
2020-05-07,36.09000015258789
2018-08-17,37.36000061035156
2019-12-04,37.4900016784668
2020-02-21,37.59000015258789
2018-12-17,34.220001220703125
2019-08-30,34.400001525878906
2018-11-15,33.88999938964844
2019-07-29,34.689998626708984
2019-06-27,34.47999954223633
2019-04-24,33.58000183105469
2018-07-10,34.779998779296875
2018-09-12,34.959999084472656
2019-02-19,34.86000061035156
2019-01-18,35.79999923706055
2020-02-24,35.810001373291016
2020-05-13,36.119998931884766
2019-12-10,36.29999923706055
2020-02-27,37.31999969482422
2019-12-13,37.349998474121094
2020-05-19,37.220001220703125
2019-03-06,37.9900016784668
2018-11-30,36.279998779296875
2019-08-13,36.959999084472656
2019-07-12,36.459999084472656
2019-06-10,35.91999816894531
2019-05-09,35.7400016784668
2018-07-25,35.970001220703125
2018-09-27,36.08000183105469
2018-10-29,35.5
2019-10-16,35.29999923706055
2019-12-16,36.040000915527344
2020-03-04,35.63999938964844
2020-05-22,35.060001373291016
2019-10-01,33.619998931884766
2019-12-19,32.959999084472656
2018-09-10,34.18000030517578
2019-05-24,34.560001373291016
2018-08-09,34.59000015258789
2019-04-22,34.65999984741211
2019-03-21,35.27000045776367
2019-01-16,35.130001068115234
2019-08-28,36.75
2018-11-13,37.400001525878906
2018-10-12,37.25
2019-06-25,39.58000183105469
2020-03-10,39.11000061035156
2020-05-28,39.599998474121094
2019-10-07,38.41999816894531
2020-03-13,38.47999954223633
2019-10-10,37.849998474121094
2020-03-16,37.61000061035156
2020-06-03,37.18000030517578
2018-11-28,36.41999816894531
2018-09-25,37.29999923706055
2018-07-23,38.29999923706055
2018-08-24,37.29999923706055
2019-07-10,36.38999938964844
2019-05-07,36.68000030517578
2019-04-05,37.59000015258789
2019-03-04,38.45000076293945
2019-01-31,37.9900016784668
2019-09-12,37.72999954223633
2019-12-31,38.349998474121094
2020-03-19,37.529998779296875
2020-01-03,38.45000076293945
2020-06-09,37.720001220703125
2019-02-15,37.7599983215332
2019-01-14,40.61000061035156
2018-07-06,40.16999816894531
2018-08-07,39.79999923706055
2018-10-10,39.970001220703125
2018-12-13,40.43000030517578
2019-08-26,39.869998931884766
2019-07-25,40.27000045776367
2019-05-22,40.84000015258789
2019-03-19,40.790000915527344
2020-01-06,40.599998474121094
2020-03-25,40.040000915527344
2020-06-12,38.88999938964844
2019-10-22,38.779998779296875
2020-01-09,39.9900016784668
2020-06-15,39.150001525878906
2019-10-25,39.150001525878906
2020-03-31,40.560001373291016
2020-06-18,40.400001525878906
2019-04-03,41.099998474121094
2018-08-22,41.400001525878906
2018-10-25,40.95000076293945
2019-01-29,40.79999923706055
2018-12-28,40.7599983215332
2018-11-26,40.459999084472656
2019-08-09,39.58000183105469
2019-07-08,39.209999084472656
2019-06-06,40.540000915527344
2019-09-10,40.93000030517578
2020-01-15,41.959999084472656
2020-04-03,41.59000015258789
2019-10-31,42.540000915527344
2020-04-06,41.66999816894531
2020-06-24,41.380001068115234
2018-11-09,41.709999084472656
2019-07-23,41.70000076293945
2019-06-21,41.88999938964844
2019-05-20,42.810001373291016
2019-04-18,43.54999923706055
2018-09-06,43.70000076293945
2018-10-08,43.400001525878906
2019-02-13,43.93000030517578
2018-12-11,44.849998474121094
2019-09-25,45.349998474121094
2020-01-21,45.41999816894531
