Dates,DHI
2018-06-20,40.529998779296875
2018-06-21,41.220001220703125
2018-06-25,40.41999816894531
2018-06-22,39.77000045776367
2018-06-26,40.279998779296875
2018-06-27,39.90999984741211
2018-06-28,39.33000183105469
2018-06-29,40.81999969482422
2018-07-02,40.34000015258789
2018-07-03,40.95000076293945
2018-07-05,40.83000183105469
2018-07-16,40.90999984741211
2018-09-18,41.4900016784668
2019-01-24,41.279998779296875
2019-09-05,41.13999938964844
2018-11-21,40.630001068115234
2020-01-13,41.150001525878906
2020-04-01,40.97999954223633
2020-06-19,41.880001068115234
2019-10-29,42.4900016784668
2020-01-16,43.060001373291016
2020-06-22,42.2599983215332
2018-10-03,41.619998931884766
2018-07-31,40.31999969482422
2019-03-12,38.58000183105469
2019-02-08,40.90999984741211
2019-01-07,43.150001525878906
2018-12-06,43.61000061035156
2019-08-19,43.540000915527344
2019-07-18,43.470001220703125
2019-05-15,43.2599983215332
2019-09-20,43.599998474121094
2019-11-01,42.81999969482422
2020-04-07,43.630001068115234
2020-06-25,43.75
2020-06-16,44.11000061035156
2019-11-04,44.209999084472656
2020-01-22,43.16999816894531
2019-11-07,43.439998626708984
2020-04-13,43.2400016784668
2019-07-01,43.83000183105469
2019-05-30,44.119998931884766
2018-08-15,44.380001068115234
2018-10-18,45.4900016784668
2019-03-27,45.61000061035156
2019-01-22,44.7599983215332
2018-12-21,44.77000045776367
2019-09-03,44.849998474121094
2018-11-19,45.11000061035156
2019-08-02,44.77000045776367
2020-01-28,44.43000030517578
2020-04-16,44.20000076293945
2019-11-13,44.369998931884766
2020-01-31,44.54999923706055
2018-12-04,44.650001525878906
2018-11-02,42.7400016784668
2019-07-16,42.72999954223633
2018-08-30,42.45000076293945
2018-10-01,42.95000076293945
2019-06-14,41.70000076293945
2019-05-13,42.09000015258789
2019-04-11,42.4900016784668
2019-02-06,42.540000915527344
2019-09-18,42.349998474121094
2020-02-03,42.18000030517578
2020-04-22,41.65999984741211
2019-11-19,41.849998474121094
2020-02-06,42.029998779296875
2019-11-22,42.09000015258789
2019-03-25,41.560001373291016
2019-02-21,41.599998474121094
2018-12-19,41.86000061035156
2018-07-12,42.18000030517578
2018-09-14,41.33000183105469
2018-08-13,39.970001220703125
2018-10-16,39.43000030517578
2019-07-31,39.86000061035156
2019-05-28,39.2599983215332
2019-04-26,38.20000076293945
2020-04-28,37.79999923706055
2019-11-25,37.41999816894531
2020-02-12,37.279998779296875
2020-05-01,37.59000015258789
2020-05-04,37.29999923706055
2019-06-12,37.04999923706055
2019-04-09,35.720001220703125
2019-03-08,34.880001068115234
2019-02-04,34.369998931884766
2018-07-27,34.380001068115234
2018-08-28,34.630001068115234
2019-01-03,34.779998779296875
2019-08-15,34.650001525878906
2018-10-31,34.630001068115234
2019-09-16,35.61000061035156
2020-02-18,35.75
2020-05-07,35.47999954223633
2018-08-17,36.040000915527344
2019-12-04,36.869998931884766
2020-02-21,36.779998779296875
2018-12-17,33.70000076293945
2019-08-30,33.95000076293945
2018-11-15,33.77000045776367
2019-07-29,33.849998474121094
2019-06-27,34.27000045776367
2019-04-24,32.529998779296875
2018-07-10,33.38999938964844
2018-09-12,33.97999954223633
2019-02-19,34.220001220703125
2019-01-18,34.58000183105469
2020-02-24,35.38999938964844
2020-05-13,35.59000015258789
2019-12-10,35.810001373291016
2020-02-27,35.20000076293945
2019-12-13,37.0
2020-05-19,36.83000183105469
2019-03-06,36.72999954223633
2018-11-30,36.25
2019-08-13,35.900001525878906
2019-07-12,36.43000030517578
2019-06-10,35.7599983215332
2019-05-09,35.650001525878906
2018-07-25,35.61000061035156
2018-09-27,35.880001068115234
2018-10-29,35.369998931884766
2019-10-16,35.130001068115234
2019-12-16,35.61000061035156
2020-03-04,35.470001220703125
2020-05-22,34.90999984741211
2019-10-01,33.61000061035156
2019-12-19,32.38999938964844
2018-09-10,32.54999923706055
2019-05-24,33.459999084472656
2018-08-09,34.099998474121094
2019-04-22,33.68000030517578
2019-03-21,34.08000183105469
2019-01-16,34.61000061035156
2019-08-28,35.400001525878906
2018-11-13,36.650001525878906
2018-10-12,36.880001068115234
2019-06-25,37.290000915527344
2020-03-10,38.65999984741211
2020-05-28,38.84000015258789
2019-10-07,38.369998931884766
2020-03-13,38.0099983215332
2019-10-10,37.66999816894531
2020-03-16,37.310001373291016
2020-06-03,37.029998779296875
2018-11-28,36.209999084472656
2018-09-25,36.709999084472656
2018-07-23,37.2599983215332
2018-08-24,36.40999984741211
2019-07-10,36.16999816894531
2019-05-07,34.959999084472656
2019-04-05,36.04999923706055
2019-03-04,37.0
2019-01-31,37.95000076293945
2019-09-12,37.47999954223633
2019-12-31,37.61000061035156
2020-03-19,37.310001373291016
2020-01-03,37.29999923706055
2020-06-09,37.15999984741211
2019-02-15,37.22999954223633
2019-01-14,38.08000183105469
2018-07-06,39.400001525878906
2018-08-07,39.08000183105469
2018-10-10,39.560001373291016
2018-12-13,39.790000915527344
2019-08-26,39.560001373291016
2019-07-25,39.20000076293945
2019-05-22,40.16999816894531
2019-03-19,40.65999984741211
2020-01-06,40.06999969482422
2020-03-25,39.58000183105469
2020-06-12,38.79999923706055
2019-10-22,37.810001373291016
2020-01-09,38.970001220703125
2020-06-15,38.849998474121094
2019-10-25,38.79999923706055
2020-03-31,39.31999969482422
2020-06-18,40.09000015258789
2019-04-03,40.279998779296875
2018-08-22,40.79999923706055
2018-10-25,40.91999816894531
2019-01-29,40.560001373291016
2018-12-28,40.709999084472656
2018-11-26,40.279998779296875
2019-08-09,39.47999954223633
2019-07-08,38.380001068115234
2019-06-06,39.29999923706055
2019-09-10,40.279998779296875
2020-01-15,40.790000915527344
2020-04-03,40.900001525878906
2019-10-31,41.90999984741211
2020-04-06,41.349998474121094
2020-06-24,41.31999969482422
2018-11-09,40.88999938964844
2019-07-23,41.380001068115234
2019-06-21,41.650001525878906
2019-05-20,41.72999954223633
2019-04-18,42.77000045776367
2018-09-06,43.25
2018-10-08,43.2400016784668
2019-02-13,43.52000045776367
2018-12-11,43.65999984741211
2019-09-25,44.689998626708984
2020-01-21,45.130001068115234
2020-04-09,45.45000076293945
2019-11-06,45.470001220703125
2020-01-24,45.599998474121094
2020-01-27,45.20000076293945
2020-04-15,45.810001373291016
2018-12-26,46.16999816894531
2019-08-07,43.63999938964844
2019-06-04,43.65999984741211
2018-09-21,43.56999969482422
2018-07-19,43.72999954223633
2018-08-20,44.290000915527344
2018-10-23,43.90999984741211
2019-05-03,44.08000183105469
2019-04-01,43.290000915527344
2019-02-28,43.33000183105469
2019-11-12,43.209999084472656
2020-01-30,42.52000045776367
2019-11-15,42.81999969482422
2020-04-21,42.599998474121094
2019-04-16,43.16999816894531
2019-03-15,43.540000915527344
2019-02-11,44.25
2019-01-10,44.5
2019-08-22,43.2599983215332
2018-11-07,43.16999816894531
2018-08-03,43.13999938964844
2018-09-04,43.31999969482422
2019-06-19,43.779998779296875
2019-09-23,44.11000061035156
2019-11-18,43.15999984741211
2020-02-05,43.34000015258789
2020-04-24,42.369998931884766
2019-03-29,42.54999923706055
2019-11-21,43.470001220703125
2020-04-27,43.959999084472656
2020-02-11,44.7599983215332
2020-04-30,45.15999984741211
2019-05-01,45.08000183105469
2019-02-26,44.34000015258789
2019-01-25,44.88999938964844
2018-12-24,45.11000061035156
2019-09-06,45.040000915527344
2018-07-17,45.279998779296875
2018-09-19,45.31999969482422
2019-08-05,43.88999938964844
2019-10-08,44.959999084472656
2019-12-11,44.47999954223633
