Dates,DHI
2018-06-20,4126300.0
2018-06-21,2634300.0
2018-06-25,4283400.0
2018-06-22,3906600.0
2018-06-26,4058900.0
2018-06-27,4360800.0
2018-06-28,5000400.0
2018-06-29,4512700.0
2018-07-02,2965100.0
2018-07-03,1775200.0
2018-07-05,3081300.0
2018-07-16,2569800.0
2018-09-18,3249700.0
2019-01-24,3254300.0
2019-09-05,2255700.0
2018-11-21,5003900.0
2020-01-13,3689500.0
2020-04-01,3769600.0
2020-06-19,5072500.0
2019-10-29,2918400.0
2020-01-16,3049800.0
2020-06-22,2796000.0
2018-10-03,4418200.0
2018-07-31,5638800.0
2019-03-12,9116600.0
2019-02-08,13483300.0
2019-01-07,9672900.0
2018-12-06,6048500.0
2019-08-19,10402800.0
2019-07-18,6028500.0
2019-05-15,4229200.0
2019-09-20,3184300.0
2019-11-01,4925600.0
2020-04-07,2865700.0
2020-06-25,2059800.0
2020-06-16,3887300.0
2019-11-04,3576800.0
2020-01-22,3764600.0
2019-11-07,3133900.0
2020-04-13,2939300.0
2019-07-01,2584000.0
2019-05-30,2898500.0
2018-08-15,3645500.0
2018-10-18,7279200.0
2019-03-27,3281400.0
2019-01-22,2079800.0
2018-12-21,2140400.0
2019-09-03,1945800.0
2018-11-19,2330800.0
2019-08-02,1779400.0
2020-01-28,2079700.0
2020-04-16,2600300.0
2019-11-13,2035800.0
2020-01-31,2306400.0
2018-12-04,2062100.0
2018-11-02,4901400.0
2019-07-16,2966700.0
2018-08-30,4619100.0
2018-10-01,5237100.0
2019-06-14,5446700.0
2019-05-13,3170700.0
2019-04-11,2743700.0
2019-02-06,2387300.0
2019-09-18,2320400.0
2020-02-03,3330000.0
2020-04-22,5058400.0
2019-11-19,4805200.0
2020-02-06,4203100.0
2019-11-22,2939200.0
2019-03-25,2714700.0
2019-02-21,3742900.0
2018-12-19,3064900.0
2018-07-12,3935100.0
2018-09-14,5071300.0
2018-08-13,5878100.0
2018-10-16,8087300.0
2019-07-31,5072100.0
2019-05-28,5180000.0
2019-04-26,7801300.0
2020-04-28,5898600.0
2019-11-25,4428700.0
2020-02-12,3435700.0
2020-05-01,4648000.0
2020-05-04,6704200.0
2019-06-12,3989000.0
2019-04-09,4972600.0
2019-03-08,8075600.0
2019-02-04,10296300.0
2018-07-27,7610700.0
2018-08-28,6350200.0
2019-01-03,7993100.0
2019-08-15,5295000.0
2018-10-31,6062100.0
2019-09-16,5675100.0
2020-02-18,6087900.0
2020-05-07,5086400.0
2018-08-17,5551300.0
2019-12-04,3696300.0
2020-02-21,5375600.0
2018-12-17,12309400.0
2019-08-30,8825300.0
2018-11-15,6772300.0
2019-07-29,7578300.0
2019-06-27,5582600.0
2019-04-24,9570800.0
2018-07-10,4968000.0
2018-09-12,7941600.0
2019-02-19,7180900.0
2019-01-18,7050400.0
2020-02-24,2377200.0
2020-05-13,7857400.0
2019-12-10,4578700.0
2020-02-27,5350700.0
2019-12-13,5969500.0
2020-05-19,5027900.0
2019-03-06,4057300.0
2018-11-30,7758800.0
2019-08-13,4474900.0
2019-07-12,3591600.0
2019-06-10,3576700.0
2019-05-09,2998500.0
2018-07-25,3102100.0
2018-09-27,2901300.0
2018-10-29,5763600.0
2019-10-16,4264600.0
2019-12-16,8140300.0
2020-03-04,7630600.0
2020-05-22,6612900.0
2019-10-01,8964100.0
2019-12-19,3037600.0
2018-09-10,4646900.0
2019-05-24,4304100.0
2018-08-09,4254100.0
2019-04-22,3171200.0
2019-03-21,4761800.0
2019-01-16,5165400.0
2019-08-28,5266200.0
2018-11-13,7494600.0
2018-10-12,4636700.0
2019-06-25,11907800.0
2020-03-10,7247400.0
2020-05-28,5860600.0
2019-10-07,8318100.0
2020-03-13,4851900.0
2019-10-10,4578400.0
2020-03-16,4774000.0
2020-06-03,5066900.0
2018-11-28,4879900.0
2018-09-25,6363000.0
2018-07-23,9170400.0
2018-08-24,15999000.0
2019-07-10,10157000.0
2019-05-07,12026700.0
2019-04-05,8642200.0
2019-03-04,11125200.0
2019-01-31,8083000.0
2019-09-12,4819900.0
2019-12-31,4130200.0
2020-03-19,6524300.0
2020-01-03,7052300.0
2020-06-09,4938500.0
2019-02-15,3668300.0
2019-01-14,10439700.0
2018-07-06,8436200.0
2018-08-07,7736000.0
2018-10-10,7585400.0
2018-12-13,5214300.0
2019-08-26,4491500.0
2019-07-25,4712500.0
2019-05-22,5142500.0
2019-03-19,8061600.0
2020-01-06,4340000.0
2020-03-25,5262200.0
2020-06-12,7972900.0
2019-10-22,7778300.0
2020-01-09,8170300.0
2020-06-15,6496200.0
2019-10-25,4687700.0
2020-03-31,7782800.0
2020-06-18,6110300.0
2019-04-03,4606000.0
2018-08-22,4085200.0
2018-10-25,4468500.0
2019-01-29,4036000.0
2018-12-28,4179300.0
2018-11-26,3598600.0
2019-08-09,4494800.0
2019-07-08,7140400.0
2019-06-06,7053600.0
2019-09-10,5385600.0
2020-01-15,8424000.0
2020-04-03,5675300.0
2019-10-31,6669400.0
2020-04-06,4367400.0
2020-06-24,7049100.0
2018-11-09,5622900.0
2019-07-23,3603800.0
2019-06-21,4155400.0
2019-05-20,5879000.0
2019-04-18,5736400.0
2018-09-06,3187100.0
2018-10-08,3837300.0
2019-02-13,3492800.0
2018-12-11,6245400.0
2019-09-25,10711900.0
2020-01-21,7150100.0
2020-04-09,6132900.0
2019-11-06,5424400.0
2020-01-24,7803400.0
2020-01-27,5696300.0
2020-04-15,5908700.0
2018-12-26,5190500.0
2019-08-07,9968900.0
2019-06-04,5502000.0
2018-09-21,2931100.0
2018-07-19,3827700.0
2018-08-20,3982400.0
2018-10-23,4019800.0
2019-05-03,3625600.0
2019-04-01,3530200.0
2019-02-28,2771700.0
2019-11-12,1989000.0
2020-01-30,2727300.0
2019-11-15,2427100.0
2020-04-21,2919800.0
2019-04-16,4342300.0
2019-03-15,3396700.0
2019-02-11,4488900.0
2019-01-10,3616200.0
2019-08-22,4117800.0
2018-11-07,3155500.0
2018-08-03,4597900.0
2018-09-04,4316800.0
2019-06-19,2661500.0
2019-09-23,3204300.0
2019-11-18,4599100.0
2020-02-05,2894400.0
2020-04-24,4806900.0
2019-03-29,3647700.0
2019-11-21,3368900.0
2020-04-27,2660400.0
2020-02-11,2189100.0
2020-04-30,2693100.0
2019-05-01,2002500.0
2019-02-26,3120500.0
2019-01-25,3689500.0
2018-12-24,3765400.0
2019-09-06,2816500.0
2018-07-17,2314400.0
2018-09-19,2524500.0
2019-08-05,5037700.0
2019-10-08,3763800.0
2019-12-11,4407500.0
2019-11-27,3859800.0
2020-02-14,8529100.0
2020-05-06,7103600.0
2019-01-08,4364100.0
2018-12-07,7192500.0
2019-08-20,5479300.0
2018-11-05,2748500.0
2019-07-19,1312000.0
2018-10-04,2445200.0
2019-06-17,2202200.0
2019-05-16,3432600.0
2018-08-01,3482500.0
2019-03-13,2459600.0
2019-12-03,3541000.0
2020-02-20,2563300.0
2019-12-06,3163000.0
2020-05-12,1726000.0
2019-12-09,2561900.0
2020-02-26,2211700.0
2020-05-15,1780400.0
2019-03-28,5319300.0
2018-09-17,2845100.0
2018-08-16,5065900.0
2018-10-19,3405900.0
2019-04-29,3992100.0
2019-01-23,7934300.0
2019-09-04,5713600.0
2018-11-20,7588600.0
2019-07-02,4972200.0
2019-05-31,4853400.0
2019-12-12,5287800.0
2020-05-18,6321500.0
2019-09-27,4855700.0
2020-03-03,3071800.0
2020-05-21,2611500.0
2019-05-14,7240200.0
2018-08-31,3880200.0
2018-07-30,3492600.0
2018-10-02,2697900.0
2019-04-12,3283500.0
2019-03-11,4841400.0
2019-02-07,3975900.0
2019-07-17,4655000.0
2019-09-19,6304000.0
2019-10-21,4120900.0
2019-12-18,3338200.0
2020-03-06,2501700.0
2019-10-03,3029000.0
2020-03-09,1576700.0
2020-05-27,2377200.0
2019-12-24,3430400.0
2020-03-12,3909100.0
2018-12-20,2754700.0
2019-08-01,3396400.0
2018-08-14,4099200.0
2018-07-13,5276000.0
2018-10-17,4898400.0
2019-05-29,3623200.0
2019-03-26,5077300.0
2019-02-22,11185500.0
2019-10-04,4714900.0
2019-11-05,4142200.0
2019-12-27,5197700.0
2020-06-02,7215200.0
2019-12-30,4090300.0
2020-03-18,3900800.0
2020-06-05,2071400.0
2019-07-15,2212300.0
2018-12-03,3412800.0
2019-06-13,3214500.0
2019-01-04,5272300.0
2018-08-29,3730800.0
2019-02-05,7354800.0
2018-11-01,4147500.0
2019-08-16,3979800.0
2019-04-10,3327000.0
2019-09-17,5154100.0
2019-10-15,3206300.0
2020-01-02,1947200.0
2020-06-08,3204400.0
2019-10-18,3638700.0
2020-03-24,3866400.0
2020-06-11,3546100.0
2020-01-08,4397000.0
2019-04-25,7296200.0
2019-07-30,2382500.0
2019-02-20,2099600.0
2018-07-11,2934000.0
2018-09-13,4282700.0
2018-10-15,5218600.0
2019-06-28,7430900.0
2018-12-18,5146300.0
2018-11-16,3414400.0
2019-10-02,6209700.0
2020-03-27,6937100.0
2020-01-10,4830300.0
2019-10-24,4878200.0
2020-03-30,3183700.0
2020-06-17,4334000.0
2020-01-14,9582600.0
2020-04-02,9974700.0
2019-01-02,8772500.0
2019-08-14,5933600.0
2018-10-30,5334300.0
2019-06-11,3211300.0
2019-05-10,5287900.0
2019-04-08,2801000.0
2018-08-27,3934400.0
2018-07-26,3648800.0
2018-09-28,6042000.0
2019-03-07,6022600.0
2019-10-30,1853800.0
2020-01-17,3527700.0
2020-06-23,2870400.0
2020-04-08,3853300.0
2020-06-26,4135600.0
2019-03-22,4996400.0
2019-01-17,2974000.0
2019-08-29,2899900.0
2018-11-14,2366000.0
2019-06-26,3674700.0
2018-09-11,2928100.0
2018-07-09,4245000.0
2018-08-10,4547700.0
2019-04-23,5862700.0
2019-09-30,4699500.0
2020-01-23,5785600.0
2019-11-08,1953400.0
2020-04-14,677500.0
2019-11-11,1146300.0
2020-01-29,1584400.0
2020-04-17,2145500.0
2018-07-24,1702100.0
2018-09-26,3492000.0
2019-05-08,4330400.0
2019-03-05,4305500.0
2019-02-01,4440400.0
2018-12-31,5279600.0
2018-11-29,5505200.0
2019-08-12,3681100.0
2019-07-11,2383600.0
2019-09-13,2578700.0
2019-11-14,3846500.0
2020-04-20,3461800.0
2020-02-04,4468700.0
2020-04-23,3288800.0
2018-12-14,2415400.0
2019-08-27,4510100.0
2018-08-08,6602500.0
2018-10-11,7759600.0
2018-11-12,6038200.0
2019-07-26,3610100.0
2019-06-24,2413000.0
2019-05-23,3755700.0
2019-03-20,2832900.0
2019-01-15,3994100.0
2019-11-20,3933900.0
2020-02-07,3605000.0
2020-02-10,2423900.0
2020-04-29,4470200.0
2019-11-26,2453100.0
2020-02-13,2463900.0
2019-01-30,5426400.0
2018-08-23,2252000.0
2018-09-24,2548100.0
2018-11-27,3295900.0
2018-10-26,3685100.0
2019-07-09,3450500.0
2019-06-07,2415300.0
2019-05-06,4366800.0
2019-04-04,5325100.0
2019-09-11,7207300.0
2019-11-29,8175500.0
2020-05-05,8169200.0
2019-12-02,6180700.0
2020-02-19,6693600.0
2020-05-08,4097600.0
2019-05-21,6155100.0
2019-03-18,5103900.0
2018-09-07,7057400.0
2018-08-06,6110400.0
2018-10-09,8171300.0
2019-02-14,7475100.0
2018-12-12,8400400.0
2019-07-24,9478700.0
2019-09-26,11532900.0
2019-10-28,7254800.0
2019-12-05,9398900.0
2020-05-11,9377000.0
2019-07-03,7444600.0
2020-02-25,6941800.0
2020-05-14,6089700.0
2020-02-28,4874600.0
2019-08-08,4434700.0
2019-06-05,6891500.0
2018-07-20,8213700.0
2018-08-21,6868500.0
2018-10-24,6684800.0
2019-04-02,6190700.0
2019-03-01,6108700.0
2019-01-28,5381100.0
2018-12-27,7529300.0
2019-09-09,7545600.0
2020-03-02,4058200.0
2020-05-20,5616600.0
2019-12-17,4100100.0
2020-03-05,3940200.0
2019-02-12,3070800.0
2019-01-11,3637400.0
2018-12-10,5084600.0
2019-08-23,4235200.0
2018-11-08,3956000.0
2019-07-22,5021000.0
2019-06-20,7223000.0
2018-09-05,5850100.0
2019-04-17,6626800.0
2019-09-24,4422600.0
2019-12-20,4311100.0
2020-05-26,4204400.0
2019-04-30,4234600.0
2019-12-23,3991800.0
2020-03-11,3074700.0
2020-05-29,2875800.0
2019-12-26,2805700.0
2020-06-01,5495300.0
2019-05-02,3366300.0
2019-02-27,2893700.0
2018-11-23,4813500.0
2019-08-06,5662900.0
2018-07-18,3832900.0
2018-09-20,4043300.0
2018-10-22,2587100.0
2019-07-05,4557100.0
2019-06-03,7516000.0
2019-10-09,4856100.0
2019-10-11,6633900.0
2020-03-17,6008900.0
2020-06-04,4176100.0
2019-10-14,4334000.0
2020-03-20,5239800.0
2018-11-06,4899800.0
2019-06-18,3834100.0
2019-05-17,3679300.0
2019-04-15,3256700.0
2019-03-14,6118400.0
2019-01-09,5490500.0
2018-08-02,3495800.0
2018-10-05,7136800.0
2019-08-21,4797300.0
2019-10-17,3336100.0
2020-03-23,5801700.0
2020-06-10,3006900.0
2019-02-25,2808900.0
2020-01-07,3410400.0
2020-03-26,3449500.0
2019-10-23,3633800.0
