Dates,DHI
2018-06-20,40.652652740478516
2018-06-21,40.195343017578125
2018-06-25,39.650447845458984
2018-06-22,38.97906494140625
2018-06-26,39.358543395996094
2018-06-27,39.00825500488281
2018-06-28,39.36826705932617
2018-06-29,39.89370346069336
2018-07-02,39.961814880371094
2018-07-03,40.01046371459961
2018-07-05,40.21480178833008
2018-07-16,40.3023681640625
2018-09-18,40.69157409667969
2019-01-24,40.409400939941406
2019-09-05,40.04938507080078
2018-11-21,40.53589630126953
2020-01-13,40.35102844238281
2020-04-01,40.847259521484375
2020-06-19,42.05379867553711
2019-10-29,42.08298873901367
2020-01-16,42.112178802490234
2020-06-22,41.40188217163086
2018-10-03,40.74995803833008
2018-07-31,39.29043197631836
2019-03-12,38.47309875488281
2019-02-08,42.65707015991211
2019-01-07,42.715450286865234
2018-12-06,42.520851135253906
2019-08-19,42.520851135253906
2019-07-18,42.65707015991211
2019-05-15,42.598690032958984
2019-09-20,42.598690032958984
2019-11-01,42.598690032958984
2020-04-07,43.218326568603516
2020-06-25,43.032920837402344
2020-06-16,43.91114044189453
2019-11-04,43.83308029174805
2020-01-22,42.466957092285156
2019-11-07,42.92558288574219
2020-04-13,42.76945877075195
2019-07-01,43.24760055541992
2019-05-30,43.306148529052734
2018-08-15,43.70622253417969
2018-10-18,45.345577239990234
2019-03-27,44.59421157836914
2019-01-22,43.88187026977539
2018-12-21,43.87211608886719
2019-09-03,44.281951904296875
2018-11-19,44.2234001159668
2019-08-02,44.047760009765625
2020-01-28,43.442752838134766
2020-04-16,43.43299865722656
2019-11-13,43.5988883972168
2020-01-31,44.01847839355469
2018-12-04,43.686710357666016
2018-11-02,41.94978332519531
2019-07-16,41.832679748535156
2018-08-30,41.94978332519531
2018-10-01,42.44744110107422
2019-06-14,41.627769470214844
2019-05-13,41.959529876708984
2019-04-11,41.51066589355469
2019-02-06,42.135189056396484
2019-09-18,41.5887336730957
2020-02-03,41.51066589355469
2020-04-22,41.383811950683594
2019-11-19,40.93494415283203
2020-02-06,41.94978332519531
2019-11-22,41.52042770385742
2019-03-25,40.817848205566406
2019-02-21,41.15938186645508
2018-12-19,41.19841003417969
2018-07-12,41.5594596862793
2018-09-14,40.476314544677734
2018-08-13,39.5200309753418
2018-10-16,39.28583526611328
2019-07-31,39.66639709472656
2019-05-28,38.436885833740234
2019-04-26,37.343994140625
2020-04-28,37.00244903564453
2019-11-25,36.719478607177734
2020-02-12,36.76826858520508
2020-05-01,37.71479415893555
2020-05-04,36.8658447265625
2019-06-12,36.47551727294922
2019-04-09,35.050846099853516
2019-03-08,34.123844146728516
2019-02-04,34.8166618347168
2018-07-27,33.58714294433594
2018-08-28,34.75811004638672
2019-01-03,35.177703857421875
2019-08-15,34.19214630126953
2018-10-31,35.48020553588867
2019-09-16,35.08988571166992
2020-02-18,36.07544708251953
2020-05-07,35.21673583984375
2018-08-17,36.45600509643555
2019-12-04,36.582862854003906
2020-02-21,36.68044662475586
2018-12-17,33.39198303222656
2019-08-30,33.56763458251953
2018-11-15,33.069969177246094
2019-07-29,33.850608825683594
2019-06-27,33.645694732666016
2019-04-24,32.7674674987793
2018-07-10,33.93843460083008
2018-09-12,34.11407470703125
2019-02-19,34.016502380371094
2019-01-18,34.933753967285156
2020-02-24,35.090538024902344
2020-05-13,35.394309997558594
2019-12-10,35.57069778442383
2020-02-27,36.5702018737793
2019-12-13,36.5995979309082
2020-05-19,36.47221374511719
2019-03-06,37.226741790771484
2018-11-30,35.55109786987305
2019-08-13,36.217437744140625
2019-07-12,35.72747802734375
2019-06-10,35.198333740234375
2019-05-09,35.021949768066406
2018-07-25,35.2473258972168
2018-09-27,35.35511779785156
2018-10-29,34.78676986694336
2019-10-16,34.590782165527344
2019-12-16,35.315921783447266
2020-03-04,34.923954010009766
2020-05-22,34.355613708496094
2019-10-01,32.944541931152344
2019-12-19,32.29780197143555
2018-09-10,33.493289947509766
2019-05-24,33.86565399169922
2018-08-09,33.89505386352539
2019-04-22,33.963645935058594
2019-03-21,34.5613899230957
2019-01-16,34.42420196533203
2019-08-28,36.011653900146484
2018-11-13,36.648597717285156
2018-10-12,36.501609802246094
2019-06-25,38.78479766845703
2020-03-10,38.324241638183594
2020-05-28,38.80439376831055
2019-10-07,37.648101806640625
2020-03-13,37.7068977355957
2019-10-10,37.08955383300781
2020-03-16,36.85437774658203
2020-06-03,36.433013916015625
2018-11-28,35.68828582763672
2018-09-25,36.550601959228516
2018-07-23,37.530513763427734
2018-08-24,36.550601959228516
2019-07-10,35.65888595581055
2019-05-07,35.94306182861328
2019-04-05,36.83478546142578
2019-03-04,37.6775016784668
2019-01-31,37.226741790771484
2019-09-12,36.97196578979492
2019-12-31,37.57951354980469
2020-03-19,36.77598190307617
2020-01-03,37.6775016784668
2020-06-09,37.106929779052734
2019-02-15,37.14627456665039
2019-01-14,39.94995880126953
2018-07-06,39.51710891723633
2018-08-07,39.15312194824219
2018-10-10,39.32035827636719
2018-12-13,39.772884368896484
2019-08-26,39.22198486328125
2019-07-25,39.61548614501953
2019-05-22,40.17621612548828
2019-03-19,40.12703323364258
2020-01-06,39.940120697021484
2020-03-25,39.389217376708984
2020-06-12,38.257911682128906
2019-10-22,38.14970016479492
2020-01-09,39.340030670166016
2020-06-15,38.51368713378906
2019-10-25,38.51368713378906
2020-03-31,39.9007682800293
2020-06-18,39.74337387084961
2019-04-03,40.43198776245117
2018-08-22,40.727115631103516
2018-10-25,40.284427642822266
2019-01-29,40.136863708496094
2018-12-28,40.09751510620117
2018-11-26,39.80239486694336
2019-08-09,38.93669509887695
2019-07-08,38.57271194458008
2019-06-06,39.88109588623047
2019-09-10,40.2647590637207
2020-01-15,41.27801513671875
2020-04-03,40.91402816772461
2019-10-31,41.84858703613281
2020-04-06,40.99272537231445
2020-06-24,40.70743942260742
2018-11-09,41.032073974609375
2019-07-23,41.022239685058594
2019-06-21,41.20914840698242
2019-05-20,42.11419677734375
2019-04-18,42.84217071533203
2018-09-06,42.9897346496582
2018-10-08,42.694610595703125
2019-02-13,43.21599578857422
2018-12-11,44.121036529541016
2019-09-25,44.6129150390625
2020-01-21,44.68177795410156
2020-04-09,44.9473876953125
2019-11-06,45.02608871459961
2020-01-24,45.66551971435547
2020-01-27,44.91787338256836
2020-04-15,45.645851135253906
2018-12-26,45.91145706176758
2019-08-07,43.727542877197266
2019-06-04,43.28485870361328
2018-09-21,43.23567199707031
2018-07-19,43.589820861816406
2018-08-20,43.62916946411133
2018-10-23,43.658687591552734
2019-05-03,43.41274642944336
2019-04-01,43.41274642944336
2019-02-28,43.03892135620117
2019-11-12,42.527374267578125
2020-01-30,42.911033630371094
2019-11-15,42.960391998291016
2020-04-21,42.67411804199219
2019-04-16,43.41447448730469
2019-03-15,43.483577728271484
2019-02-11,44.38187026977539
2019-01-10,43.96727752685547
2019-08-22,42.80244827270508
2018-11-07,43.23678970336914
2018-08-03,43.19729995727539
2018-09-04,43.05910110473633
2019-06-19,44.05611801147461
2019-09-23,43.542808532714844
2019-11-18,42.92090606689453
2020-02-05,43.39473342895508
2020-04-24,42.21015930175781
2019-03-29,42.71360778808594
2019-11-21,43.83894348144531
2020-04-27,44.05611801147461
2020-02-11,44.589168548583984
2020-04-30,45.01364517211914
2019-05-01,44.90506362915039
2019-02-26,44.29302978515625
2019-01-25,44.460845947265625
2018-12-24,44.87544250488281
2019-09-06,45.36901092529297
2018-07-17,45.36901092529297
2018-09-19,45.25055694580078
2019-08-05,44.273284912109375
2019-10-08,45.102481842041016
2019-12-11,44.085731506347656
2019-11-27,43.71061325073242
2020-02-14,42.02260208129883
2020-05-06,41.5191650390625
2019-01-08,42.664249420166016
2018-12-07,42.575408935546875
2019-08-20,43.05910110473633
2018-11-05,43.552669525146484
2019-07-19,43.77971649169922
2018-10-04,42.92090606689453
2019-06-17,43.5230598449707
2019-05-16,43.345375061035156
2018-08-01,44.085731506347656
2019-03-13,43.83894348144531
2019-12-03,44.90506362915039
2020-02-20,44.63853454589844
2019-12-06,44.8557014465332
2020-05-12,44.6187858581543
2019-12-09,44.65827560424805
2020-02-26,44.42136001586914
2020-05-15,44.184444427490234
2019-03-28,43.04923629760742
2018-09-17,43.33550262451172
2018-08-16,43.92778778076172
2018-10-19,43.92778778076172
2019-04-29,43.43422317504883
