Dates,AON
2018-06-20,139.69000244140625
2018-06-21,136.92999267578125
2018-06-25,137.0
2018-06-22,137.1199951171875
2018-06-26,137.6999969482422
2018-06-27,137.52000427246094
2018-06-28,134.91000366210938
2018-06-29,136.55999755859375
2018-07-02,136.63999938964844
2018-07-03,137.5399932861328
2018-07-05,137.22999572753906
2018-07-16,138.4600067138672
2018-09-18,139.88999938964844
2019-01-24,142.42999267578125
2019-09-05,142.47999572753906
2018-11-21,143.33999633789062
2020-01-13,143.85000610351562
2020-04-01,144.25999450683594
2020-06-19,145.2100067138672
2019-10-29,145.55999755859375
2020-01-16,146.6999969482422
2020-06-22,145.99000549316406
2018-10-03,146.19000244140625
2018-07-31,147.5
2019-03-12,147.00999450683594
2019-02-08,148.27999877929688
2019-01-07,146.80999755859375
2018-12-06,144.41000366210938
2019-08-19,142.89999389648438
2019-07-18,143.58999633789062
2019-05-15,141.74000549316406
2019-09-20,141.22000122070312
2019-11-01,143.19000244140625
2020-04-07,143.6300048828125
2020-06-25,143.61000061035156
2020-06-16,143.49000549316406
2019-11-04,142.2100067138672
2020-01-22,141.80999755859375
2019-11-07,140.80999755859375
2020-04-13,140.1699981689453
2019-07-01,141.5
2019-05-30,142.88999938964844
2018-08-15,143.4600067138672
2018-10-18,143.05999755859375
2019-03-27,143.75
2019-01-22,142.99000549316406
2018-12-21,143.3800048828125
2019-09-03,145.6999969482422
2018-11-19,145.58999633789062
2019-08-02,144.8300018310547
2020-01-28,146.10000610351562
2020-04-16,144.1999969482422
2019-11-13,145.36000061035156
2020-01-31,146.9499969482422
2018-12-04,147.89999389648438
2018-11-02,150.25
2019-07-16,150.13999938964844
2018-08-30,149.66000366210938
2018-10-01,150.77000427246094
2019-06-14,151.72000122070312
2019-05-13,151.3800048828125
2019-04-11,152.30999755859375
2019-02-06,151.9499969482422
2019-09-18,153.0
2020-02-03,155.5
2020-04-22,155.85000610351562
2019-11-19,156.4499969482422
2020-02-06,156.5
2019-11-22,155.82000732421875
2019-03-25,154.80999755859375
2019-02-21,155.0399932861328
2018-12-19,154.5399932861328
2018-07-12,155.72999572753906
2018-09-14,156.5500030517578
2018-08-13,156.97999572753906
2018-10-16,157.1699981689453
2019-07-31,155.22000122070312
2019-05-28,156.25999450683594
2019-04-26,156.80999755859375
2020-04-28,150.74000549316406
2019-11-25,149.72999572753906
2020-02-12,147.67999267578125
2020-05-01,147.8300018310547
2020-05-04,149.97000122070312
2019-06-12,150.3300018310547
2019-04-09,149.5399932861328
2019-03-08,151.47999572753906
2019-02-04,149.83999633789062
2018-07-27,149.0500030517578
2018-08-28,147.27000427246094
2019-01-03,152.0
2019-08-15,155.0
2018-10-31,156.5500030517578
2019-09-16,159.63999938964844
2020-02-18,156.08999633789062
2020-05-07,156.9499969482422
2018-08-17,156.4499969482422
2019-12-04,158.16000366210938
2020-02-21,160.0
2018-12-17,162.7100067138672
2019-08-30,164.6199951171875
2018-11-15,164.7899932861328
2019-07-29,162.77000427246094
2019-06-27,164.55999755859375
2019-04-24,160.5800018310547
2018-07-10,162.22000122070312
2018-09-12,164.1699981689453
2019-02-19,164.0
2019-01-18,161.99000549316406
2020-02-24,160.24000549316406
2020-05-13,162.27999877929688
2019-12-10,161.36000061035156
2020-02-27,161.07000732421875
2019-12-13,163.08999633789062
2020-05-19,163.74000549316406
2019-03-06,166.2100067138672
2018-11-30,164.7899932861328
2019-08-13,159.64999389648438
2019-07-12,160.5800018310547
2019-06-10,158.91000366210938
2019-05-09,159.1999969482422
2018-07-25,157.80999755859375
2018-09-27,155.61000061035156
2018-10-29,155.1199951171875
2019-10-16,153.6300048828125
2019-12-16,151.1300048828125
2020-03-04,150.47000122070312
2020-05-22,148.33999633789062
2019-10-01,144.49000549316406
2019-12-19,140.82000732421875
2018-09-10,138.41000366210938
2019-05-24,138.61000061035156
2018-08-09,143.85000610351562
2019-04-22,144.24000549316406
2019-03-21,143.5800018310547
2019-01-16,143.30999755859375
2019-08-28,143.13999938964844
2018-11-13,143.88999938964844
2018-10-12,144.2100067138672
2019-06-25,145.52999877929688
2020-03-10,145.08999633789062
2020-05-28,146.57000732421875
2019-10-07,146.3300018310547
2020-03-13,147.6300048828125
2019-10-10,149.8300018310547
2020-03-16,150.36000061035156
2020-06-03,153.05999755859375
2018-11-28,154.07000732421875
2018-09-25,154.0
2018-07-23,153.85000610351562
2018-08-24,154.6199951171875
2019-07-10,153.4600067138672
2019-05-07,153.27000427246094
2019-04-05,152.66000366210938
2019-03-04,153.75999450683594
2019-01-31,157.80999755859375
2019-09-12,168.5
2019-12-31,167.32000732421875
2020-03-19,168.25999450683594
2020-01-03,167.27000427246094
2020-06-09,166.47999572753906
2019-02-15,168.72999572753906
2019-01-14,171.61000061035156
2018-07-06,171.5800018310547
2018-08-07,171.60000610351562
2018-10-10,171.4499969482422
2018-12-13,171.30999755859375
2019-08-26,172.74000549316406
2019-07-25,172.92999267578125
2019-05-22,172.4600067138672
2019-03-19,172.27999877929688
2020-01-06,170.9499969482422
2020-03-25,170.67999267578125
2020-06-12,171.10000610351562
2019-10-22,172.75
2020-01-09,171.99000549316406
2020-06-15,171.32000732421875
2019-10-25,166.52000427246094
2020-03-31,163.39999389648438
2020-06-18,161.58999633789062
2019-04-03,162.7899932861328
2018-08-22,164.8699951171875
2018-10-25,166.75
2019-01-29,167.25999450683594
2018-12-28,168.72000122070312
2018-11-26,170.0
2019-08-09,169.1999969482422
2019-07-08,167.52000427246094
2019-06-06,165.6300048828125
2019-09-10,166.11000061035156
2020-01-15,166.57000732421875
2020-04-03,166.89999389648438
2019-10-31,167.86000061035156
2020-04-06,168.4199981689453
2020-06-24,170.0
2018-11-09,171.72000122070312
2019-07-23,174.10000610351562
2019-06-21,173.77000427246094
2019-05-20,173.05999755859375
2019-04-18,172.5
2018-09-06,172.1999969482422
2018-10-08,171.86000061035156
2019-02-13,172.2100067138672
2018-12-11,172.82000732421875
2019-09-25,175.2100067138672
2020-01-21,176.02999877929688
2020-04-09,175.8699951171875
2019-11-06,178.00999450683594
2020-01-24,174.58999633789062
2020-01-27,174.66000366210938
2020-04-15,174.92999267578125
2018-12-26,178.38999938964844
2019-08-07,177.33999633789062
2019-06-04,180.39999389648438
2018-09-21,179.7899932861328
2018-07-19,177.74000549316406
2018-08-20,179.83999633789062
2018-10-23,175.57000732421875
2019-05-03,177.0800018310547
2019-04-01,176.69000244140625
2019-02-28,178.74000549316406
2019-11-12,176.75999450683594
2020-01-30,176.33999633789062
2019-11-15,176.35000610351562
2020-04-21,176.5500030517578
2019-04-16,176.6300048828125
2019-03-15,176.9600067138672
2019-02-11,179.27999877929688
2019-01-10,179.85000610351562
2019-08-22,180.2100067138672
2018-11-07,179.14999389648438
2018-08-03,179.5399932861328
2018-09-04,180.22000122070312
2019-06-19,178.57000732421875
2019-09-23,178.0
2019-11-18,178.88999938964844
2020-02-05,179.83999633789062
2020-04-24,180.92999267578125
2019-03-29,180.5
2019-11-21,183.0
2020-04-27,183.4600067138672
2020-02-11,187.9199981689453
2020-04-30,187.25
2019-05-01,191.7100067138672
2019-02-26,191.47000122070312
