Dates,AON
2018-06-20,140.0
2018-06-21,137.55999755859375
2018-06-25,137.67999267578125
2018-06-22,138.2100067138672
2018-06-26,138.49000549316406
2018-06-27,138.0500030517578
2018-06-28,136.7100067138672
2018-06-29,138.25
2018-07-02,137.63999938964844
2018-07-03,138.44000244140625
2018-07-05,138.36000061035156
2018-07-16,140.4199981689453
2018-09-18,142.6199951171875
2019-01-24,143.1699981689453
2019-09-05,143.07000732421875
2018-11-21,143.91000366210938
2020-01-13,144.36000061035156
2020-04-01,145.72000122070312
2020-06-19,145.89999389648438
2019-10-29,147.5399932861328
2020-01-16,147.64999389648438
2020-06-22,146.4499969482422
2018-10-03,147.22999572753906
2018-07-31,148.0399932861328
2019-03-12,147.7899932861328
2019-02-08,148.27999877929688
2019-01-07,148.1199951171875
2018-12-06,145.3800048828125
2019-08-19,143.69000244140625
2019-07-18,143.9499969482422
2019-05-15,141.74000549316406
2019-09-20,143.2100067138672
2019-11-01,144.3800048828125
2020-04-07,144.6300048828125
2020-06-25,143.75999450683594
2020-06-16,143.6699981689453
2019-11-04,142.2100067138672
2020-01-22,142.83999633789062
2019-11-07,141.27000427246094
2020-04-13,141.4499969482422
2019-07-01,143.35000610351562
2019-05-30,143.94000244140625
2018-08-15,143.8800048828125
2018-10-18,144.77999877929688
2019-03-27,144.36000061035156
2019-01-22,143.6999969482422
2018-12-21,145.50999450683594
2019-09-03,145.94000244140625
2018-11-19,145.58999633789062
2019-08-02,146.5399932861328
2020-01-28,146.10000610351562
2020-04-16,145.66000366210938
2019-11-13,146.89999389648438
2020-01-31,147.8800048828125
2018-12-04,150.82000732421875
2018-11-02,150.64999389648438
2019-07-16,150.5
2018-08-30,151.33999633789062
2018-10-01,151.35000610351562
2019-06-14,151.72000122070312
2019-05-13,152.00999450683594
2019-04-11,152.66000366210938
2019-02-06,152.99000549316406
2019-09-18,155.4199981689453
2020-02-03,155.5
2020-04-22,156.7100067138672
2019-11-19,156.4499969482422
2020-02-06,156.8800048828125
2019-11-22,156.0
2019-03-25,158.77000427246094
2019-02-21,155.61000061035156
2018-12-19,155.27000427246094
2018-07-12,156.5800018310547
2018-09-14,158.0
2018-08-13,157.97999572753906
2018-10-16,157.94000244140625
2019-07-31,156.5
2019-05-28,157.52999877929688
2019-04-26,157.0800018310547
2020-04-28,152.02999877929688
2019-11-25,150.2899932861328
2020-02-12,148.6199951171875
2020-05-01,149.9499969482422
2020-05-04,151.25
2019-06-12,151.4499969482422
2019-04-09,152.0800018310547
2019-03-08,152.0399932861328
2019-02-04,150.3000030517578
2018-07-27,149.33999633789062
2018-08-28,150.8300018310547
2019-01-03,153.97000122070312
2019-08-15,157.24000549316406
2018-10-31,159.1300048828125
2019-09-16,159.72000122070312
2020-02-18,156.32000732421875
2020-05-07,157.61000061035156
2018-08-17,158.72000122070312
2019-12-04,159.66000366210938
2020-02-21,163.32000732421875
2018-12-17,164.86000061035156
2019-08-30,165.42999267578125
2018-11-15,164.89999389648438
2019-07-29,164.80999755859375
2019-06-27,164.55999755859375
2019-04-24,163.66000366210938
2018-07-10,164.63999938964844
2018-09-12,166.41000366210938
2019-02-19,164.22999572753906
2019-01-18,163.32000732421875
2020-02-24,162.4499969482422
2020-05-13,162.80999755859375
2019-12-10,162.44000244140625
2020-02-27,164.36000061035156
2019-12-13,164.9600067138672
2020-05-19,165.89999389648438
2019-03-06,166.47999572753906
2018-11-30,166.5500030517578
2019-08-13,161.0500030517578
2019-07-12,162.02999877929688
2019-06-10,159.27000427246094
2019-05-09,161.55999755859375
2018-07-25,157.99000549316406
2018-09-27,156.25
2018-10-29,155.47999572753906
2019-10-16,154.36000061035156
2019-12-16,152.44000244140625
2020-03-04,152.19000244140625
2020-05-22,149.0500030517578
2019-10-01,146.55999755859375
2019-12-19,140.99000549316406
2018-09-10,140.5
2019-05-24,143.13999938964844
2018-08-09,145.17999267578125
2019-04-22,145.64999389648438
2019-03-21,144.55999755859375
2019-01-16,144.07000732421875
2019-08-28,144.75999450683594
2018-11-13,146.1300048828125
2018-10-12,145.05999755859375
2019-06-25,147.5399932861328
2020-03-10,147.9199981689453
2020-05-28,147.2899932861328
2019-10-07,147.88999938964844
2020-03-13,149.7100067138672
2019-10-10,151.47999572753906
2020-03-16,152.88999938964844
2020-06-03,154.6999969482422
2018-11-28,155.25999450683594
2018-09-25,154.75
2018-07-23,154.60000610351562
2018-08-24,155.72999572753906
2019-07-10,153.94000244140625
2019-05-07,153.7100067138672
2019-04-05,154.75
2019-03-04,157.8800048828125
2019-01-31,168.49000549316406
2019-09-12,168.5
2019-12-31,168.97999572753906
2020-03-19,168.75
2020-01-03,167.6300048828125
2020-06-09,168.1699981689453
2019-02-15,170.82000732421875
2019-01-14,172.17999267578125
2018-07-06,173.08999633789062
2018-08-07,172.1300048828125
2018-10-10,172.10000610351562
2018-12-13,173.52999877929688
2019-08-26,173.32000732421875
2019-07-25,173.33999633789062
2019-05-22,172.66000366210938
2019-03-19,173.22000122070312
2020-01-06,172.10000610351562
2020-03-25,171.44000244140625
2020-06-12,172.3000030517578
2019-10-22,172.91000366210938
2020-01-09,172.35000610351562
2020-06-15,172.69000244140625
2019-10-25,166.55999755859375
2020-03-31,163.99000549316406
2020-06-18,162.1699981689453
2019-04-03,164.74000549316406
2018-08-22,167.00999450683594
2018-10-25,168.4499969482422
2019-01-29,169.25
2018-12-28,170.27000427246094
2018-11-26,170.72000122070312
2019-08-09,169.47000122070312
2019-07-08,167.97000122070312
2019-06-06,168.58999633789062
2019-09-10,167.67999267578125
2020-01-15,166.9499969482422
2020-04-03,167.85000610351562
2019-10-31,168.67999267578125
2020-04-06,169.32000732421875
2020-06-24,170.8300018310547
2018-11-09,173.5800018310547
2019-07-23,175.25999450683594
2019-06-21,173.97999572753906
2019-05-20,173.60000610351562
2019-04-18,173.52000427246094
2018-09-06,172.8699951171875
2018-10-08,172.33999633789062
2019-02-13,173.02999877929688
2018-12-11,174.2100067138672
2019-09-25,176.3000030517578
2020-01-21,176.75
2020-04-09,176.9600067138672
2019-11-06,178.8699951171875
2020-01-24,175.86000061035156
2020-01-27,175.94000244140625
2020-04-15,178.47000122070312
2018-12-26,180.10000610351562
2019-08-07,180.05999755859375
2019-06-04,182.61000061035156
2018-09-21,180.6999969482422
2018-07-19,180.35000610351562
2018-08-20,179.85000610351562
2018-10-23,176.91000366210938
2019-05-03,179.3699951171875
2019-04-01,180.2100067138672
2019-02-28,179.08999633789062
2019-11-12,178.8000030517578
2020-01-30,177.25999450683594
2019-11-15,179.6699981689453
2020-04-21,177.14999389648438
2019-04-16,179.6999969482422
2019-03-15,180.66000366210938
2019-02-11,182.3699951171875
2019-01-10,181.66000366210938
2019-08-22,180.52000427246094
2018-11-07,180.7899932861328
2018-08-03,181.1199951171875
2018-09-04,180.25
2019-06-19,178.61000061035156
2019-09-23,180.1999969482422
2019-11-18,179.7100067138672
2020-02-05,182.13999938964844
2020-04-24,182.13999938964844
