Dates,AON
2018-06-20,134.56527709960938
2018-06-21,133.53848266601562
2018-06-25,134.11544799804688
2018-06-22,134.66307067871094
2018-06-26,134.7119903564453
2018-06-27,132.01284790039062
2018-06-28,133.17662048339844
2018-06-29,134.14480590820312
2018-07-02,134.22300720214844
2018-07-03,134.0567626953125
2018-07-05,135.17164611816406
2018-07-16,136.54074096679688
2018-09-18,139.3865509033203
2019-01-24,139.67018127441406
2019-09-05,139.34744262695312
2018-11-21,140.706787109375
2020-01-13,141.0197296142578
2020-04-01,142.00746154785156
2020-06-19,142.408447265625
2019-10-29,144.0904998779297
2020-01-16,142.9267120361328
2020-06-22,142.9365234375
2018-10-03,143.94381713867188
2018-07-31,143.9535675048828
2019-03-12,144.4523162841797
2019-02-08,144.9217529296875
2019-01-07,141.3131103515625
2018-12-06,140.22760009765625
2019-08-19,140.77679443359375
2019-07-18,139.57054138183594
2019-05-15,138.66831970214844
2019-09-20,140.3551025390625
2019-11-01,141.00234985351562
2020-04-07,140.6492919921875
2020-06-25,140.61009216308594
2020-06-16,140.6100616455078
2019-11-04,139.4102783203125
2020-01-22,138.15151977539062
2019-11-07,138.515380859375
2020-04-13,138.78091430664062
2019-07-01,140.45272827148438
2019-05-30,141.07229614257812
2018-08-15,140.6395721435547
2018-10-18,141.96719360351562
2019-03-27,140.7674102783203
2019-01-22,140.78709411621094
2018-12-21,143.02931213378906
2019-09-03,142.92112731933594
2018-11-19,142.645751953125
2019-08-02,143.71766662597656
2020-01-28,141.98687744140625
2020-04-16,143.1472930908203
2019-11-13,144.43560791015625
2020-01-31,145.2813262939453
2018-12-04,147.9365692138672
2018-11-02,147.5333709716797
2019-07-16,147.25804138183594
2018-08-30,148.5167999267578
2018-10-01,148.57582092285156
2019-06-14,148.90036010742188
2019-05-13,149.4510498046875
2019-04-11,149.62806701660156
2019-02-06,150.34597778320312
2019-09-18,152.66685485839844
2020-02-03,152.58819580078125
2020-04-22,153.87646484375
2019-11-19,152.58819580078125
2020-02-06,153.22740173339844
2019-11-22,152.07681274414062
2019-03-25,153.09954833984375
2019-02-21,151.23106384277344
2018-12-19,152.28334045410156
2018-07-12,153.6601104736328
2018-09-14,154.2895050048828
2018-08-13,154.81072998046875
2018-10-16,152.94224548339844
2019-07-31,153.6208038330078
2019-05-28,154.51568603515625
2019-04-26,148.63482666015625
2020-04-28,145.76321411132812
2019-11-25,145.38951110839844
2020-02-12,144.7404327392578
2020-05-01,147.36619567871094
2020-05-04,147.96609497070312
2019-06-12,147.03182983398438
2019-04-09,148.5955047607422
2019-03-08,148.92984008789062
2019-02-04,147.03182983398438
2018-07-27,143.8750457763672
2018-08-28,147.49404907226562
2019-01-03,149.78541564941406
2019-08-15,152.61769104003906
2018-10-31,156.0695037841797
2019-09-16,153.9793701171875
2020-02-18,153.50613403320312
2020-05-07,153.9793701171875
2018-08-17,155.95120239257812
2019-12-04,157.3413543701172
2020-02-21,160.75259399414062
2018-12-17,162.50750732421875
2019-08-30,162.22158813476562
2018-11-15,160.59483337402344
2019-07-29,160.9990692138672
2019-06-27,159.7371063232422
2019-04-24,160.76243591308594
2018-07-10,161.73849487304688
2018-09-12,163.24693298339844
2019-02-19,159.39202880859375
2019-01-18,158.8004913330078
2020-02-24,158.97793579101562
2020-05-13,159.7272186279297
2019-12-10,159.20469665527344
2020-02-27,161.6793212890625
2019-12-13,161.37371826171875
2020-05-19,162.7835693359375
2019-03-06,162.6455078125
2018-11-30,160.42723083496094
2019-08-13,158.2976837158203
2019-07-12,156.4934539794922
2019-06-10,155.50755310058594
2019-05-09,153.55545043945312
2018-07-25,153.2103729248047
2018-09-27,153.9005126953125
2018-10-29,151.66249084472656
2019-10-16,148.25123596191406
2019-12-16,148.19207763671875
2020-03-04,146.22027587890625
2020-05-22,143.71609497070312
2019-10-01,139.259765625
2019-12-19,135.50341796875
2018-09-10,138.3132781982422
2019-05-24,141.11326599121094
2018-08-09,141.67523193359375
2019-04-22,143.3118438720703
2019-03-21,142.0104217529297
2019-01-16,139.88088989257812
2019-08-28,142.5132598876953
2018-11-13,142.19775390625
2018-10-12,142.87803649902344
2019-06-25,143.0850830078125
2020-03-10,145.5498504638672
2020-05-28,145.17520141601562
2019-10-07,145.53013610839844
2020-03-13,147.57095336914062
2019-10-10,148.8625030517578
2020-03-16,150.3512420654297
2020-06-03,152.23434448242188
2018-11-28,151.53431701660156
2018-09-25,151.88925170898438
2018-07-23,151.7413787841797
2018-08-24,152.21461486816406
2019-07-10,151.50474548339844
2019-05-07,150.25265502929688
2019-04-05,152.32305908203125
2019-03-04,154.4285125732422
2019-01-31,165.5290069580078
2019-09-12,164.87661743164062
2019-12-31,166.80413818359375
2020-03-19,166.4087371826172
2020-01-03,164.95570373535156
2020-06-09,166.2308349609375
2019-02-15,168.7909393310547
2019-01-14,169.30494689941406
2018-07-06,170.96560668945312
2018-08-07,167.66409301757812
2018-10-10,169.9869842529297
2018-12-13,170.66905212402344
2019-08-26,170.8074188232422
2019-07-25,170.4120330810547
2019-05-22,170.07595825195312
2019-03-19,169.19622802734375
2020-01-06,169.3741455078125
2020-03-25,169.21597290039062
2020-06-12,169.5520782470703
2019-10-22,169.67068481445312
2020-01-09,168.66244506835938
2020-06-15,155.4367218017578
2019-10-25,162.10888671875
2020-03-31,160.67562866210938
2020-06-18,160.17147827148438
2019-04-03,162.8107147216797
2018-08-22,164.56028747558594
2018-10-25,165.16326904296875
2019-01-29,166.63607788085938
2018-12-28,168.03968811035156
2018-11-26,167.2489471435547
2019-08-09,166.02322387695312
2019-07-08,163.79917907714844
