Dates,HSIC
2018-06-20,57.08235168457031
2018-06-21,57.00392150878906
2018-06-25,58.79999923706055
2018-06-22,59.06666564941406
2018-06-26,59.41960906982422
2018-06-27,59.09803771972656
2018-06-28,57.83529281616211
2018-06-29,57.443138122558594
2018-07-02,57.57646942138672
2018-07-03,58.462745666503906
2018-07-05,58.86274337768555
2018-07-16,59.89019775390625
2018-09-18,61.13725662231445
2019-01-24,60.36862564086914
2019-09-05,59.411766052246094
2018-11-21,59.16078567504883
2020-01-13,59.16078567504883
2020-04-01,58.8470573425293
2020-06-19,58.6274528503418
2019-10-29,58.7843132019043
2020-01-16,59.1843147277832
2020-06-22,59.09803771972656
2018-10-03,60.509803771972656
2018-07-31,60.88627624511719
2019-03-12,60.65098190307617
2019-02-08,61.09803771972656
2019-01-07,61.2784309387207
2018-12-06,62.22745132446289
2019-08-19,62.6274528503418
2019-07-18,62.54901885986328
2019-05-15,61.95294189453125
2019-09-20,63.27058792114258
2019-11-01,67.06666564941406
2020-04-07,63.2470588684082
2020-06-25,62.89411926269531
2020-06-16,62.27450942993164
2019-11-04,61.3725471496582
2020-01-22,61.32548904418945
2019-11-07,61.63137435913086
2020-04-13,61.654903411865234
2019-07-01,62.54901885986328
2019-05-30,63.33333206176758
2018-08-15,64.22744750976562
2018-10-18,64.5254898071289
2019-03-27,64.88627624511719
2019-01-22,64.2196044921875
2018-12-21,63.764705657958984
2019-09-03,64.26667022705078
2018-11-19,63.83529281616211
2019-08-02,63.89019775390625
2020-01-28,61.52941131591797
2020-04-16,61.17647171020508
2019-11-13,61.521568298339844
2020-01-31,63.28627395629883
2018-12-04,64.10195922851562
2018-11-02,63.568626403808594
2019-07-16,63.2470588684082
2018-08-30,63.59215545654297
2018-10-01,65.15293884277344
2019-06-14,65.38823699951172
2019-05-13,65.5999984741211
2019-04-11,66.88627624511719
2019-02-06,66.35294342041016
2019-09-18,66.5882339477539
2020-02-03,67.45882415771484
2020-04-22,67.92156982421875
2019-11-19,66.7450942993164
2020-02-06,66.23529052734375
2019-11-22,68.5568618774414
2019-03-25,67.5058822631836
2019-02-21,66.98823547363281
2018-12-19,68.81568908691406
2018-07-12,68.3058853149414
2018-09-14,68.47058868408203
2018-08-13,68.5254898071289
2018-10-16,70.99607849121094
2019-07-31,69.55294036865234
2019-05-28,69.29412078857422
2019-04-26,69.03529357910156
2020-04-28,67.95294189453125
2019-11-25,66.4627456665039
2020-02-12,67.17646789550781
2020-05-01,67.29412078857422
2020-05-04,68.39215850830078
2019-06-12,67.88235473632812
2019-04-09,65.95294189453125
2019-03-08,65.20783996582031
2019-02-04,64.43921661376953
2018-07-27,64.76863098144531
2018-08-28,64.32157135009766
2019-01-03,63.639217376708984
2019-08-15,66.41568756103516
2018-10-31,65.4745101928711
2019-09-16,65.60784149169922
2020-02-18,66.45490264892578
2020-05-07,67.42745208740234
2018-08-17,66.69803619384766
2019-12-04,67.32549285888672
2020-02-21,68.53333282470703
2018-12-17,69.89804077148438
2019-08-30,68.17254638671875
2018-11-15,67.45882415771484
2019-07-29,67.37255096435547
2019-06-27,68.18038940429688
2019-04-24,67.52941131591797
2018-07-10,68.03921508789062
2018-09-12,68.22744750976562
2019-02-19,67.94509887695312
2019-01-18,67.13725280761719
2020-02-24,66.59607696533203
2020-05-13,67.09019470214844
2019-12-10,68.54901885986328
2020-02-27,69.17646789550781
2019-12-13,70.58039093017578
2020-05-19,70.96470642089844
2019-03-06,71.13725280761719
2018-11-30,71.64705657958984
2019-08-13,70.2745132446289
2019-07-12,68.69803619384766
2019-06-10,67.41960906982422
2019-05-09,68.07843017578125
2018-07-25,68.062744140625
2018-09-27,67.49803924560547
2018-10-29,65.59215545654297
2019-10-16,63.63137435913086
2019-12-16,63.28627395629883
2020-03-04,63.41960906982422
2020-05-22,61.945098876953125
2019-10-01,61.27058792114258
2019-12-19,59.69411849975586
2018-09-10,60.76862716674805
2019-05-24,61.04313659667969
2018-08-09,62.007843017578125
2019-04-22,62.125492095947266
2019-03-21,60.54901885986328
2019-01-16,59.19215774536133
2019-08-28,59.59215545654297
2018-11-13,59.06666564941406
2018-10-12,59.2470588684082
2019-06-25,60.47058868408203
2020-03-10,62.33725357055664
2020-05-28,62.7529411315918
2019-10-07,63.25490188598633
2020-03-13,63.945098876953125
2019-10-10,64.062744140625
2020-03-16,62.541175842285156
2020-06-03,62.282352447509766
2018-11-28,61.882354736328125
2018-09-25,61.17647171020508
2018-07-23,60.91764831542969
2018-08-24,61.13725662231445
2019-07-10,60.58039093017578
2019-05-07,61.27058792114258
2019-04-05,61.29411697387695
2019-03-04,61.86666488647461
2019-01-31,61.33333206176758
2019-09-12,61.86666488647461
2019-12-31,62.71372604370117
2020-03-19,63.827449798583984
2020-01-03,63.45098114013672
2020-06-09,62.45000076293945
2019-02-15,60.790000915527344
2019-01-14,61.61000061035156
2018-07-06,62.45000076293945
2018-08-07,62.529998779296875
2018-10-10,63.189998626708984
2018-12-13,63.77000045776367
2019-08-26,60.220001220703125
2019-07-25,61.86000061035156
2019-05-22,61.369998931884766
2019-03-19,60.70000076293945
2020-01-06,59.95000076293945
2020-03-25,58.59000015258789
2020-06-12,59.400001525878906
2019-10-22,61.09000015258789
2020-01-09,60.130001068115234
2020-06-15,60.0099983215332
2019-10-25,58.880001068115234
2020-03-31,57.9900016784668
2020-06-18,58.650001525878906
2019-04-03,60.0099983215332
2018-08-22,60.4900016784668
2018-10-25,60.59000015258789
2019-01-29,60.150001525878906
2018-12-28,59.7400016784668
2018-11-26,60.0
2019-08-09,60.869998931884766
2019-07-08,60.68000030517578
2019-06-06,61.43000030517578
2019-09-10,61.04999923706055
2020-01-15,60.0
2020-04-03,59.619998931884766
2019-10-31,59.7599983215332
2020-04-06,59.540000915527344
2020-06-24,60.119998931884766
2018-11-09,61.02000045776367
2019-07-23,61.209999084472656
2019-06-21,61.06999969482422
2019-05-20,61.560001373291016
2019-04-18,63.02000045776367
2018-09-06,63.0
2018-10-08,62.02000045776367
2019-02-13,62.15999984741211
2018-12-11,62.0099983215332
2019-09-25,62.11000061035156
2020-01-21,62.34000015258789
2020-04-09,62.279998779296875
2019-11-06,61.439998626708984
2020-01-24,62.099998474121094
2020-01-27,62.689998626708984
2020-04-15,63.45000076293945
2018-12-26,64.55999755859375
2019-08-07,64.12000274658203
2019-06-04,64.75
2018-09-21,64.76000213623047
2018-07-19,64.11000061035156
2018-08-20,64.19999694824219
2018-10-23,62.880001068115234
2019-05-03,63.650001525878906
2019-04-01,63.54999923706055
2019-02-28,69.9000015258789
2019-11-12,68.87000274658203
2020-01-30,69.66999816894531
2019-11-15,69.2699966430664
2020-04-21,68.0
2019-04-16,67.83999633789062
2019-03-15,66.7699966430664
2019-02-11,67.77999877929688
2019-01-10,68.11000061035156
2019-08-22,68.61000061035156
2018-11-07,69.36000061035156
2018-08-03,69.2699966430664
2018-09-04,68.72000122070312
2019-06-19,67.80999755859375
2019-09-23,67.43000030517578
2019-11-18,66.33999633789062
2020-02-05,65.72000122070312
2020-04-24,64.94999694824219
2019-03-29,65.44999694824219
2019-11-21,66.66000366210938
2020-04-27,67.69000244140625
2020-02-11,69.12999725341797
2020-04-30,70.56999969482422
2019-05-01,71.19999694824219
2019-02-26,71.55999755859375
2019-01-25,71.95999908447266
2018-12-24,71.79000091552734
2019-09-06,71.75
2018-07-17,71.51000213623047
2018-09-19,72.80999755859375
2019-08-05,72.55999755859375
2019-10-08,72.5199966430664
2019-12-11,71.0999984741211
2019-11-27,70.33000183105469
2020-02-14,70.31999969482422
2020-05-06,69.62000274658203
2019-01-08,69.4800033569336
2018-12-07,70.0199966430664
2019-08-20,71.5
2018-11-05,69.70999908447266
2019-07-19,69.8499984741211
2018-10-04,69.27999877929688
2019-06-17,69.11000061035156
2019-05-16,69.18000030517578
2018-08-01,69.55000305175781
2019-03-13,70.79000091552734
2019-12-03,71.31999969482422
2020-02-20,71.62999725341797
2019-12-06,71.52999877929688
2020-05-12,70.45999908447266
2019-12-09,69.33000183105469
2020-02-26,69.76000213623047
2020-05-15,67.7300033569336
2019-03-28,67.69000244140625
2018-09-17,67.80000305175781
2018-08-16,67.5999984741211
2018-10-19,67.87000274658203
2019-04-29,68.2699966430664
2019-01-23,68.91000366210938
2019-09-04,69.4800033569336
2018-11-20,67.13999938964844
2019-07-02,66.87999725341797
2019-05-31,65.91999816894531
2019-12-12,63.0
2020-05-18,62.83000183105469
2019-09-27,62.88999938964844
2020-03-03,63.4900016784668
2020-05-21,63.38999938964844
2019-05-14,63.33000183105469
2018-08-31,61.9900016784668
2018-07-30,63.189998626708984
2018-10-02,62.52000045776367
2019-04-12,62.5
2019-03-11,62.15999984741211
2019-02-07,61.599998474121094
2019-07-17,61.7400016784668
2019-09-19,61.29999923706055
2019-10-21,60.720001220703125
2019-12-18,61.2599983215332
2020-03-06,60.880001068115234
2019-10-03,61.5
2020-03-09,61.93000030517578
2020-05-27,62.0
2019-12-24,62.54999923706055
2020-03-12,62.040000915527344
2018-12-20,62.0
2019-08-01,62.75
2018-08-14,64.23999786376953
2018-07-13,65.8499984741211
2018-10-17,66.56999969482422
2019-05-29,65.61000061035156
2019-03-26,65.23999786376953
2019-02-22,65.75
2019-10-04,63.25
2019-11-05,63.779998779296875
2019-12-27,63.40999984741211
2020-06-02,62.970001220703125
2019-12-30,62.720001220703125
2020-03-18,62.290000915527344
2020-06-05,62.59000015258789
2019-07-15,62.810001373291016
2018-12-03,63.77000045776367
2019-06-13,63.959999084472656
2019-01-04,63.029998779296875
2018-08-29,62.33000183105469
2019-02-05,62.95000076293945
2018-11-01,63.15999984741211
2019-08-16,62.689998626708984
2019-04-10,62.529998779296875
2019-09-17,62.90999984741211
2019-10-15,63.72999954223633
2020-01-02,63.0
2020-06-08,62.06999969482422
2019-10-18,63.459999084472656
2020-03-24,63.83000183105469
2020-06-11,64.26000213623047
2020-01-08,63.47999954223633
2019-04-25,63.20000076293945
2019-07-30,63.630001068115234
2019-02-20,63.18000030517578
2018-07-11,62.68000030517578
2018-09-13,62.86000061035156
2018-10-15,63.209999084472656
2019-06-28,63.06999969482422
2018-12-18,63.22999954223633
2018-11-16,63.93000030517578
2019-10-02,66.0199966430664
2020-03-27,68.43000030517578
2020-01-10,68.75
2019-10-24,70.33999633789062
2020-03-30,68.91000366210938
2020-06-17,68.73999786376953
2020-01-14,68.31999969482422
2020-04-02,68.36000061035156
2019-01-02,68.45999908447266
2019-08-14,68.70999908447266
2018-10-30,68.79000091552734
2019-06-11,69.76000213623047
2019-05-10,69.75
2019-04-08,68.86000061035156
2018-08-27,69.63999938964844
2018-07-26,70.47000122070312
2018-09-28,70.68000030517578
2019-03-07,70.83999633789062
2019-10-30,70.05999755859375
2020-01-17,69.80999755859375
2020-06-23,68.98999786376953
2020-04-08,69.73999786376953
2020-06-26,69.94999694824219
2019-03-22,70.26000213623047
2019-01-17,69.6500015258789
2019-08-29,68.86000061035156
2018-11-14,69.22000122070312
2019-06-26,69.66999816894531
2018-09-11,69.31999969482422
2018-07-09,69.06999969482422
2018-08-10,68.87999725341797
2019-04-23,68.61000061035156
2019-09-30,69.70999908447266
2020-01-23,69.38999938964844
2019-11-08,67.56999969482422
2020-04-14,66.7300033569336
2019-11-11,66.83000183105469
2020-01-29,66.6500015258789
2020-04-17,67.01000213623047
2018-07-24,66.87999725341797
2018-09-26,67.94000244140625
2019-05-08,66.72000122070312
2019-03-05,67.36000061035156
2019-02-01,67.81999969482422
2018-12-31,68.25
2018-11-29,68.29000091552734
2019-08-12,66.69999694824219
2019-07-11,66.91999816894531
2019-09-13,67.51000213623047
2019-11-14,69.41000366210938
2020-04-20,69.43000030517578
2020-02-04,69.66000366210938
2020-04-23,70.62999725341797
2018-12-14,70.80999755859375
2019-08-27,71.0199966430664
2018-08-08,71.5
2018-10-11,71.05999755859375
2018-11-12,71.08000183105469
2019-07-26,71.08999633789062
2019-06-24,71.58000183105469
2019-05-23,71.44000244140625
2019-03-20,70.69999694824219
2019-01-15,70.66000366210938
2019-11-20,71.75
2020-02-07,71.88999938964844
2020-02-10,70.75
2020-04-29,70.19999694824219
2019-11-26,71.18000030517578
2020-02-13,72.06999969482422
2019-01-30,71.95999908447266
2018-08-23,72.13999938964844
2018-09-24,73.25
2018-11-27,73.98999786376953
2018-10-26,73.5
2019-07-09,69.55000305175781
2019-06-07,67.87999725341797
2019-05-06,66.12000274658203
2019-04-04,65.01000213623047
2019-09-11,64.0999984741211
2019-11-29,62.22999954223633
2020-05-05,62.91999816894531
2019-12-02,63.5
2020-02-19,62.349998474121094
2020-05-08,60.5
2019-05-21,58.720001220703125
2019-03-18,56.0099983215332
2018-09-07,57.970001220703125
2018-08-06,58.22999954223633
2018-10-09,56.939998626708984
2019-02-14,59.310001373291016
2018-12-12,57.650001525878906
2019-07-24,55.27000045776367
2019-09-26,52.81999969482422
2019-10-28,53.52000045776367
2019-12-05,50.7400016784668
2020-05-11,45.540000915527344
2019-07-03,49.029998779296875
2020-02-25,52.81999969482422
2020-05-14,60.81999969482422
2020-02-28,52.97999954223633
2019-08-08,52.77000045776367
2019-06-05,52.599998474121094
2018-07-20,51.459999084472656
2018-08-21,50.20000076293945
2018-10-24,48.779998779296875
2019-04-02,47.880001068115234
2019-03-01,50.65999984741211
2019-01-28,52.56999969482422
2018-12-27,54.5099983215332
2019-09-09,52.439998626708984
2020-03-02,53.7400016784668
2020-05-20,52.810001373291016
2019-12-17,52.91999816894531
2020-03-05,54.25
2019-02-12,54.2400016784668
2019-01-11,53.029998779296875
2018-12-10,52.939998626708984
2019-08-23,52.880001068115234
2018-11-08,52.56999969482422
2019-07-22,54.93000030517578
2019-06-20,56.45000076293945
2018-09-05,57.380001068115234
2019-04-17,56.220001220703125
2019-09-24,53.97999954223633
2019-12-20,52.810001373291016
2020-05-26,56.95000076293945
2019-04-30,54.150001525878906
2019-12-23,54.279998779296875
2020-03-11,55.0
2020-05-29,55.650001525878906
2019-12-26,55.5099983215332
2020-06-01,52.91999816894531
2019-05-02,52.189998626708984
2019-02-27,52.720001220703125
2018-11-23,56.83000183105469
2019-08-06,58.18000030517578
2018-07-18,58.77000045776367
2018-09-20,58.119998931884766
2018-10-22,57.5099983215332
2019-07-05,60.20000076293945
2019-06-03,62.36000061035156
2019-10-09,63.04999923706055
2019-10-11,61.59000015258789
2020-03-17,61.5
2020-06-04,63.619998931884766
2019-10-14,64.19999694824219
2020-03-20,63.65999984741211
2018-11-06,66.1500015258789
2019-06-18,67.87999725341797
2019-05-17,65.69000244140625
2019-04-15,61.720001220703125
2019-03-14,57.529998779296875
2019-01-09,57.560001373291016
2018-08-02,58.77000045776367
2018-10-05,60.97999954223633
2019-08-21,60.540000915527344
2019-10-17,59.970001220703125
2020-03-23,61.33000183105469
2020-06-10,60.66999816894531
2019-02-25,60.439998626708984
2020-01-07,59.06999969482422
2020-03-26,56.56999969482422
2019-10-23,57.0099983215332
