Dates,HSIC
2018-06-20,56.8156852722168
2018-06-21,56.68235397338867
2018-06-25,56.82352828979492
2018-06-22,58.572547912597656
2018-06-26,58.360782623291016
2018-06-27,58.66666793823242
2018-06-28,57.780391693115234
2018-06-29,57.01176452636719
2018-07-02,56.87058639526367
2018-07-03,57.80392074584961
2018-07-05,58.345096588134766
2018-07-16,58.93333435058594
2018-09-18,59.670589447021484
2019-01-24,59.929412841796875
2019-09-05,57.874507904052734
2018-11-21,58.68235397338867
2020-01-13,58.8470573425293
2020-04-01,58.8470573425293
2020-06-19,57.843135833740234
2019-10-29,58.509803771972656
2020-01-16,58.039215087890625
2020-06-22,58.6274528503418
2018-10-03,59.1529426574707
2018-07-31,60.10980224609375
2019-03-12,60.24313735961914
2019-02-08,60.65098190307617
2019-01-07,60.250980377197266
2018-12-06,60.79215621948242
2019-08-19,62.0941162109375
2019-07-18,62.054901123046875
2019-05-15,61.654903411865234
2019-09-20,61.796077728271484
2019-11-01,64.29019927978516
2020-04-07,63.2470588684082
2020-06-25,62.54901885986328
2020-06-16,62.101959228515625
2019-11-04,61.3411750793457
2020-01-22,60.72941207885742
2019-11-07,61.1529426574707
2020-04-13,61.13725662231445
2019-07-01,61.52941131591797
2019-05-30,61.976470947265625
2018-08-15,62.90980529785156
2018-10-18,64.28235626220703
2019-03-27,64.04705810546875
2019-01-22,64.14117431640625
2018-12-21,63.764705657958984
2019-09-03,63.92156982421875
2018-11-19,63.77254867553711
2019-08-02,63.427452087402344
2020-01-28,61.17647171020508
2020-04-16,60.39215850830078
2019-11-13,60.603919982910156
2020-01-31,60.01568603515625
2018-12-04,63.28627395629883
2018-11-02,63.1529426574707
2019-07-16,63.09803771972656
2018-08-30,62.67451095581055
2018-10-01,63.552940368652344
2019-06-14,65.2549057006836
2019-05-13,65.33333587646484
2019-04-11,65.5058822631836
2019-02-06,66.0
2019-09-18,66.21176147460938
2020-02-03,66.29019927978516
2020-04-22,67.58431243896484
2019-11-19,66.60391998291016
2020-02-06,65.77255249023438
2019-11-22,67.4745101928711
2019-03-25,66.66666412353516
2019-02-21,66.72940826416016
2018-12-19,67.04313659667969
