Dates,HSIC
2018-06-20,56.400001525878906
2018-06-21,56.51764678955078
2018-06-25,58.58039093017578
2018-06-22,58.462745666503906
2018-06-26,58.71372604370117
2018-06-27,57.882354736328125
2018-06-28,56.98823547363281
2018-06-29,56.97254943847656
2018-07-02,57.521568298339844
2018-07-03,58.054901123046875
2018-07-05,58.8156852722168
2018-07-16,59.45098114013672
2018-09-18,59.85097885131836
2019-01-24,59.49803924560547
2019-09-05,58.50196075439453
2018-11-21,58.65098190307617
2020-01-13,58.71372604370117
2020-04-01,58.101959228515625
2020-06-19,58.56470489501953
2019-10-29,57.83529281616211
2020-01-16,58.65098190307617
2020-06-22,59.06666564941406
2018-10-03,60.0941162109375
2018-07-31,60.250980377197266
2019-03-12,60.50196075439453
2019-02-08,60.494117736816406
2019-01-07,60.8470573425293
2018-12-06,62.039215087890625
2019-08-19,62.282352447509766
2019-07-18,61.654903411865234
2019-05-15,61.811763763427734
2019-09-20,62.92549133300781
2019-11-01,64.44705963134766
2020-04-07,62.588233947753906
2020-06-25,61.80392074584961
2020-06-16,61.59215545654297
2019-11-04,60.68235397338867
2020-01-22,61.03529357910156
2019-11-07,61.3725471496582
2020-04-13,61.52941131591797
2019-07-01,62.0941162109375
2019-05-30,63.01176452636719
2018-08-15,64.05490112304688
2018-10-18,64.28235626220703
2019-03-27,64.25882720947266
2019-01-22,63.80392074584961
2018-12-21,63.64706039428711
2019-09-03,63.654903411865234
2018-11-19,63.3098030090332
2019-08-02,63.60784149169922
2020-01-28,60.39215850830078
2020-04-16,60.92549133300781
2019-11-13,61.09019470214844
2020-01-31,63.25490188598633
2018-12-04,63.16862869262695
2018-11-02,62.88627624511719
2019-07-16,62.77647018432617
2018-08-30,63.49803924560547
2018-10-01,64.99607849121094
2019-06-14,65.23921203613281
2019-05-13,65.40392303466797
2019-04-11,66.188232421875
2019-02-06,66.13333129882812
2019-09-18,66.25882720947266
2020-02-03,67.35686492919922
2020-04-22,67.19215393066406
2019-11-19,65.62352752685547
2020-02-06,66.14901733398438
2019-11-22,66.60391998291016
2019-03-25,66.83137512207031
2019-02-21,66.69019317626953
2018-12-19,68.1568603515625
2018-07-12,67.65489959716797
2018-09-14,68.02352905273438
2018-08-13,68.4313735961914
2018-10-16,69.36470794677734
2019-07-31,68.21176147460938
2019-05-28,68.86274719238281
2019-04-26,67.73332977294922
2020-04-28,65.52156829833984
2019-11-25,65.8431396484375
2020-02-12,66.47058868408203
2020-05-01,66.72156524658203
2020-05-04,67.81961059570312
2019-06-12,65.32549285888672
2019-04-09,64.7137222290039
2019-03-08,64.34510040283203
2019-02-04,64.10195922851562
2018-07-27,62.76862716674805
2018-08-28,63.80392074584961
2019-01-03,62.6901969909668
2019-08-15,63.69411849975586
2018-10-31,65.36470794677734
2019-09-16,65.09803771972656
2020-02-18,66.4000015258789
2020-05-07,65.49803924560547
2018-08-17,66.45490264892578
2019-12-04,65.49803924560547
2020-02-21,68.4941177368164
2018-12-17,68.21176147460938
2019-08-30,67.00392150878906
2018-11-15,66.54901885986328
2019-07-29,66.60391998291016
2019-06-27,67.01176452636719
2019-04-24,67.48235321044922
2018-07-10,67.5058822631836
2018-09-12,67.64705657958984
2019-02-19,66.37647247314453
2019-01-18,66.32157135009766
2020-02-24,65.83529663085938
2020-05-13,66.24313354492188
2019-12-10,68.44705963134766
2020-02-27,69.17646789550781
2019-12-13,69.91372680664062
2020-05-19,69.96078491210938
2019-03-06,70.90196228027344
2018-11-30,70.5254898071289
2019-08-13,68.62744903564453
2019-07-12,66.79216003417969
2019-06-10,67.09803771972656
2019-05-09,66.4000015258789
2018-07-25,66.76078796386719
2018-09-27,65.71764373779297
2018-10-29,63.1529426574707
2019-10-16,62.541175842285156
2019-12-16,62.062744140625
2020-03-04,61.505882263183594
2020-05-22,60.51764678955078
2019-10-01,59.57646942138672
2019-12-19,58.32156753540039
2018-09-10,60.73725509643555
2019-05-24,61.02745056152344
2018-08-09,61.11372375488281
2019-04-22,61.584312438964844
2019-03-21,59.913726806640625
2019-01-16,57.858821868896484
2019-08-28,58.431373596191406
2018-11-13,58.156864166259766
2018-10-12,59.11372375488281
2019-06-25,59.913726806640625
2020-03-10,62.33725357055664
2020-05-28,62.556861877441406
2019-10-07,62.69804000854492
2020-03-13,63.639217376708984
2019-10-10,62.72941207885742
2020-03-16,61.396080017089844
2020-06-03,62.19607925415039
2018-11-28,60.76862716674805
2018-09-25,60.313724517822266
2018-07-23,60.07843017578125
2018-08-24,60.588233947753906
2019-07-10,60.0941162109375
2019-05-07,60.203922271728516
2019-04-05,61.02745056152344
2019-03-04,60.94117736816406
2019-01-31,60.58039093017578
2019-09-12,61.521568298339844
2019-12-31,62.48627471923828
2020-03-19,63.3411750793457
2020-01-03,62.50196075439453
2020-06-09,59.150001525878906
2019-02-15,60.38999938964844
2019-01-14,61.0099983215332
2018-07-06,62.09000015258789
2018-08-07,62.369998931884766
2018-10-10,62.38999938964844
2018-12-13,63.11000061035156
2019-08-26,60.16999816894531
2019-07-25,59.97999954223633
2019-05-22,59.939998626708984
2019-03-19,59.83000183105469
2020-01-06,58.4900016784668
2020-03-25,58.400001525878906
2020-06-12,59.29999923706055
2019-10-22,60.06999969482422
2020-01-09,59.7599983215332
2020-06-15,58.869998931884766
2019-10-25,57.70000076293945
2020-03-31,57.400001525878906
2020-06-18,58.56999969482422
2019-04-03,59.93000030517578
2018-08-22,59.709999084472656
2018-10-25,60.150001525878906
2019-01-29,59.099998474121094
2018-12-28,59.290000915527344
2018-11-26,59.779998779296875
2019-08-09,60.5
2019-07-08,60.119998931884766
2019-06-06,61.220001220703125
2019-09-10,59.79999923706055
2020-01-15,58.869998931884766
2020-04-03,59.34000015258789
2019-10-31,58.790000915527344
2020-04-06,58.88999938964844
2020-06-24,60.11000061035156
2018-11-09,60.9900016784668
2019-07-23,60.66999816894531
2019-06-21,60.560001373291016
2019-05-20,61.36000061035156
2019-04-18,62.72999954223633
2018-09-06,61.630001068115234
2018-10-08,61.9900016784668
2019-02-13,61.84000015258789
2018-12-11,60.93000030517578
2019-09-25,61.779998779296875
2020-01-21,61.88999938964844
2020-04-09,61.33000183105469
2019-11-06,60.72999954223633
2020-01-24,61.5
2020-01-27,61.400001525878906
2020-04-15,63.2599983215332
2018-12-26,64.18000030517578
2019-08-07,63.81999969482422
2019-06-04,64.47000122070312
2018-09-21,63.4900016784668
2018-07-19,64.05999755859375
2018-08-20,62.439998626708984
2018-10-23,62.77000045776367
2019-05-03,63.22999954223633
2019-04-01,63.279998779296875
2019-02-28,66.70999908447266
2019-11-12,68.70999908447266
2020-01-30,69.26000213623047
2019-11-15,68.9000015258789
2020-04-21,66.97000122070312
2019-04-16,67.30999755859375
2019-03-15,66.58000183105469
2019-02-11,67.08999633789062
2019-01-10,67.91999816894531
2019-08-22,68.48999786376953
2018-11-07,68.88999938964844
2018-08-03,68.66000366210938
2018-09-04,67.66999816894531
2019-06-19,67.0199966430664
2019-09-23,66.1500015258789
2019-11-18,65.37000274658203
2020-02-05,65.12999725341797
2020-04-24,64.45999908447266
2019-03-29,65.16000366210938
2019-11-21,66.41000366210938
2020-04-27,67.58999633789062
2020-02-11,68.72000122070312
2020-04-30,69.76000213623047
2019-05-01,70.73999786376953
2019-02-26,71.12000274658203
2019-01-25,71.62999725341797
2018-12-24,71.38999938964844
2019-09-06,71.27999877929688
2018-07-17,71.41999816894531
2018-09-19,72.04000091552734
2019-08-05,72.05999755859375
2019-10-08,70.94000244140625
2019-12-11,69.87999725341797
2019-11-27,69.91999816894531
2020-02-14,69.31999969482422
2020-05-06,68.88999938964844
2019-01-08,69.1500015258789
2018-12-07,69.9000015258789
2019-08-20,69.5
2018-11-05,68.87000274658203
2019-07-19,69.2300033569336
2018-10-04,69.16000366210938
2019-06-17,68.94000244140625
2019-05-16,68.9000015258789
2018-08-01,69.2300033569336
2019-03-13,69.44999694824219
2019-12-03,70.58000183105469
2020-02-20,71.3499984741211
2019-12-06,69.93000030517578
2020-05-12,69.33000183105469
2019-12-09,68.87999725341797
2020-02-26,67.5
2020-05-15,66.77999877929688
2019-03-28,67.5
2018-09-17,67.62999725341797
2018-08-16,67.38999938964844
2018-10-19,67.80000305175781
2019-04-29,68.18000030517578
2019-01-23,68.87999725341797
2019-09-04,66.54000091552734
2018-11-20,66.62000274658203
2019-07-02,65.9000015258789
2019-05-31,64.54000091552734
2019-12-12,61.7599983215332
2020-05-18,62.459999084472656
2019-09-27,62.58000183105469
2020-03-03,63.029998779296875
2020-05-21,62.619998931884766
2019-05-14,62.279998779296875
2018-08-31,61.060001373291016
2018-07-30,61.540000915527344
2018-10-02,61.75
2019-04-12,62.119998931884766
2019-03-11,61.2599983215332
