Dates,DIS
2018-06-20,104.20390319824219
2018-06-21,102.97854614257812
2018-06-25,103.41616821289062
2018-06-22,101.57814025878906
2018-06-26,101.39336395263672
2018-06-27,101.10161590576172
2018-06-28,101.88935089111328
2018-06-29,101.9282455444336
2018-07-02,102.43394470214844
2018-07-03,101.1794204711914
2018-07-05,102.44367218017578
2018-07-16,102.71817016601562
2018-09-18,103.93376159667969
2019-01-24,103.94356536865234
2019-09-05,105.91401672363281
2018-11-21,106.11988830566406
2020-01-13,107.83544921875
2020-04-01,108.03150177001953
2020-06-19,108.12954711914062
2019-10-29,108.51187133789062
2020-01-16,109.92353820800781
2020-06-22,109.28633117675781
2018-10-03,108.90399169921875
2018-07-31,108.52166748046875
2019-03-12,108.99222564697266
2019-02-08,111.27637481689453
2019-01-07,110.40389251708984
2018-12-06,110.4136962890625
2019-08-19,111.32539367675781
2019-07-18,110.74700927734375
2019-05-15,110.53132629394531
2019-09-20,111.84496307373047
2019-11-01,113.65856170654297
2020-04-07,114.266357421875
2020-06-25,111.73712921142578
2020-06-16,111.9135971069336
2019-11-04,110.46271514892578
2020-01-22,109.91373443603516
2019-11-07,110.53132629394531
2020-04-13,110.62936401367188
2019-07-01,110.26664733886719
2019-05-30,110.26664733886719
2018-08-15,109.7862777709961
2018-10-18,110.17841339111328
2019-03-27,109.73727416992188
2019-01-22,109.79608917236328
2018-12-21,109.72747802734375
2019-09-03,110.11959838867188
2018-11-19,110.36467742919922
2019-08-02,110.23722839355469
2020-01-28,109.71766662597656
2020-04-16,109.81568908691406
2019-11-13,108.66871643066406
2020-01-31,107.7080078125
2018-12-04,108.09033203125
2018-11-02,108.78636169433594
2019-07-16,108.50206756591797
2018-08-30,107.44331359863281
2018-10-01,107.30606842041016
2019-06-14,108.49226379394531
2019-05-13,107.11001586914062
2019-04-11,107.20803833007812
2019-02-06,107.37469482421875
2019-09-18,107.62957763671875
2020-02-03,109.42356872558594
2020-04-22,108.22757720947266
2019-11-19,110.55093383789062
2020-02-06,111.39401245117188
2019-11-22,112.94292449951172
2019-03-25,113.75659942626953
2019-02-21,114.63888549804688
2018-12-19,113.9526596069336
2018-07-12,115.34471130371094
2018-09-14,114.6094741821289
2018-08-13,113.84481811523438
2018-10-16,112.52139282226562
2019-07-31,113.73698425292969
2019-05-28,114.5898666381836
2019-04-26,110.63917541503906
2020-04-28,108.96282196044922
2019-11-25,110.39408874511719
2020-02-12,111.20775604248047
2020-05-01,113.90364074707031
2020-05-04,114.82514190673828
2019-06-12,113.89383697509766
2019-04-09,116.56031799316406
2019-03-08,115.94271087646484
2019-02-04,115.53097534179688
2018-07-27,109.41376495361328
2018-08-28,111.9135971069336
2019-01-03,110.96267700195312
2019-08-15,110.81562805175781
2018-10-31,112.50178527832031
2019-09-16,112.57040405273438
2020-02-18,113.8154067993164
2020-05-07,112.91352081298828
2018-08-17,113.1781997680664
2019-12-04,114.41341400146484
2020-02-21,114.74671936035156
2018-12-17,113.7173843383789
2019-08-30,115.67802429199219
2018-11-15,114.40360260009766
2019-07-29,114.55065155029297
2019-06-27,114.81534576416016
2019-04-24,114.8055419921875
2018-07-10,113.90364074707031
2018-09-12,113.14878845214844
2019-02-19,109.66865539550781
2019-01-18,110.80582427978516
2020-02-24,109.87451934814453
2020-05-13,110.33527374267578
2019-12-10,111.65870666503906
2020-02-27,113.8154067993164
2019-12-13,114.31537628173828
2020-05-19,113.21741485595703
2019-03-06,113.46248626708984
2018-11-30,110.64897918701172
2019-08-13,112.08024597167969
2019-07-12,110.62799835205078
2019-06-10,110.50943756103516
2019-05-09,110.61811828613281
2018-07-25,110.85521697998047
2018-09-27,112.02096557617188
2018-10-29,110.8453369140625
2019-10-16,109.28441619873047
2019-12-16,108.12853240966797
2020-03-04,107.90132141113281
2020-05-22,105.70812225341797
2019-10-01,102.9616928100586
2019-12-19,99.13841247558594
2018-09-10,104.55225372314453
2019-05-24,105.2339096069336
2018-08-09,106.00450134277344
2019-04-22,108.32612609863281
2019-03-21,107.65434265136719
2019-01-16,105.04621124267578
2019-08-28,108.28660583496094
2018-11-13,109.22513580322266
2018-10-12,110.07475280761719
2019-06-25,111.30966186523438
2020-03-10,111.43809509277344
2020-05-28,111.28990936279297
2019-10-07,111.06268310546875
2020-03-13,110.41065216064453
2019-10-10,109.57091522216797
2020-03-16,109.66970825195312
2020-06-03,109.69934844970703
2018-11-28,109.26465606689453
2018-09-25,109.77838134765625
2018-07-23,109.21526336669922
2018-08-24,109.74873352050781
2019-07-10,109.47211456298828
2019-05-07,109.56103515625
2019-04-05,108.80033111572266
2019-03-04,110.17354583740234
2019-01-31,109.95620727539062
2019-09-12,110.4501724243164
2019-12-31,111.29978942871094
2020-03-19,110.06488037109375
2020-01-03,109.61042022705078
2020-06-09,110.1636734008789
2019-02-15,108.11866760253906
2019-01-14,107.88155364990234
2018-07-06,108.86947631835938
2018-08-07,109.32392883300781
2018-10-10,111.23062133789062
2018-12-13,112.13951873779297
2019-08-26,112.30746459960938
2019-07-25,112.91010284423828
2019-05-22,113.85851287841797
2019-03-19,112.21855163574219
2020-01-06,112.129638671875
2020-03-25,111.4183349609375
2020-06-12,111.47760772705078
2019-10-22,112.63348388671875
2020-01-09,112.94962310791016
2020-06-15,112.62360382080078
2019-10-25,113.46334075927734
2020-03-31,112.63348388671875
2020-06-18,112.43589782714844
2019-04-03,113.36454772949219
2018-08-22,113.34479522705078
2018-10-25,112.71250915527344
2019-01-29,113.09781646728516
2018-12-28,113.57201385498047
2018-11-26,111.75423431396484
2019-08-09,108.6718978881836
2019-07-08,108.66201782226562
2019-06-06,107.34808349609375
2019-09-10,106.92327880859375
2020-01-15,106.48858642578125
2020-04-03,108.81021118164062
2019-10-31,108.94851684570312
2020-04-06,109.37332916259766
2020-06-24,109.68946075439453
2018-11-09,111.15159606933594
2019-07-23,110.60823822021484
2019-06-21,111.16146850585938
2019-05-20,113.36454772949219
2019-04-18,113.61152648925781
2018-09-06,113.57201385498047
2018-10-08,115.4490737915039
2019-02-13,115.7454605102539
2018-12-11,115.19221496582031
