Dates,DIS
2018-06-20,107.1500015258789
2018-06-21,105.88999938964844
2018-06-25,106.33999633789062
2018-06-22,104.44999694824219
2018-06-26,104.26000213623047
2018-06-27,103.95999908447266
2018-06-28,104.7699966430664
2018-06-29,104.80999755859375
2018-07-02,105.33000183105469
2018-07-03,104.04000091552734
2018-07-05,105.33999633789062
2018-07-16,104.77999877929688
2018-09-18,106.0199966430664
2019-01-24,106.02999877929688
2019-09-05,108.04000091552734
2018-11-21,108.25
2020-01-13,110.0
2020-04-01,110.19999694824219
2020-06-19,110.30000305175781
2019-10-29,110.69000244140625
2020-01-16,112.12999725341797
2020-06-22,111.4800033569336
2018-10-03,111.08999633789062
2018-07-31,110.69999694824219
2019-03-12,111.18000030517578
2019-02-08,113.51000213623047
2019-01-07,112.62000274658203
2018-12-06,112.62999725341797
2019-08-19,113.55999755859375
2019-07-18,112.97000122070312
2019-05-15,112.75
2019-09-20,114.08999633789062
2019-11-01,115.94000244140625
2020-04-07,116.55999755859375
2020-06-25,113.9800033569336
2020-06-16,114.16000366210938
2019-11-04,112.68000030517578
2020-01-22,112.12000274658203
2019-11-07,112.75
2020-04-13,112.8499984741211
2019-07-01,112.4800033569336
2019-05-30,112.4800033569336
2018-08-15,111.98999786376953
2018-10-18,112.38999938964844
2019-03-27,111.94000244140625
2019-01-22,112.0
2018-12-21,111.93000030517578
2019-09-03,112.33000183105469
2018-11-19,112.58000183105469
2019-08-02,112.44999694824219
2020-01-28,111.91999816894531
2020-04-16,112.0199966430664
2019-11-13,110.8499984741211
2020-01-31,109.87000274658203
2018-12-04,110.26000213623047
2018-11-02,110.97000122070312
2019-07-16,110.68000030517578
2018-08-30,109.5999984741211
2018-10-01,109.45999908447266
2019-06-14,110.66999816894531
2019-05-13,109.26000213623047
2019-04-11,109.36000061035156
2019-02-06,109.52999877929688
2019-09-18,109.79000091552734
2020-02-03,111.62000274658203
2020-04-22,110.4000015258789
2019-11-19,112.7699966430664
2020-02-06,113.62999725341797
2019-11-22,115.20999908447266
2019-03-25,116.04000091552734
2019-02-21,116.94000244140625
2018-12-19,116.23999786376953
2018-07-12,117.66000366210938
2018-09-14,116.91000366210938
2018-08-13,116.12999725341797
2018-10-16,114.77999877929688
2019-07-31,116.0199966430664
2019-05-28,116.88999938964844
2019-04-26,112.86000061035156
2020-04-28,111.1500015258789
2019-11-25,112.61000061035156
2020-02-12,113.44000244140625
2020-05-01,116.19000244140625
2020-05-04,117.12999725341797
2019-06-12,116.18000030517578
2019-04-09,118.9000015258789
2019-03-08,118.2699966430664
2019-02-04,117.8499984741211
2018-07-27,111.61000061035156
2018-08-28,114.16000366210938
2019-01-03,113.19000244140625
2019-08-15,113.04000091552734
2018-10-31,114.76000213623047
2019-09-16,114.83000183105469
2020-02-18,116.0999984741211
2020-05-07,115.18000030517578
2018-08-17,115.44999694824219
2019-12-04,116.70999908447266
2020-02-21,117.05000305175781
2018-12-17,116.0
2019-08-30,118.0
2018-11-15,116.69999694824219
2019-07-29,116.8499984741211
2019-06-27,117.12000274658203
2019-04-24,117.11000061035156
2018-07-10,116.19000244140625
2018-09-12,115.41999816894531
2019-02-19,111.87000274658203
2019-01-18,113.02999877929688
2020-02-24,112.08000183105469
2020-05-13,112.55000305175781
2019-12-10,113.9000015258789
2020-02-27,116.0999984741211
2019-12-13,116.61000061035156
2020-05-19,115.48999786376953
2019-03-06,115.73999786376953
2018-11-30,112.87000274658203
2019-08-13,114.33000183105469
2019-07-12,111.9800033569336
2019-06-10,111.86000061035156
2019-05-09,111.97000122070312
2018-07-25,112.20999908447266
2018-09-27,113.38999938964844
2018-10-29,112.19999694824219
2019-10-16,110.62000274658203
2019-12-16,109.44999694824219
2020-03-04,109.22000122070312
2020-05-22,107.0
2019-10-01,104.22000122070312
2019-12-19,100.3499984741211
2018-09-10,105.83000183105469
2019-05-24,106.5199966430664
2018-08-09,107.30000305175781
2019-04-22,109.6500015258789
2019-03-21,108.97000122070312
2019-01-16,106.33000183105469
2019-08-28,109.61000061035156
2018-11-13,110.55999755859375
2018-10-12,111.41999816894531
2019-06-25,112.66999816894531
2020-03-10,112.80000305175781
2020-05-28,112.6500015258789
2019-10-07,112.41999816894531
2020-03-13,111.76000213623047
2019-10-10,110.91000366210938
2020-03-16,111.01000213623047
2020-06-03,111.04000091552734
2018-11-28,110.5999984741211
2018-09-25,111.12000274658203
2018-07-23,110.55000305175781
2018-08-24,111.08999633789062
2019-07-10,110.80999755859375
2019-05-07,110.9000015258789
2019-04-05,110.12999725341797
2019-03-04,111.5199966430664
2019-01-31,111.30000305175781
2019-09-12,111.80000305175781
2019-12-31,112.66000366210938
2020-03-19,111.41000366210938
2020-01-03,110.94999694824219
2020-06-09,111.51000213623047
2019-02-15,109.44000244140625
2019-01-14,109.19999694824219
2018-07-06,110.19999694824219
2018-08-07,110.66000366210938
2018-10-10,112.58999633789062
2018-12-13,113.51000213623047
2019-08-26,113.68000030517578
2019-07-25,114.29000091552734
2019-05-22,115.25
2019-03-19,113.58999633789062
2020-01-06,113.5
2020-03-25,112.77999877929688
2020-06-12,112.83999633789062
2019-10-22,114.01000213623047
2020-01-09,114.33000183105469
2020-06-15,114.0
2019-10-25,114.8499984741211
2020-03-31,114.01000213623047
2020-06-18,113.80999755859375
2019-04-03,114.75
2018-08-22,114.7300033569336
2018-10-25,114.08999633789062
2019-01-29,114.4800033569336
2018-12-28,114.95999908447266
2018-11-26,113.12000274658203
2019-08-09,110.0
2019-07-08,109.98999786376953
2019-06-06,108.66000366210938
2019-09-10,108.2300033569336
2020-01-15,107.79000091552734
2020-04-03,110.13999938964844
2019-10-31,110.27999877929688
2020-04-06,110.70999908447266
2020-06-24,111.02999877929688
2018-11-09,112.51000213623047
2019-07-23,111.95999908447266
2019-06-21,112.5199966430664
2019-05-20,114.75
2019-04-18,115.0
2018-09-06,114.95999908447266
2018-10-08,116.86000061035156
2019-02-13,117.16000366210938
2018-12-11,116.5999984741211
2019-09-25,130.05999755859375
2020-01-21,132.0399932861328
2020-04-09,129.89999389648438
2019-11-06,131.75
2020-01-24,132.4499969482422
2020-01-27,131.67999267578125
2020-04-15,133.36000061035156
2018-12-26,135.10000610351562
2019-08-07,137.24000549316406
2019-06-04,139.9199981689453
2018-09-21,139.3000030517578
2018-07-19,136.97000122070312
2018-08-20,136.3800048828125
2018-10-23,134.13999938964844
2019-05-03,134.3300018310547
2019-04-01,135.0
2019-02-28,133.44000244140625
2019-11-12,134.99000549316406
2020-01-30,133.58999633789062
2019-11-15,134.0399932861328
2020-04-21,131.33999633789062
2019-04-16,133.1999969482422
2019-03-15,134.67999267578125
2019-02-11,135.5
2019-01-10,135.0399932861328
2019-08-22,133.91000366210938
2018-11-07,134.08999633789062
2018-08-03,133.85000610351562
2018-09-04,132.72999572753906
2019-06-19,132.7899932861328
2019-09-23,132.6199951171875
2019-11-18,131.57000732421875
2020-02-05,132.1999969482422
2020-04-24,132.0399932861328
2019-03-29,132.47000122070312
2019-11-21,134.82000732421875
2020-04-27,135.94000244140625
2020-02-11,137.2100067138672
2020-04-30,138.0399932861328
2019-05-01,137.07000732421875
2019-02-26,135.0800018310547
