Dates,PNW
2018-06-20,77.86000061035156
2018-06-21,78.13999938964844
2018-06-25,78.44000244140625
2018-06-22,80.16000366210938
2018-06-26,80.9800033569336
2018-06-27,81.05000305175781
2018-06-28,81.25
2018-06-29,81.06999969482422
2018-07-02,81.51000213623047
2018-07-03,82.3499984741211
2018-07-05,82.41000366210938
2018-07-16,83.05000305175781
2018-09-18,83.04000091552734
2019-01-24,80.19999694824219
2019-09-05,80.9800033569336
2018-11-21,81.0199966430664
2020-01-13,80.69999694824219
2020-04-01,80.63999938964844
2020-06-19,80.63999938964844
2019-10-29,80.5199966430664
2020-01-16,81.16999816894531
2020-06-22,80.73999786376953
2018-10-03,80.0
2018-07-31,79.22000122070312
2019-03-12,79.86000061035156
2019-02-08,81.02999877929688
2019-01-07,81.27999877929688
2018-12-06,80.88999938964844
2019-08-19,80.47000122070312
2019-07-18,80.37000274658203
2019-05-15,80.30999755859375
2019-09-20,80.76000213623047
2019-11-01,81.69999694824219
2020-04-07,81.41000366210938
2020-06-25,81.25
2020-06-16,81.44000244140625
2019-11-04,82.37999725341797
2020-01-22,81.47000122070312
2019-11-07,81.72000122070312
2020-04-13,82.5
2019-07-01,82.18000030517578
2019-05-30,82.83000183105469
2018-08-15,82.5999984741211
2018-10-18,82.13999938964844
2019-03-27,81.75
2019-01-22,81.30000305175781
2018-12-21,81.30000305175781
2019-09-03,81.31999969482422
2018-11-19,80.3499984741211
2019-08-02,79.88999938964844
2020-01-28,79.66000366210938
2020-04-16,79.61000061035156
2019-11-13,79.55999755859375
2020-01-31,80.18000030517578
2018-12-04,80.5999984741211
2018-11-02,80.02999877929688
2019-07-16,80.41000366210938
2018-08-30,80.3499984741211
2018-10-01,80.2300033569336
2019-06-14,80.45999908447266
2019-05-13,80.43000030517578
2019-04-11,81.01000213623047
2019-02-06,81.12000274658203
2019-09-18,80.93000030517578
2020-02-03,79.58999633789062
2020-04-22,80.47000122070312
2019-11-19,80.3499984741211
2020-02-06,79.30000305175781
2019-11-22,78.58999633789062
2019-03-25,78.58000183105469
2019-02-21,79.25
2018-12-19,79.44000244140625
2018-07-12,80.0
2018-09-14,79.94000244140625
2018-08-13,80.33999633789062
2018-10-16,81.94999694824219
2019-07-31,83.5
2019-05-28,83.77999877929688
2019-04-26,84.19000244140625
2020-04-28,83.11000061035156
2019-11-25,81.51000213623047
2020-02-12,82.4000015258789
2020-05-01,83.7300033569336
2020-05-04,83.9000015258789
2019-06-12,84.13999938964844
2019-04-09,85.68000030517578
2019-03-08,85.54000091552734
2019-02-04,85.8499984741211
2018-07-27,86.70999908447266
2018-08-28,86.0
2019-01-03,85.37000274658203
2019-08-15,84.13999938964844
2018-10-31,84.26000213623047
2019-09-16,83.16999816894531
2020-02-18,82.7699966430664
2020-05-07,82.98999786376953
2018-08-17,84.02999877929688
2019-12-04,84.70999908447266
2020-02-21,85.45999908447266
2018-12-17,87.87999725341797
2019-08-30,88.66000366210938
2018-11-15,89.94999694824219
2019-07-29,89.41000366210938
2019-06-27,89.25
2019-04-24,88.83000183105469
2018-07-10,89.9000015258789
2018-09-12,88.87000274658203
2019-02-19,90.05999755859375
2019-01-18,88.37999725341797
2020-02-24,88.63999938964844
2020-05-13,88.72000122070312
2019-12-10,89.7699966430664
2020-02-27,89.87999725341797
2019-12-13,89.27999877929688
2020-05-19,89.51000213623047
2019-03-06,90.2300033569336
2018-11-30,91.33999633789062
2019-08-13,90.80999755859375
2019-07-12,91.37000274658203
2019-06-10,91.30000305175781
2019-05-09,91.93000030517578
2018-07-25,92.08999633789062
2018-09-27,92.63999938964844
2018-10-29,92.5
2019-10-16,91.70999908447266
2019-12-16,89.62000274658203
2020-03-04,90.26000213623047
2020-05-22,90.30000305175781
2019-10-01,91.3499984741211
2019-12-19,89.38999938964844
2018-09-10,85.8499984741211
2019-05-24,85.86000061035156
2018-08-09,86.73999786376953
2019-04-22,85.7300033569336
2019-03-21,85.23999786376953
2019-01-16,84.16999816894531
2019-08-28,84.73999786376953
2018-11-13,85.05000305175781
2018-10-12,85.8499984741211
2019-06-25,85.86000061035156
2020-03-10,86.30000305175781
2020-05-28,85.97000122070312
2019-10-07,84.23999786376953
2020-03-13,84.6500015258789
2019-10-10,84.8499984741211
2020-03-16,85.7300033569336
2020-06-03,86.1500015258789
2018-11-28,86.20999908447266
2018-09-25,87.22000122070312
2018-07-23,88.08000183105469
2018-08-24,88.12000274658203
2019-07-10,87.5199966430664
2019-05-07,87.62999725341797
2019-04-05,88.16999816894531
2019-03-04,88.41999816894531
2019-01-31,88.19999694824219
2019-09-12,87.55999755859375
2019-12-31,87.7300033569336
2020-03-19,88.06999969482422
2020-01-03,89.19999694824219
2020-06-09,89.5
2019-02-15,89.93000030517578
2019-01-14,90.37000274658203
2018-07-06,89.69000244140625
2018-08-07,89.9800033569336
2018-10-10,90.25
2018-12-13,90.79000091552734
2019-08-26,91.08000183105469
2019-07-25,92.20999908447266
2019-05-22,93.48999786376953
2019-03-19,93.87999725341797
2020-01-06,94.0199966430664
2020-03-25,93.25
2020-06-12,93.93000030517578
2019-10-22,93.91000366210938
2020-01-09,93.66999816894531
2020-06-15,93.12999725341797
2019-10-25,92.93000030517578
2020-03-31,93.68000030517578
2020-06-18,93.25
2019-04-03,94.16999816894531
2018-08-22,94.9800033569336
2018-10-25,95.62000274658203
2019-01-29,95.83999633789062
2018-12-28,96.43000030517578
2018-11-26,96.12000274658203
2019-08-09,95.20999908447266
2019-07-08,95.55999755859375
2019-06-06,96.05999755859375
2019-09-10,97.2699966430664
2020-01-15,97.0199966430664
2020-04-03,97.04000091552734
2019-10-31,97.25
2020-04-06,96.79000091552734
2020-06-24,95.6500015258789
2018-11-09,95.41000366210938
2019-07-23,95.20999908447266
2019-06-21,94.63999938964844
2019-05-20,94.5999984741211
2019-04-18,94.70999908447266
2018-09-06,94.69000244140625
2018-10-08,94.36000061035156
2019-02-13,95.3499984741211
2018-12-11,95.31999969482422
2019-09-25,95.56999969482422
2020-01-21,96.33000183105469
2020-04-09,95.9800033569336
2019-11-06,94.87000274658203
2020-01-24,94.80000305175781
2020-01-27,94.20999908447266
2020-04-15,94.62000274658203
