Dates,PNW
2018-06-20,77.62999725341797
2018-06-21,77.55999755859375
2018-06-25,77.72000122070312
2018-06-22,78.68000030517578
2018-06-26,80.01000213623047
2018-06-27,80.23999786376953
2018-06-28,80.9800033569336
2018-06-29,80.30000305175781
2018-07-02,80.79000091552734
2018-07-03,81.41999816894531
2018-07-05,81.91999816894531
2018-07-16,82.41000366210938
2018-09-18,82.87000274658203
2019-01-24,79.23999786376953
2019-09-05,80.08999633789062
2018-11-21,80.9800033569336
2020-01-13,80.4000015258789
2020-04-01,80.20999908447266
2020-06-19,80.33999633789062
2019-10-29,80.33999633789062
2020-01-16,80.19999694824219
2020-06-22,80.54000091552734
2018-10-03,80.0
2018-07-31,78.88999938964844
2019-03-12,78.95999908447266
2019-02-08,80.27999877929688
2019-01-07,80.94000244140625
2018-12-06,80.5
2019-08-19,80.0199966430664
2019-07-18,80.12999725341797
2019-05-15,79.45999908447266
2019-09-20,80.0999984741211
2019-11-01,81.55999755859375
2020-04-07,81.1500015258789
2020-06-25,80.56999969482422
2020-06-16,80.87000274658203
2019-11-04,81.55999755859375
2020-01-22,81.36000061035156
2019-11-07,81.05000305175781
2020-04-13,81.61000061035156
2019-07-01,81.94999694824219
2019-05-30,81.54000091552734
2018-08-15,82.44000244140625
2018-10-18,82.0
2019-03-27,81.72000122070312
2019-01-22,80.80999755859375
2018-12-21,80.79000091552734
2019-09-03,81.31999969482422
2018-11-19,80.12999725341797
2019-08-02,79.75
2020-01-28,79.66000366210938
2020-04-16,78.80999755859375
2019-11-13,78.61000061035156
2020-01-31,79.22000122070312
2018-12-04,80.08000183105469
2018-11-02,79.73999786376953
2019-07-16,79.79000091552734
2018-08-30,80.08000183105469
2018-10-01,79.61000061035156
2019-06-14,79.97000122070312
2019-05-13,80.16000366210938
2019-04-11,80.5999984741211
2019-02-06,80.75
2019-09-18,80.93000030517578
2020-02-03,78.93000030517578
2020-04-22,79.38999938964844
2019-11-19,80.22000122070312
2020-02-06,79.30000305175781
2019-11-22,78.38999938964844
2019-03-25,77.55999755859375
