Dates,PNW
2018-06-20,72.43921661376953
2018-06-21,72.40187072753906
2018-06-25,73.11157989501953
2018-06-22,74.71782684326172
2018-06-26,75.01666259765625
2018-06-27,75.567626953125
2018-06-28,75.25012969970703
2018-06-29,75.23143768310547
2018-07-02,76.06256866455078
2018-07-03,76.4081039428711
2018-07-05,76.93104553222656
2018-07-16,77.2672348022461
2018-09-18,74.2228775024414
2019-01-24,74.62444305419922
2019-09-05,75.49291229248047
2018-11-21,75.03532409667969
2020-01-13,74.84855651855469
2020-04-01,74.99797821044922
2020-06-19,74.93260192871094
2019-10-29,74.69913482666016
2020-01-16,75.4368896484375
2020-06-22,74.6524429321289
2018-10-03,73.92404174804688
2018-07-31,73.75595092773438
2019-03-12,74.47502136230469
2019-02-08,75.60498809814453
2019-01-07,75.32484436035156
2018-12-06,74.94194793701172
2019-08-19,75.76620483398438
2019-07-18,74.96549224853516
2019-05-15,75.40824127197266
2019-09-20,75.66259002685547
2019-11-01,76.42561340332031
2020-04-07,76.19953918457031
2020-06-25,76.19010925292969
2020-06-16,76.59517669677734
2019-11-04,76.58576202392578
2020-01-22,76.50099182128906
2019-11-07,76.6517105102539
2020-04-13,77.3393783569336
2019-07-01,76.96257019042969
2019-05-30,77.49951171875
2018-08-15,77.40531921386719
2018-10-18,76.93429565429688
2019-03-27,75.86040496826172
2019-01-22,76.14301300048828
2018-12-21,76.51981353759766
2019-09-03,75.86040496826172
2018-11-19,74.78651428222656
2019-08-02,74.88072204589844
2020-01-28,74.14595031738281
2020-04-16,73.99522399902344
2019-11-13,74.58869171142578
2020-01-31,75.39881134033203
2018-12-04,75.54954528808594
2018-11-02,74.97491455078125
2019-07-16,75.40824127197266
2018-08-30,75.0691146850586
2018-10-01,75.14447021484375
2019-06-14,75.71910858154297
2019-05-13,75.69084167480469
2019-04-11,76.17127990722656
2019-02-06,76.13358306884766
2019-09-18,74.4473876953125
2020-02-03,74.86187744140625
2020-04-22,75.56838989257812
2019-11-19,74.76766967773438
2020-02-06,73.64667510986328
2019-11-22,72.92133331298828
2019-03-25,73.5618896484375
2019-02-21,74.58869171142578
2018-12-19,74.31550598144531
2018-07-12,74.81477355957031
2018-09-14,74.20246124267578
2018-08-13,75.59664916992188
2018-10-16,77.0567626953125
2019-07-31,77.97052764892578
2019-05-28,78.48861694335938
2019-04-26,77.89514923095703
2020-04-28,76.58576202392578
2019-11-25,76.77416229248047
2020-02-12,76.9437255859375
2020-05-01,78.69586944580078
2020-05-04,78.8371810913086
2019-06-12,78.63935852050781
2019-04-09,80.21251678466797
2019-03-08,79.9864501953125
2019-02-04,79.25166320800781
2018-07-27,81.41829681396484
2018-08-28,79.55309295654297
2019-01-03,77.85748291015625
2019-08-15,78.58282470703125
2018-10-31,78.82775115966797
2019-09-16,78.16960144042969
2020-02-18,78.4642333984375
2020-05-07,78.29315948486328
2018-08-17,79.27206420898438
2019-12-04,80.45055389404297
2020-02-21,81.15383911132812
2018-12-17,83.21617126464844
2019-08-30,84.0810317993164
2018-11-15,84.45169067382812
2019-07-29,84.82233428955078
2019-06-27,83.8624496459961
2019-04-24,84.29962158203125
2018-07-10,83.9384765625
2018-09-12,84.46119689941406
2019-02-19,83.91947937011719
2019-01-18,83.19717407226562
2020-02-24,83.89095306396484
2020-05-13,84.24260711669922
2019-12-10,85.31654357910156
2020-02-27,84.68928527832031
2019-12-13,84.43267822265625
2020-05-19,84.9268798828125
2019-03-06,85.75372314453125
2018-11-30,85.62065887451172
2019-08-13,86.28594207763672
2019-07-12,86.27644348144531
2019-06-10,86.55206298828125
2019-05-09,87.11278533935547
2018-07-25,86.59957122802734
2018-09-27,87.74954986572266
2018-10-29,86.90370178222656
2019-10-16,84.03350830078125
2019-12-16,83.98600006103516
2020-03-04,84.0620346069336
2020-05-22,85.10746002197266
2019-10-01,84.97440338134766
2019-12-19,80.41252899169922
2018-09-10,81.09681701660156
2019-05-24,81.59101104736328
2018-08-09,81.02078247070312
2019-04-22,80.97325897216797
2019-03-21,78.75885772705078
2019-01-16,79.55717468261719
2019-08-28,80.53607940673828
2018-11-13,80.3840103149414
2018-10-12,81.59101104736328
2019-06-25,80.46005249023438
2020-03-10,81.80010223388672
2020-05-28,80.56459045410156
2019-10-07,78.37870025634766
2020-03-13,80.0323715209961
2019-10-10,80.56459045410156
2020-03-16,81.305908203125
2020-06-03,81.41993713378906
2018-11-28,81.47696685791016
2018-09-25,82.86454010009766
2018-07-23,83.6153564453125
2018-08-24,82.62694549560547
2019-07-10,82.45586395263672
2019-05-07,83.0261001586914
2019-04-05,83.27320098876953
2019-03-04,84.45929718017578
2019-01-31,84.00881958007812
2019-09-12,83.89380645751953
2019-12-31,83.93213653564453
2020-03-19,84.04715728759766
2020-01-03,85.47526550292969
2020-06-09,85.66694641113281
2019-02-15,85.90656280517578
2019-01-14,86.04074096679688
2018-07-06,85.79155731201172
2018-08-07,85.82030487060547
2018-10-10,86.22285461425781
2018-12-13,86.88419342041016
2019-08-26,87.1525650024414
2019-07-25,88.14936065673828
2019-05-22,89.34741973876953
2019-03-19,89.78831481933594
2020-01-06,89.21324157714844
2020-03-25,89.09822845458984
2020-06-12,89.84581756591797
2019-10-22,88.92570495605469
2020-01-09,89.13656616210938
2020-06-15,88.3218765258789
2019-10-25,88.9161148071289
2020-03-31,88.89695739746094
2020-06-18,89.28992462158203
2019-04-03,90.21004486083984
2018-08-22,90.99598693847656
2018-10-25,91.41769409179688
2019-01-29,91.19725799560547
2018-12-28,92.15570831298828
2018-11-26,91.32184600830078
2019-08-09,90.41132354736328
2019-07-08,90.79470825195312
2019-06-06,91.84900665283203
2019-09-10,92.7020263671875
2020-01-15,92.46241760253906
2020-04-03,92.81703186035156
2019-10-31,92.4432373046875
2020-04-06,91.13016510009766
2020-06-24,91.60939025878906
2018-11-09,90.93846130371094
2019-07-23,90.6030044555664
2019-06-21,90.21004486083984
2019-05-20,89.76914978027344
2019-04-18,90.70843505859375
2018-09-06,89.9896011352539
2018-10-08,90.3634033203125
2019-02-13,90.21004486083984
2018-12-11,91.30268859863281
2019-09-25,91.35060119628906
2020-01-21,91.83941650390625
2020-04-09,90.3058853149414
2019-11-06,90.44007110595703
2020-01-24,90.16211700439453
2020-01-27,89.69247436523438
2020-04-15,90.57425689697266
2018-12-26,90.86180114746094
2019-08-07,91.18766784667969
2019-06-04,91.13973236083984
2018-09-21,90.44966125488281
2018-07-19,92.031494140625
2018-08-20,90.88194274902344
2018-10-23,89.90628051757812
2019-05-03,90.92058563232422
2019-04-01,90.29267883300781
2019-02-28,90.17676544189453
2019-11-12,89.0465316772461
2020-01-30,89.42327117919922
2019-11-15,91.50019073486328
2020-04-21,93.0361328125
2019-04-16,91.75135803222656
2019-03-15,91.95420837402344
2019-02-11,92.56279754638672
2019-01-10,92.79464721679688
2019-08-22,93.3066177368164
2018-11-07,92.77532196044922
2018-08-03,93.15206146240234
2018-09-04,94.01181030273438
2019-06-19,93.38390350341797
2019-09-23,92.15707397460938
2019-11-18,90.71773529052734
2020-02-05,89.83866119384766
2020-04-24,90.71773529052734
2019-03-29,92.15707397460938
2019-11-21,92.00251007080078
2020-04-27,94.46583557128906
2020-02-11,95.4028549194336
2020-04-30,94.35956573486328
2019-05-01,93.9635009765625
2019-02-26,93.1134262084961
2019-01-25,93.21001434326172
2018-12-24,93.38390350341797
2019-09-06,94.16636657714844
2018-07-17,93.72200775146484
2018-09-19,93.53846740722656
2019-08-05,94.61073303222656
2019-10-08,95.20965576171875
2019-12-11,94.3016128540039
2019-11-27,93.68336486816406
2020-02-14,93.35491943359375
2020-05-06,91.26834869384766
2019-01-08,90.55349731445312
2018-12-07,90.8916015625
2019-08-20,90.72738647460938
2018-11-05,91.7610092163086
2019-07-19,92.3792495727539
2018-10-04,92.05081176757812
2019-06-17,92.11843872070312
2019-05-16,92.27298736572266
2018-08-01,92.21503448486328
2019-03-13,91.49053192138672
2019-12-03,90.3313217163086
2020-02-20,90.58248901367188
2019-12-06,90.12846374511719
2020-05-12,90.85297393798828
2019-12-09,91.91557312011719
2020-02-26,90.40859985351562
2020-05-15,90.18641662597656
2019-03-28,89.68409729003906
2018-09-17,88.67945861816406
2018-08-16,87.96460723876953
2018-10-19,88.89196014404297
2019-04-29,89.95457458496094
2019-01-23,88.8050308227539
2019-09-04,88.8318099975586
2018-11-20,89.56217956542969
2019-07-02,90.06855773925781
2019-05-31,89.1531753540039
2019-12-12,90.58467864990234
2020-05-18,90.574951171875
2019-09-27,90.3509750366211
2020-03-03,90.0198745727539
2020-05-21,89.4355697631836
2019-05-14,90.53599548339844
2018-08-31,89.39663696289062
2018-07-30,91.32479095458984
2018-10-02,91.65589141845703
2019-04-12,92.4738998413086
2019-03-11,92.28886413574219
2019-02-07,93.22373962402344
2019-07-17,92.40572357177734
2019-09-19,91.67536163330078
2019-10-21,92.50310516357422
2019-12-18,92.02593994140625
2020-03-06,92.26939392089844
2019-10-03,92.78551483154297
2020-03-09,92.81472778320312
2020-05-27,93.0776596069336
2019-12-24,93.40876007080078
2020-03-12,91.84091186523438
2018-12-20,91.35400390625
2019-08-01,90.02960205078125
2018-08-14,89.58165740966797
2018-07-13,90.71128845214844
2018-10-17,90.83788299560547
2019-05-29,90.64311981201172
2019-03-26,91.04237365722656
2019-02-22,91.88960266113281
2019-10-04,93.36981201171875
2019-11-05,93.73986053466797
2019-12-27,94.62602996826172
2020-06-02,94.84027862548828
2019-12-30,95.30770874023438
2020-03-18,95.22006225585938
2020-06-05,95.11294555664062
2019-07-15,94.85975646972656
2018-12-03,94.52864837646484
2019-06-13,94.76237487792969
2019-01-04,93.08739471435547
