Dates,PNW
2018-06-20,77.13999938964844
2018-06-21,77.19999694824219
2018-06-25,77.3499984741211
2018-06-22,78.23999786376953
2018-06-26,80.01000213623047
2018-06-27,79.87999725341797
2018-06-28,80.43000030517578
2018-06-29,79.91999816894531
2018-07-02,80.56999969482422
2018-07-03,81.02999877929688
2018-07-05,81.30000305175781
2018-07-16,82.33000183105469
2018-09-18,78.88999938964844
2019-01-24,78.66000366210938
2019-09-05,79.93000030517578
2018-11-21,80.0
2020-01-13,79.80999755859375
2020-04-01,79.75
2020-06-19,80.16999816894531
2019-10-29,79.58000183105469
2020-01-16,79.91999816894531
2020-06-22,79.23999786376953
2018-10-03,78.80000305175781
2018-07-31,77.55999755859375
2019-03-12,77.87999725341797
2019-02-08,80.2699966430664
2019-01-07,80.30999755859375
2018-12-06,79.91999816894531
2019-08-19,79.54000091552734
2019-07-18,79.0999984741211
2019-05-15,79.16000366210938
2019-09-20,78.94999694824219
2019-11-01,81.0
2020-04-07,80.41000366210938
2020-06-25,80.29000091552734
2020-06-16,80.5999984741211
2019-11-04,81.20999908447266
2020-01-22,80.77999877929688
2019-11-07,81.05000305175781
2020-04-13,81.18000030517578
2019-07-01,81.41000366210938
2019-05-30,81.20999908447266
2018-08-15,81.91999816894531
2018-10-18,81.2699966430664
2019-03-27,80.22000122070312
2019-01-22,80.52999877929688
2018-12-21,80.33999633789062
2019-09-03,80.12999725341797
2018-11-19,79.22000122070312
2019-08-02,79.13999938964844
2020-01-28,78.4000015258789
2020-04-16,78.2699966430664
2019-11-13,78.61000061035156
2020-01-31,79.06999969482422
2018-12-04,79.70999908447266
2018-11-02,79.16000366210938
2019-07-16,79.72000122070312
2018-08-30,79.55999755859375
2018-10-01,79.37999725341797
2019-06-14,79.31999969482422
2019-05-13,79.31999969482422
2019-04-11,80.02999877929688
2019-02-06,80.23999786376953
2019-09-18,78.43000030517578
2020-02-03,78.37999725341797
2020-04-22,78.62000274658203
2019-11-19,79.31999969482422
2020-02-06,78.04000091552734
2019-11-22,77.33000183105469
2019-03-25,77.19000244140625
2019-02-21,78.33000183105469
2018-12-19,78.33999633789062
2018-07-12,79.11000061035156
2018-09-14,78.11000061035156
2018-08-13,78.3499984741211
2018-10-16,80.20999908447266
2019-07-31,81.80000305175781
2019-05-28,82.68000030517578
2019-04-26,82.63999938964844
2020-04-28,81.19000244140625
2019-11-25,80.22000122070312
2020-02-12,81.29000091552734
2020-05-01,81.45999908447266
2020-05-04,82.97000122070312
2019-06-12,83.19000244140625
2019-04-09,83.9000015258789
2019-03-08,84.69000244140625
2019-02-04,83.9800033569336
2018-07-27,84.05000305175781
2018-08-28,84.19999694824219
2019-01-03,82.02999877929688
2019-08-15,82.61000061035156
2018-10-31,82.80999755859375
2019-09-16,81.44999694824219
2020-02-18,81.73999786376953
2020-05-07,81.51000213623047
2018-08-17,82.30999755859375
2019-12-04,83.2300033569336
2020-02-21,84.5999984741211
2018-12-17,85.75
2019-08-30,87.13999938964844
2018-11-15,87.7699966430664
2019-07-29,87.98999786376953
2019-06-27,87.93000030517578
2019-04-24,86.80999755859375
2018-07-10,88.26000213623047
2018-09-12,87.91999816894531
2019-02-19,88.08000183105469
2019-01-18,87.1500015258789
2020-02-24,87.26000213623047
2020-05-13,87.77999877929688
2019-12-10,88.05000305175781
2020-02-27,88.69999694824219
2019-12-13,87.9000015258789
2020-05-19,88.31999969482422
2019-03-06,88.51000213623047
2018-11-30,89.91999816894531
2019-08-13,88.37999725341797
2019-07-12,89.83999633789062
2019-06-10,89.33000183105469
2019-05-09,90.63999938964844
2018-07-25,90.70999908447266
2018-09-27,91.06999969482422
2018-10-29,90.97000122070312
2019-10-16,88.0999984741211
2019-12-16,88.05000305175781
2020-03-04,87.80999755859375
2020-05-22,87.52999877929688
2019-10-01,89.16999816894531
2019-12-19,84.5
2018-09-10,83.13999938964844
2019-05-24,83.94999694824219
2018-08-09,84.97000122070312
2019-04-22,84.29000091552734
2019-03-21,82.41000366210938
2019-01-16,82.91000366210938
2019-08-28,83.0199966430664
2018-11-13,83.62999725341797
2018-10-12,84.08000183105469
2019-06-25,84.12999725341797
2020-03-10,84.29000091552734
2020-05-28,84.41000366210938
2019-10-07,81.62999725341797
2020-03-13,82.41999816894531
2019-10-10,83.55000305175781
2020-03-16,84.83999633789062
2020-06-03,85.05000305175781
2018-11-28,84.80000305175781
2018-09-25,85.7300033569336
2018-07-23,86.26000213623047
2018-08-24,86.66999816894531
2019-07-10,86.4000015258789
2019-05-07,86.81999969482422
2019-04-05,86.66999816894531
2019-03-04,85.8499984741211
2019-01-31,86.69999694824219
2019-09-12,86.55000305175781
2019-12-31,86.75
2020-03-19,86.80000305175781
2020-01-03,87.47000122070312
2020-06-09,88.79000091552734
2019-02-15,89.13999938964844
2019-01-14,88.98999786376953
2018-07-06,89.02999877929688
2018-08-07,88.95999908447266
2018-10-10,89.5
2018-12-13,89.56999969482422
2019-08-26,89.83000183105469
2019-07-25,90.04000091552734
2019-05-22,91.4800033569336
2019-03-19,92.25
2020-01-06,92.91000366210938
2020-03-25,92.52999877929688
2020-06-12,92.55999755859375
2019-10-22,92.31999969482422
2020-01-09,92.01000213623047
2020-06-15,91.9000015258789
2019-10-25,91.9800033569336
