Dates,PNW
2020-02-21,1155100.0
2018-12-17,1777300.0
2019-08-30,1281400.0
2018-11-15,1446900.0
2019-07-29,1599100.0
2019-06-27,1173300.0
2019-04-24,1157500.0
2018-07-10,1181500.0
2018-09-12,819000.0
2019-02-19,816200.0
2019-01-18,918800.0
2020-02-24,434300.0
2020-05-13,826200.0
2019-12-10,1250800.0
2020-02-27,1344200.0
2019-12-13,1208600.0
2020-05-19,1431600.0
2019-03-06,838500.0
2018-11-30,1071700.0
2019-08-13,1387300.0
2019-07-12,754100.0
2019-06-10,756500.0
2019-05-09,753700.0
2018-07-25,1412500.0
2018-09-27,800200.0
2018-10-29,1065600.0
2019-10-16,1061200.0
2019-12-16,1763500.0
2020-03-04,1757700.0
2020-05-22,1061400.0
2019-10-01,2417700.0
2019-12-19,547600.0
2018-09-10,993200.0
2019-05-24,1131800.0
2018-08-09,935700.0
2019-04-22,1066400.0
2019-03-21,1408400.0
2019-01-16,1672000.0
2019-08-28,1315200.0
2018-11-13,1050300.0
2018-10-12,1087800.0
2019-06-25,1272400.0
2020-03-10,1073800.0
2020-05-28,1641600.0
2019-10-07,2052600.0
2020-03-13,1512800.0
2019-10-10,959200.0
2020-03-16,1111900.0
2020-06-03,1474000.0
2018-11-28,1782100.0
2018-09-25,1154400.0
2018-07-23,1082900.0
2018-08-24,1414600.0
2019-07-10,1207500.0
2019-05-07,1063100.0
2019-04-05,912000.0
2019-03-04,1601500.0
2019-01-31,1008800.0
2019-09-12,896800.0
2019-12-31,856200.0
2020-03-19,1192200.0
2020-01-03,900900.0
2020-06-09,659000.0
2019-02-15,652100.0
2019-01-14,822700.0
2018-07-06,734200.0
2018-08-07,636600.0
2018-10-10,882900.0
2018-12-13,725100.0
2019-08-26,1010600.0
2019-07-25,1547300.0
2019-05-22,1181900.0
2019-03-19,1540500.0
2020-01-06,1406300.0
2020-03-25,833200.0
2020-06-12,1009300.0
2019-10-22,1383200.0
2020-01-09,897700.0
2020-06-15,1043800.0
2019-10-25,920300.0
2020-03-31,1239200.0
2020-06-18,781200.0
2019-04-03,969400.0
2018-08-22,983000.0
2018-10-25,938500.0
2019-01-29,975500.0
2018-12-28,2418800.0
2018-11-26,846700.0
2019-08-09,965500.0
2019-07-08,656000.0
2019-06-06,562900.0
2019-09-10,832100.0
2020-01-15,928300.0
2020-04-03,620300.0
2019-10-31,748400.0
2020-04-06,1722000.0
2020-06-24,1288800.0
2018-11-09,1066600.0
2019-07-23,1107300.0
2019-06-21,854400.0
2019-05-20,694700.0
2019-04-18,586400.0
2018-09-06,669900.0
2018-10-08,697800.0
2019-02-13,711900.0
2018-12-11,846200.0
2019-09-25,842500.0
2020-01-21,751700.0
2020-04-09,880600.0
2019-11-06,686000.0
2020-01-24,914800.0
2020-01-27,802400.0
2020-04-15,916300.0
2018-12-26,1046700.0
2019-08-07,673200.0
2019-06-04,946700.0
2018-09-21,772400.0
2018-07-19,1063000.0
2018-08-20,1486500.0
2018-10-23,1492200.0
2019-05-03,670900.0
2019-04-01,798800.0
2019-02-28,742200.0
2019-11-12,728400.0
2020-01-30,638700.0
2019-11-15,574200.0
2020-04-21,983700.0
2019-04-16,924000.0
2019-03-15,613400.0
2019-02-11,554800.0
2019-01-10,722400.0
2019-08-22,658400.0
2018-11-07,709800.0
2018-08-03,971000.0
2018-09-04,740400.0
2019-06-19,568200.0
2019-09-23,1101200.0
2019-11-18,924200.0
2020-02-05,866500.0
2020-04-24,1268700.0
2019-03-29,816600.0
2019-11-21,730700.0
2020-04-27,1375100.0
2020-02-11,882200.0
2020-04-30,782000.0
2019-05-01,550600.0
2019-02-26,979400.0
2019-01-25,1195800.0
2018-12-24,1428800.0
2019-09-06,710000.0
2018-07-17,485700.0
2018-09-19,901200.0
2019-08-05,727200.0
2019-10-08,974700.0
2019-12-11,2253200.0
2019-11-27,2065200.0
2020-02-14,1320800.0
2020-05-06,1250800.0
2019-01-08,914400.0
2018-12-07,1304400.0
2019-08-20,661000.0
2018-11-05,644500.0
2019-07-19,344700.0
2018-10-04,810900.0
2019-06-17,808700.0
2019-05-16,809600.0
2018-08-01,453200.0
2019-03-13,1030000.0
2019-12-03,958700.0
2020-02-20,775300.0
2019-12-06,965200.0
2020-05-12,671500.0
2019-12-09,918100.0
2020-02-26,854400.0
2020-05-15,766400.0
2019-03-28,1082000.0
2018-09-17,1272000.0
2018-08-16,1225200.0
2018-10-19,708400.0
2019-04-29,884700.0
2019-01-23,1418000.0
2019-09-04,1092900.0
2018-11-20,881000.0
2019-07-02,1168100.0
2019-05-31,1289200.0
2019-12-12,1015100.0
2020-05-18,863100.0
2019-09-27,1546500.0
2020-03-03,1294500.0
2020-05-21,1018000.0
2019-05-14,1381800.0
2018-08-31,979300.0
2018-07-30,839200.0
2018-10-02,1365000.0
2019-04-12,1188200.0
2019-03-11,969400.0
2019-02-07,714500.0
2019-07-17,1224000.0
2019-09-19,1136200.0
2019-10-21,818000.0
2019-12-18,1186700.0
2020-03-06,726800.0
2019-10-03,690100.0
2020-03-09,1108100.0
2020-05-27,1674400.0
2019-12-24,1358500.0
2020-03-12,962300.0
2018-12-20,1225900.0
2019-08-01,976700.0
2018-08-14,788000.0
2018-07-13,782400.0
2018-10-17,841500.0
2019-05-29,1052700.0
2019-03-26,747400.0
2019-02-22,925700.0
2019-10-04,852100.0
2019-11-05,749700.0
2019-12-27,1294800.0
2020-06-02,1190100.0
2019-12-30,833800.0
2020-03-18,838300.0
2020-06-05,755800.0
2019-07-15,490800.0
2018-12-03,718100.0
2019-06-13,669100.0
2019-01-04,724800.0
2018-08-29,648000.0
2019-02-05,765600.0
2018-11-01,725800.0
2019-08-16,832800.0
2019-04-10,655600.0
2019-09-17,516600.0
2019-10-15,1311800.0
2020-01-02,605600.0
2020-06-08,514200.0
2019-10-18,908700.0
2020-03-24,583900.0
2020-06-11,494400.0
2020-01-08,499800.0
2019-04-25,517500.0
2019-07-30,793000.0
2019-02-20,955600.0
2018-07-11,564100.0
2018-09-13,679500.0
2018-10-15,632100.0
2019-06-28,558500.0
2018-12-18,861300.0
2018-11-16,1198400.0
2019-10-02,740300.0
2020-03-27,1352600.0
2020-01-10,1371500.0
2019-10-24,2745000.0
2020-03-30,1451100.0
2020-06-17,972200.0
2020-01-14,1483100.0
2020-04-02,1296200.0
2019-01-02,1071100.0
2019-08-14,1019200.0
2018-10-30,955600.0
2019-06-11,1108400.0
2019-05-10,846500.0
2019-04-08,836500.0
2018-08-27,425900.0
2018-07-26,814000.0
2018-09-28,2053200.0
2019-03-07,677700.0
2019-10-30,407400.0
2020-01-17,807000.0
2020-06-23,963900.0
2020-04-08,853400.0
2020-06-26,1244800.0
2019-03-22,926900.0
2019-01-17,625000.0
2019-08-29,769500.0
2018-11-14,760000.0
2019-06-26,1270500.0
2018-09-11,712300.0
2018-07-09,1697900.0
2018-08-10,856300.0
2019-04-23,785100.0
2019-09-30,1342100.0
2020-01-23,2606500.0
2019-11-08,745000.0
2020-04-14,242000.0
2019-11-11,484300.0
2020-01-29,598500.0
2020-04-17,553200.0
2018-07-24,882500.0
2018-09-26,744100.0
2019-05-08,1058500.0
2019-03-05,908800.0
2019-02-01,931300.0
2018-12-31,797200.0
2018-11-29,779300.0
2019-08-12,808500.0
2019-07-11,1074900.0
2019-09-13,758300.0
2019-11-14,1034100.0
2020-04-20,1204200.0
2020-02-04,935100.0
2020-04-23,700600.0
2018-12-14,761500.0
2019-08-27,701100.0
2018-08-08,763100.0
2018-10-11,1228400.0
2018-11-12,840100.0
2019-07-26,816300.0
2019-06-24,744000.0
2019-05-23,2172600.0
2019-03-20,776500.0
2019-01-15,1090600.0
2019-11-20,751800.0
2020-02-07,984500.0
2020-02-10,1000900.0
2020-04-29,649000.0
2019-11-26,689600.0
2020-02-13,649300.0
2019-01-30,685100.0
2018-08-23,715000.0
2018-09-24,1066900.0
2018-11-27,894700.0
2018-10-26,1309400.0
2019-07-09,2333700.0
2019-06-07,1312600.0
2019-05-06,975000.0
2019-04-04,978400.0
2019-09-11,1451900.0
2019-11-29,1847900.0
2020-05-05,1534600.0
2019-12-02,1527000.0
2020-02-19,1217500.0
2020-05-08,989000.0
2019-05-21,1995700.0
2019-03-18,1251000.0
2018-09-07,997200.0
2018-08-06,1454200.0
2018-10-09,2171900.0
2019-02-14,1233400.0
2018-12-12,1342800.0
2019-07-24,1861800.0
2019-09-26,2921200.0
2019-10-28,1860900.0
2019-12-05,1976300.0
2020-05-11,1412400.0
2019-07-03,1116700.0
2020-02-25,1112900.0
2020-05-14,1217500.0
2020-02-28,1084000.0
2019-08-08,902600.0
2019-06-05,1029800.0
2018-07-20,896500.0
2018-08-21,993300.0
2018-10-24,1152600.0
2019-04-02,1194600.0
2019-03-01,1010600.0
2019-01-28,1165300.0
2018-12-27,1634600.0
2019-09-09,819500.0
2020-03-02,1198800.0
2020-05-20,902200.0
2019-12-17,971400.0
2020-03-05,1505300.0
2019-02-12,649400.0
2019-01-11,687000.0
2018-12-10,671600.0
2019-08-23,660400.0
2018-11-08,1026800.0
2019-07-22,740800.0
2019-06-20,1197600.0
2018-09-05,1226200.0
2019-04-17,1381400.0
2019-09-24,1479500.0
2019-12-20,834400.0
2020-05-26,1037300.0
2019-04-30,868400.0
2019-12-23,1585500.0
2020-03-11,1268400.0
2020-05-29,1189800.0
2019-12-26,1271500.0
2020-06-01,1373600.0
2019-05-02,1554900.0
2019-02-27,2709400.0
2018-11-23,940600.0
2019-08-06,646100.0
2018-07-18,1446400.0
2018-09-20,941200.0
2018-10-22,825200.0
2019-07-05,1085300.0
2019-06-03,1433500.0
2019-10-09,1264000.0
2019-10-11,4708500.0
2020-03-17,1245400.0
2020-06-04,1035700.0
2019-10-14,718900.0
2020-03-20,879500.0
2018-11-06,778400.0
2019-06-18,1445700.0
2019-05-17,972200.0
2019-04-15,1321100.0
2019-03-14,1828900.0
2019-01-09,1437600.0
2018-08-02,1112200.0
2018-10-05,1114700.0
2019-08-21,1204800.0
2019-10-17,1279800.0
2020-03-23,2749400.0
2020-06-10,1146100.0
2019-02-25,861800.0
2020-01-07,1235300.0
2020-03-26,1313800.0
2019-10-23,1302800.0
