Dates,PNW
2018-06-20,77.56999969482422
2018-06-21,77.52999877929688
2018-06-25,78.29000091552734
2018-06-22,80.01000213623047
2018-06-26,80.33000183105469
2018-06-27,80.91999816894531
2018-06-28,80.58000183105469
2018-06-29,80.55999755859375
2018-07-02,81.44999694824219
2018-07-03,81.81999969482422
2018-07-05,82.37999725341797
2018-07-16,82.73999786376953
2018-09-18,79.4800033569336
2019-01-24,79.91000366210938
2019-09-05,80.83999633789062
2018-11-21,80.3499984741211
2020-01-13,80.1500015258789
2020-04-01,80.30999755859375
2020-06-19,80.23999786376953
2019-10-29,79.98999786376953
2020-01-16,80.77999877929688
2020-06-22,79.94000244140625
2018-10-03,79.16000366210938
2018-07-31,78.9800033569336
2019-03-12,79.75
2019-02-08,80.95999908447266
2019-01-07,80.66000366210938
2018-12-06,80.25
2019-08-19,80.43000030517578
2019-07-18,79.58000183105469
2019-05-15,80.05000305175781
2019-09-20,80.31999969482422
2019-11-01,81.12999725341797
2020-04-07,80.88999938964844
2020-06-25,80.87999725341797
2020-06-16,81.30999755859375
2019-11-04,81.30000305175781
2020-01-22,81.20999908447266
2019-11-07,81.37000274658203
2020-04-13,82.0999984741211
2019-07-01,81.69999694824219
2019-05-30,82.2699966430664
2018-08-15,82.16999816894531
2018-10-18,81.66999816894531
2019-03-27,80.52999877929688
2019-01-22,80.83000183105469
2018-12-21,81.2300033569336
2019-09-03,80.52999877929688
2018-11-19,79.38999938964844
2019-08-02,79.48999786376953
2020-01-28,78.70999908447266
2020-04-16,78.55000305175781
2019-11-13,79.18000030517578
2020-01-31,80.04000091552734
2018-12-04,80.19999694824219
2018-11-02,79.58999633789062
2019-07-16,80.05000305175781
2018-08-30,79.69000244140625
2018-10-01,79.7699966430664
2019-06-14,80.37999725341797
2019-05-13,80.3499984741211
2019-04-11,80.86000061035156
2019-02-06,80.81999969482422
2019-09-18,79.02999877929688
2020-02-03,79.47000122070312
2020-04-22,80.22000122070312
2019-11-19,79.37000274658203
2020-02-06,78.18000030517578
2019-11-22,77.41000366210938
2019-03-25,78.08999633789062
2019-02-21,79.18000030517578
2018-12-19,78.88999938964844
2018-07-12,79.41999816894531
2018-09-14,78.7699966430664
2018-08-13,80.25
2018-10-16,81.80000305175781
2019-07-31,82.7699966430664
2019-05-28,83.31999969482422
2019-04-26,82.69000244140625
2020-04-28,81.30000305175781
2019-11-25,81.5
2020-02-12,81.68000030517578
2020-05-01,83.54000091552734
2020-05-04,83.69000244140625
2019-06-12,83.4800033569336
2019-04-09,85.1500015258789
2019-03-08,84.91000366210938
2019-02-04,84.12999725341797
2018-07-27,86.43000030517578
2018-08-28,84.44999694824219
2019-01-03,82.6500015258789
2019-08-15,83.41999816894531
2018-10-31,83.68000030517578
2019-09-16,82.25
2020-02-18,82.55999755859375
2020-05-07,82.37999725341797
2018-08-17,83.41000366210938
2019-12-04,84.6500015258789
2020-02-21,85.38999938964844
2018-12-17,87.55999755859375
2019-08-30,88.47000122070312
2018-11-15,88.86000061035156
2019-07-29,89.25
2019-06-27,88.23999786376953
2019-04-24,88.69999694824219
2018-07-10,88.31999969482422
2018-09-12,88.87000274658203
2019-02-19,88.30000305175781
2019-01-18,87.54000091552734
2020-02-24,88.2699966430664
2020-05-13,88.63999938964844
2019-12-10,89.7699966430664
2020-02-27,89.11000061035156
2019-12-13,88.83999633789062
2020-05-19,89.36000061035156
2019-03-06,90.2300033569336
2018-11-30,90.08999633789062
2019-08-13,90.79000091552734
2019-07-12,90.77999877929688
2019-06-10,91.06999969482422
2019-05-09,91.66000366210938
