Dates,BR
2018-08-13,169.07000732421875
2018-10-16,165.47000122070312
2019-07-31,161.25
2019-05-28,158.42999267578125
2019-04-26,156.33999633789062
2020-04-28,148.8699951171875
2019-11-25,154.99000549316406
2020-02-12,156.99000549316406
2020-05-01,162.07000732421875
2020-05-04,168.3800048828125
2019-06-12,168.7899932861328
2019-04-09,170.02000427246094
2019-03-08,165.07000732421875
2019-02-04,165.2899932861328
2018-07-27,166.63999938964844
2018-08-28,160.77999877929688
2019-01-03,159.25999450683594
2019-08-15,163.00999450683594
2018-10-31,157.1999969482422
2019-09-16,165.97999572753906
2020-02-18,167.6199951171875
2020-05-07,169.3000030517578
2018-08-17,168.1300048828125
2019-12-04,179.5399932861328
2020-02-21,182.24000549316406
2018-12-17,178.19000244140625
2019-08-30,182.0
2018-11-15,180.61000061035156
2019-07-29,178.67999267578125
2019-06-27,178.0
2019-04-24,172.00999450683594
2018-07-10,179.35000610351562
2018-09-12,180.86000061035156
2019-02-19,166.2899932861328
2019-01-18,165.88999938964844
2020-02-24,162.4600067138672
2020-05-13,167.66000366210938
2019-12-10,168.07000732421875
2020-02-27,169.8800048828125
2019-12-13,180.24000549316406
2020-05-19,177.8800048828125
2019-03-06,183.5500030517578
2018-11-30,181.1999969482422
2019-08-13,168.0500030517578
2019-07-12,172.22999572753906
2019-06-10,165.33999633789062
2019-05-09,171.9199981689453
2018-07-25,173.22999572753906
2018-09-27,174.75999450683594
2018-10-29,170.61000061035156
2019-10-16,171.6699981689453
2019-12-16,161.2899932861328
2020-03-04,163.91000366210938
2020-05-22,158.3000030517578
2019-10-01,151.41000366210938
2019-12-19,143.7100067138672
2018-09-10,145.07000732421875
2019-05-24,149.11000061035156
2018-08-09,156.97999572753906
2019-04-22,157.07000732421875
2019-03-21,155.99000549316406
2019-01-16,153.85000610351562
2019-08-28,150.50999450683594
2018-11-13,153.52000427246094
2018-10-12,157.35000610351562
2019-06-25,157.7899932861328
2020-03-10,157.5
2020-05-28,160.14999389648438
2019-10-07,162.47999572753906
2020-03-13,163.85000610351562
2019-10-10,166.64999389648438
2020-03-16,167.82000732421875
2020-06-03,176.83999633789062
2018-11-28,176.55999755859375
2018-09-25,174.13999938964844
2018-07-23,173.44000244140625
2018-08-24,176.16000366210938
2019-07-10,173.5399932861328
2019-05-07,172.2100067138672
2019-04-05,172.72000122070312
2019-03-04,171.0500030517578
2019-01-31,174.2100067138672
2019-09-12,175.25999450683594
2019-12-31,177.5500030517578
2020-03-19,179.1699981689453
2020-01-03,179.2899932861328
2020-06-09,175.3800048828125
2019-02-15,176.38999938964844
2019-01-14,180.0399932861328
2018-07-06,183.38999938964844
2018-08-07,185.8800048828125
2018-10-10,198.64999389648438
2018-12-13,200.44000244140625
2019-08-26,198.77999877929688
2019-07-25,199.9199981689453
2019-05-22,200.63999938964844
2019-03-19,207.32000732421875
2020-01-06,203.50999450683594
2020-03-25,202.66000366210938
2020-06-12,202.1999969482422
2019-10-22,203.16000366210938
2020-01-09,202.97000122070312
2020-06-15,202.0
2019-10-25,202.52000427246094
2020-03-31,201.72000122070312
2020-06-18,199.9199981689453
2019-04-03,203.52000427246094
2018-08-22,210.5500030517578
2018-10-25,211.8000030517578
2019-01-29,212.47999572753906
2018-12-28,213.24000549316406
2018-11-26,207.49000549316406
2019-08-09,214.22999572753906
2019-07-08,213.0399932861328
2019-06-06,214.25
2019-09-10,218.02000427246094
2020-01-15,207.1199951171875
2020-04-03,207.0
2019-10-31,208.9600067138672
2020-04-06,207.25999450683594
2020-06-24,211.08999633789062
2018-11-09,211.24000549316406
2019-07-23,212.22999572753906
2019-06-21,215.3300018310547
2019-05-20,215.77000427246094
2019-04-18,214.6999969482422
2018-09-06,217.02000427246094
2018-10-08,221.44000244140625
2019-02-13,221.0399932861328
2018-12-11,225.8000030517578
2019-09-25,228.13999938964844
2020-01-21,233.22000122070312
2020-04-09,232.5500030517578
2019-11-06,235.39999389648438
2020-01-24,231.8000030517578
2020-01-27,231.50999450683594
2020-04-15,231.3699951171875
2018-12-26,233.3000030517578
2019-08-07,235.35000610351562
2019-06-04,231.0
2018-09-21,228.8000030517578
2018-07-19,225.91000366210938
2018-08-20,212.25999450683594
2018-10-23,206.13999938964844
2019-05-03,206.5399932861328
2019-04-01,201.19000244140625
2019-02-28,203.50999450683594
2019-11-12,200.44000244140625
2020-01-30,197.8800048828125
2019-11-15,194.5500030517578
2020-04-21,190.0
2019-04-16,182.3699951171875
2019-03-15,185.47999572753906
2019-02-11,186.02999877929688
2019-01-10,188.0
2019-08-22,177.63999938964844
2018-11-07,175.3800048828125
2018-08-03,173.64999389648438
2018-09-04,171.33999633789062
2019-06-19,172.75999450683594
2019-09-23,177.11000061035156
2019-11-18,175.5500030517578
2020-02-05,169.02999877929688
2020-04-24,167.30999755859375
2019-03-29,171.13999938964844
2019-11-21,170.64999389648438
2020-04-27,179.3699951171875
2020-02-11,181.1999969482422
2020-04-30,183.16000366210938
2019-05-01,189.1199951171875
2019-02-26,197.1699981689453
2019-01-25,192.0
2018-12-24,194.5800018310547
2019-09-06,192.8699951171875
2018-07-17,190.67999267578125
2018-09-19,195.7899932861328
2019-08-05,201.8800048828125
2019-10-08,203.7899932861328
2019-12-11,199.27000427246094
2019-11-27,200.36000061035156
2020-02-14,200.38999938964844
2020-05-06,199.4199981689453
2019-01-08,205.0
2018-12-07,207.6699981689453
2019-08-20,214.08999633789062
2018-11-05,208.6699981689453
2019-07-19,212.1999969482422
2018-10-04,215.14999389648438
2019-06-17,215.60000610351562
2019-05-16,208.22999572753906
2018-08-01,212.5500030517578
2019-03-13,210.94000244140625
2019-12-03,196.6999969482422
2020-02-20,200.97999572753906
2019-12-06,197.9499969482422
2020-05-12,199.11000061035156
2019-12-09,196.97000122070312
2020-02-26,184.19000244140625
2020-05-15,182.83999633789062
2019-03-28,183.77000427246094
2018-09-17,184.4199981689453
2018-08-16,187.60000610351562
2018-10-19,189.27000427246094
2019-04-29,190.25
2019-01-23,206.4499969482422
2019-09-04,215.55999755859375
2018-11-20,211.7100067138672
2019-07-02,201.92999267578125
2019-05-31,192.11000061035156
2019-12-12,201.14999389648438
2020-05-18,202.25
2019-09-27,206.50999450683594
2020-03-03,209.8000030517578
2020-05-21,203.1300048828125
2019-05-14,201.11000061035156
2018-08-31,203.3800048828125
2018-07-30,200.60000610351562
2018-10-02,200.07000732421875
2019-04-12,207.6699981689453
2019-03-11,204.7100067138672
2019-02-07,204.66000366210938
2019-07-17,205.99000549316406
2019-09-19,201.22000122070312
2019-10-21,202.02999877929688
2019-12-18,202.3000030517578
2020-03-06,198.08999633789062
2019-10-03,206.4600067138672
2020-03-09,209.02000427246094
2020-05-27,201.61000061035156
2019-12-24,202.27000427246094
2020-03-12,202.94000244140625
2018-12-20,205.1699981689453
2019-08-01,203.4499969482422
2018-08-14,195.9600067138672
2018-07-13,194.0500030517578
2018-10-17,198.5
2019-05-29,197.4600067138672
2019-03-26,204.27999877929688
2019-02-22,202.72999572753906
2019-10-04,210.38999938964844
2019-11-05,210.5
2019-12-27,207.83999633789062
2020-06-02,202.75999450683594
2019-12-30,205.86000061035156
2020-03-18,203.58999633789062
2020-06-05,208.05999755859375
2019-07-15,208.94000244140625
2018-12-03,202.6300048828125
2019-06-13,207.61000061035156
2019-01-04,198.94000244140625
2018-08-29,198.52999877929688
2019-02-05,201.5399932861328
2018-11-01,202.52999877929688
2019-08-16,200.77000427246094
2019-04-10,196.4499969482422
2019-09-17,192.61000061035156
2019-10-15,193.5399932861328
2020-01-02,194.1999969482422
2020-06-08,194.72000122070312
2019-10-18,201.0
2020-03-24,199.80999755859375
2020-06-11,204.74000549316406
2020-01-08,204.9199981689453
2019-04-25,206.2100067138672
2019-07-30,202.77999877929688
2019-02-20,207.72999572753906
2018-07-11,211.75999450683594
2018-09-13,220.0
2018-10-15,223.2100067138672
2019-06-28,237.63999938964844
2018-12-18,239.9199981689453
2018-11-16,238.0
2019-10-02,240.47999572753906
2020-03-27,245.86000061035156
2020-01-10,241.86000061035156
2019-10-24,244.10000610351562
2020-03-30,240.27999877929688
2020-06-17,240.13999938964844
2020-01-14,242.75999450683594
2020-04-02,243.99000549316406
2019-01-02,241.75
2019-08-14,239.61000061035156
2018-10-30,237.1999969482422
2019-06-11,237.39999389648438
2019-05-10,236.07000732421875
2019-04-08,242.08999633789062
2018-08-27,243.07000732421875
2018-07-26,245.07000732421875
2018-09-28,248.77999877929688
2019-03-07,249.25
2019-10-30,255.3800048828125
2020-01-17,251.85000610351562
2020-06-23,245.8699951171875
2020-04-08,251.0
2020-06-26,254.35000610351562
2019-03-22,254.69000244140625
2019-01-17,255.47999572753906
2019-08-29,253.49000549316406
2018-11-14,257.29998779296875
2019-06-26,256.04998779296875
2018-09-11,257.8500061035156
2018-07-09,254.5
2018-08-10,256.5
2019-04-23,253.42999267578125
2019-09-30,254.2100067138672
2020-01-23,253.39999389648438
2019-11-08,254.0800018310547
2020-04-14,257.04998779296875
2019-11-11,255.8000030517578
2020-01-29,256.30999755859375
2020-04-17,256.0
2018-07-24,253.89999389648438
2018-09-26,259.0299987792969
2019-05-08,256.1000061035156
2019-03-05,252.6199951171875
2019-02-01,257.5
2018-12-31,251.27999877929688
2018-11-29,249.16000366210938
2019-08-12,248.0800018310547
2019-07-11,247.24000549316406
2019-09-13,248.77999877929688
2019-11-14,247.38999938964844
2020-04-20,249.0500030517578
2020-02-04,252.75
2020-04-23,254.10000610351562
2018-12-14,254.33999633789062
2019-08-27,253.89999389648438
2018-08-08,256.2699890136719
2018-10-11,247.30999755859375
2018-11-12,245.0800018310547
2019-07-26,247.5500030517578
2019-06-24,247.6999969482422
2019-05-23,245.5
2019-03-20,240.85000610351562
2019-01-15,247.3300018310547
2019-11-20,251.17999267578125
2020-02-07,248.82000732421875
2020-02-10,249.97000122070312
2020-04-29,245.11000061035156
2019-11-26,249.86000061035156
2020-02-13,249.2899932861328
2019-01-30,232.0
2018-08-23,238.58999633789062
2018-09-24,239.13999938964844
2018-11-27,238.42999267578125
2018-10-26,240.61000061035156
2019-07-09,241.39999389648438
2019-06-07,229.99000549316406
2019-05-06,230.4499969482422
2019-04-04,222.16000366210938
2019-09-11,212.11000061035156
2019-11-29,206.7100067138672
2020-05-05,212.6699981689453
2019-12-02,220.27000427246094
2020-02-19,211.92999267578125
2020-05-08,209.5
2019-05-21,197.8800048828125
2019-03-18,188.39999389648438
2018-09-07,192.22000122070312
2018-08-06,196.3000030517578
2018-10-09,177.22999572753906
2019-02-14,174.50999450683594
2018-12-12,155.0
2019-07-24,170.1999969482422
2019-09-26,167.74000549316406
2019-10-28,181.86000061035156
2019-12-05,186.07000732421875
2020-05-11,179.85000610351562
2019-07-03,180.08999633789062
2020-02-25,180.02999877929688
2020-05-14,187.8300018310547
2020-02-28,192.7100067138672
2019-08-08,186.2100067138672
2019-06-05,186.7899932861328
2018-07-20,177.55999755859375
2018-08-21,173.8699951171875
2018-10-24,173.02000427246094
2019-04-02,184.77999877929688
2019-03-01,199.6999969482422
2019-01-28,195.74000549316406
2018-12-27,198.8300018310547
2019-09-09,201.02000427246094
2020-03-02,204.3699951171875
2020-05-20,202.33999633789062
2019-12-17,199.7100067138672
2020-03-05,204.6699981689453
2019-02-12,201.4499969482422
2019-01-11,197.88999938964844
2018-12-10,198.19000244140625
2019-08-23,200.36000061035156
2018-11-08,202.33999633789062
2019-07-22,210.4600067138672
2019-06-20,235.5500030517578
2018-09-05,232.49000549316406
2019-04-17,229.1300048828125
2019-09-24,225.47999572753906
2019-12-20,223.13999938964844
2020-05-26,229.72999572753906
2019-04-30,232.97999572753906
2019-12-23,235.0
2020-03-11,236.0
2020-05-29,237.1300048828125
2019-12-26,236.86000061035156
2020-06-01,230.9199981689453
2019-05-02,219.49000549316406
2019-02-27,219.35000610351562
2018-11-23,226.5
2019-08-06,236.11000061035156
2018-07-18,242.0
2018-09-20,242.08999633789062
2018-10-22,243.75
2019-07-05,250.0
2019-06-03,257.2900085449219
2019-10-09,258.239990234375
2019-10-11,257.8599853515625
2020-03-17,259.3299865722656
2020-06-04,265.94000244140625
2019-10-14,267.4800109863281
2020-03-20,266.9700012207031
2018-11-06,265.1700134277344
2019-06-18,273.5899963378906
2019-05-17,273.2799987792969
2019-04-15,270.4599914550781
2019-03-14,259.8299865722656
2019-01-09,258.989990234375
2018-08-02,251.6300048828125
2018-10-05,267.0899963378906
2019-08-21,266.0899963378906
2019-10-17,260.2900085449219
2020-03-23,268.0799865722656
2020-06-10,262.44000244140625
2019-02-25,266.1499938964844
2020-01-07,259.8399963378906
2020-03-26,248.99000549316406
2019-10-23,253.5
