Dates,BR
2019-11-11,253.0
2020-01-29,253.3800048828125
2020-04-17,253.72999572753906
2018-07-24,253.89999389648438
2018-09-26,255.1699981689453
2019-05-08,254.8800048828125
2019-03-05,252.6199951171875
2019-02-01,256.0799865722656
2018-12-31,247.25
2018-11-29,246.19000244140625
2019-08-12,243.2899932861328
2019-07-11,244.42999267578125
2019-09-13,245.9199981689453
2019-11-14,245.52000427246094
2020-04-20,247.0399932861328
2020-02-04,250.86000061035156
2020-04-23,251.7100067138672
2018-12-14,253.60000610351562
2019-08-27,251.52999877929688
2018-08-08,251.57000732421875
2018-10-11,242.57000732421875
2018-11-12,245.0800018310547
2019-07-26,247.5500030517578
2019-06-24,243.33999633789062
2019-05-23,238.86000061035156
2019-03-20,240.85000610351562
2019-01-15,247.3300018310547
2019-11-20,246.47000122070312
2020-02-07,248.3000030517578
2020-02-10,245.4499969482422
2020-04-29,245.11000061035156
2019-11-26,247.27999877929688
2020-02-13,246.41000366210938
2019-01-30,226.17999267578125
2018-08-23,235.10000610351562
2018-09-24,232.6999969482422
2018-11-27,236.86000061035156
2018-10-26,237.38999938964844
2019-07-09,235.1199951171875
2019-06-07,227.39999389648438
2019-05-06,219.57000732421875
2019-04-04,216.89999389648438
2019-09-11,206.49000549316406
2019-11-29,204.72999572753906
2020-05-05,210.33999633789062
2019-12-02,208.33999633789062
2020-02-19,205.52000427246094
2020-05-08,200.80999755859375
2019-05-21,195.92999267578125
2019-03-18,183.88999938964844
2018-09-07,189.14999389648438
2018-08-06,187.69000244140625
2018-10-09,161.4199981689453
2019-02-14,163.4499969482422
2018-12-12,150.05999755859375
2019-07-24,167.3300018310547
2019-09-26,166.33999633789062
2019-10-28,169.3000030517578
2019-12-05,177.0800018310547
2020-05-11,163.44000244140625
2019-07-03,167.1699981689453
2020-02-25,175.60000610351562
2020-05-14,185.9600067138672
2020-02-28,180.6300048828125
2019-08-08,180.67999267578125
2019-06-05,182.10000610351562
2018-07-20,174.02000427246094
2018-08-21,170.6300048828125
2018-10-24,172.00999450683594
2019-04-02,184.50999450683594
2019-03-01,191.61000061035156
2019-01-28,192.22999572753906
2018-12-27,197.1699981689453
2019-09-09,195.0
2020-03-02,200.14999389648438
2020-05-20,196.24000549316406
2019-12-17,196.72000122070312
2020-03-05,201.4199981689453
2019-02-12,201.0
2019-01-11,192.4199981689453
2018-12-10,194.1699981689453
2019-08-23,200.36000061035156
2018-11-08,200.67999267578125
2019-07-22,209.91000366210938
2019-06-20,227.0800018310547
2018-09-05,231.50999450683594
2019-04-17,225.0
2019-09-24,222.60000610351562
2019-12-20,220.16000366210938
2020-05-26,229.72999572753906
2019-04-30,231.3000030517578
2019-12-23,231.66000366210938
2020-03-11,235.27000427246094
2020-05-29,234.3800048828125
2019-12-26,230.07000732421875
2020-06-01,220.52000427246094
2019-05-02,215.52000427246094
2019-02-27,216.64999389648438
2018-11-23,223.86000061035156
2019-08-06,235.77999877929688
2018-07-18,239.99000549316406
2018-09-20,241.00999450683594
2018-10-22,240.4600067138672
2019-07-05,246.69000244140625
2019-06-03,254.1199951171875
2019-10-09,256.9200134277344
2019-10-11,254.10000610351562
2020-03-17,258.0199890136719
2020-06-04,261.6600036621094
2019-10-14,265.0400085449219
2020-03-20,259.260009765625
2018-11-06,263.8900146484375
2019-06-18,271.989990234375
2019-05-17,269.9700012207031
2019-04-15,266.8299865722656
2019-03-14,249.6199951171875
2019-01-09,253.05999755859375
2018-08-02,249.10000610351562
2018-10-05,261.0
2019-08-21,260.25
2019-10-17,257.80999755859375
2020-03-23,253.4600067138672
2020-06-10,259.1400146484375
2019-02-25,260.2900085449219
2020-01-07,246.60000610351562
2020-03-26,247.6199951171875
2019-10-23,244.60000610351562
