Dates,BR
2018-06-20,155.27999877929688
2018-06-21,153.58999633789062
2018-06-25,151.83999633789062
2018-06-22,147.75
2018-06-26,144.36000061035156
2018-06-27,144.77999877929688
2018-06-28,143.83999633789062
2018-06-29,145.69000244140625
2018-07-02,148.57000732421875
2018-07-03,150.4199981689453
2018-07-05,150.66000366210938
2018-07-16,149.13999938964844
2018-09-18,150.32000732421875
2019-01-24,150.6300048828125
2019-09-05,149.1199951171875
2018-11-21,149.60000610351562
2020-01-13,149.9600067138672
2020-04-01,149.3300018310547
2020-06-19,148.41000366210938
2019-10-29,150.0
2020-01-16,149.75999450683594
2020-06-22,148.69000244140625
2018-10-03,146.6300048828125
2018-07-31,147.47999572753906
2019-03-12,145.85000610351562
2019-02-08,146.86000061035156
2019-01-07,147.3000030517578
2018-12-06,142.0
2019-08-19,140.25999450683594
2019-07-18,140.44000244140625
2019-05-15,142.19000244140625
2019-09-20,144.4600067138672
2019-11-01,143.9499969482422
2020-04-07,167.24000549316406
2020-06-25,167.61000061035156
2020-06-16,165.0399932861328
2019-11-04,164.44000244140625
2020-01-22,164.64999389648438
2019-11-07,166.86000061035156
2020-04-13,163.47000122070312
2019-07-01,164.5
2019-05-30,164.38999938964844
2018-08-15,166.38999938964844
2018-10-18,169.3800048828125
2019-03-27,171.22999572753906
2019-01-22,170.57000732421875
2018-12-21,171.14999389648438
2019-09-03,171.25999450683594
2018-11-19,170.9199981689453
2019-08-02,171.6699981689453
2020-01-28,171.67999267578125
2020-04-16,172.0399932861328
2019-11-13,172.72999572753906
2020-01-31,169.6999969482422
2018-12-04,168.57000732421875
2018-11-02,168.69000244140625
2019-07-16,170.32000732421875
2018-08-30,172.88999938964844
2018-10-01,175.25999450683594
2019-06-14,177.55999755859375
2019-05-13,179.47000122070312
2019-04-11,179.32000732421875
2019-02-06,178.14999389648438
2019-09-18,177.52999877929688
2020-02-03,175.19000244140625
2020-04-22,178.13999938964844
2019-11-19,175.8699951171875
2020-02-06,176.19000244140625
2019-11-22,177.60000610351562
2019-03-25,179.0800018310547
2019-02-21,178.8800048828125
2018-12-19,177.8000030517578
2018-07-12,174.27999877929688
2018-09-14,171.1300048828125
2018-08-13,169.25999450683594
2018-10-16,167.08999633789062
2019-07-31,164.05999755859375
2019-05-28,161.2899932861328
2019-04-26,157.75999450683594
2020-04-28,153.5
2019-11-25,158.5500030517578
2020-02-12,161.9199981689453
2020-05-01,168.85000610351562
2020-05-04,169.33999633789062
2019-06-12,169.8699951171875
2019-04-09,170.72000122070312
2019-03-08,169.6300048828125
2019-02-04,167.69000244140625
2018-07-27,168.4499969482422
2018-08-28,163.8000030517578
2019-01-03,163.63999938964844
2019-08-15,165.1300048828125
2018-10-31,163.67999267578125
2019-09-16,171.4199981689453
2020-02-18,169.83999633789062
2020-05-07,171.55999755859375
2018-08-17,168.6300048828125
2019-12-04,184.75
2020-02-21,182.24000549316406
2018-12-17,184.7100067138672
2019-08-30,183.35000610351562
2018-11-15,181.66000366210938
2019-07-29,180.5399932861328
2019-06-27,179.50999450683594
2019-04-24,180.27999877929688
2018-07-10,183.4600067138672
2018-09-12,181.02000427246094
2019-02-19,168.0
2019-01-18,167.77000427246094
2020-02-24,167.3000030517578
2020-05-13,169.27999877929688
2019-12-10,169.58999633789062
2020-02-27,178.57000732421875
2019-12-13,180.77999877929688
2020-05-19,180.22000122070312
2019-03-06,183.5500030517578
2018-11-30,182.64999389648438
2019-08-13,172.75
2019-07-12,177.07000732421875
2019-06-10,169.2100067138672
2019-05-09,172.44000244140625
2018-07-25,176.19000244140625
2018-09-27,175.24000549316406
2018-10-29,173.11000061035156
2019-10-16,171.6699981689453
2019-12-16,166.58999633789062
2020-03-04,166.75999450683594
2020-05-22,160.97000122070312
2019-10-01,154.02999877929688
2019-12-19,148.22000122070312
2018-09-10,152.75999450683594
2019-05-24,155.36000061035156
2018-08-09,159.5
2019-04-22,159.3300018310547
2019-03-21,157.4600067138672
2019-01-16,153.85000610351562
2019-08-28,154.49000549316406
2018-11-13,156.63999938964844
2018-10-12,159.0
2019-06-25,161.60000610351562
2020-03-10,160.69000244140625
2020-05-28,164.19000244140625
2019-10-07,164.3300018310547
2020-03-13,166.9600067138672
2019-10-10,169.3800048828125
2020-03-16,177.0
2020-06-03,179.80999755859375
2018-11-28,177.58999633789062
2018-09-25,176.57000732421875
2018-07-23,175.24000549316406
2018-08-24,177.72999572753906
2019-07-10,175.27999877929688
2019-05-07,174.02999877929688
2019-04-05,173.0800018310547
2019-03-04,174.39999389648438
2019-01-31,176.63999938964844
2019-09-12,176.8800048828125
2019-12-31,178.97000122070312
2020-03-19,182.32000732421875
2020-01-03,179.80999755859375
2020-06-09,178.0
2019-02-15,179.02000427246094
2019-01-14,183.9199981689453
2018-07-06,184.72000122070312
2018-08-07,203.00999450683594
2018-10-10,200.10000610351562
2018-12-13,203.9499969482422
2019-08-26,200.27000427246094
2019-07-25,200.3699951171875
2019-05-22,206.64999389648438
2019-03-19,207.8800048828125
2020-01-06,204.57000732421875
2020-03-25,203.5
2020-06-12,202.61000061035156
2019-10-22,204.5500030517578
2020-01-09,203.0500030517578
2020-06-15,203.1199951171875
2019-10-25,203.4600067138672
2020-03-31,203.92999267578125
2020-06-18,202.3699951171875
2019-04-03,209.6300048828125
2018-08-22,211.92999267578125
2018-10-25,212.94000244140625
2019-01-29,213.1699981689453
2018-12-28,216.77999877929688
2018-11-26,214.0800018310547
2019-08-09,215.9600067138672
2019-07-08,216.19000244140625
2019-06-06,219.38999938964844
2019-09-10,218.75
2020-01-15,208.61000061035156
2020-04-03,209.49000549316406
2019-10-31,209.80999755859375
2020-04-06,209.4499969482422
2020-06-24,211.99000549316406
2018-11-09,213.47000122070312
2019-07-23,214.6999969482422
2019-06-21,218.58999633789062
2019-05-20,217.42999267578125
2019-04-18,219.66000366210938
2018-09-06,221.8300018310547
2018-10-08,223.6300048828125
2019-02-13,226.42999267578125
2018-12-11,226.99000549316406
2019-09-25,234.0
2020-01-21,234.52999877929688
2020-04-09,234.9499969482422
2019-11-06,235.97999572753906
2020-01-24,233.7899932861328
2020-01-27,232.91000366210938
2020-04-15,233.5399932861328
2018-12-26,237.14999389648438
2019-08-07,235.39999389648438
2019-06-04,231.58999633789062
2018-09-21,230.08999633789062
2018-07-19,226.33999633789062
2018-08-20,214.39999389648438
2018-10-23,207.97000122070312
2019-05-03,208.47999572753906
2019-04-01,206.5
2019-02-28,206.27999877929688
2019-11-12,203.27999877929688
2020-01-30,199.9600067138672
2019-11-15,197.25
2020-04-21,190.8300018310547
2019-04-16,189.02000427246094
2019-03-15,187.30999755859375
2019-02-11,191.83999633789062
2019-01-10,188.0
2019-08-22,177.7100067138672
2018-11-07,178.47000122070312
2018-08-03,178.80999755859375
2018-09-04,173.17999267578125
2019-06-19,175.72999572753906
2019-09-23,178.72999572753906
2019-11-18,176.5500030517578
2020-02-05,170.5800018310547
2020-04-24,172.0
2019-03-29,173.22999572753906
2019-11-21,177.41000366210938
2020-04-27,182.36000061035156
2020-02-11,182.6999969482422
2020-04-30,188.58999633789062
2019-05-01,195.35000610351562
2019-02-26,197.27000427246094
2019-01-25,194.17999267578125
2018-12-24,194.5800018310547
2019-09-06,193.38999938964844
2018-07-17,193.35000610351562
2018-09-19,202.22000122070312
2019-08-05,204.39999389648438
2019-10-08,203.99000549316406
2019-12-11,200.80999755859375
2019-11-27,202.75
2020-02-14,200.94000244140625
2020-05-06,204.38999938964844
2019-01-08,210.89999389648438
2018-12-07,210.67999267578125
