Dates,BR
2018-06-20,153.02999877929688
2018-06-21,150.69000244140625
2018-06-25,147.8800048828125
2018-06-22,142.2100067138672
2018-06-26,143.22000122070312
2018-06-27,141.75999450683594
2018-06-28,143.30999755859375
2018-06-29,143.25
2018-07-02,148.27999877929688
2018-07-03,148.32000732421875
2018-07-05,148.25
2018-07-16,148.25
2018-09-18,149.72000122070312
2019-01-24,149.8699951171875
2019-09-05,146.6699981689453
2018-11-21,149.36000061035156
2020-01-13,149.42999267578125
2020-04-01,146.8000030517578
2020-06-19,148.22000122070312
2019-10-29,149.08999633789062
2020-01-16,148.9499969482422
2020-06-22,145.9600067138672
2018-10-03,146.16000366210938
2018-07-31,144.05999755859375
2019-03-12,145.39999389648438
2019-02-08,145.91000366210938
2019-01-07,140.52999877929688
2018-12-06,136.77000427246094
2019-08-19,137.92999267578125
2019-07-18,138.8300018310547
2019-05-15,142.0399932861328
2019-09-20,142.24000549316406
2019-11-01,142.14999389648438
2020-04-07,166.6199951171875
2020-06-25,157.3800048828125
2020-06-16,161.94000244140625
2019-11-04,161.25999450683594
2020-01-22,161.94000244140625
2019-11-07,164.0
2020-04-13,162.4600067138672
2019-07-01,161.88999938964844
2019-05-30,163.57000732421875
2018-08-15,165.72000122070312
2018-10-18,168.8800048828125
2019-03-27,169.22000122070312
2019-01-22,169.00999450683594
2018-12-21,168.91000366210938
2019-09-03,170.07000732421875
2018-11-19,169.97999572753906
2019-08-02,170.8699951171875
2020-01-28,170.3000030517578
2020-04-16,171.74000549316406
2019-11-13,169.9600067138672
2020-01-31,167.1699981689453
2018-12-04,166.97999572753906
2018-11-02,167.8300018310547
2019-07-16,170.0500030517578
2018-08-30,171.47999572753906
2018-10-01,174.69000244140625
2019-06-14,176.30999755859375
2019-05-13,178.6999969482422
2019-04-11,175.64999389648438
2019-02-06,176.25999450683594
2019-09-18,172.6999969482422
2020-02-03,174.77999877929688
2020-04-22,175.1999969482422
2019-11-19,174.14999389648438
2020-02-06,176.0800018310547
2019-11-22,175.36000061035156
2019-03-25,178.24000549316406
2019-02-21,176.8300018310547
2018-12-19,173.1999969482422
2018-07-12,168.99000549316406
2018-09-14,169.41000366210938
2018-08-13,165.1999969482422
2018-10-16,162.22999572753906
2019-07-31,158.5
2019-05-28,157.3800048828125
2019-04-26,149.5800018310547
2020-04-28,151.0
2019-11-25,157.7100067138672
2020-02-12,160.8000030517578
2020-05-01,168.3699951171875
2020-05-04,169.05999755859375
2019-06-12,168.49000549316406
2019-04-09,164.9499969482422
2019-03-08,168.17999267578125
2019-02-04,166.6999969482422
2018-07-27,159.74000549316406
2018-08-28,162.89999389648438
2019-01-03,160.60000610351562
2019-08-15,155.47999572753906
2018-10-31,163.4199981689453
2019-09-16,166.3000030517578
2020-02-18,169.0
2020-05-07,168.05999755859375
2018-08-17,168.0
2019-12-04,178.74000549316406
2020-02-21,180.24000549316406
2018-12-17,182.47999572753906
2019-08-30,181.5
2018-11-15,177.42999267578125
2019-07-29,176.8699951171875
2019-06-27,173.25999450683594
2019-04-24,178.91000366210938
2018-07-10,180.6999969482422
2018-09-12,169.41000366210938
2019-02-19,162.2899932861328
2019-01-18,164.33999633789062
2020-02-24,165.0
2020-05-13,169.0399932861328
2019-12-10,168.5800018310547
2020-02-27,178.11000061035156
2019-12-13,177.9199981689453
2020-05-19,179.8000030517578
2019-03-06,181.3699951171875
2018-11-30,171.02000427246094
2019-08-13,172.5800018310547
2019-07-12,165.33999633789062
2019-06-10,167.8699951171875
2019-05-09,169.97000122070312
2018-07-25,173.50999450683594
2018-09-27,172.7899932861328
2018-10-29,171.88999938964844
2019-10-16,158.97000122070312
2019-12-16,162.92999267578125
2020-03-04,159.0399932861328
2020-05-22,150.99000549316406
2019-10-01,146.25
2019-12-19,142.89999389648438
2018-09-10,152.52000427246094
2019-05-24,155.35000610351562
2018-08-09,155.97000122070312
2019-04-22,159.22999572753906
2019-03-21,156.24000549316406
2019-01-16,146.8800048828125
2019-08-28,152.97000122070312
2018-11-13,155.2899932861328
2018-10-12,156.3300018310547
2019-06-25,160.2100067138672
2020-03-10,160.35000610351562
2020-05-28,163.1999969482422
2019-10-07,163.61000061035156
2020-03-13,166.39999389648438
2019-10-10,168.72999572753906
2020-03-16,175.58999633789062
2020-06-03,177.7899932861328
2018-11-28,173.00999450683594
2018-09-25,173.14999389648438
2018-07-23,174.63999938964844
2018-08-24,175.86000061035156
2019-07-10,172.24000549316406
2019-05-07,170.7100067138672
2019-04-05,171.36000061035156
2019-03-04,173.60000610351562
2019-01-31,175.05999755859375
2019-09-12,176.5500030517578
2019-12-31,178.8699951171875
2020-03-19,180.75999450683594
2020-01-03,176.7899932861328
2020-06-09,176.39999389648438
2019-02-15,178.3800048828125
2019-01-14,182.9600067138672
2018-07-06,183.97000122070312
2018-08-07,196.47000122070312
2018-10-10,199.75
2018-12-13,199.32000732421875
2019-08-26,199.85000610351562
2019-07-25,199.82000732421875
2019-05-22,206.35000610351562
2019-03-19,204.63999938964844
2020-01-06,202.97999572753906
2020-03-25,202.47999572753906
2020-06-12,200.50999450683594
2019-10-22,202.2100067138672
2020-01-09,201.72999572753906
2020-06-15,201.63999938964844
2019-10-25,201.24000549316406
2020-03-31,201.99000549316406
2020-06-18,201.89999389648438
2019-04-03,209.4499969482422
2018-08-22,210.72000122070312
2018-10-25,211.52999877929688
2019-01-29,212.6699981689453
2018-12-28,211.39999389648438
2018-11-26,213.2100067138672
2019-08-09,213.67999267578125
2019-07-08,214.58999633789062
2019-06-06,218.3000030517578
2019-09-10,207.24000549316406
2020-01-15,204.97000122070312
2020-04-03,208.9499969482422
2019-10-31,206.75999450683594
2020-04-06,208.4600067138672
2020-06-24,209.52999877929688
2018-11-09,211.91000366210938
2019-07-23,213.6199951171875
2019-06-21,215.0399932861328
2019-05-20,214.00999450683594
2019-04-18,218.3300018310547
2018-09-06,221.44000244140625
2018-10-08,220.1199951171875
2019-02-13,225.61000061035156
2018-12-11,226.6999969482422
2019-09-25,233.74000549316406
2020-01-21,231.27999877929688
2020-04-09,234.2100067138672
2019-11-06,232.22000122070312
2020-01-24,232.67999267578125
2020-01-27,230.50999450683594
2020-04-15,233.44000244140625
2018-12-26,235.44000244140625
2019-08-07,231.41000366210938
2019-06-04,229.17999267578125
2018-09-21,226.91000366210938
2018-07-19,211.13999938964844
2018-08-20,205.1199951171875
2018-10-23,205.94000244140625
2019-05-03,206.4600067138672
2019-04-01,206.36000061035156
2019-02-28,200.82000732421875
2019-11-12,200.0500030517578
2020-01-30,195.5399932861328
2019-11-15,195.88999938964844
2020-04-21,181.00999450683594
2019-04-16,186.72000122070312
2019-03-15,185.17999267578125
2019-02-11,190.02000427246094
2019-01-10,179.1199951171875
2019-08-22,173.27000427246094
2018-11-07,178.08999633789062
2018-08-03,174.52999877929688
2018-09-04,171.6699981689453
2019-06-19,175.67999267578125
2019-09-23,175.89999389648438
2019-11-18,168.6199951171875
2020-02-05,169.82000732421875
2020-04-24,171.44000244140625
2019-03-29,167.69000244140625
2019-11-21,177.0800018310547
2020-04-27,181.58999633789062
2020-02-11,181.75999450683594
2020-04-30,188.3699951171875
2019-05-01,194.50999450683594
2019-02-26,192.07000732421875
2019-01-25,193.6300048828125
2018-12-24,194.0
2019-09-06,190.80999755859375
2018-07-17,192.99000549316406
2018-09-19,201.80999755859375
2019-08-05,200.52999877929688
2019-10-08,201.1199951171875
2019-12-11,200.11000061035156
2019-11-27,200.0399932861328
2020-02-14,197.52999877929688
2020-05-06,203.39999389648438
2019-01-08,207.6300048828125
2018-12-07,209.49000549316406
2019-08-20,208.97999572753906
2018-11-05,211.61000061035156
2019-07-19,217.52999877929688
2018-10-04,217.0399932861328
2019-06-17,210.44000244140625
2019-05-16,211.72000122070312
2018-08-01,211.9600067138672
2019-03-13,195.00999450683594
2019-12-03,200.44000244140625
2020-02-20,197.35000610351562
2019-12-06,199.32000732421875
2020-05-12,197.86000061035156
2019-12-09,182.69000244140625
2020-02-26,182.14999389648438
2020-05-15,182.24000549316406
2019-03-28,185.0500030517578
2018-09-17,187.94000244140625
2018-08-16,187.8699951171875
2018-10-19,189.64999389648438
2019-04-29,189.4199981689453
2019-01-23,218.1999969482422
2019-09-04,210.88999938964844
2018-11-20,204.25999450683594
2019-07-02,198.92999267578125
2019-05-31,199.6699981689453
2019-12-12,205.22999572753906
2020-05-18,203.9499969482422
2019-09-27,211.94000244140625
2020-03-03,205.61000061035156
2020-05-21,201.8699951171875
2019-05-14,208.25999450683594
2018-08-31,200.1199951171875
2018-07-30,197.72000122070312
2018-10-02,203.5
2019-04-12,205.17999267578125
2019-03-11,201.44000244140625
2019-02-07,205.7899932861328
2019-07-17,204.3800048828125
2019-09-19,198.49000549316406
2019-10-21,198.41000366210938
2019-12-18,198.58999633789062
2020-03-06,202.86000061035156
2019-10-03,208.49000549316406
2020-03-09,205.02999877929688
2020-05-27,198.97999572753906
2019-12-24,200.60000610351562
2020-03-12,205.85000610351562
2018-12-20,202.72999572753906
2019-08-01,196.80999755859375
2018-08-14,192.63999938964844
2018-07-13,197.4199981689453
2018-10-17,197.27999877929688
2019-05-29,205.16000366210938
2019-03-26,202.77999877929688
2019-02-22,211.0
2019-10-04,209.1999969482422
2019-11-05,207.9499969482422
2019-12-27,203.67999267578125
2020-06-02,205.39999389648438
2019-12-30,203.97999572753906
2020-03-18,207.9499969482422
2020-06-05,208.27000427246094
2019-07-15,202.17999267578125
2018-12-03,206.3699951171875
2019-06-13,199.5399932861328
2019-01-04,199.50999450683594
2018-08-29,200.85000610351562
2019-02-05,204.49000549316406
2018-11-01,202.72999572753906
2019-08-16,198.08999633789062
2019-04-10,191.6300048828125
2019-09-17,190.86000061035156
2019-10-15,194.60000610351562
2020-01-02,193.5800018310547
2020-06-08,202.14999389648438
2019-10-18,198.3300018310547
2020-03-24,205.72999572753906
2020-06-11,203.05999755859375
2020-01-08,205.77999877929688
2019-04-25,203.2899932861328
2019-07-30,206.88999938964844
2019-02-20,211.0800018310547
2018-07-11,219.0800018310547
2018-09-13,222.8300018310547
2018-10-15,237.63999938964844
2019-06-28,238.8699951171875
2018-12-18,237.8699951171875
2018-11-16,238.0
2019-10-02,248.35000610351562
2020-03-27,241.32000732421875
2020-01-10,242.72999572753906
2019-10-24,240.4600067138672
2020-03-30,241.86000061035156
2020-06-17,242.72999572753906
2020-01-14,244.3800048828125
2020-04-02,242.5399932861328
2019-01-02,237.4499969482422
2019-08-14,237.72999572753906
2018-10-30,234.50999450683594
2019-06-11,235.91000366210938
2019-05-10,242.4600067138672
2019-04-08,242.6199951171875
2018-08-27,243.57000732421875
2018-07-26,248.94000244140625
2018-09-28,247.6999969482422
2019-03-07,255.2100067138672
2019-10-30,250.94000244140625
2020-01-17,250.4199981689453
2020-06-23,250.11000061035156
2020-04-08,253.2100067138672
2020-06-26,251.6199951171875
2019-03-22,256.9200134277344
2019-01-17,253.7899932861328
2019-08-29,256.80999755859375
2018-11-14,256.82000732421875
2019-06-26,258.2799987792969
2018-09-11,257.79998779296875
2018-07-09,255.4499969482422
2018-08-10,253.44000244140625
2019-04-23,255.42999267578125
2019-09-30,253.1300048828125
2020-01-23,252.49000549316406
2019-11-08,256.7300109863281
2020-04-14,254.3300018310547
2019-11-11,254.4199981689453
2020-01-29,256.0
2020-04-17,254.11000061035156
2018-07-24,255.44000244140625
2018-09-26,259.1400146484375
2019-05-08,256.04998779296875
2019-03-05,258.010009765625
2019-02-01,256.4700012207031
2018-12-31,247.63999938964844
2018-11-29,246.5
2019-08-12,246.27000427246094
2019-07-11,248.5800018310547
2019-09-13,248.07000732421875
2019-11-14,247.8000030517578
2020-04-20,253.92999267578125
2020-02-04,252.74000549316406
2020-04-23,252.4199981689453
2018-12-14,253.75
2019-08-27,254.36000061035156
2018-08-08,252.6999969482422
2018-10-11,243.22999572753906
2018-11-12,247.97999572753906
2019-07-26,250.1699981689453
2019-06-24,246.32000732421875
2019-05-23,239.02000427246094
2019-03-20,242.5500030517578
2019-01-15,247.8699951171875
2019-11-20,247.80999755859375
2020-02-07,252.08999633789062
2020-02-10,247.25999450683594
2020-04-29,248.5500030517578
2019-11-26,247.80999755859375
2020-02-13,251.99000549316406
2019-01-30,233.32000732421875
2018-08-23,238.77000427246094
2018-09-24,236.66000366210938
2018-11-27,240.5
2018-10-26,242.72000122070312
2019-07-09,238.38999938964844
2019-06-07,227.39999389648438
2019-05-06,220.0
2019-04-04,217.80999755859375
2019-09-11,213.92999267578125
2019-11-29,210.97000122070312
2020-05-05,221.7100067138672
2019-12-02,209.30999755859375
2020-02-19,216.0399932861328
2020-05-08,203.75999450683594
2019-05-21,202.74000549316406
2019-03-18,185.25999450683594
2018-09-07,202.19000244140625
2018-08-06,191.3000030517578
2018-10-09,161.50999450683594
2019-02-14,184.02000427246094
2018-12-12,166.0800018310547
2019-07-24,180.66000366210938
2019-09-26,185.47000122070312
2019-10-28,185.07000732421875
2019-12-05,179.3800048828125
2020-05-11,170.72000122070312
2019-07-03,180.5500030517578
2020-02-25,186.22999572753906
2020-05-14,197.50999450683594
2020-02-28,184.57000732421875
2019-08-08,188.35000610351562
2019-06-05,183.60000610351562
2018-07-20,176.4600067138672
2018-08-21,174.24000549316406
2018-10-24,178.0800018310547
2019-04-02,191.85000610351562
2019-03-01,192.36000061035156
2019-01-28,196.64999389648438
2018-12-27,201.22000122070312
2019-09-09,197.91000366210938
2020-03-02,206.8800048828125
2020-05-20,196.80999755859375
2019-12-17,201.60000610351562
2020-03-05,202.97999572753906
2019-02-12,202.35000610351562
2019-01-11,192.85000610351562
2018-12-10,199.41000366210938
2019-08-23,200.97000122070312
2018-11-08,208.6199951171875
2019-07-22,220.92999267578125
2019-06-20,228.47999572753906
2018-09-05,244.97000122070312
2019-04-17,229.66000366210938
2019-09-24,225.5500030517578
2019-12-20,228.77000427246094
2020-05-26,233.14999389648438
2019-04-30,232.4199981689453
2019-12-23,233.86000061035156
2020-03-11,242.9199981689453
2020-05-29,235.25999450683594
2019-12-26,230.1999969482422
2020-06-01,223.0800018310547
2019-05-02,221.77000427246094
2019-02-27,217.8000030517578
2018-11-23,235.8000030517578
2019-08-06,240.5500030517578
2018-07-18,241.49000549316406
2018-09-20,244.14999389648438
2018-10-22,243.5399932861328
2019-07-05,255.9600067138672
2019-06-03,258.6700134277344
2019-10-09,257.4200134277344
2019-10-11,261.32000732421875
2020-03-17,264.9700012207031
2020-06-04,264.0899963378906
2019-10-14,269.0199890136719
2020-03-20,261.1700134277344
2018-11-06,277.54998779296875
2019-06-18,277.05999755859375
2019-05-17,270.32000732421875
2019-04-15,267.0799865722656
2019-03-14,250.19000244140625
2019-01-09,258.3299865722656
2018-08-02,259.4100036621094
2018-10-05,266.4599914550781
2019-08-21,260.82000732421875
2019-10-17,262.2300109863281
2020-03-23,264.4100036621094
2020-06-10,261.7900085449219
2019-02-25,260.7699890136719
2020-01-07,250.5
2020-03-26,253.63999938964844
2019-10-23,246.4199981689453
