Dates,NFLX
2007-02-12,7119700.0
2007-02-13,4841900.0
2007-02-15,36174600.0
2007-02-14,8286600.0
2007-02-16,10532900.0
2007-02-20,12290600.0
2007-02-21,64801800.0
2007-02-22,8782900.0
2007-02-23,8375500.0
2007-02-26,6216700.0
2007-02-27,12520200.0
2007-03-28,8883000.0
2007-11-07,12429200.0
2007-09-04,8073100.0
2007-08-03,17101000.0
2008-04-15,14133000.0
2008-05-21,8599500.0
2008-08-08,6320300.0
2008-08-11,6686400.0
2008-01-25,6709500.0
2007-05-14,9384200.0
2007-04-12,8215900.0
2007-12-24,6435800.0
2007-09-19,6666100.0
2008-04-30,5712000.0
2007-07-17,15969100.0
2007-06-15,15977500.0
2008-02-26,5699400.0
2008-05-27,10215800.0
2008-08-14,7420700.0
2008-05-30,9218300.0
2008-08-20,5481700.0
2007-08-01,6681500.0
2008-03-12,5320700.0
2007-03-26,7243600.0
2007-05-29,8878100.0
2007-04-27,14124600.0
2008-01-08,5451600.0
2007-12-07,4174800.0
2007-11-05,8075200.0
2007-10-04,6979000.0
2008-05-15,5466300.0
2008-06-05,3591000.0
2008-08-26,4580100.0
2007-10-19,12124700.0
2007-09-17,54943000.0
2007-08-16,28145600.0
2008-04-28,12862500.0
2007-04-10,13811700.0
2007-03-09,8918000.0
2007-06-13,8402800.0
2008-03-27,9762200.0
2008-01-23,5637800.0
2007-11-20,9247700.0
2008-06-11,9521400.0
2008-08-29,18639600.0
2007-12-05,13815900.0
2007-10-02,6577900.0
2007-04-25,4162200.0
2007-08-31,5741400.0
2007-07-30,3988600.0
2008-04-11,7143500.0
2007-06-28,4809000.0
2008-03-10,4454100.0
2008-02-07,4726400.0
2008-05-13,5036500.0
2008-06-23,5142200.0
2007-07-13,4446400.0
2008-03-25,6663300.0
2008-02-22,7024500.0
2007-12-20,12280800.0
2007-05-10,6400800.0
2007-03-07,5974500.0
2007-06-11,11567500.0
2007-10-17,7326200.0
2007-08-14,7028000.0
2008-05-28,8029700.0
2008-06-26,5546100.0
2007-05-31,5884900.0
2008-07-02,33418000.0
2007-08-29,59103100.0
2008-04-09,14037800.0
2007-06-26,18034800.0
2008-02-05,40176500.0
2008-01-04,27407800.0
2007-03-22,11363100.0
2007-05-25,22093400.0
2007-04-23,12236000.0
2007-12-03,7909300.0
2007-11-01,6377700.0
2008-07-08,10077900.0
2007-12-18,7343000.0
2007-11-16,6802600.0
2007-10-15,5786200.0
2007-09-13,21091700.0
2008-04-24,14725200.0
2007-07-11,12084100.0
