Dates,HFC
2018-06-20,73.95999908447266
2018-06-21,71.56999969482422
2018-06-25,70.54000091552734
2018-06-22,66.83000183105469
2018-06-26,67.37000274658203
2018-06-27,66.33000183105469
2018-06-28,66.31999969482422
2018-06-29,68.25
2018-07-02,67.80000305175781
2018-07-03,68.4000015258789
2018-07-05,66.44999694824219
2018-07-16,65.7699966430664
2018-09-18,68.98999786376953
2019-01-24,68.16000366210938
2019-09-05,66.69000244140625
2018-11-21,66.61000061035156
2020-01-13,67.4000015258789
2020-04-01,68.33999633789062
2020-06-19,68.55000305175781
2019-10-29,69.16999816894531
2020-01-16,70.73999786376953
2020-06-22,70.66999816894531
2018-10-03,70.37000274658203
2018-07-31,70.5199966430664
2019-03-12,70.44999694824219
2019-02-08,72.44999694824219
2019-01-07,73.47000122070312
2018-12-06,73.91999816894531
2019-08-19,74.27999877929688
2019-07-18,72.30000305175781
2019-05-15,66.0
2019-09-20,66.63999938964844
2019-11-01,67.0199966430664
2020-04-07,68.44000244140625
2020-06-25,68.0
2020-06-16,67.69999694824219
2019-11-04,67.68000030517578
2020-01-22,68.51000213623047
2019-11-07,68.56999969482422
2020-04-13,66.7699966430664
2019-07-01,67.51000213623047
2019-05-30,67.62999725341797
2018-08-15,68.66000366210938
2018-10-18,71.04000091552734
2019-03-27,70.83000183105469
2019-01-22,71.37000274658203
2018-12-21,73.12999725341797
2019-09-03,73.1500015258789
2018-11-19,73.87000274658203
2019-08-02,73.12999725341797
2020-01-28,74.04000091552734
2020-04-16,73.66999816894531
2019-11-13,74.5199966430664
2020-01-31,73.41000366210938
2018-12-04,71.56999969482422
2018-11-02,70.45999908447266
2019-07-16,70.33000183105469
2018-08-30,70.70999908447266
2018-10-01,69.69000244140625
2019-06-14,71.08999633789062
2019-05-13,69.83000183105469
2019-04-11,67.73999786376953
2019-02-06,69.29000091552734
2019-09-18,65.08000183105469
2020-02-03,64.08000183105469
2020-04-22,65.61000061035156
2019-11-19,67.30999755859375
2020-02-06,69.94000244140625
2019-11-22,68.87999725341797
2019-03-25,69.4000015258789
2019-02-21,69.02999877929688
2018-12-19,69.12999725341797
