Dates,HFC
2018-06-20,75.0199966430664
2018-06-21,74.61000061035156
2018-06-25,73.73999786376953
2018-06-22,70.83000183105469
2018-06-26,67.72000122070312
2018-06-27,68.0999984741211
2018-06-28,66.98999786376953
2018-06-29,68.41000366210938
2018-07-02,68.19999694824219
2018-07-03,69.02999877929688
2018-07-05,69.94999694824219
2018-07-16,66.44000244140625
2018-09-18,68.98999786376953
2019-01-24,70.26000213623047
2019-09-05,68.5199966430664
2018-11-21,67.16999816894531
2020-01-13,67.83000183105469
2020-04-01,68.33999633789062
2020-06-19,68.72000122070312
2019-10-29,70.56999969482422
2020-01-16,71.69000244140625
2020-06-22,71.87999725341797
2018-10-03,71.45999908447266
2018-07-31,71.61000061035156
2019-03-12,70.91999816894531
2019-02-08,72.5
2019-01-07,74.51000213623047
2018-12-06,74.61000061035156
2019-08-19,75.18000030517578
2019-07-18,74.16000366210938
2019-05-15,68.0999984741211
2019-09-20,68.33999633789062
2019-11-01,67.81999969482422
2020-04-07,68.66999816894531
2020-06-25,68.62000274658203
2020-06-16,69.41000366210938
2019-11-04,67.93000030517578
2020-01-22,68.83999633789062
2019-11-07,68.83000183105469
2020-04-13,68.91000366210938
2019-07-01,67.55999755859375
2019-05-30,68.16000366210938
2018-08-15,68.88999938964844
2018-10-18,71.08000183105469
2019-03-27,71.2300033569336
2019-01-22,71.56999969482422
2018-12-21,73.48999786376953
2019-09-03,74.08000183105469
2018-11-19,74.11000061035156
2019-08-02,74.20999908447266
2020-01-28,74.80000305175781
2020-04-16,74.5199966430664
2019-11-13,74.66999816894531
2020-01-31,76.0
2018-12-04,73.47000122070312
2018-11-02,71.66000366210938
2019-07-16,70.48999786376953
2018-08-30,71.12999725341797
2018-10-01,72.11000061035156
2019-06-14,72.0
2019-05-13,71.91999816894531
2019-04-11,70.4000015258789
2019-02-06,69.48999786376953
2019-09-18,69.08000183105469
2020-02-03,65.80999755859375
2020-04-22,66.08999633789062
2019-11-19,67.37999725341797
2020-02-06,70.2699966430664
2019-11-22,70.51000213623047
2019-03-25,71.66999816894531
2019-02-21,69.58000183105469
2018-12-19,70.36000061035156
2018-07-12,69.6500015258789
2018-09-14,68.93000030517578
2018-08-13,70.94999694824219
2018-10-16,69.87000274658203
2019-07-31,68.91999816894531
2019-05-28,67.69999694824219
2019-04-26,68.62999725341797
2020-04-28,65.25
2019-11-25,66.94000244140625
2020-02-12,66.44999694824219
2020-05-01,65.61000061035156
2020-05-04,67.27999877929688
2019-06-12,66.1500015258789
2019-04-09,67.01000213623047
2019-03-08,63.29999923706055
2019-02-04,63.22999954223633
2018-07-27,64.30999755859375
2018-08-28,62.18000030517578
2019-01-03,62.20000076293945
2019-08-15,62.619998931884766
2018-10-31,62.2599983215332
2019-09-16,66.51000213623047
2020-02-18,67.95999908447266
2020-05-07,67.55999755859375
2018-08-17,67.4800033569336
2019-12-04,65.18000030517578
2020-02-21,66.45999908447266
2018-12-17,67.72000122070312
2019-08-30,64.77999877929688
2018-11-15,64.70999908447266
2019-07-29,63.25
2019-06-27,61.599998474121094
2019-04-24,61.33000183105469
2018-07-10,63.560001373291016
2018-09-12,63.43000030517578
2019-02-19,60.22999954223633
2019-01-18,59.65999984741211
2020-02-24,58.4900016784668
2020-05-13,58.15999984741211
2019-12-10,59.959999084472656
2020-02-27,60.189998626708984
2019-12-13,61.459999084472656
2020-05-19,61.529998779296875
2019-03-06,62.029998779296875
2018-11-30,59.349998474121094
2019-08-13,57.27000045776367
2019-07-12,58.13999938964844
2019-06-10,56.27000045776367
2019-05-09,55.630001068115234
2018-07-25,56.540000915527344
2018-09-27,57.16999816894531
2018-10-29,55.349998474121094
2019-10-16,53.9900016784668
2019-12-16,52.65999984741211
2020-03-04,52.380001068115234
2020-05-22,50.91999816894531
2019-10-01,50.25
2019-12-19,49.0
2018-09-10,47.209999084472656
2019-05-24,49.61000061035156
2018-08-09,52.0
2019-04-22,51.43000030517578
2019-03-21,50.08000183105469
2019-01-16,51.22999954223633
2019-08-28,50.11000061035156
2018-11-13,51.810001373291016
2018-10-12,52.7599983215332
2019-06-25,52.459999084472656
2020-03-10,52.779998779296875
2020-05-28,52.90999984741211
2019-10-07,52.91999816894531
2020-03-13,53.65999984741211
2019-10-10,53.130001068115234
2020-03-16,52.91999816894531
2020-06-03,55.65999984741211
2018-11-28,55.41999816894531
2018-09-25,54.59000015258789
2018-07-23,54.220001220703125
2018-08-24,54.34000015258789
2019-07-10,54.11000061035156
2019-05-07,53.7400016784668
2019-04-05,54.439998626708984
2019-03-04,56.5099983215332
2019-01-31,56.40999984741211
2019-09-12,55.02000045776367
2019-12-31,55.15999984741211
2020-03-19,55.93000030517578
2020-01-03,56.290000915527344
