Dates,HFC
2018-06-20,75.70999908447266
2018-06-21,74.61000061035156
2018-06-25,74.23999786376953
2018-06-22,70.87999725341797
2018-06-26,68.83000183105469
2018-06-27,68.91999816894531
2018-06-28,67.75
2018-06-29,69.66000366210938
2018-07-02,69.3499984741211
2018-07-03,69.41000366210938
2018-07-05,69.94999694824219
2018-07-16,68.97000122070312
2018-09-18,70.23999786376953
2019-01-24,70.66999816894531
2019-09-05,69.30999755859375
2018-11-21,67.94999694824219
2020-01-13,69.33000183105469
2020-04-01,70.0
2020-06-19,71.23999786376953
2019-10-29,71.9000015258789
2020-01-16,72.22000122070312
2020-06-22,72.41000366210938
2018-10-03,71.55000305175781
2018-07-31,71.91999816894531
2019-03-12,72.12999725341797
2019-02-08,74.75
2019-01-07,75.18000030517578
2018-12-06,75.12999725341797
2019-08-19,75.75
2019-07-18,74.44999694824219
2019-05-15,69.31999969482422
2019-09-20,68.83999633789062
2019-11-01,68.31999969482422
2020-04-07,69.8499984741211
2020-06-25,70.48999786376953
2020-06-16,69.7699966430664
2019-11-04,69.52999877929688
2020-01-22,70.37000274658203
2019-11-07,69.55000305175781
2020-04-13,69.13999938964844
2019-07-01,68.6500015258789
2019-05-30,68.91000366210938
2018-08-15,71.55999755859375
2018-10-18,72.36000061035156
2019-03-27,71.79000091552734
2019-01-22,73.23999786376953
2018-12-21,74.37999725341797
2019-09-03,74.80999755859375
2018-11-19,75.13999938964844
2019-08-02,75.27999877929688
2020-01-28,75.2300033569336
2020-04-16,75.04000091552734
2019-11-13,76.55999755859375
2020-01-31,76.11000061035156
2018-12-04,74.62000274658203
2018-11-02,71.98999786376953
2019-07-16,71.77999877929688
2018-08-30,72.54000091552734
2018-10-01,72.77999877929688
2019-06-14,72.47000122070312
2019-05-13,71.97000122070312
2019-04-11,70.52999877929688
2019-02-06,70.63999938964844
2019-09-18,69.29000091552734
2020-02-03,66.61000061035156
2020-04-22,67.51000213623047
2019-11-19,70.62000274658203
2020-02-06,71.4800033569336
2019-11-22,71.69000244140625
2019-03-25,72.30000305175781
2019-02-21,70.9000015258789
2018-12-19,71.27999877929688
2018-07-12,70.08000183105469
2018-09-14,71.43000030517578
2018-08-13,71.81999969482422
2018-10-16,70.37999725341797
2019-07-31,69.0
2019-05-28,69.41000366210938
2019-04-26,69.0999984741211
2020-04-28,67.19999694824219
2019-11-25,67.69000244140625
2020-02-12,66.6500015258789
2020-05-01,67.52999877929688
2020-05-04,67.68000030517578
2019-06-12,68.55999755859375
2019-04-09,67.01000213623047
2019-03-08,65.12999725341797
2019-02-04,64.76000213623047
2018-07-27,64.30999755859375
2018-08-28,64.0
2019-01-03,63.27000045776367
2019-08-15,64.4000015258789
2018-10-31,63.59000015258789
2019-09-16,69.22000122070312
2020-02-18,68.19999694824219
2020-05-07,69.5
2018-08-17,67.4800033569336
2019-12-04,65.56999969482422
2020-02-21,68.23999786376953
2018-12-17,68.20999908447266
2019-08-30,65.30000305175781
2018-11-15,65.23999786376953
2019-07-29,63.810001373291016
2019-06-27,62.59000015258789
2019-04-24,63.099998474121094
2018-07-10,64.30000305175781
2018-09-12,64.9000015258789
2019-02-19,61.22999954223633
2019-01-18,60.599998474121094
2020-02-24,59.18000030517578
2020-05-13,60.52000045776367
2019-12-10,60.86000061035156
2020-02-27,61.83000183105469
2019-12-13,62.560001373291016
2020-05-19,62.720001220703125
2019-03-06,62.77000045776367
2018-11-30,59.5
2019-08-13,57.849998474121094
2019-07-12,59.36000061035156
2019-06-10,56.66999816894531
2019-05-09,56.45000076293945
2018-07-25,58.130001068115234
2018-09-27,57.400001525878906
2018-10-29,56.70000076293945
2019-10-16,54.189998626708984
2019-12-16,53.5099983215332
2020-03-04,54.029998779296875
2020-05-22,52.720001220703125
2019-10-01,51.15999984741211
2019-12-19,49.25
2018-09-10,50.880001068115234
2019-05-24,51.61000061035156
2018-08-09,52.25
2019-04-22,52.06999969482422
2019-03-21,51.630001068115234
2019-01-16,51.380001068115234
2019-08-28,52.13999938964844
2018-11-13,52.65999984741211
2018-10-12,53.189998626708984
2019-06-25,53.83000183105469
2020-03-10,53.970001220703125
2020-05-28,54.47999954223633
2019-10-07,53.470001220703125
2020-03-13,53.65999984741211
2019-10-10,53.79999923706055
2020-03-16,55.2599983215332
2020-06-03,56.04999923706055
2018-11-28,56.040000915527344
2018-09-25,55.38999938964844
2018-07-23,54.54999923706055
2018-08-24,55.84000015258789
2019-07-10,54.66999816894531
2019-05-07,54.20000076293945
2019-04-05,56.060001373291016
2019-03-04,57.66999816894531
2019-01-31,56.40999984741211
2019-09-12,55.619998931884766
2019-12-31,56.470001220703125
2020-03-19,56.560001373291016
2020-01-03,57.31999969482422
2020-06-09,55.2400016784668
2019-02-15,55.52000045776367
2019-01-14,55.650001525878906
2018-07-06,56.33000183105469
2018-08-07,57.34000015258789
2018-10-10,58.130001068115234
2018-12-13,57.939998626708984
2019-08-26,57.38999938964844
2019-07-25,57.099998474121094
2019-05-22,56.040000915527344
2019-03-19,55.790000915527344
2020-01-06,54.849998474121094
2020-03-25,53.869998931884766
2020-06-12,52.79999923706055
2019-10-22,52.310001373291016
2020-01-09,52.56999969482422
2020-06-15,52.13999938964844
2019-10-25,51.560001373291016
2020-03-31,50.61000061035156
2020-06-18,48.970001220703125
2019-04-03,50.06999969482422
2018-08-22,50.790000915527344
2018-10-25,52.22999954223633
2019-01-29,52.2400016784668
2018-12-28,53.43000030517578
2018-11-26,52.939998626708984
2019-08-09,53.400001525878906
2019-07-08,52.220001220703125
2019-06-06,52.58000183105469
2019-09-10,51.709999084472656
2020-01-15,50.720001220703125
2020-04-03,52.09000015258789
2019-10-31,51.959999084472656
2020-04-06,50.81999969482422
2020-06-24,51.22999954223633
2018-11-09,49.93000030517578
2019-07-23,49.5
2019-06-21,50.18000030517578
2019-05-20,49.810001373291016
2019-04-18,50.38999938964844
2018-09-06,50.33000183105469
2018-10-08,49.06999969482422
2019-02-13,50.61000061035156
2018-12-11,50.93000030517578
2019-09-25,51.220001220703125
2020-01-21,50.27000045776367
2020-04-09,48.25
2019-11-06,48.849998474121094
2020-01-24,48.45000076293945
2020-01-27,48.97999954223633
2020-04-15,49.470001220703125
2018-12-26,48.70000076293945
2019-08-07,50.22999954223633
2019-06-04,49.27000045776367
2018-09-21,49.189998626708984
2018-07-19,48.90999984741211
2018-08-20,48.779998779296875
2018-10-23,48.849998474121094
2019-05-03,47.29999923706055
2019-04-01,46.34000015258789
2019-02-28,45.529998779296875
2019-11-12,45.290000915527344
2020-01-30,43.869998931884766
2019-11-15,44.630001068115234
2020-04-21,43.939998626708984
2019-04-16,43.779998779296875
2019-03-15,43.84000015258789
2019-02-11,44.849998474121094
2019-01-10,44.27000045776367
2019-08-22,43.650001525878906
2018-11-07,44.5
2018-08-03,44.43000030517578
2018-09-04,42.02000045776367
2019-06-19,41.59000015258789
2019-09-23,41.650001525878906
2019-11-18,41.119998931884766
2020-02-05,41.04999923706055
2020-04-24,39.029998779296875
2019-03-29,39.099998474121094
2019-11-21,39.77000045776367
2020-04-27,40.95000076293945
2020-02-11,41.34000015258789
2020-04-30,40.41999816894531
2019-05-01,41.22999954223633
2019-02-26,41.040000915527344
2019-01-25,40.40999984741211
2018-12-24,40.560001373291016
2019-09-06,40.369998931884766
2018-07-17,41.560001373291016
2018-09-19,41.939998626708984
2019-08-05,42.16999816894531
2019-10-08,43.900001525878906
2019-12-11,44.47999954223633
2019-11-27,44.25
2020-02-14,44.15999984741211
2020-05-06,44.90999984741211
2019-01-08,45.290000915527344
2018-12-07,46.41999816894531
2019-08-20,47.2400016784668
2018-11-05,46.279998779296875
2019-07-19,45.880001068115234
2018-10-04,46.029998779296875
2019-06-17,46.09000015258789
2019-05-16,46.86000061035156
2018-08-01,47.349998474121094
2019-03-13,48.150001525878906
2019-12-03,48.91999816894531
2020-02-20,48.380001068115234
2019-12-06,48.189998626708984
2020-05-12,47.88999938964844
2019-12-09,48.4900016784668
2020-02-26,48.970001220703125
2020-05-15,49.060001373291016
2019-03-28,48.689998626708984
2018-09-17,49.790000915527344
2018-08-16,49.630001068115234
2018-10-19,49.900001525878906
2019-04-29,49.619998931884766
2019-01-23,50.13999938964844
2019-09-04,51.310001373291016
2018-11-20,53.88999938964844
2019-07-02,53.18000030517578
2019-05-31,50.650001525878906
2019-12-12,49.9900016784668
2020-05-18,50.400001525878906
2019-09-27,51.2599983215332
2020-03-03,51.2400016784668
2020-05-21,48.56999969482422
2019-05-14,47.93000030517578
2018-08-31,45.959999084472656
2018-07-30,44.72999954223633
2018-10-02,44.72999954223633
2019-04-12,46.61000061035156
2019-03-11,46.400001525878906
2019-02-07,46.90999984741211
2019-07-17,46.18000030517578
2019-09-19,45.84000015258789
2019-10-21,44.45000076293945
2019-12-18,44.619998931884766
2020-03-06,43.560001373291016
2019-10-03,44.689998626708984
2020-03-09,44.779998779296875
2020-05-27,45.38999938964844
2019-12-24,46.02000045776367
2020-03-12,47.70000076293945
2018-12-20,48.84000015258789
2019-08-01,50.470001220703125
2018-08-14,51.43000030517578
2018-07-13,51.61000061035156
2018-10-17,51.2599983215332
2019-05-29,51.95000076293945
2019-03-26,54.150001525878906
2019-02-22,53.900001525878906
2019-10-04,53.25
2019-11-05,53.4900016784668
2019-12-27,53.220001220703125
2020-06-02,53.380001068115234
2019-12-30,53.380001068115234
2020-03-18,53.75
2020-06-05,53.720001220703125
2019-07-15,54.36000061035156
2018-12-03,54.099998474121094
2019-06-13,53.97999954223633
2019-01-04,52.86000061035156
2018-08-29,52.88999938964844
2019-02-05,53.709999084472656
