Dates,DRI
2018-06-20,93.2699966430664
2018-06-21,107.05999755859375
2018-06-25,108.87000274658203
2018-06-22,107.30000305175781
2018-06-26,107.83999633789062
2018-06-27,105.87000274658203
2018-06-28,108.0
2018-06-29,107.05999755859375
2018-07-02,109.51000213623047
2018-07-03,108.66999816894531
2018-07-05,110.19000244140625
2018-07-16,111.08000183105469
2018-09-18,110.43000030517578
2019-01-24,109.80000305175781
2019-09-05,110.45999908447266
2018-11-21,111.38999938964844
2020-01-13,112.08999633789062
2020-04-01,111.27999877929688
2020-06-19,110.37999725341797
2019-10-29,112.1500015258789
2020-01-16,111.80999755859375
2020-06-22,110.45999908447266
2018-10-03,110.95999908447266
2018-07-31,108.30000305175781
2019-03-12,107.05000305175781
2019-02-08,107.01000213623047
2019-01-07,106.77999877929688
2018-12-06,106.41999816894531
2019-08-19,106.94000244140625
2019-07-18,106.52999877929688
2019-05-15,108.7699966430664
2019-09-20,108.87999725341797
2019-11-01,110.88999938964844
2020-04-07,109.9800033569336
2020-06-25,109.87999725341797
2020-06-16,109.41999816894531
2019-11-04,109.47000122070312
2020-01-22,109.33000183105469
2019-11-07,111.16000366210938
2020-04-13,112.33999633789062
2019-07-01,112.87999725341797
2019-05-30,113.8499984741211
2018-08-15,114.36000061035156
2018-10-18,114.0
2019-03-27,113.76000213623047
2019-01-22,114.30999755859375
2018-12-21,114.33000183105469
2019-09-03,113.87999725341797
2018-11-19,114.9800033569336
2019-08-02,114.87999725341797
2020-01-28,115.62000274658203
2020-04-16,116.04000091552734
2019-11-13,117.2699966430664
2020-01-31,118.87000274658203
2018-12-04,118.80999755859375
2018-11-02,119.16000366210938
2019-07-16,118.68000030517578
2018-08-30,119.37999725341797
2018-10-01,118.73999786376953
2019-06-14,118.8499984741211
2019-05-13,119.05000305175781
2019-04-11,117.9800033569336
2019-02-06,118.9000015258789
2019-09-18,117.88999938964844
2020-02-03,116.44999694824219
2020-04-22,112.88999938964844
2019-11-19,113.27999877929688
2020-02-06,113.08000183105469
2019-11-22,112.54000091552734
2019-03-25,111.27999877929688
2019-02-21,111.19000244140625
2018-12-19,109.22000122070312
2018-07-12,107.05000305175781
2018-09-14,107.9000015258789
2018-08-13,108.13999938964844
2018-10-16,108.38999938964844
2019-07-31,108.33999633789062
2019-05-28,108.63999938964844
2019-04-26,106.95999908447266
2020-04-28,104.05000305175781
2019-11-25,106.76000213623047
2020-02-12,106.73999786376953
2020-05-01,110.08999633789062
2020-05-04,109.94000244140625
2019-06-12,109.66000366210938
2019-04-09,106.33000183105469
2019-03-08,107.12999725341797
2019-02-04,107.19999694824219
2018-07-27,103.91000366210938
2018-08-28,106.43000030517578
2019-01-03,103.91000366210938
2019-08-15,105.16000366210938
2018-10-31,108.06999969482422
2019-09-16,106.55000305175781
2020-02-18,104.86000061035156
2020-05-07,105.30000305175781
2018-08-17,106.33999633789062
2019-12-04,110.6500015258789
2020-02-21,111.22000122070312
2018-12-17,112.23999786376953
2019-08-30,112.44000244140625
2018-11-15,112.38999938964844
2019-07-29,112.05000305175781
2019-06-27,111.91999816894531
2019-04-24,111.81999969482422
2018-07-10,111.86000061035156
2018-09-12,113.45999908447266
2019-02-19,111.33999633789062
2019-01-18,111.20999908447266
2020-02-24,111.56999969482422
2020-05-13,110.27999877929688
2019-12-10,109.93000030517578
2020-02-27,113.3499984741211
2019-12-13,111.26000213623047
2020-05-19,110.54000091552734
2019-03-06,110.05000305175781
2018-11-30,107.75
2019-08-13,109.37999725341797
2019-07-12,104.83000183105469
2019-06-10,105.36000061035156
2019-05-09,101.75
2018-07-25,105.30999755859375
2018-09-27,104.22000122070312
2018-10-29,103.19999694824219
2019-10-16,98.88999938964844
2019-12-16,103.8499984741211
2020-03-04,100.62999725341797
2020-05-22,99.08000183105469
2019-10-01,99.18000030517578
2019-12-19,96.70999908447266
2018-09-10,98.56999969482422
2019-05-24,98.55000305175781
2018-08-09,98.33999633789062
2019-04-22,99.86000061035156
2019-03-21,99.93000030517578
2019-01-16,98.31999969482422
2019-08-28,101.4000015258789
2018-11-13,103.94000244140625
2018-10-12,105.62000274658203
2019-06-25,104.87000274658203
2020-03-10,105.77999877929688
2020-05-28,107.98999786376953
2019-10-07,105.91999816894531
2020-03-13,107.26000213623047
2019-10-10,106.79000091552734
2020-03-16,108.01000213623047
2020-06-03,109.0199966430664
2018-11-28,108.62999725341797
2018-09-25,108.08999633789062
2018-07-23,107.41999816894531
2018-08-24,106.43000030517578
2019-07-10,107.37000274658203
2019-05-07,106.22000122070312
2019-04-05,106.12999725341797
2019-03-04,104.93000030517578
2019-01-31,104.9800033569336
2019-09-12,107.16999816894531
2019-12-31,108.08999633789062
2020-03-19,109.23999786376953
2020-01-03,109.58999633789062
2020-06-09,109.41000366210938
2019-02-15,110.29000091552734
2019-01-14,111.51000213623047
2018-07-06,111.63999938964844
2018-08-07,111.9000015258789
2018-10-10,112.12000274658203
2018-12-13,111.33999633789062
2019-08-26,110.54000091552734
2019-07-25,111.0999984741211
2019-05-22,111.76000213623047
2019-03-19,111.08999633789062
2020-01-06,111.06999969482422
2020-03-25,111.36000061035156
2020-06-12,112.11000061035156
2019-10-22,111.6500015258789
2020-01-09,111.19999694824219
2020-06-15,110.68000030517578
2019-10-25,109.54000091552734
2020-03-31,108.43000030517578
2020-06-18,107.63999938964844
2019-04-03,108.77999877929688
2018-08-22,109.44000244140625
2018-10-25,110.04000091552734
2019-01-29,110.04000091552734
2018-12-28,110.66000366210938
2018-11-26,111.08999633789062
2019-08-09,110.37000274658203
2019-07-08,108.6500015258789
2019-06-06,116.11000061035156
2019-09-10,117.44000244140625
2020-01-15,118.70999908447266
2020-04-03,119.0999984741211
2019-10-31,119.0199966430664
2020-04-06,121.12999725341797
2020-06-24,121.47000122070312
2018-11-09,120.4800033569336
2019-07-23,119.18000030517578
2019-06-21,118.44999694824219
2019-05-20,118.51000213623047
2019-04-18,118.9800033569336
2018-09-06,119.33000183105469
2018-10-08,117.02999877929688
2019-02-13,117.01000213623047
2018-12-11,116.3499984741211
2019-09-25,116.5
2020-01-21,115.8499984741211
2020-04-09,115.73999786376953
2019-11-06,114.41999816894531
2020-01-24,116.87000274658203
2020-01-27,116.81999969482422
2020-04-15,117.0
2018-12-26,117.93000030517578
2019-08-07,119.1500015258789
2019-06-04,121.62000274658203
2018-09-21,120.33000183105469
2018-07-19,117.5999984741211
2018-08-20,115.52999877929688
2018-10-23,117.80999755859375
2019-05-03,117.68000030517578
2019-04-01,118.68000030517578
2019-02-28,119.45999908447266
2019-11-12,118.87000274658203
2020-01-30,120.3499984741211
2019-11-15,121.75
2020-04-21,120.18000030517578
2019-04-16,121.02999877929688
2019-03-15,120.95999908447266
2019-02-11,118.94999694824219
2019-01-10,119.86000061035156
2019-08-22,122.91000366210938
2018-11-07,124.77999877929688
2018-08-03,123.02999877929688
2018-09-04,120.76000213623047
2019-06-19,120.12999725341797
2019-09-23,118.12999725341797
2019-11-18,115.93000030517578
2020-02-05,117.6500015258789
2020-04-24,116.31999969482422
2019-03-29,116.44999694824219
2019-11-21,118.0199966430664
2020-04-27,118.01000213623047
2020-02-11,120.68000030517578
2020-04-30,121.31999969482422
2019-05-01,118.9800033569336
2019-02-26,119.02999877929688
2019-01-25,117.80999755859375
2018-12-24,118.9000015258789
2019-09-06,119.68000030517578
2018-07-17,118.30999755859375
2018-09-19,117.93000030517578
2019-08-05,117.41000366210938
2019-10-08,118.66999816894531
2019-12-11,121.2300033569336
2019-11-27,121.98999786376953
2020-02-14,123.13999938964844
2020-05-06,120.01000213623047
2019-01-08,121.54000091552734
2018-12-07,121.7300033569336
2019-08-20,121.58999633789062
2018-11-05,120.83000183105469
2019-07-19,121.70999908447266
2018-10-04,123.63999938964844
2019-06-17,124.9800033569336
2019-05-16,122.58000183105469
2018-08-01,121.5
2019-03-13,122.33000183105469
2019-12-03,124.76000213623047
2020-02-20,125.41999816894531
2019-12-06,123.20999908447266
2020-05-12,122.20999908447266
2019-12-09,124.06999969482422
2020-02-26,124.41000366210938
2020-05-15,125.45999908447266
2019-03-28,125.16000366210938
2018-09-17,124.23999786376953
2018-08-16,123.58999633789062
2018-10-19,125.95999908447266
2019-04-29,126.62000274658203
2019-01-23,124.68000030517578
2019-09-04,121.55999755859375
2018-11-20,120.87999725341797
2019-07-02,120.08999633789062
2019-05-31,118.0199966430664
2019-12-12,117.88999938964844
2020-05-18,118.93000030517578
2019-09-27,122.05000305175781
2020-03-03,122.43000030517578
2020-05-21,120.66000366210938
2019-05-14,121.16000366210938
2018-08-31,116.80000305175781
2018-07-30,114.91000366210938
2018-10-02,117.0999984741211
2019-04-12,119.56999969482422
2019-03-11,118.87000274658203
2019-02-07,119.52999877929688
2019-07-17,120.9000015258789
2019-09-19,120.52999877929688
2019-10-21,121.19999694824219
2019-12-18,119.5199966430664
2020-03-06,120.19999694824219
2019-10-03,121.83999633789062
2020-03-09,120.9800033569336
2020-05-27,119.5199966430664
2019-12-24,122.12000274658203
2020-03-12,124.05999755859375
2018-12-20,125.4800033569336
2019-08-01,127.56999969482422
2018-08-14,126.94999694824219
2018-07-13,127.19999694824219
2018-10-17,126.05999755859375
2019-05-29,127.33999633789062
2019-03-26,126.91000366210938
2019-02-22,126.0
2019-10-04,127.12999725341797
2019-11-05,120.68000030517578
2019-12-27,119.80000305175781
2020-06-02,119.19000244140625
2019-12-30,117.81999969482422
2020-03-18,118.5
2020-06-05,116.44000244140625
2019-07-15,116.36000061035156
2018-12-03,118.22000122070312
2019-06-13,117.01000213623047
2019-01-04,115.86000061035156
2018-08-29,115.44999694824219
2019-02-05,116.41999816894531
2018-11-01,115.79000091552734
2019-08-16,113.94000244140625
2019-04-10,112.47000122070312
2019-09-17,112.02999877929688
2019-10-15,113.04000091552734
2020-01-02,110.44999694824219
2020-06-08,110.29000091552734
2019-10-18,110.0
2020-03-24,109.13999938964844
2020-06-11,110.44999694824219
2020-01-08,110.16000366210938
2019-04-25,108.81999969482422
2019-07-30,110.4000015258789
2019-02-20,110.41000366210938
2018-07-11,112.37000274658203
2018-09-13,111.3499984741211
2018-10-15,113.75
