Dates,DRI
2018-06-20,93.18000030517578
2018-06-21,100.72000122070312
2018-06-25,105.36000061035156
2018-06-22,107.19999694824219
2018-06-26,106.33000183105469
2018-06-27,105.80999755859375
2018-06-28,105.52999877929688
2018-06-29,107.05999755859375
2018-07-02,106.12999725341797
2018-07-03,108.1500015258789
2018-07-05,108.91000366210938
2018-07-16,110.19000244140625
2018-09-18,109.70999908447266
2019-01-24,109.25
2019-09-05,109.41999816894531
2018-11-21,110.69999694824219
2020-01-13,110.80999755859375
2020-04-01,110.05000305175781
2020-06-19,110.19999694824219
2019-10-29,110.5199966430664
2020-01-16,111.02999877929688
2020-06-22,110.36000061035156
2018-10-03,109.11000061035156
2018-07-31,107.93000030517578
2019-03-12,106.91999816894531
2019-02-08,106.51000213623047
2019-01-07,106.68000030517578
2018-12-06,106.2699966430664
2019-08-19,104.72000122070312
2019-07-18,105.31999969482422
2019-05-15,106.33999633789062
2019-09-20,108.0199966430664
2019-11-01,109.18000030517578
2020-04-07,109.4000015258789
2020-06-25,108.58000183105469
2020-06-16,109.33999633789062
2019-11-04,107.95999908447266
2020-01-22,108.44999694824219
2019-11-07,108.45999908447266
2020-04-13,110.58000183105469
2019-07-01,112.52999877929688
2019-05-30,112.72000122070312
2018-08-15,113.4000015258789
2018-10-18,113.02999877929688
2019-03-27,113.01000213623047
2019-01-22,112.20999908447266
2018-12-21,114.08000183105469
2019-09-03,113.44999694824219
2018-11-19,113.66000366210938
2019-08-02,114.31999969482422
2020-01-28,114.2699966430664
2020-04-16,115.19000244140625
2019-11-13,115.97000122070312
2020-01-31,116.75
2018-12-04,118.05000305175781
2018-11-02,118.69999694824219
2019-07-16,117.2300033569336
2018-08-30,118.94999694824219
2018-10-01,118.45999908447266
2019-06-14,118.19000244140625
2019-05-13,118.38999938964844
2019-04-11,117.41999816894531
2019-02-06,117.01000213623047
2019-09-18,117.08000183105469
2020-02-03,114.9000015258789
2020-04-22,112.5999984741211
2019-11-19,110.72000122070312
2020-02-06,112.62999725341797
2019-11-22,112.4000015258789
2019-03-25,111.08999633789062
2019-02-21,110.97000122070312
2018-12-19,109.01000213623047
2018-07-12,106.94000244140625
2018-09-14,107.22000122070312
2018-08-13,107.69000244140625
2018-10-16,107.45999908447266
2019-07-31,106.81999969482422
2019-05-28,107.97000122070312
2019-04-26,106.87000274658203
2020-04-28,103.13999938964844
2019-11-25,105.12999725341797
2020-02-12,105.56999969482422
2020-05-01,107.25
2020-05-04,108.52999877929688
2019-06-12,108.77999877929688
2019-04-09,106.13999938964844
2019-03-08,106.33999633789062
2019-02-04,105.41999816894531
2018-07-27,103.76000213623047
2018-08-28,104.1500015258789
2019-01-03,103.26000213623047
2019-08-15,104.2300033569336
2018-10-31,104.0999984741211
2019-09-16,106.16999816894531
2020-02-18,104.81999969482422
2020-05-07,103.88999938964844
2018-08-17,105.12000274658203
2019-12-04,106.38999938964844
2020-02-21,109.31999969482422
2018-12-17,110.9800033569336
2019-08-30,111.63999938964844
2018-11-15,112.08000183105469
2019-07-29,111.52999877929688
2019-06-27,111.16000366210938
2019-04-24,109.81999969482422
2018-07-10,109.75
2018-09-12,111.25
2019-02-19,110.69000244140625
2019-01-18,110.45999908447266
2020-02-24,110.5199966430664
2020-05-13,109.27999877929688
2019-12-10,109.25
2020-02-27,110.72000122070312
2019-12-13,109.87000274658203
2020-05-19,109.58999633789062
2019-03-06,108.19999694824219
2018-11-30,107.58000183105469
2019-08-13,105.87999725341797
2019-07-12,104.27999877929688
2019-06-10,103.27999877929688
2019-05-09,100.87999725341797
2018-07-25,104.12999725341797
2018-09-27,102.83999633789062
2018-10-29,102.62999725341797
2019-10-16,98.72000122070312
2019-12-16,101.33000183105469
2020-03-04,99.98999786376953
2020-05-22,97.37000274658203
2019-10-01,98.62000274658203
2019-12-19,95.91999816894531
2018-09-10,96.41000366210938
2019-05-24,95.83000183105469
2018-08-09,97.94000244140625
2019-04-22,97.9800033569336
2019-03-21,98.2300033569336
2019-01-16,97.91000366210938
2019-08-28,98.88999938964844
2018-11-13,101.62999725341797
2018-10-12,103.7300033569336
2019-06-25,104.18000030517578
2020-03-10,104.0999984741211
2020-05-28,106.41999816894531
2019-10-07,105.33999633789062
2020-03-13,105.4800033569336
2019-10-10,105.86000061035156
2020-03-16,106.81999969482422
2020-06-03,107.55999755859375
2018-11-28,107.58000183105469
2018-09-25,107.08000183105469
2018-07-23,107.38999938964844
2018-08-24,105.69999694824219
2019-07-10,105.7699966430664
2019-05-07,105.0
2019-04-05,105.0999984741211
2019-03-04,104.29000091552734
2019-01-31,104.25
2019-09-12,105.31999969482422
2019-12-31,106.55999755859375
2020-03-19,107.95999908447266
2020-01-03,108.6500015258789
2020-06-09,108.43000030517578
2019-02-15,109.51000213623047
2019-01-14,110.55000305175781
2018-07-06,109.80000305175781
2018-08-07,110.80000305175781
2018-10-10,111.79000091552734
2018-12-13,111.30999755859375
2019-08-26,110.41999816894531
2019-07-25,109.36000061035156
2019-05-22,110.30000305175781
2019-03-19,110.94999694824219
2020-01-06,110.87999725341797
2020-03-25,110.30000305175781
2020-06-12,110.94000244140625
2019-10-22,111.06999969482422
2020-01-09,110.0
2020-06-15,110.4000015258789
2019-10-25,109.22000122070312
2020-03-31,107.91999816894531
2020-06-18,106.75
2019-04-03,107.33000183105469
2018-08-22,108.52999877929688
2018-10-25,109.5199966430664
2019-01-29,109.5
2018-12-28,109.66999816894531
2018-11-26,110.18000030517578
2019-08-09,109.8499984741211
2019-07-08,108.31999969482422
2019-06-06,112.5
2019-09-10,115.80999755859375
2020-01-15,117.38999938964844
2020-04-03,118.29000091552734
2019-10-31,118.37000274658203
2020-04-06,119.31999969482422
2020-06-24,120.77999877929688
2018-11-09,119.95999908447266
2019-07-23,118.31999969482422
2019-06-21,118.0
2019-05-20,117.0
2019-04-18,118.41999816894531
2018-09-06,118.54000091552734
2018-10-08,116.91000366210938
2019-02-13,116.06999969482422
2018-12-11,115.80999755859375
2019-09-25,116.22000122070312
2020-01-21,115.55999755859375
2020-04-09,114.76000213623047
2019-11-06,113.81999969482422
2020-01-24,114.6500015258789
2020-01-27,116.25
