Dates,DRI
2018-06-20,2889700.0
2018-06-21,8042900.0
2018-06-25,3273800.0
2018-06-22,2510000.0
2018-06-26,2031900.0
2018-06-27,1880700.0
2018-06-28,2003500.0
2018-06-29,1894900.0
2018-07-02,2053300.0
2018-07-03,2591300.0
2018-07-05,1963600.0
2018-07-16,1963500.0
2018-09-18,2254300.0
2019-01-24,1993800.0
2019-09-05,1768200.0
2018-11-21,1386300.0
2020-01-13,955700.0
2020-04-01,1506900.0
2020-06-19,1215300.0
2019-10-29,1215100.0
2020-01-16,801800.0
2020-06-22,1240200.0
2018-10-03,1139200.0
2018-07-31,1798500.0
2019-03-12,2290000.0
2019-02-08,1632400.0
2019-01-07,1193600.0
2018-12-06,632000.0
2019-08-19,1328700.0
2019-07-18,1207300.0
2019-05-15,1287500.0
2019-09-20,1114200.0
2019-11-01,972000.0
2020-04-07,837000.0
2020-06-25,735100.0
2020-06-16,884700.0
2019-11-04,892700.0
2020-01-22,754600.0
2019-11-07,818900.0
2020-04-13,1262500.0
2019-07-01,987900.0
2019-05-30,776900.0
2018-08-15,1166500.0
2018-10-18,626600.0
2019-03-27,529600.0
2019-01-22,1101200.0
2018-12-21,970700.0
2019-09-03,643700.0
2018-11-19,912400.0
2019-08-02,518300.0
2020-01-28,557500.0
2020-04-16,999900.0
2019-11-13,815500.0
2020-01-31,1066400.0
2018-12-04,1154800.0
2018-11-02,1571700.0
2019-07-16,1006200.0
2018-08-30,1173300.0
2018-10-01,754200.0
2019-06-14,862100.0
2019-05-13,815800.0
2019-04-11,992200.0
2019-02-06,1697600.0
2019-09-18,1662900.0
2020-02-03,3697400.0
2020-04-22,3062000.0
2019-11-19,1811400.0
2020-02-06,1475400.0
2019-11-22,1269500.0
2019-03-25,916700.0
2019-02-21,1807700.0
2018-12-19,1444100.0
2018-07-12,1715100.0
2018-09-14,1561200.0
2018-08-13,1399600.0
2018-10-16,1574300.0
2019-07-31,1105500.0
2019-05-28,1272000.0
2019-04-26,1220400.0
2020-04-28,2045700.0
2019-11-25,1670800.0
2020-02-12,922100.0
2020-05-01,1562300.0
2020-05-04,1049300.0
2019-06-12,1219900.0
2019-04-09,1439500.0
2019-03-08,1068500.0
2019-02-04,1119700.0
2018-07-27,1381500.0
2018-08-28,918400.0
2019-01-03,1286700.0
