Dates,DRI
2018-06-20,94.5199966430664
2018-06-21,102.51000213623047
2018-06-25,108.23999786376953
2018-06-22,108.69000244140625
2018-06-26,107.41000366210938
2018-06-27,108.38999938964844
2018-06-28,105.52999877929688
2018-06-29,108.45999908447266
2018-07-02,106.8499984741211
2018-07-03,110.0
2018-07-05,109.3499984741211
2018-07-16,110.86000061035156
2018-09-18,110.68000030517578
2019-01-24,110.48999786376953
2019-09-05,109.44999694824219
2018-11-21,111.25
2020-01-13,111.11000061035156
2020-04-01,110.73999786376953
2020-06-19,111.33000183105469
2019-10-29,111.08000183105469
2020-01-16,111.02999877929688
2020-06-22,111.43000030517578
2018-10-03,110.7300033569336
2018-07-31,110.91999816894531
2019-03-12,108.0
2019-02-08,106.95999908447266
2019-01-07,107.97000122070312
2018-12-06,106.76000213623047
2019-08-19,104.80000305175781
2019-07-18,105.87999725341797
2019-05-15,106.97000122070312
2019-09-20,108.88999938964844
2019-11-01,109.18000030517578
2020-04-07,111.20999908447266
2020-06-25,109.97000122070312
2020-06-16,109.8499984741211
2019-11-04,108.45999908447266
2020-01-22,109.54000091552734
2019-11-07,109.97000122070312
2020-04-13,110.58000183105469
2019-07-01,112.83000183105469
2019-05-30,113.1500015258789
2018-08-15,113.73999786376953
2018-10-18,114.52999877929688
2019-03-27,114.19999694824219
2019-01-22,113.5199966430664
2018-12-21,114.44999694824219
2019-09-03,114.70999908447266
2018-11-19,113.66000366210938
2019-08-02,115.19000244140625
2020-01-28,114.75
2020-04-16,115.80999755859375
2019-11-13,116.11000061035156
2020-01-31,117.91000366210938
2018-12-04,118.58999633789062
2018-11-02,118.8499984741211
2019-07-16,117.44999694824219
2018-08-30,120.51000213623047
2018-10-01,119.5199966430664
2019-06-14,119.41999816894531
2019-05-13,119.4000015258789
2019-04-11,118.58999633789062
2019-02-06,117.91000366210938
2019-09-18,119.76000213623047
2020-02-03,122.62000274658203
2020-04-22,116.9000015258789
2019-11-19,111.2699966430664
2020-02-06,113.87000274658203
2019-11-22,113.41000366210938
2019-03-25,112.27999877929688
2019-02-21,111.29000091552734
2018-12-19,111.12999725341797
2018-07-12,109.31999969482422
2018-09-14,107.44000244140625
2018-08-13,108.13999938964844
2018-10-16,108.2300033569336
2019-07-31,108.43000030517578
2019-05-28,108.1500015258789
2019-04-26,108.66000366210938
2020-04-28,106.83000183105469
2019-11-25,105.37999725341797
2020-02-12,106.5999984741211
2020-05-01,107.63999938964844
2020-05-04,109.88999938964844
2019-06-12,109.9000015258789
2019-04-09,109.4000015258789
2019-03-08,106.77999877929688
2019-02-04,106.0
2018-07-27,106.26000213623047
2018-08-28,104.44999694824219
2019-01-03,105.43000030517578
2019-08-15,105.62999725341797
2018-10-31,105.94000244140625
2019-09-16,109.0
2020-02-18,106.29000091552734
2020-05-07,105.95999908447266
2018-08-17,105.19000244140625
2019-12-04,106.38999938964844
2020-02-21,110.66999816894531
2018-12-17,111.4000015258789
2019-08-30,112.33000183105469
2018-11-15,113.0
2019-07-29,112.70999908447266
2019-06-27,112.43000030517578
2019-04-24,111.29000091552734
2018-07-10,111.08000183105469
2018-09-12,111.75
2019-02-19,112.62999725341797
2019-01-18,111.44000244140625
2020-02-24,110.5199966430664
2020-05-13,112.6500015258789
2019-12-10,109.79000091552734
2020-02-27,110.72000122070312
2019-12-13,112.19999694824219
2020-05-19,111.44999694824219
2019-03-06,111.08999633789062
2018-11-30,109.61000061035156
2019-08-13,107.19000244140625
2019-07-12,109.18000030517578
2019-06-10,104.83000183105469
2019-05-09,106.4000015258789
2018-07-25,104.37000274658203
2018-09-27,105.47000122070312
2018-10-29,103.19999694824219
2019-10-16,102.91000366210938
2019-12-16,102.94000244140625
2020-03-04,104.58999633789062
2020-05-22,99.94999694824219
2019-10-01,99.04000091552734
2019-12-19,98.69999694824219
2018-09-10,97.02999877929688
2019-05-24,97.81999969482422
2018-08-09,98.75
2019-04-22,98.56999969482422
2019-03-21,99.26000213623047
2019-01-16,99.0999984741211
2019-08-28,99.37999725341797
2018-11-13,101.73999786376953
2018-10-12,104.51000213623047
2019-06-25,105.54000091552734
2020-03-10,104.80999755859375
2020-05-28,106.41999816894531
2019-10-07,107.6500015258789
2020-03-13,106.44000244140625
2019-10-10,107.61000061035156
2020-03-16,106.81999969482422
2020-06-03,108.66000366210938
2018-11-28,108.69999694824219
2018-09-25,109.25
2018-07-23,108.3499984741211
2018-08-24,108.16000366210938
2019-07-10,106.05999755859375
2019-05-07,107.8499984741211
2019-04-05,106.7699966430664
2019-03-04,105.87000274658203
2019-01-31,104.94000244140625
2019-09-12,105.31999969482422
2019-12-31,107.0999984741211
2020-03-19,108.38999938964844
2020-01-03,109.01000213623047
2020-06-09,109.02999877929688
2019-02-15,109.86000061035156
2019-01-14,110.73999786376953
2018-07-06,111.54000091552734
2018-08-07,111.38999938964844
2018-10-10,112.58000183105469
2018-12-13,112.12000274658203
2019-08-26,111.7300033569336
2019-07-25,110.12999725341797
2019-05-22,111.04000091552734
2019-03-19,112.56999969482422
2020-01-06,111.16000366210938
2020-03-25,110.87999725341797
2020-06-12,111.4000015258789
2019-10-22,112.7300033569336
2020-01-09,111.62000274658203
2020-06-15,111.62000274658203
2019-10-25,110.97000122070312
2020-03-31,109.52999877929688
2020-06-18,108.54000091552734
2019-04-03,107.70999908447266
2018-08-22,109.2300033569336
2018-10-25,109.77999877929688
2019-01-29,110.08999633789062
2018-12-28,110.04000091552734
2018-11-26,111.13999938964844
2019-08-09,111.37999725341797
2019-07-08,110.29000091552734
2019-06-06,113.48999786376953
2019-09-10,116.22000122070312
2020-01-15,117.66000366210938
2020-04-03,118.38999938964844
2019-10-31,119.0
2020-04-06,119.52999877929688
2020-06-24,121.69000244140625
2018-11-09,122.12999725341797
2019-07-23,120.16000366210938
2019-06-21,119.9800033569336
2019-05-20,118.58000183105469
2019-04-18,118.86000061035156
2018-09-06,119.0
2018-10-08,118.05999755859375
2019-02-13,117.12000274658203
2018-12-11,116.98999786376953
2019-09-25,116.5
2020-01-21,116.44000244140625
2020-04-09,116.30000305175781
2019-11-06,115.66000366210938
2020-01-24,114.87999725341797
2020-01-27,116.37000274658203
2020-04-15,116.83000183105469
2018-12-26,116.95999908447266
2019-08-07,117.83999633789062
2019-06-04,120.1500015258789
2018-09-21,121.73999786376953
