Dates,DRI
2018-06-20,94.69999694824219
2018-06-21,107.73999786376953
2018-06-25,109.52999877929688
2018-06-22,109.36000061035156
2018-06-26,108.87999725341797
2018-06-27,108.4000015258789
2018-06-28,108.05000305175781
2018-06-29,109.58000183105469
2018-07-02,109.7300033569336
2018-07-03,110.55000305175781
2018-07-05,110.4800033569336
2018-07-16,111.43000030517578
2018-09-18,111.05999755859375
2019-01-24,110.76000213623047
2019-09-05,110.9800033569336
2018-11-21,111.73999786376953
2020-01-13,112.31999969482422
2020-04-01,111.94000244140625
2020-06-19,111.75
2019-10-29,112.44000244140625
2020-01-16,112.80999755859375
2020-06-22,111.51000213623047
2018-10-03,111.55999755859375
2018-07-31,110.91999816894531
2019-03-12,109.61000061035156
2019-02-08,107.97000122070312
2019-01-07,108.5199966430664
2018-12-06,107.4000015258789
2019-08-19,107.0
2019-07-18,107.19000244140625
2019-05-15,109.12000274658203
2019-09-20,109.7300033569336
2019-11-01,111.38999938964844
2020-04-07,111.69999694824219
2020-06-25,110.08999633789062
2020-06-16,110.87999725341797
2019-11-04,110.19999694824219
2020-01-22,109.73999786376953
2019-11-07,111.29000091552734
2020-04-13,112.73999786376953
2019-07-01,113.54000091552734
2019-05-30,114.05999755859375
2018-08-15,114.51000213623047
2018-10-18,114.68000030517578
2019-03-27,114.20999908447266
2019-01-22,114.43000030517578
2018-12-21,115.30999755859375
2019-09-03,115.0
2018-11-19,115.2699966430664
2019-08-02,115.19000244140625
2020-01-28,116.29000091552734
2020-04-16,116.62000274658203
2019-11-13,117.61000061035156
2020-01-31,119.0999984741211
2018-12-04,119.41000366210938
2018-11-02,120.19999694824219
2019-07-16,119.29000091552734
2018-08-30,120.93000030517578
2018-10-01,119.75
2019-06-14,119.61000061035156
2019-05-13,119.4000015258789
2019-04-11,118.91999816894531
2019-02-06,119.54000091552734
2019-09-18,119.8499984741211
2020-02-03,124.0
2020-04-22,117.0
2019-11-19,113.73999786376953
2020-02-06,114.04000091552734
2019-11-22,114.22000122070312
2019-03-25,113.0999984741211
2019-02-21,111.88999938964844
2018-12-19,111.18000030517578
2018-07-12,109.5199966430664
2018-09-14,108.94999694824219
2018-08-13,108.66000366210938
2018-10-16,109.08000183105469
2019-07-31,108.94999694824219
2019-05-28,109.33999633789062
2019-04-26,109.23999786376953
2020-04-28,106.91999816894531
2019-11-25,107.36000061035156
2020-02-12,107.54000091552734
2020-05-01,110.33999633789062
2020-05-04,110.63999938964844
2019-06-12,110.91999816894531
2019-04-09,109.4000015258789
2019-03-08,107.72000122070312
2019-02-04,107.61000061035156
2018-07-27,108.05999755859375
2018-08-28,107.12000274658203
2019-01-03,106.22000122070312
2019-08-15,107.9800033569336
2018-10-31,108.16000366210938
2019-09-16,109.0
2020-02-18,107.58000183105469
2020-05-07,108.12999725341797
2018-08-17,107.38999938964844
2019-12-04,110.66999816894531
2020-02-21,112.19000244140625
2018-12-17,114.45999908447266
2019-08-30,113.69999694824219
2018-11-15,113.69999694824219
2019-07-29,114.08999633789062
2019-06-27,113.55000305175781
2019-04-24,112.9800033569336
2018-07-10,111.98999786376953
2018-09-12,114.05000305175781
2019-02-19,113.19000244140625
2019-01-18,111.94999694824219
2020-02-24,112.81999969482422
2020-05-13,112.93000030517578
2019-12-10,111.11000061035156
2020-02-27,114.1500015258789
2019-12-13,113.20999908447266
2020-05-19,111.87999725341797
2019-03-06,111.4800033569336
2018-11-30,111.0
2019-08-13,109.5999984741211
2019-07-12,109.87999725341797
2019-06-10,105.94000244140625
2019-05-09,106.52999877929688
2018-07-25,107.05000305175781
2018-09-27,106.29000091552734
2018-10-29,104.97000122070312
2019-10-16,103.30000305175781
2019-12-16,105.08999633789062
2020-03-04,105.91999816894531
2020-05-22,100.8499984741211
2019-10-01,101.44999694824219
2019-12-19,98.69999694824219
2018-09-10,98.58000183105469
2019-05-24,98.55000305175781
2018-08-09,99.9000015258789
2019-04-22,99.86000061035156
2019-03-21,100.11000061035156
2019-01-16,99.68000030517578
2019-08-28,101.69000244140625
2018-11-13,104.88999938964844
2018-10-12,105.98999786376953
2019-06-25,105.80000305175781
2020-03-10,105.87999725341797
2020-05-28,108.19999694824219
2019-10-07,107.87999725341797
2020-03-13,107.51000213623047
2019-10-10,107.86000061035156
2020-03-16,108.43000030517578
2020-06-03,109.19999694824219
2018-11-28,110.08000183105469
2018-09-25,109.25
2018-07-23,108.80999755859375
2018-08-24,108.16000366210938
2019-07-10,107.83999633789062
2019-05-07,107.8499984741211
2019-04-05,107.41999816894531
2019-03-04,106.27999877929688
2019-01-31,105.56999969482422
2019-09-12,107.43000030517578
2019-12-31,108.16000366210938
2020-03-19,109.77999877929688
2020-01-03,110.19999694824219
2020-06-09,109.94999694824219
2019-02-15,111.05999755859375
2019-01-14,111.52999877929688
2018-07-06,112.0
2018-08-07,112.48999786376953
2018-10-10,113.19000244140625
2018-12-13,112.12000274658203
2019-08-26,112.02999877929688
2019-07-25,111.29000091552734
2019-05-22,111.80999755859375
2019-03-19,112.56999969482422
2020-01-06,111.72000122070312
2020-03-25,111.62999725341797
2020-06-12,112.33999633789062
2019-10-22,113.37999725341797
2020-01-09,112.86000061035156
2020-06-15,112.11000061035156
2019-10-25,111.2699966430664
2020-03-31,109.66999816894531
2020-06-18,108.76000213623047
2019-04-03,109.12000274658203
2018-08-22,109.56999969482422
2018-10-25,111.06999969482422
2019-01-29,110.7699966430664
2018-12-28,111.38999938964844
2018-11-26,112.13999938964844
2019-08-09,111.37999725341797
2019-07-08,110.95999908447266
2019-06-06,116.55999755859375
2019-09-10,118.19999694824219
2020-01-15,119.12000274658203
2020-04-03,119.97000122070312
2019-10-31,119.51000213623047
2020-04-06,121.30000305175781
2020-06-24,122.37000274658203
2018-11-09,122.36000061035156
2019-07-23,120.16000366210938
2019-06-21,119.9800033569336
2019-05-20,118.7300033569336
2019-04-18,119.38999938964844
2018-09-06,119.52999877929688
2018-10-08,118.25
2019-02-13,117.66000366210938
2018-12-11,117.5
2019-09-25,117.33999633789062
2020-01-21,116.5
2020-04-09,116.73999786376953
2019-11-06,115.87000274658203
2020-01-24,117.11000061035156
2020-01-27,117.29000091552734
2020-04-15,118.30999755859375
2018-12-26,118.4800033569336
2019-08-07,119.5999984741211
2019-06-04,121.87999725341797
2018-09-21,121.87999725341797
2018-07-19,119.94000244140625
2018-08-20,117.63999938964844
2018-10-23,118.30999755859375
2019-05-03,118.44000244140625
2019-04-01,118.88999938964844
2019-02-28,119.69999694824219
2019-11-12,119.68000030517578
2020-01-30,120.36000061035156
2019-11-15,122.0199966430664
2020-04-21,120.7300033569336
2019-04-16,122.0199966430664
2019-03-15,121.80999755859375
2019-02-11,122.12000274658203
2019-01-10,120.55999755859375
2019-08-22,123.2699966430664
