Dates,AIV
2018-06-20,1759300.0
2018-06-21,1077100.0
2018-06-25,867600.0
2018-06-22,740300.0
2018-06-26,1735300.0
2018-06-27,1047800.0
2018-06-28,925400.0
2018-06-29,1107400.0
2018-07-02,845000.0
2018-07-03,625400.0
2018-07-05,949600.0
2018-07-16,881200.0
2018-09-18,1153700.0
2019-01-24,993600.0
2019-09-05,1320200.0
2018-11-21,1203900.0
2020-01-13,470900.0
2020-04-01,681000.0
2020-06-19,879500.0
2019-10-29,603100.0
2020-01-16,723800.0
2020-06-22,656400.0
2018-10-03,410300.0
2018-07-31,478100.0
2019-03-12,674900.0
2019-02-08,547100.0
2019-01-07,548600.0
2018-12-06,518500.0
2019-08-19,881000.0
2019-07-18,535400.0
2019-05-15,1419700.0
2019-09-20,1048000.0
2019-11-01,876800.0
2020-04-07,754900.0
2020-06-25,564800.0
2020-06-16,446800.0
2019-11-04,551400.0
2020-01-22,702900.0
2019-11-07,935100.0
2020-04-13,942000.0
2019-07-01,615600.0
2019-05-30,680300.0
2018-08-15,687100.0
2018-10-18,564800.0
2019-03-27,526300.0
2019-01-22,595500.0
2018-12-21,974300.0
2019-09-03,1031100.0
2018-11-19,776600.0
2019-08-02,572100.0
2020-01-28,538000.0
2020-04-16,705200.0
2019-11-13,868000.0
2020-01-31,1571600.0
2018-12-04,1157200.0
2018-11-02,928000.0
2019-07-16,898700.0
2018-08-30,1118000.0
2018-10-01,685400.0
2019-06-14,860800.0
2019-05-13,1263800.0
2019-04-11,824400.0
2019-02-06,823400.0
2019-09-18,1249000.0
2020-02-03,860100.0
2020-04-22,1340600.0
2019-11-19,1186500.0
2020-02-06,597200.0
2019-11-22,531900.0
2019-03-25,688700.0
2019-02-21,1267800.0
2018-12-19,1007200.0
2018-07-12,712100.0
2018-09-14,1059200.0
2018-08-13,1126000.0
2018-10-16,1752000.0
2019-07-31,2231400.0
2019-05-28,1055900.0
2019-04-26,1413500.0
2020-04-28,1520600.0
2019-11-25,1750300.0
2020-02-12,1142200.0
2020-05-01,996300.0
2020-05-04,641900.0
2019-06-12,861400.0
2019-04-09,785800.0
2019-03-08,673100.0
2019-02-04,847700.0
2018-07-27,2515300.0
2018-08-28,1199700.0
2019-01-03,1244800.0
2019-08-15,1101600.0
2018-10-31,1140100.0
2019-09-16,1362200.0
2020-02-18,1132500.0
2020-05-07,1885400.0
2018-08-17,1313900.0
2019-12-04,1640500.0
2020-02-21,825300.0
2018-12-17,925600.0
2019-08-30,804600.0
2018-11-15,1066900.0
2019-07-29,1175000.0
2019-06-27,1060300.0
2019-04-24,1592500.0
2018-07-10,1280300.0
2018-09-12,992400.0
2019-02-19,1433200.0
2019-01-18,841600.0
2020-02-24,306800.0
2020-05-13,814800.0
2019-12-10,1481700.0
2020-02-27,1991200.0
2019-12-13,1229200.0
2020-05-19,2136100.0
2019-03-06,1743100.0
2018-11-30,1870100.0
2019-08-13,2686800.0
2019-07-12,1572200.0
2019-06-10,1327500.0
2019-05-09,1691100.0
2018-07-25,1963900.0
2018-09-27,1537100.0
2018-10-29,1711100.0
2019-10-16,2131700.0
2019-12-16,2700300.0
2020-03-04,2133800.0
2020-05-22,1660500.0
2019-10-01,4320900.0
2019-12-19,981300.0
2018-09-10,2878400.0
2019-05-24,2468500.0
2018-08-09,1620700.0
2019-04-22,1530000.0
2019-03-21,1388700.0
2019-01-16,1526800.0
2019-08-28,1742500.0
2018-11-13,1175600.0
2018-10-12,1152400.0
2019-06-25,922300.0
2020-03-10,1269100.0
2020-05-28,992800.0
2019-10-07,757400.0
2020-03-13,720400.0
2019-10-10,730900.0
2020-03-16,832800.0
2020-06-03,916900.0
2018-11-28,1144000.0
2018-09-25,1607900.0
2018-07-23,984700.0
2018-08-24,896500.0
2019-07-10,1483900.0
2019-05-07,2028100.0
2019-04-05,1437300.0
2019-03-04,1654900.0
2019-01-31,920500.0
2019-09-12,1101700.0
2019-12-31,1915900.0
2020-03-19,1279400.0
2020-01-03,2298700.0
2020-06-09,1586000.0
2019-02-15,1722800.0
2019-01-14,1624700.0
2018-07-06,1220400.0
2018-08-07,972400.0
2018-10-10,998600.0
2018-12-13,1260100.0
2019-08-26,2275400.0
2019-07-25,1125700.0
2019-05-22,1283800.0
2019-03-19,1179400.0
2020-01-06,1142700.0
2020-03-25,1509100.0
2020-06-12,3467100.0
2019-10-22,1420500.0
2020-01-09,1180100.0
2020-06-15,1039400.0
2019-10-25,1646900.0
2020-03-31,928600.0
2020-06-18,956600.0
2019-04-03,1416800.0
2018-08-22,1540300.0
2018-10-25,930200.0
2019-01-29,1108000.0
2018-12-28,1830200.0
2018-11-26,1238400.0
2019-08-09,1091800.0
2019-07-08,1992700.0
2019-06-06,1546300.0
2019-09-10,1109000.0
2020-01-15,1332200.0
2020-04-03,879700.0
2019-10-31,987400.0
2020-04-06,1137100.0
2020-06-24,1549800.0
2018-11-09,809800.0
2019-07-23,1146000.0
2019-06-21,1154500.0
2019-05-20,667000.0
2019-04-18,608200.0
2018-09-06,656100.0
2018-10-08,827600.0
2019-02-13,1620200.0
2018-12-11,1365200.0
2019-09-25,1134900.0
2020-01-21,1155500.0
2020-04-09,1113700.0
2019-11-06,1290700.0
2020-01-24,1398200.0
2020-01-27,1424200.0
2020-04-15,983900.0
2018-12-26,648300.0
2019-08-07,541500.0
2019-06-04,547700.0
2018-09-21,717000.0
2018-07-19,1301800.0
2018-08-20,947300.0
2018-10-23,1054600.0
2019-05-03,1996900.0
2019-04-01,981300.0
2019-02-28,1037600.0
2019-11-12,914000.0
2020-01-30,1233300.0
2019-11-15,745100.0
2020-04-21,945200.0
2019-04-16,1002300.0
2019-03-15,640400.0
2019-02-11,886700.0
2019-01-10,796000.0
2019-08-22,519600.0
2018-11-07,776200.0
2018-08-03,411900.0
2018-09-04,973600.0
2019-06-19,1557000.0
2019-09-23,1673100.0
2019-11-18,1609900.0
2020-02-05,721100.0
2020-04-24,1032200.0
2019-03-29,794700.0
2019-11-21,1067600.0
2020-04-27,600100.0
2020-02-11,686100.0
2020-04-30,642300.0
2019-05-01,571800.0
2019-02-26,540000.0
2019-01-25,727500.0
2018-12-24,571700.0
2019-09-06,1115200.0
2018-07-17,1031700.0
2018-09-19,977100.0
2019-08-05,918000.0
2019-10-08,1523100.0
2019-12-11,2883000.0
2019-11-27,754600.0
2020-02-14,859300.0
2020-05-06,1619800.0
2019-01-08,822400.0
2018-12-07,1796200.0
2019-08-20,862500.0
2018-11-05,931600.0
2019-07-19,509700.0
2018-10-04,593400.0
2019-06-17,711900.0
2019-05-16,815900.0
2018-08-01,1333500.0
2019-03-13,946100.0
2019-12-03,1042300.0
2020-02-20,873500.0
2019-12-06,724300.0
2020-05-12,700800.0
2019-12-09,922900.0
2020-02-26,1076900.0
2020-05-15,1664100.0
2019-03-28,1028100.0
2018-09-17,668500.0
2018-08-16,724600.0
2018-10-19,1228700.0
2019-04-29,1055600.0
2019-01-23,1050100.0
2019-09-04,1058100.0
2018-11-20,1396100.0
2019-07-02,2100000.0
2019-05-31,1639100.0
2019-12-12,1264100.0
2020-05-18,783700.0
2019-09-27,607900.0
2020-03-03,939300.0
2020-05-21,749900.0
2019-05-14,1129400.0
2018-08-31,923700.0
2018-07-30,1317500.0
2018-10-02,1215100.0
2019-04-12,975200.0
2019-03-11,1381800.0
2019-02-07,861800.0
2019-07-17,1182000.0
2019-09-19,1418800.0
2019-10-21,724800.0
2019-12-18,836100.0
2020-03-06,527700.0
2019-10-03,1163700.0
2020-03-09,801100.0
2020-05-27,924800.0
2019-12-24,1035400.0
2020-03-12,1561300.0
2018-12-20,1586500.0
2019-08-01,800300.0
2018-08-14,989300.0
2018-07-13,1021400.0
2018-10-17,1079400.0
2019-05-29,1270500.0
2019-03-26,869800.0
2019-02-22,1470100.0
2019-10-04,1590100.0
2019-11-05,1326100.0
2019-12-27,1946600.0
2020-06-02,925000.0
2019-12-30,763700.0
2020-03-18,865900.0
2020-06-05,631000.0
2019-07-15,501600.0
2018-12-03,892900.0
2019-06-13,977200.0
2019-01-04,1023100.0
2018-08-29,1038400.0
2019-02-05,760300.0
2018-11-01,1248600.0
2019-08-16,892800.0
2019-04-10,1761000.0
2019-09-17,615100.0
2019-10-15,1367500.0
2020-01-02,511100.0
2020-06-08,906900.0
2019-10-18,518400.0
2020-03-24,711300.0
2020-06-11,679000.0
2020-01-08,494500.0
2019-04-25,605800.0
2019-07-30,877100.0
2019-02-20,756700.0
2018-07-11,589100.0
2018-09-13,659600.0
2018-10-15,539900.0
2019-06-28,717500.0
2018-12-18,1020400.0
2018-11-16,1522700.0
2019-10-02,1198600.0
2020-03-27,908000.0
2020-01-10,699400.0
2019-10-24,890600.0
2020-03-30,643900.0
2020-06-17,690000.0
2020-01-14,718500.0
2020-04-02,733200.0
2019-01-02,739800.0
2019-08-14,663900.0
2018-10-30,475600.0
2019-06-11,1146300.0
2019-05-10,827300.0
2019-04-08,508300.0
2018-08-27,633000.0
2018-07-26,647900.0
2018-09-28,1321700.0
2019-03-07,1092000.0
2019-10-30,500000.0
2020-01-17,811000.0
2020-06-23,2097700.0
2020-04-08,1475500.0
2020-06-26,2104400.0
2019-03-22,918500.0
2019-01-17,1000100.0
2019-08-29,878200.0
2018-11-14,1286000.0
2019-06-26,1378000.0
2018-09-11,1602700.0
2018-07-09,1529400.0
2018-08-10,1349500.0
2019-04-23,933100.0
2019-09-30,1226600.0
2020-01-23,2903000.0
2019-11-08,985300.0
2020-04-14,261600.0
2019-11-11,824900.0
2020-01-29,768300.0
2020-04-17,1143100.0
2018-07-24,1400700.0
2018-09-26,880500.0
2019-05-08,1101600.0
2019-03-05,2153200.0
2019-02-01,1583500.0
2018-12-31,1267100.0
2018-11-29,931300.0
2019-08-12,754500.0
2019-07-11,1173700.0
2019-09-13,1004500.0
2019-11-14,1003400.0
2020-04-20,548700.0
2020-02-04,726000.0
2020-04-23,982800.0
2018-12-14,1034600.0
2019-08-27,792100.0
2018-08-08,877300.0
2018-10-11,1390700.0
2018-11-12,1017500.0
2019-07-26,678400.0
2019-06-24,1844500.0
2019-05-23,1464600.0
2019-03-20,1216700.0
2019-01-15,861500.0
2019-11-20,639800.0
2020-02-07,896400.0
2020-02-10,423300.0
2020-04-29,378100.0
2019-11-26,531300.0
2020-02-13,558000.0
2019-01-30,857800.0
2018-08-23,922500.0
2018-09-24,898200.0
2018-11-27,1128600.0
2018-10-26,606200.0
2019-07-09,966800.0
2019-06-07,1236100.0
2019-05-06,2564300.0
2019-04-04,1208000.0
2019-09-11,2360700.0
2019-11-29,2704400.0
2020-05-05,2417900.0
2019-12-02,2484400.0
2020-02-19,1071200.0
2020-05-08,1042300.0
2019-05-21,2637000.0
2019-03-18,1897400.0
2018-09-07,2309400.0
2018-08-06,2005500.0
2018-10-09,2913300.0
2019-02-14,2070700.0
2018-12-12,2384100.0
2019-07-24,2025500.0
2019-09-26,2299400.0
2019-10-28,1553900.0
2019-12-05,1908500.0
2020-05-11,1832000.0
2019-07-03,2213200.0
2020-02-25,1820600.0
2020-05-14,1914900.0
2020-02-28,1962800.0
2019-08-08,1658400.0
2019-06-05,3086600.0
2018-07-20,2222200.0
2018-08-21,2135200.0
2018-10-24,1678700.0
2019-04-02,3599800.0
2019-03-01,2879400.0
2019-01-28,2206200.0
2018-12-27,1917900.0
2019-09-09,1264800.0
2020-03-02,1379500.0
2020-05-20,1278700.0
2019-12-17,1778200.0
2020-03-05,1729700.0
2019-02-12,1811800.0
2019-01-11,1184500.0
2018-12-10,1258000.0
2019-08-23,2648300.0
2018-11-08,1358500.0
2019-07-22,1263100.0
2019-06-20,1841700.0
2018-09-05,1717800.0
2019-04-17,940000.0
2019-09-24,1035900.0
2019-12-20,1652100.0
2020-05-26,874000.0
2019-04-30,773600.0
2019-12-23,2304000.0
2020-03-11,1135000.0
2020-05-29,1002900.0
2019-12-26,1273300.0
2020-06-01,1619100.0
2019-05-02,1639000.0
2019-02-27,4282900.0
2018-11-23,1520600.0
2019-08-06,1467200.0
2018-07-18,1254600.0
2018-09-20,662500.0
2018-10-22,697300.0
2019-07-05,1145600.0
2019-06-03,1467400.0
2019-10-09,1035200.0
2019-10-11,1413400.0
2020-03-17,794800.0
2020-06-04,1157600.0
2019-10-14,1197700.0
2020-03-20,960800.0
2018-11-06,1550000.0
2019-06-18,1428700.0
2019-05-17,1121300.0
2019-04-15,952600.0
2019-03-14,1491400.0
2019-01-09,1801700.0
2018-08-02,1008500.0
2018-10-05,911100.0
2019-08-21,856700.0
2019-10-17,977800.0
2020-03-23,3587500.0
2020-06-10,781000.0
2019-02-25,693500.0
2020-01-07,956900.0
2020-03-26,911300.0
2019-10-23,1031200.0
