Dates,AIV
2018-06-20,41.63999938964844
2018-06-21,42.150001525878906
2018-06-25,42.470001220703125
2018-06-22,42.689998626708984
2018-06-26,42.68000030517578
2018-06-27,42.52000045776367
2018-06-28,42.279998779296875
2018-06-29,42.470001220703125
2018-07-02,42.45000076293945
2018-07-03,42.369998931884766
2018-07-05,42.279998779296875
2018-07-16,42.470001220703125
2018-09-18,42.54999923706055
2019-01-24,42.33000183105469
2019-09-05,42.97999954223633
2018-11-21,43.130001068115234
2020-01-13,43.15999984741211
2020-04-01,42.630001068115234
2020-06-19,42.65999984741211
2019-10-29,42.189998626708984
2020-01-16,42.529998779296875
2020-06-22,42.15999984741211
2018-10-03,41.81999969482422
2018-07-31,41.599998474121094
2019-03-12,42.15999984741211
2019-02-08,42.380001068115234
2019-01-07,42.470001220703125
2018-12-06,42.0
2019-08-19,43.0099983215332
2019-07-18,42.790000915527344
2019-05-15,43.0099983215332
2019-09-20,43.849998474121094
2019-11-01,43.90999984741211
2020-04-07,43.5099983215332
2020-06-25,43.47999954223633
2020-06-16,43.290000915527344
2019-11-04,43.380001068115234
2020-01-22,42.97999954223633
2019-11-07,43.349998474121094
2020-04-13,43.75
2019-07-01,43.560001373291016
2019-05-30,43.90999984741211
2018-08-15,44.33000183105469
2018-10-18,43.93000030517578
2019-03-27,43.529998779296875
2019-01-22,43.630001068115234
2018-12-21,43.779998779296875
2019-09-03,43.939998626708984
2018-11-19,44.310001373291016
2019-08-02,44.45000076293945
2020-01-28,44.310001373291016
2020-04-16,44.09000015258789
2019-11-13,43.900001525878906
2020-01-31,44.0
2018-12-04,44.13999938964844
2018-11-02,43.81999969482422
2019-07-16,44.31999969482422
2018-08-30,44.56999969482422
2018-10-01,44.52000045776367
2019-06-14,44.630001068115234
2019-05-13,44.56999969482422
2019-04-11,44.470001220703125
2019-02-06,44.5
2019-09-18,44.56999969482422
2020-02-03,44.470001220703125
2020-04-22,44.900001525878906
2019-11-19,44.61000061035156
2020-02-06,44.0099983215332
2019-11-22,43.939998626708984
2019-03-25,43.70000076293945
2019-02-21,44.15999984741211
2018-12-19,44.29999923706055
2018-07-12,44.349998474121094
2018-09-14,44.459999084472656
2018-08-13,43.66999816894531
2018-10-16,43.95000076293945
2019-07-31,44.43000030517578
2019-05-28,44.40999984741211
2019-04-26,44.349998474121094
2020-04-28,43.650001525878906
2019-11-25,42.689998626708984
2020-02-12,42.880001068115234
2020-05-01,43.16999816894531
2020-05-04,43.310001373291016
2019-06-12,43.220001220703125
2019-04-09,43.29999923706055
2019-03-08,43.439998626708984
2019-02-04,42.77000045776367
2018-07-27,43.400001525878906
2018-08-28,43.5099983215332
2019-01-03,43.22999954223633
2019-08-15,43.470001220703125
2018-10-31,44.22999954223633
2019-09-16,43.779998779296875
2020-02-18,43.41999816894531
2020-05-07,43.939998626708984
2018-08-17,44.150001525878906
2019-12-04,44.84000015258789
2020-02-21,45.369998931884766
2018-12-17,45.63999938964844
2019-08-30,45.779998779296875
2018-11-15,46.349998474121094
2019-07-29,46.380001068115234
2019-06-27,46.16999816894531
2019-04-24,45.18000030517578
2018-07-10,45.75
2018-09-12,46.189998626708984
2019-02-19,46.349998474121094
2019-01-18,46.65999984741211
2020-02-24,46.38999938964844
2020-05-13,46.38999938964844
2019-12-10,46.290000915527344
2020-02-27,46.400001525878906
2019-12-13,46.33000183105469
2020-05-19,47.16999816894531
2019-03-06,47.459999084472656
2018-11-30,47.15999984741211
2019-08-13,47.369998931884766
2019-07-12,47.61000061035156
2019-06-10,47.31999969482422
2019-05-09,47.65999984741211
2018-07-25,47.619998931884766
2018-09-27,47.349998474121094
2018-10-29,47.369998931884766
2019-10-16,47.560001373291016
2019-12-16,45.79999923706055
2020-03-04,46.11000061035156
2020-05-22,45.88999938964844
2019-10-01,46.2400016784668
2019-12-19,44.59000015258789
2018-09-10,43.43000030517578
2019-05-24,43.540000915527344
2018-08-09,44.2599983215332
2019-04-22,43.88999938964844
2019-03-21,43.470001220703125
2019-01-16,43.189998626708984
2019-08-28,43.20000076293945
2018-11-13,43.439998626708984
2018-10-12,44.150001525878906
2019-06-25,44.2400016784668
2020-03-10,45.22999954223633
2020-05-28,45.439998626708984
2019-10-07,45.58000183105469
2020-03-13,45.939998626708984
2019-10-10,46.40999984741211
2020-03-16,46.790000915527344
2020-06-03,47.06999969482422
2018-11-28,47.209999084472656
2018-09-25,47.38999938964844
2018-07-23,47.709999084472656
2018-08-24,48.060001373291016
2019-07-10,48.779998779296875
2019-05-07,49.310001373291016
2019-04-05,49.709999084472656
2019-03-04,49.61000061035156
2019-01-31,49.91999816894531
2019-09-12,49.47999954223633
2019-12-31,49.61000061035156
2020-03-19,49.56999969482422
2020-01-03,49.5
2020-06-09,49.689998626708984
2019-02-15,49.599998474121094
2019-01-14,49.369998931884766
2018-07-06,49.470001220703125
2018-08-07,49.630001068115234
2018-10-10,49.66999816894531
2018-12-13,49.939998626708984
2019-08-26,49.779998779296875
2019-07-25,49.599998474121094
2019-05-22,50.09000015258789
2019-03-19,49.77000045776367
2020-01-06,49.5
2020-03-25,49.31999969482422
2020-06-12,49.529998779296875
2019-10-22,49.119998931884766
2020-01-09,49.650001525878906
2020-06-15,49.86000061035156
2019-10-25,49.529998779296875
2020-03-31,49.83000183105469
2020-06-18,49.79999923706055
2019-04-03,49.900001525878906
2018-08-22,50.33000183105469
2018-10-25,50.65999984741211
2019-01-29,50.790000915527344
2018-12-28,50.84000015258789
2018-11-26,50.88999938964844
2019-08-09,49.9900016784668
2019-07-08,50.06999969482422
2019-06-06,50.369998931884766
2019-09-10,50.7599983215332
2020-01-15,50.2599983215332
2020-04-03,50.41999816894531
2019-10-31,50.56999969482422
2020-04-06,50.630001068115234
2020-06-24,50.61000061035156
2018-11-09,50.34000015258789
2019-07-23,50.93000030517578
2019-06-21,51.099998474121094
2019-05-20,50.970001220703125
2019-04-18,50.84000015258789
2018-09-06,50.869998931884766
