Dates,KO
2018-06-20,43.779998779296875
2018-06-21,43.29999923706055
2018-06-25,43.40999984741211
2018-06-22,43.75
2018-06-26,43.84000015258789
2018-06-27,43.61000061035156
2018-06-28,43.68000030517578
2018-06-29,44.099998474121094
2018-07-02,44.15999984741211
2018-07-03,44.33000183105469
2018-07-05,44.66999816894531
2018-07-16,44.939998626708984
2018-09-18,44.72999954223633
2019-01-24,45.0
2019-09-05,45.0
2018-11-21,44.959999084472656
2020-01-13,44.779998779296875
2020-04-01,44.79999923706055
2020-06-19,45.38999938964844
2019-10-29,45.290000915527344
2020-01-16,45.43000030517578
2020-06-22,45.279998779296875
2018-10-03,45.36000061035156
2018-07-31,45.27000045776367
2019-03-12,46.58000183105469
2019-02-08,46.59000015258789
2019-01-07,46.5
2018-12-06,46.439998626708984
2019-08-19,46.66999816894531
2019-07-18,46.4900016784668
2019-05-15,46.630001068115234
2019-09-20,46.7599983215332
2019-11-01,46.869998931884766
2020-04-07,46.61000061035156
2020-06-25,46.560001373291016
2020-06-16,46.41999816894531
2019-11-04,46.41999816894531
2020-01-22,46.130001068115234
2019-11-07,46.099998474121094
2020-04-13,46.150001525878906
2019-07-01,46.380001068115234
2019-05-30,46.72999954223633
2018-08-15,46.869998931884766
2018-10-18,46.75
2019-03-27,46.380001068115234
2019-01-22,46.08000183105469
2018-12-21,45.79999923706055
2019-09-03,46.04999923706055
2018-11-19,45.72999954223633
2019-08-02,45.41999816894531
2020-01-28,45.31999969482422
2020-04-16,45.06999969482422
2019-11-13,44.900001525878906
2020-01-31,45.41999816894531
2018-12-04,46.0
2018-11-02,45.81999969482422
2019-07-16,46.310001373291016
2018-08-30,46.150001525878906
2018-10-01,46.29999923706055
2019-06-14,46.119998931884766
2019-05-13,46.029998779296875
2019-04-11,46.33000183105469
2019-02-06,46.529998779296875
2019-09-18,46.11000061035156
2020-02-03,46.68000030517578
2020-04-22,46.689998626708984
2019-11-19,46.529998779296875
2020-02-06,46.18000030517578
2019-11-22,46.06999969482422
2019-03-25,46.18000030517578
2019-02-21,46.189998626708984
2018-12-19,46.349998474121094
2018-07-12,46.560001373291016
2018-09-14,46.54999923706055
2018-08-13,45.900001525878906
2018-10-16,46.15999984741211
2019-07-31,46.58000183105469
2019-05-28,46.54999923706055
2019-04-26,46.70000076293945
2020-04-28,45.970001220703125
2019-11-25,44.880001068115234
2020-02-12,45.27000045776367
2020-05-01,45.599998474121094
2020-05-04,45.9900016784668
2019-06-12,46.08000183105469
2019-04-09,46.4900016784668
2019-03-08,46.459999084472656
2019-02-04,46.459999084472656
2018-07-27,47.38999938964844
2018-08-28,46.7400016784668
2019-01-03,46.47999954223633
2019-08-15,46.560001373291016
2018-10-31,47.7400016784668
2019-09-16,48.08000183105469
2020-02-18,48.150001525878906
2020-05-07,48.0
2018-08-17,48.779998779296875
2019-12-04,49.130001068115234
2020-02-21,49.54999923706055
2018-12-17,49.369998931884766
2019-08-30,49.88999938964844
2018-11-15,50.2400016784668
2019-07-29,50.0
2019-06-27,49.939998626708984
2019-04-24,49.75
2018-07-10,50.25
2018-09-12,50.7599983215332
2019-02-19,50.84000015258789
2019-01-18,49.439998626708984
2020-02-24,49.22999954223633
2020-05-13,49.22999954223633
