Dates,KO
2018-06-20,43.619998931884766
2018-06-21,43.27000045776367
2018-06-25,43.150001525878906
2018-06-22,43.15999984741211
2018-06-26,43.560001373291016
2018-06-27,43.33000183105469
2018-06-28,43.2400016784668
2018-06-29,43.56999969482422
2018-07-02,43.779998779296875
2018-07-03,44.060001373291016
2018-07-05,44.15999984741211
2018-07-16,44.66999816894531
2018-09-18,44.540000915527344
2019-01-24,44.5099983215332
2019-09-05,44.9900016784668
2018-11-21,44.83000183105469
2020-01-13,44.70000076293945
2020-04-01,44.72999954223633
2020-06-19,44.75
2019-10-29,45.189998626708984
2020-01-16,44.9900016784668
2020-06-22,45.02000045776367
2018-10-03,45.279998779296875
2018-07-31,44.779998779296875
2019-03-12,46.0
2019-02-08,46.36000061035156
2019-01-07,46.31999969482422
2018-12-06,46.099998474121094
2019-08-19,46.400001525878906
2019-07-18,46.45000076293945
2019-05-15,46.47999954223633
2019-09-20,46.22999954223633
2019-11-01,46.599998474121094
2020-04-07,46.52000045776367
2020-06-25,46.4900016784668
2020-06-16,46.25
2019-11-04,46.209999084472656
2020-01-22,46.04999923706055
2019-11-07,45.90999984741211
2020-04-13,45.77000045776367
2019-07-01,46.11000061035156
2019-05-30,46.290000915527344
2018-08-15,46.68000030517578
2018-10-18,46.72999954223633
2019-03-27,46.34000015258789
2019-01-22,45.88999938964844
2018-12-21,45.650001525878906
2019-09-03,46.04999923706055
2018-11-19,45.650001525878906
2019-08-02,45.25
2020-01-28,45.279998779296875
2020-04-16,45.0
2019-11-13,44.599998474121094
2020-01-31,44.65999984741211
2018-12-04,45.400001525878906
2018-11-02,45.599998474121094
2019-07-16,45.90999984741211
2018-08-30,46.099998474121094
2018-10-01,46.15999984741211
2019-06-14,46.0099983215332
2019-05-13,45.91999816894531
2019-04-11,46.0
2019-02-06,46.38999938964844
2019-09-18,46.0
2020-02-03,46.220001220703125
2020-04-22,46.63999938964844
2019-11-19,46.4900016784668
2020-02-06,46.060001373291016
2019-11-22,45.77000045776367
2019-03-25,45.72999954223633
2019-02-21,46.0
2018-12-19,46.16999816894531
2018-07-12,46.279998779296875
2018-09-14,46.459999084472656
2018-08-13,45.65999984741211
2018-10-16,45.939998626708984
2019-07-31,45.9900016784668
2019-05-28,46.380001068115234
2019-04-26,46.29999923706055
2020-04-28,45.79999923706055
2019-11-25,44.47999954223633
2020-02-12,44.63999938964844
2020-05-01,45.02000045776367
2020-05-04,45.40999984741211
2019-06-12,45.900001525878906
2019-04-09,45.83000183105469
2019-03-08,46.369998931884766
2019-02-04,45.619998931884766
2018-07-27,46.33000183105469
2018-08-28,46.650001525878906
2019-01-03,46.369998931884766
2019-08-15,46.150001525878906
2018-10-31,46.619998931884766
2019-09-16,47.5
2020-02-18,47.810001373291016
2020-05-07,47.81999969482422
2018-08-17,48.0
2019-12-04,48.650001525878906
2020-02-21,49.38999938964844
2018-12-17,49.119998931884766
2019-08-30,49.38999938964844
2018-11-15,49.61000061035156
2019-07-29,49.810001373291016
2019-06-27,49.849998474121094
2019-04-24,49.65999984741211
2018-07-10,49.65999984741211
2018-09-12,50.310001373291016
2019-02-19,50.81999969482422
2019-01-18,49.22999954223633
2020-02-24,48.75
2020-05-13,49.0099983215332
2019-12-10,48.880001068115234
2020-02-27,49.209999084472656
2019-12-13,49.279998779296875
2020-05-19,49.0
2019-03-06,49.869998931884766
2018-11-30,49.970001220703125
2019-08-13,49.5099983215332
2019-07-12,49.56999969482422
2019-06-10,49.45000076293945
2019-05-09,49.59000015258789
2018-07-25,49.95000076293945
2018-09-27,48.720001220703125
2018-10-29,49.22999954223633
2019-10-16,49.34000015258789
2019-12-16,48.61000061035156
2020-03-04,48.2400016784668
2020-05-22,47.810001373291016
2019-10-01,47.2599983215332
2019-12-19,47.619998931884766
2018-09-10,45.880001068115234
2019-05-24,46.7400016784668
2018-08-09,47.88999938964844
2019-04-22,47.4900016784668
2019-03-21,46.939998626708984
2019-01-16,46.81999969482422
2019-08-28,46.75
2018-11-13,47.56999969482422
2018-10-12,47.25
2019-06-25,47.08000183105469
2020-03-10,46.65999984741211
2020-05-28,47.290000915527344
2019-10-07,47.25
2020-03-13,46.88999938964844
2019-10-10,47.400001525878906
2020-03-16,46.91999816894531
2020-06-03,47.25
2018-11-28,47.70000076293945
2018-09-25,47.81999969482422
2018-07-23,48.11000061035156
2018-08-24,47.880001068115234
2019-07-10,47.220001220703125
2019-05-07,47.20000076293945
2019-04-05,47.25
2019-03-04,47.849998474121094
2019-01-31,48.47999954223633
2019-09-12,48.70000076293945
2019-12-31,49.33000183105469
2020-03-19,49.209999084472656
2020-01-03,49.16999816894531
2020-06-09,49.369998931884766
2019-02-15,49.56999969482422
2019-01-14,49.689998626708984
2018-07-06,49.61000061035156
2018-08-07,46.70000076293945
2018-10-10,45.900001525878906
2018-12-13,45.31999969482422
2019-08-26,44.90999984741211
2019-07-25,45.0
2019-05-22,45.7599983215332
2019-03-19,45.439998626708984
2020-01-06,45.099998474121094
2020-03-25,44.599998474121094
2020-06-12,45.119998931884766
2019-10-22,45.470001220703125
2020-01-09,45.529998779296875
2020-06-15,45.650001525878906
2019-10-25,45.66999816894531
2020-03-31,45.4900016784668
2020-06-18,45.150001525878906
2019-04-03,45.13999938964844
2018-08-22,45.95000076293945
2018-10-25,46.130001068115234
2019-01-29,45.84000015258789
2018-12-28,45.720001220703125
2018-11-26,45.43000030517578
2019-08-09,45.54999923706055
2019-07-08,45.400001525878906
2019-06-06,45.529998779296875
2019-09-10,45.459999084472656
2020-01-15,45.86000061035156
2020-04-03,46.16999816894531
2019-10-31,46.650001525878906
2020-04-06,46.68000030517578
2020-06-24,46.66999816894531
2018-11-09,46.9900016784668
2019-07-23,46.75
2019-06-21,46.41999816894531
2019-05-20,46.34000015258789
2019-04-18,46.4900016784668
2018-09-06,46.540000915527344
2018-10-08,46.45000076293945
2019-02-13,46.84000015258789
2018-12-11,46.720001220703125
2019-09-25,46.66999816894531
2020-01-21,46.880001068115234
2020-04-09,47.04999923706055
2019-11-06,47.20000076293945
2020-01-24,47.33000183105469
2020-01-27,47.400001525878906
2020-04-15,48.09000015258789
2018-12-26,48.029998779296875
2019-08-07,47.7400016784668
2019-06-04,47.9900016784668
2018-09-21,48.16999816894531
2018-07-19,48.529998779296875
2018-08-20,48.95000076293945
2018-10-23,48.529998779296875
2019-05-03,48.599998474121094
2019-04-01,48.33000183105469
2019-02-28,48.22999954223633
2019-11-12,48.04999923706055
2020-01-30,47.79999923706055
2019-11-15,47.40999984741211
2020-04-21,47.90999984741211
2019-04-16,48.529998779296875
2019-03-15,48.66999816894531
2019-02-11,49.27000045776367
2019-01-10,49.27000045776367
2019-08-22,49.040000915527344
2018-11-07,49.0
2018-08-03,48.779998779296875
2018-09-04,49.5
2019-06-19,49.81999969482422
2019-09-23,49.599998474121094
2019-11-18,48.7400016784668
2020-02-05,48.720001220703125
2020-04-24,49.0
2019-03-29,49.15999984741211
2019-11-21,50.0
2020-04-27,50.0099983215332
