Dates,KO
2018-06-20,43.2599983215332
2018-06-21,43.09000015258789
2018-06-25,43.25
2018-06-22,43.58000183105469
2018-06-26,43.33000183105469
2018-06-27,43.06999969482422
2018-06-28,43.470001220703125
2018-06-29,43.86000061035156
2018-07-02,43.75
2018-07-03,43.9900016784668
2018-07-05,44.65999984741211
2018-07-16,44.63999938964844
2018-09-18,44.400001525878906
2019-01-24,44.970001220703125
2019-09-05,44.790000915527344
2018-11-21,44.66999816894531
2020-01-13,44.7400016784668
2020-04-01,44.72999954223633
2020-06-19,45.25
2019-10-29,45.119998931884766
2020-01-16,45.11000061035156
2020-06-22,45.279998779296875
2018-10-03,44.95000076293945
2018-07-31,45.2599983215332
2019-03-12,46.09000015258789
2019-02-08,46.2400016784668
2019-01-07,46.209999084472656
2018-12-06,46.22999954223633
2019-08-19,46.630001068115234
2019-07-18,46.38999938964844
2019-05-15,46.18000030517578
2019-09-20,46.619998931884766
2019-11-01,46.650001525878906
2020-04-07,46.5
2020-06-25,46.150001525878906
2020-06-16,46.349998474121094
2019-11-04,46.08000183105469
2020-01-22,45.83000183105469
2019-11-07,45.88999938964844
2020-04-13,46.08000183105469
2019-07-01,46.220001220703125
2019-05-30,46.599998474121094
2018-08-15,46.72999954223633
2018-10-18,46.220001220703125
2019-03-27,45.93000030517578
2019-01-22,45.70000076293945
2018-12-21,45.630001068115234
2019-09-03,45.689998626708984
2018-11-19,45.369998931884766
2019-08-02,45.33000183105469
2020-01-28,44.95000076293945
2020-04-16,44.56999969482422
2019-11-13,44.7599983215332
2020-01-31,45.380001068115234
2018-12-04,45.77000045776367
2018-11-02,45.720001220703125
2019-07-16,46.060001373291016
2018-08-30,46.02000045776367
2018-10-01,46.2400016784668
2019-06-14,45.83000183105469
2019-05-13,45.9900016784668
2019-04-11,46.31999969482422
2019-02-06,45.93000030517578
2019-09-18,45.959999084472656
2020-02-03,46.63999938964844
2020-04-22,46.58000183105469
2019-11-19,46.06999969482422
2020-02-06,45.68000030517578
2019-11-22,45.849998474121094
2019-03-25,46.0099983215332
2019-02-21,46.189998626708984
2018-12-19,46.22999954223633
2018-07-12,46.5099983215332
2018-09-14,45.869998931884766
2018-08-13,45.849998474121094
2018-10-16,45.880001068115234
2019-07-31,46.47999954223633
2019-05-28,46.38999938964844
2019-04-26,45.68000030517578
2020-04-28,44.63999938964844
2019-11-25,44.68000030517578
2020-02-12,44.90999984741211
2020-05-01,45.4900016784668
2020-05-04,45.86000061035156
2019-06-12,45.61000061035156
2019-04-09,46.33000183105469
2019-03-08,45.970001220703125
2019-02-04,46.36000061035156
2018-07-27,46.72999954223633
2018-08-28,46.5099983215332
2019-01-03,45.91999816894531
