Dates,KO
2018-06-20,43.22999954223633
2018-06-21,42.959999084472656
2018-06-25,43.08000183105469
2018-06-22,43.15999984741211
2018-06-26,43.279998779296875
2018-06-27,42.9900016784668
2018-06-28,43.16999816894531
2018-06-29,43.310001373291016
2018-07-02,43.58000183105469
2018-07-03,43.9900016784668
2018-07-05,44.130001068115234
2018-07-16,44.58000183105469
2018-09-18,44.34000015258789
2019-01-24,44.5
2019-09-05,44.63999938964844
2018-11-21,44.4900016784668
2020-01-13,44.470001220703125
2020-04-01,44.529998779296875
2020-06-19,44.68000030517578
2019-10-29,44.84000015258789
2020-01-16,44.91999816894531
2020-06-22,44.900001525878906
2018-10-03,44.77000045776367
2018-07-31,44.61000061035156
2019-03-12,45.75
2019-02-08,46.20000076293945
2019-01-07,46.060001373291016
2018-12-06,46.04999923706055
2019-08-19,46.310001373291016
2019-07-18,46.16999816894531
2019-05-15,46.18000030517578
2019-09-20,46.13999938964844
2019-11-01,46.54999923706055
2020-04-07,46.130001068115234
2020-06-25,46.119998931884766
2020-06-16,46.08000183105469
2019-11-04,45.970001220703125
2020-01-22,45.70000076293945
2019-11-07,45.869998931884766
2020-04-13,45.650001525878906
2019-07-01,45.970001220703125
2019-05-30,46.2400016784668
2018-08-15,46.59000015258789
2018-10-18,46.209999084472656
2019-03-27,45.91999816894531
2019-01-22,45.689998626708984
2018-12-21,45.58000183105469
2019-09-03,45.560001373291016
2018-11-19,45.279998779296875
2019-08-02,45.220001220703125
2020-01-28,44.88999938964844
2020-04-16,44.38999938964844
2019-11-13,44.5099983215332
2020-01-31,44.65999984741211
2018-12-04,45.29999923706055
2018-11-02,45.279998779296875
2019-07-16,45.79999923706055
2018-08-30,45.880001068115234
2018-10-01,46.02000045776367
2019-06-14,45.709999084472656
2019-05-13,45.61000061035156
2019-04-11,45.90999984741211
2019-02-06,45.93000030517578
2019-09-18,45.869998931884766
2020-02-03,46.150001525878906
2020-04-22,46.380001068115234
2019-11-19,45.84000015258789
2020-02-06,45.61000061035156
2019-11-22,45.56999969482422
2019-03-25,45.68000030517578
2019-02-21,45.970001220703125
2018-12-19,46.04999923706055
2018-07-12,46.060001373291016
