Dates,KO
2018-06-20,10893700.0
2018-06-21,10465200.0
2018-06-25,14924400.0
2018-06-22,12092400.0
2018-06-26,13974700.0
2018-06-27,15332600.0
2018-06-28,12668900.0
2018-06-29,11485600.0
2018-07-02,9232500.0
2018-07-03,8214300.0
2018-07-05,11653000.0
2018-07-16,8733900.0
2018-09-18,7373100.0
2019-01-24,10606100.0
2019-09-05,7715600.0
2018-11-21,6331600.0
2020-01-13,5585900.0
2020-04-01,5831400.0
2020-06-19,11592200.0
2019-10-29,7351600.0
2020-01-16,10097500.0
2020-06-22,8588400.0
2018-10-03,9055700.0
2018-07-31,13786100.0
2019-03-12,21330600.0
2019-02-08,12673100.0
2019-01-07,10516900.0
2018-12-06,8967900.0
2019-08-19,12438800.0
2019-07-18,9904100.0
2019-05-15,12009700.0
2019-09-20,11462800.0
2019-11-01,10056100.0
2020-04-07,8632900.0
2020-06-25,6810000.0
2020-06-16,8924100.0
2019-11-04,7535400.0
2020-01-22,8143400.0
2019-11-07,6846100.0
2020-04-13,9686400.0
2019-07-01,10600700.0
2019-05-30,8885700.0
2018-08-15,6392000.0
2018-10-18,13986300.0
2019-03-27,7159100.0
2019-01-22,13144900.0
2018-12-21,10952900.0
2019-09-03,9581200.0
2018-11-19,8476800.0
2019-08-02,12410900.0
2020-01-28,9716500.0
2020-04-16,19834100.0
2019-11-13,11138500.0
2020-01-31,10554900.0
2018-12-04,11439400.0
2018-11-02,10208100.0
2019-07-16,8568900.0
2018-08-30,9278300.0
2018-10-01,13216400.0
2019-06-14,8294800.0
2019-05-13,7612900.0
2019-04-11,8527300.0
2019-02-06,9847400.0
2019-09-18,7119000.0
2020-02-03,9736700.0
2020-04-22,19240300.0
2019-11-19,10778900.0
2020-02-06,7919100.0
2019-11-22,10162600.0
2019-03-25,10826900.0
2019-02-21,9071900.0
2018-12-19,9364700.0
2018-07-12,7462700.0
2018-09-14,10542300.0
2018-08-13,9582300.0
2018-10-16,8734100.0
2019-07-31,9808100.0
2019-05-28,10824500.0
2019-04-26,13917000.0
2020-04-28,17677900.0
2019-11-25,12420100.0
2020-02-12,11608500.0
2020-05-01,10442500.0
2020-05-04,11055800.0
2019-06-12,12716900.0
2019-04-09,13989200.0
2019-03-08,14283600.0
2019-02-04,17483900.0
2018-07-27,21626000.0
2018-08-28,14220200.0
2019-01-03,21458000.0
2019-08-15,20932200.0
2018-10-31,20895400.0
2019-09-16,25309400.0
2020-02-18,16494500.0
2020-05-07,17584900.0
2018-08-17,16543500.0
2019-12-04,14373400.0
2020-02-21,12239700.0
2018-12-17,9762800.0
2019-08-30,12398100.0
2018-11-15,13918300.0
2019-07-29,13872900.0
2019-06-27,12106800.0
2019-04-24,12080100.0
2018-07-10,13405800.0
2018-09-12,13575800.0
2019-02-19,16255300.0
2019-01-18,13559200.0
2020-02-24,4792500.0
2020-05-13,9341900.0
2019-12-10,9180700.0
2020-02-27,11368700.0
2019-12-13,11564300.0
2020-05-19,25538200.0
2019-03-06,14877200.0
2018-11-30,19059900.0
2019-08-13,17674900.0
2019-07-12,15565700.0
2019-06-10,12331100.0
2019-05-09,18083600.0
2018-07-25,12316900.0
2018-09-27,13766200.0
2018-10-29,13835900.0
2019-10-16,18482700.0
2019-12-16,14765700.0
2020-03-04,17903800.0
2020-05-22,21130000.0
2019-10-01,32477700.0
2019-12-19,10733700.0
2018-09-10,14342600.0
2019-05-24,16966500.0
2018-08-09,13218200.0
2019-04-22,10576300.0
2019-03-21,11603700.0
2019-01-16,14714400.0
2019-08-28,13013700.0
2018-11-13,13135500.0
2018-10-12,15420700.0
2019-06-25,18032500.0
2020-03-10,15976600.0
2020-05-28,11088600.0
2019-10-07,11514300.0
2020-03-13,11342900.0
2019-10-10,16907800.0
2020-03-16,12044600.0
2020-06-03,12760700.0
2018-11-28,11700400.0
2018-09-25,12058300.0
2018-07-23,10272000.0
2018-08-24,12066500.0
2019-07-10,9966900.0
2019-05-07,11998600.0
2019-04-05,12952500.0
2019-03-04,32181500.0
2019-01-31,19130100.0
2019-09-12,15105700.0
2019-12-31,12651900.0
2020-03-19,8689100.0
2020-01-03,10047800.0
2020-06-09,9813300.0
2019-02-15,9369300.0
2019-01-14,10983300.0
2018-07-06,12748800.0
2018-08-07,58905400.0
2018-10-10,35701600.0
2018-12-13,25511300.0
2019-08-26,27464000.0
2019-07-25,23121200.0
2019-05-22,24728400.0
2019-03-19,23774400.0
2020-01-06,20463200.0
2020-03-25,17827500.0
2020-06-12,22533900.0
2019-10-22,16291600.0
2020-01-09,15973800.0
2020-06-15,13062300.0
2019-10-25,14232100.0
2020-03-31,12084000.0
2020-06-18,15579100.0
2019-04-03,22126900.0
2018-08-22,19348500.0
2018-10-25,16222500.0
2019-01-29,18504100.0
2018-12-28,47254500.0
2018-11-26,24006400.0
2019-08-09,14987000.0
2019-07-08,13376100.0
2019-06-06,20043000.0
2019-09-10,19055900.0
2020-01-15,11668200.0
2020-04-03,11434900.0
2019-10-31,11543600.0
2020-04-06,11121100.0
2020-06-24,16045600.0
2018-11-09,11522700.0
2019-07-23,8495000.0
2019-06-21,12854500.0
2019-05-20,7814900.0
2019-04-18,7677600.0
2018-09-06,9421300.0
2018-10-08,8641800.0
2019-02-13,8059900.0
2018-12-11,7352400.0
2019-09-25,10690000.0
2020-01-21,10261300.0
2020-04-09,10804600.0
2019-11-06,11849300.0
2020-01-24,12167000.0
2020-01-27,9834700.0
2020-04-15,25327800.0
2018-12-26,15997300.0
2019-08-07,11444400.0
2019-06-04,10154300.0
2018-09-21,9731500.0
2018-07-19,17912900.0
2018-08-20,10551200.0
2018-10-23,8724600.0
2019-05-03,7076900.0
2019-04-01,8657800.0
2019-02-28,12487500.0
2019-11-12,9281400.0
2020-01-30,11450500.0
2019-11-15,9653800.0
2020-04-21,11911500.0
2019-04-16,16844200.0
2019-03-15,11422500.0
2019-02-11,17771300.0
2019-01-10,11257000.0
2019-08-22,13850500.0
2018-11-07,10587400.0
2018-08-03,16050400.0
2018-09-04,12199400.0
2019-06-19,6887600.0
2019-09-23,18614000.0
2019-11-18,12534600.0
2020-02-05,9087200.0
2020-04-24,11368600.0
2019-03-29,14167200.0
2019-11-21,12010600.0
2020-04-27,15837600.0
2020-02-11,15190400.0
2020-04-30,15293600.0
2019-05-01,9737400.0
2019-02-26,9915600.0
2019-01-25,11087500.0
2018-12-24,10353600.0
2019-09-06,8694300.0
2018-07-17,12322400.0
2018-09-19,9221100.0
2019-08-05,9414100.0
2019-10-08,10656600.0
2019-12-11,21264400.0
2019-11-27,10780000.0
2020-02-14,11519900.0
2020-05-06,12405100.0
2019-01-08,12374900.0
2018-12-07,16339900.0
2019-08-20,14976400.0
2018-11-05,8569200.0
2019-07-19,7253700.0
2018-10-04,8916300.0
2019-06-17,9495100.0
2019-05-16,10584900.0
2018-08-01,7620900.0
2019-03-13,10376500.0
2019-12-03,7347400.0
2020-02-20,5876100.0
2019-12-06,7132500.0
2020-05-12,8264200.0
2019-12-09,11912300.0
2020-02-26,10355500.0
2020-05-15,12090700.0
2019-03-28,33417900.0
2018-09-17,15633400.0
2018-08-16,19135000.0
2018-10-19,11451900.0
2019-04-29,12283900.0
2019-01-23,8127100.0
2019-09-04,16865500.0
2018-11-20,19527200.0
2019-07-02,13102300.0
2019-05-31,19986500.0
2019-12-12,19903100.0
2020-05-18,17937000.0
2019-09-27,10799000.0
2020-03-03,9260900.0
2020-05-21,4778600.0
2019-05-14,8581200.0
2018-08-31,17088900.0
2018-07-30,12393200.0
2018-10-02,14288700.0
2019-04-12,10936200.0
2019-03-11,8176700.0
2019-02-07,10886500.0
2019-07-17,7467900.0
2019-09-19,14160400.0
2019-10-21,9226900.0
2019-12-18,13537000.0
2020-03-06,10046400.0
2019-10-03,9262800.0
2020-03-09,8746700.0
2020-05-27,12991400.0
2019-12-24,10718100.0
2020-03-12,13677000.0
2018-12-20,9093500.0
2019-08-01,10814900.0
2018-08-14,12038200.0
2018-07-13,9740400.0
2018-10-17,12357900.0
2019-05-29,11486100.0
2019-03-26,11172000.0
2019-02-22,11347400.0
2019-10-04,9700400.0
2019-11-05,7560300.0
2019-12-27,19211500.0
2020-06-02,6485300.0
2019-12-30,10093000.0
2020-03-18,10248400.0
2020-06-05,10031200.0
2019-07-15,7939900.0
2018-12-03,9808700.0
2019-06-13,14261500.0
2019-01-04,14343600.0
2018-08-29,13817500.0
2019-02-05,9295400.0
2018-11-01,5964900.0
2019-08-16,13301900.0
2019-04-10,7135000.0
2019-09-17,8942900.0
2019-10-15,8981700.0
2020-01-02,7306300.0
2020-06-08,9564300.0
2019-10-18,10454800.0
2020-03-24,13190300.0
2020-06-11,18122400.0
2020-01-08,12778900.0
2019-04-25,9533400.0
2019-07-30,8556600.0
2019-02-20,11051400.0
2018-07-11,9782400.0
2018-09-13,8866100.0
2018-10-15,7999700.0
2019-06-28,8620900.0
2018-12-18,13981600.0
2018-11-16,9889200.0
2019-10-02,17515100.0
2020-03-27,19283600.0
2020-01-10,13288900.0
2019-10-24,11725500.0
2020-03-30,7141800.0
2020-06-17,8198300.0
2020-01-14,12656900.0
2020-04-02,12257900.0
2019-01-02,8660300.0
2019-08-14,8982400.0
2018-10-30,13782000.0
2019-06-11,12679500.0
2019-05-10,11970300.0
2019-04-08,7856100.0
2018-08-27,9113300.0
2018-07-26,10963500.0
2018-09-28,13219800.0
2019-03-07,9595200.0
2019-10-30,7222300.0
2020-01-17,13173800.0
2020-06-23,14498300.0
2020-04-08,13624000.0
2020-06-26,14068100.0
2019-03-22,7843500.0
2019-01-17,13887200.0
2019-08-29,8993900.0
2018-11-14,8879100.0
2019-06-26,11233300.0
2018-09-11,13072200.0
2018-07-09,9538100.0
2018-08-10,9230000.0
2019-04-23,15132100.0
2019-09-30,13385900.0
2020-01-23,23832800.0
2019-11-08,9300800.0
2020-04-14,3359300.0
2019-11-11,6228500.0
2020-01-29,6895500.0
2020-04-17,6431700.0
2018-07-24,7982600.0
2018-09-26,11867700.0
2019-05-08,11354500.0
2019-03-05,14698300.0
2019-02-01,9973900.0
2018-12-31,10676000.0
2018-11-29,15398000.0
2019-08-12,13040100.0
2019-07-11,14302900.0
2019-09-13,16345300.0
2019-11-14,17735400.0
2020-04-20,10234100.0
2020-02-04,14264300.0
2020-04-23,11968900.0
2018-12-14,12869600.0
2019-08-27,12858900.0
2018-08-08,8594300.0
2018-10-11,14359900.0
2018-11-12,15240200.0
2019-07-26,13163600.0
2019-06-24,20225600.0
2019-05-23,17685200.0
2019-03-20,12336800.0
2019-01-15,15417900.0
2019-11-20,11414900.0
2020-02-07,9347000.0
2020-02-10,8757800.0
2020-04-29,7984900.0
2019-11-26,7431200.0
2020-02-13,9179100.0
2019-01-30,8173200.0
2018-08-23,9965500.0
2018-09-24,10075700.0
