Dates,KO
2018-11-27,6265700.0
2018-10-26,7597200.0
2019-07-09,10842400.0
2019-06-07,14415500.0
2019-05-06,15915100.0
2019-04-04,15837800.0
2019-09-11,23750400.0
2019-11-29,40891800.0
2020-05-05,25698600.0
2019-12-02,27099200.0
2020-02-19,20526100.0
2020-05-08,17948500.0
2019-05-21,22353900.0
2019-03-18,27898300.0
2018-09-07,27457400.0
2018-08-06,22653900.0
2018-10-09,31913100.0
2019-02-14,33697200.0
2018-12-12,28682300.0
2019-07-24,32106700.0
2019-09-26,35408300.0
2019-10-28,41956900.0
2019-12-05,51513500.0
2020-05-11,44978500.0
2019-07-03,49096200.0
2020-02-25,42511700.0
2020-05-14,37821700.0
2020-02-28,23297900.0
2019-08-08,23446000.0
2019-06-05,25373900.0
2018-07-20,21936400.0
2018-08-21,17621900.0
2018-10-24,14207100.0
2019-04-02,22850000.0
2019-03-01,21279600.0
2019-01-28,18937100.0
2018-12-27,19167300.0
2019-09-09,19586000.0
2020-03-02,21801900.0
2020-05-20,12893200.0
2019-12-17,17606800.0
2020-03-05,19844600.0
2019-02-12,18957900.0
2019-01-11,26863700.0
2018-12-10,15815200.0
2019-08-23,17668200.0
2018-11-08,15177600.0
2019-07-22,19175500.0
2019-06-20,17246700.0
2018-09-05,15780000.0
2019-04-17,20795600.0
2019-09-24,14290400.0
2019-12-20,22544200.0
2020-05-26,13370500.0
2019-04-30,11892900.0
2019-12-23,16466000.0
2020-03-11,13987800.0
2020-05-29,10874600.0
2019-12-26,13424400.0
2020-06-01,15854800.0
2019-05-02,18000800.0
2019-02-27,31579400.0
2018-11-23,26122300.0
2019-08-06,17839900.0
2018-07-18,22295900.0
2018-09-20,13193500.0
2018-10-22,13008400.0
2019-07-05,22223100.0
2019-06-03,18447600.0
2019-10-09,16230600.0
2019-10-11,51129900.0
2020-03-17,17010700.0
2020-06-04,15255100.0
2019-10-14,15508300.0
2020-03-20,13604700.0
2018-11-06,20504800.0
2019-06-18,19896700.0
2019-05-17,16713700.0
2019-04-15,15716600.0
2019-03-14,26070400.0
2019-01-09,21813400.0
2018-08-02,15622300.0
2018-10-05,18803500.0
2019-08-21,12599500.0
2019-10-17,9380800.0
2020-03-23,30464600.0
2020-06-10,20876200.0
2019-02-25,14675300.0
2020-01-07,17631800.0
2020-03-26,13829700.0
2019-10-23,21955100.0
