Dates,KLAC
2018-06-20,109.7699966430664
2018-06-21,110.30999755859375
2018-06-25,106.55999755859375
2018-06-22,104.13999938964844
2018-06-26,104.58999633789062
2018-06-27,100.63999938964844
2018-06-28,101.80999755859375
2018-06-29,102.52999877929688
2018-07-02,103.80000305175781
2018-07-03,101.5999984741211
2018-07-05,103.43000030517578
2018-07-16,104.87000274658203
2018-09-18,105.95999908447266
2019-01-24,106.05999755859375
2019-09-05,103.26000213623047
2018-11-21,104.55000305175781
2020-01-13,104.86000061035156
2020-04-01,104.16000366210938
2020-06-19,105.88999938964844
2019-10-29,110.2300033569336
2020-01-16,108.48999786376953
2020-06-22,106.91999816894531
2018-10-03,106.94000244140625
2018-07-31,103.94999694824219
2019-03-12,104.44000244140625
2019-02-08,105.2300033569336
2019-01-07,107.56999969482422
2018-12-06,106.30000305175781
2019-08-19,117.41999816894531
2019-07-18,116.70999908447266
2019-05-15,118.47000122070312
2019-09-20,119.58999633789062
2019-11-01,118.2699966430664
2020-04-07,118.16000366210938
2020-06-25,118.16999816894531
2020-06-16,116.7699966430664
2019-11-04,114.2300033569336
2020-01-22,116.1500015258789
2019-11-07,115.31999969482422
2020-04-13,112.75
2019-07-01,112.23999786376953
2019-05-30,112.4000015258789
2018-08-15,110.93000030517578
2018-10-18,113.29000091552734
2019-03-27,114.01000213623047
2019-01-22,113.93000030517578
2018-12-21,115.44000244140625
2019-09-03,117.4800033569336
2018-11-19,117.36000061035156
2019-08-02,116.7300033569336
2020-01-28,116.75
2020-04-16,116.20999908447266
2019-11-13,118.19000244140625
2020-01-31,118.83000183105469
2018-12-04,107.27999877929688
2018-11-02,104.18000030517578
2019-07-16,105.69000244140625
2018-08-30,105.62000274658203
2018-10-01,102.9000015258789
2019-06-14,104.16000366210938
2019-05-13,104.47000122070312
2019-04-11,103.2699966430664
2019-02-06,103.58999633789062
2019-09-18,102.44999694824219
2020-02-03,103.91999816894531
2020-04-22,104.5199966430664
2019-11-19,104.37999725341797
2020-02-06,102.36000061035156
2019-11-22,100.58000183105469
2019-03-25,100.91000366210938
2019-02-21,101.70999908447266
2018-12-19,100.76000213623047
2018-07-12,100.97000122070312
2018-09-14,102.80999755859375
2018-08-13,101.3499984741211
2018-10-16,99.33999633789062
2019-07-31,99.22000122070312
2019-05-28,99.1500015258789
2019-04-26,93.8499984741211
2020-04-28,91.7699966430664
2019-11-25,93.19000244140625
2020-02-12,91.08999633789062
2020-05-01,92.95999908447266
2020-05-04,93.81999969482422
2019-06-12,91.33999633789062
2019-04-09,90.80999755859375
2019-03-08,90.27999877929688
2019-02-04,90.48999786376953
2018-07-27,86.0
2018-08-28,89.02999877929688
2019-01-03,87.20999908447266
2019-08-15,85.12999725341797
2018-10-31,91.5999984741211
2019-09-16,91.54000091552734
2020-02-18,94.91999816894531
2020-05-07,93.29000091552734
2018-08-17,92.51000213623047
2019-12-04,95.05000305175781
2020-02-21,96.51000213623047
2018-12-17,97.05000305175781
2019-08-30,95.27999877929688
2018-11-15,92.29000091552734
2019-07-29,93.41999816894531
2019-06-27,92.31999969482422
2019-04-24,94.44000244140625
2018-07-10,96.9000015258789
2018-09-12,92.33000183105469
2019-02-19,94.4800033569336
2019-01-18,94.73999786376953
2020-02-24,94.30999755859375
2020-05-13,95.83000183105469
2019-12-10,96.33000183105469
2020-02-27,98.7300033569336
2019-12-13,96.69000244140625
2020-05-19,98.55999755859375
2019-03-06,101.1500015258789
2018-11-30,95.91999816894531
2019-08-13,95.55999755859375
2019-07-12,92.19000244140625
2019-06-10,92.27999877929688
2019-05-09,92.7300033569336
2018-07-25,93.54000091552734
2018-09-27,92.68000030517578
2018-10-29,89.51000213623047
2019-10-16,88.94000244140625
2019-12-16,90.0199966430664
2020-03-04,86.94000244140625
2020-05-22,85.9000015258789
2019-10-01,85.66999816894531
2019-12-19,81.2300033569336
2018-09-10,86.05000305175781
2019-05-24,88.30000305175781
2018-08-09,88.62999725341797
2019-04-22,89.48999786376953
2019-03-21,90.91000366210938
2019-01-16,85.80999755859375
2019-08-28,91.30000305175781
2018-11-13,92.5999984741211
2018-10-12,91.12999725341797
2019-06-25,93.4800033569336
2020-03-10,93.70999908447266
2020-05-28,94.02999877929688
2019-10-07,92.43000030517578
2020-03-13,92.5199966430664
2019-10-10,90.95999908447266
2020-03-16,92.91999816894531
2020-06-03,95.7300033569336
2018-11-28,93.20999908447266
2018-09-25,91.8499984741211
2018-07-23,98.29000091552734
2018-08-24,101.38999938964844
2019-07-10,101.68000030517578
2019-05-07,100.98999786376953
2019-04-05,105.9800033569336
2019-03-04,106.56999969482422
2019-01-31,106.95999908447266
