Dates,KLAC
2018-06-20,104.55642700195312
2018-06-21,105.07078552246094
2018-06-25,101.49888610839844
2018-06-22,99.19381713867188
2018-06-26,99.62245178222656
2018-06-27,95.86006164550781
2018-06-28,96.9744873046875
2018-06-29,97.66028594970703
2018-07-02,98.8699722290039
2018-07-03,96.77445220947266
2018-07-05,98.51754760742188
2018-07-16,99.88916015625
2018-09-18,100.92738342285156
2019-01-24,101.02264404296875
2019-09-05,98.35562133789062
2018-11-21,99.58435821533203
2020-01-13,99.87963104248047
2020-04-01,99.21287536621094
2020-06-19,100.86071014404297
2019-10-29,104.99458312988281
2020-01-16,103.33721923828125
2020-06-22,101.84178924560547
2018-10-03,101.86084747314453
2018-07-31,99.0128402709961
2019-03-12,99.47957611083984
2019-02-08,100.23206329345703
2019-01-07,102.4609146118164
2018-12-06,101.2512435913086
2019-08-19,111.84307861328125
2019-07-18,111.16680145263672
2019-05-15,112.84322357177734
2019-09-20,113.9100341796875
2019-11-01,112.65271759033203
2020-04-07,112.5479507446289
2020-06-25,112.5574722290039
2020-06-16,111.22396087646484
2019-11-04,108.80460357666016
2020-01-22,110.63340759277344
2019-11-07,110.55669403076172
2020-04-13,108.09286499023438
2019-07-01,107.60391998291016
2019-05-30,107.75732421875
2018-08-15,106.34803771972656
2018-10-18,108.61054992675781
2019-03-27,109.30081939697266
2019-01-22,109.22411346435547
2018-12-21,110.67176055908203
2019-09-03,112.62749481201172
2018-11-19,112.512451171875
2019-08-02,111.90847778320312
2020-01-28,111.92764282226562
2020-04-16,111.40995025634766
2019-11-13,113.30816650390625
2020-01-31,113.92173767089844
2018-12-04,102.84879302978516
2018-11-02,99.8768539428711
2019-07-16,101.3244857788086
2018-08-30,101.25737762451172
2018-10-01,98.64971923828125
2019-06-14,99.85767364501953
2019-05-13,100.15486907958984
2019-04-11,99.0044174194336
2019-02-06,99.31120300292969
2019-09-18,98.21830749511719
2020-02-03,99.6275863647461
2020-04-22,100.20279693603516
2019-11-19,100.0685806274414
2020-02-06,98.13201904296875
2019-11-22,96.42555236816406
2019-03-25,96.74191284179688
2019-02-21,97.50887298583984
2018-12-19,96.59811401367188
2018-07-12,96.79943084716797
2018-09-14,98.56343841552734
2018-08-13,97.16374206542969
2018-10-16,95.23676300048828
2019-07-31,95.12171936035156
2019-05-28,95.05461883544922
2019-04-26,89.97352600097656
2020-04-28,87.97943878173828
2019-11-25,89.34078979492188
2020-02-12,87.32752990722656
2020-05-01,89.12029266357422
2020-05-04,89.94477081298828
2019-06-12,87.56721496582031
2019-04-09,87.05908203125
2019-03-08,86.55097961425781
2019-02-04,86.75231170654297
2018-07-27,82.4477767944336
2018-08-28,85.35261535644531
2019-01-03,83.6077880859375
2019-08-15,81.61370086669922
2018-10-31,87.81646728515625
2019-09-16,87.75894165039062
2020-02-18,90.99933624267578
2020-05-07,89.43666076660156
2018-08-17,88.68888092041016
2019-12-04,91.12397003173828
2020-02-21,92.5236587524414
2018-12-17,93.04134368896484
2019-08-30,91.34445190429688
2018-11-15,88.47796630859375
2019-07-29,89.56128692626953
2019-06-27,88.50672912597656
2019-04-24,91.28072357177734
2018-07-10,93.65841674804688
2018-09-12,89.24129486083984
2019-02-19,91.31938171386719
2019-01-18,91.5706787109375
2020-02-24,91.15506744384766
2020-05-13,92.62421417236328
2019-12-10,93.10748291015625
2020-02-27,95.42720031738281
2019-12-13,93.45545196533203
2020-05-19,95.26288604736328
2019-03-06,97.7662582397461
2018-11-30,92.71119689941406
2019-08-13,92.36325073242188
2019-07-12,89.10598754882812
2019-06-10,89.19297790527344
2019-05-09,89.62792205810547
2018-07-25,90.41082763671875
2018-09-27,89.57958984375
2018-10-29,86.51564025878906
2019-10-16,85.96471405029297
2019-12-16,87.00857543945312
2020-03-04,84.0316162109375
2020-05-22,83.02642059326172
2019-10-01,82.8041000366211
2019-12-19,78.51263427734375
2018-09-10,83.17139434814453
2019-05-24,85.34611511230469
2018-08-09,85.66507720947266
2019-04-22,86.4963150024414
2019-03-21,87.86880493164062
2019-01-16,82.93941497802734
2019-08-28,88.24576568603516
2018-11-13,89.50227355957031
2018-10-12,88.0814437866211
2019-06-25,90.35283660888672
2020-03-10,90.57513427734375
2020-05-28,90.88443756103516
2019-10-07,89.33795928955078
2020-03-13,89.42493438720703
2019-10-10,87.91712951660156
2020-03-16,89.81156158447266
2020-06-03,92.5275650024414
2018-11-28,90.09185791015625
2018-09-25,88.77735900878906
2018-07-23,95.00192260742188
2018-08-24,97.99822235107422
2019-07-10,98.27851104736328
2019-05-07,97.61160278320312
2019-04-05,102.43467712402344
2019-03-04,103.00493621826172
2019-01-31,103.38188934326172
2019-09-12,103.44954681396484
2019-12-31,103.2079086303711
2020-03-19,104.21311950683594
2020-01-03,101.9513931274414
2020-06-09,102.06737518310547
2019-02-15,102.08671569824219
2019-01-14,103.61386108398438
2018-07-06,104.27111053466797
2018-08-07,104.28083801269531
2018-10-10,105.30281829833984
2018-12-13,105.37096405029297
2019-08-26,109.85794067382812
2019-07-25,109.9747314453125
2019-05-22,111.4346923828125
2019-03-19,112.67080688476562
2020-01-06,113.02120971679688
2020-03-25,111.8337631225586
2020-06-12,112.40800476074219
2019-10-22,112.69026947021484
2020-01-09,113.59545135498047
2020-06-15,112.16468811035156
2019-10-25,111.4444351196289
2020-03-31,111.57096862792969
2020-06-18,110.90910339355469
2019-04-03,113.80958557128906
2018-08-22,113.55652618408203
2018-10-25,113.76091766357422
2019-01-29,114.06266021728516
2018-12-28,116.42781066894531
2018-11-26,116.68085479736328
2019-08-09,116.9533920288086
2019-07-08,116.72953033447266
2019-06-06,120.49626159667969
2019-09-10,117.31352233886719
2020-01-15,116.21366882324219
2020-04-03,116.83659362792969
2019-10-31,114.9483642578125
2020-04-06,114.33517456054688
2020-06-24,116.2234115600586
2018-11-09,118.90001678466797
2019-07-23,118.69562530517578
2019-06-21,120.75904083251953
2019-05-20,120.68118286132812
2019-04-18,121.02184295654297
2018-09-06,121.3917007446289
2018-10-08,118.87081146240234
2019-02-13,120.04852294921875
2018-12-11,119.6300048828125
2019-09-25,120.13612365722656
2020-01-21,118.98760223388672
2020-04-09,121.03157806396484
2019-11-06,120.41838073730469
2020-01-24,120.88556671142578
2020-01-27,119.78573608398438
2020-04-15,119.87332153320312
2018-12-26,122.28714752197266
2019-08-07,122.06329345703125
2019-06-04,122.43314361572266
2018-09-21,122.68621063232422
2018-07-19,124.07804870605469
2018-08-20,122.5986099243164
2018-10-23,124.7496337890625
2019-05-03,125.0416259765625
2019-04-01,121.2846450805664
2019-02-28,113.83878326416016
2019-11-12,111.49309539794922
2020-01-30,111.08430480957031
2019-11-15,110.97724151611328
2020-04-21,105.92575073242188
2019-04-16,107.38604736328125
2019-03-15,108.15049743652344
2019-02-11,106.61178588867188
2019-01-10,106.43538665771484
