Dates,BA,AAPL
2019-01-02,,
2019-01-03,-0.013738795945270166,-0.0792971280965632
2019-01-07,0.02159015128492925,0.012676077829280263
2019-01-04,0.02300056897018332,0.014603552156885025
2019-01-08,0.028761365756682533,0.017957577008779424
2019-01-09,0.024710660969562648,0.007473744804876725
2019-01-10,0.0062487309335637065,0.008220247860730723
2019-01-11,0.014839639469068855,0.004308590042785498
2019-01-14,-0.0031026073246220864,-0.015114470128434254
2019-01-15,0.0027953119316594943,0.005562269295434907
2019-01-16,0.010287908670726154,0.019660092557443054
2019-01-18,-0.002360867499230479,0.0016993105021956278
2019-01-22,0.03019415506562817,0.017747627027233204
2019-01-24,-0.019622484761904313,-0.02154122773679712
2019-01-28,-0.0015808868284041822,-0.0060280317021298435
2019-01-30,0.009132751848100806,0.00026373464552875703
2019-02-01,0.009610514806498216,0.017002779343980645
2019-02-20,-0.007853874719633058,-0.004276850899331164
2019-02-27,0.013734275977928423,0.0029285236074294563
2019-02-19,0.04991583056508753,0.039711862260393804
2019-02-15,0.00415239572211723,0.02702366564633496
2019-02-11,0.006935784409533019,0.00832520137039805
2019-02-26,0.008811332711395448,0.008135998090191388
2019-02-05,0.029449636245435284,0.030308508854713256
2019-02-07,0.01529224391393691,0.002901073294419909
2019-02-22,-0.008307437476617774,-0.014521317194063688
2019-01-17,-0.011161154034606713,-0.011271563990976952
2019-01-23,0.012292646552273023,0.0049281667265077544
2019-01-29,0.0067297212214063595,0.002658770742937522
2019-01-25,0.005599456254135049,0.0012964126379462204
2019-01-31,0.0003188224813042151,-0.0031779266240099524
2019-02-04,0.00890143450581804,0.002184408469249277
2019-02-06,0.007559040236503556,-0.0015316318517580862
2019-02-08,0.00619958690033684,0.008850079363886154
2019-02-12,-0.0034283347941813647,-0.004035337851567178
2019-02-14,0.008323763552784191,0.006341760491492376
2019-03-01,0.017607420211178004,0.014995868784033473
2019-02-25,-0.005322116365334306,-0.004484040201098494
2019-02-21,0.006835577834966022,-0.002540869931620504
2019-02-13,0.023247086076718215,0.0010999967932956434
2019-02-28,0.007115438740470603,-0.0001734835739910512
