Dates,BA,AAPL
2019-01-02,,
2019-01-03,0.7330660348702995,1.4652521483705323
2019-01-07,-0.2202748177229389,-0.3581679118452956
2019-01-04,-0.09407031109512676,-0.06533849994283969
2019-01-08,0.17522268813735953,-0.25105973587840325
2019-01-09,-0.11033463527921461,0.09929970042875991
2019-01-10,0.27152993663826863,-0.20662053123011326
2019-01-11,-0.4104440006718799,-0.2447548538737364
2019-01-14,-0.21605622210263065,0.20042037952574088
2019-01-15,0.18757066709739956,-0.11493193420306291
2019-01-16,-0.07133870583834878,0.06474196211195049
2019-01-18,0.5636190545933872,-0.024485029293712435
2019-01-22,-0.0032549644061445893,0.1317787345914987
2019-01-24,0.01879478444731597,-0.09946371959349354
2019-01-28,-0.3255159690995042,-0.23897479765743235
2019-01-30,-0.04225785496940071,0.09990661720837335
2019-02-01,0.13718630635776252,0.3181416190083133
2019-02-20,-0.017798844801607205,-0.21897392315605846
2019-02-27,0.02358656396816783,0.5877764669499581
2019-02-19,2.9670590439316826,0.4694377116035704
2019-02-15,-0.4586117604464278,-0.33333769706331884
2019-02-11,-0.18213273242712802,-0.1981241838407839
2019-02-26,-0.24336527009972098,-0.03589434341146258
2019-02-05,0.6986327115538222,0.14624628915241855
2019-02-07,-0.2592387696393007,-0.21777428147228928
2019-02-22,-0.026997759522031317,0.12401379622940834
2019-01-17,-0.12290363434010054,-0.24956760349949747
2019-01-23,-0.3334135509418277,-0.11866498740554154
2019-01-29,0.07102300699071185,0.0614526470223975
2019-01-25,-0.05656850427481386,0.009275921646060947
2019-01-31,-0.11511352194107904,-0.029101564236867605
2019-02-04,0.4746173328928531,0.12782278562171134
2019-02-06,-0.24041022577352944,-0.22958727889941044
2019-02-08,0.3075864329018516,0.37641254849047057
2019-02-12,-0.27808826846444956,-0.3394563918757467
2019-02-14,0.08741537927443144,0.09643645976451753
2019-03-01,0.04590875714331322,0.15651502654230898
2019-02-25,-0.2357681389456976,-0.21959091865004987
2019-02-21,0.8387985781044054,0.6306428747173436
2019-02-13,0.09976541118206694,0.013651680953030931
2019-02-28,0.012067705555884656,-0.08255066382188447
