Dates,WFC,AMZN,NFLX,AAPL,BAC
2020-01-02,,,,,
2020-01-03,-0.006139568949854679,-0.012139050344284086,-0.01185532182484772,-0.00972203551987938,-0.02076312784630585
2020-01-08,-0.005990260310608675,0.014885589964526824,0.030469447259134697,0.007968245219206693,-0.0014327521367222262
2020-01-06,-0.008286226729807167,0.0020915561982559616,-0.015126661630534555,-0.0047030460371630944,-0.006599700209660608
2020-01-07,0.0030383563971843053,-0.007808656515330026,0.025729432397959107,0.016086288271489613,0.010109829567210404
2020-01-09,-0.001703902936536883,0.004799271799026172,-0.01061134822817067,0.021240813976545425,0.001715686488401591
2020-01-10,-0.004361834709520562,-0.009410596348826017,-0.01969259309129534,0.0022607036734636488,-0.008278535853146196
2020-01-13,-0.007428559802827417,0.004322529419005683,0.029995520440425194,0.02136437073337283,0.009211274593074359
2020-01-14,-0.05392441643404655,-0.011558243989587935,-0.0006786586132870864,-0.013503277683875936,0.007415810363637698
2020-01-15,-0.019878287168402786,-0.003969061380714067,0.00112198435168831,-0.004285519922216707,-0.01840321436849157
2020-01-16,0.019246695179002682,0.008549812412332658,-0.0013271955564060356,0.012526478905240834,0.001442257121392121
2020-01-27,-0.0014213136004918026,-0.007039613148238089,0.0031008750980092703,0.011070996257037002,-0.0002880799504265674
2020-02-20,-0.0048800666323204345,0.014629558177890134,-0.004592775383464254,-0.006776907061324833,-0.012964585848714627
2020-02-12,-0.0077645538226596145,-0.002399597813160681,-0.03581670425666572,0.003569526034268966,0.0029189227588346522
2020-04-16,-0.007001650390703995,-0.001525862769232944,0.07239265675925033,0.004815859995308536,-0.006984914848764401
2020-02-04,-0.013479915168476353,-0.012172442635054903,0.0101830592003469,-0.002881976618964499,-0.01699877006195971
2020-05-28,-0.009880202306460473,-0.017887480160558078,-0.029108615564327645,-0.029405250929448234,-0.020572523034333434
2020-07-08,0.005732493981120301,0.013624399534750253,0.016448856890290076,0.02828933448469395,0.01187224421495614
2020-06-19,-0.002111008578760676,0.0025630648860111016,-0.015379276714461931,0.020932336067801982,-0.006919474889274468
2020-05-12,0.013539229605472158,0.006824571426769399,0.013346504614142773,-0.0014491004070108504,0.014238147367506393
2020-06-22,-0.020246320680285312,0.0737913021087453,-0.007620618769495824,-0.04433873334381144,-0.019414507767888223
2020-06-03,0.0038346891870884026,-0.002250198931246672,0.037410541595267466,-0.0027462960056099384,0.004264373494978324
2020-05-15,0.0029711246354402476,0.02268734248623172,0.030754217222416225,0.03301367951955725,0.01971482217518039
2020-03-06,0.022217585464437084,-0.004781221919306744,0.001788579292276049,0.008154323518098083,0.03242118343894851
2020-02-27,-0.006830921582981708,0.005078747849794896,-0.007357916849901169,0.011696932976394514,-0.0011524320536567823
2020-04-15,-0.0029178697579018698,0.01416916594960882,-0.0004905932344206887,-0.015928147387491265,-0.00173053249963806
2020-02-03,-0.0014632043185817123,0.026273461026302236,0.011724018974700101,0.0047495204183034545,0.0023114133183081975
2020-02-11,0.004605426388840872,0.007915112359196952,0.007060649110609107,-0.006033284139495332,0.002306192972665322
2020-02-19,-0.004167550655227337,0.004277455348249415,0.016912433522247472,0.023747777614394394,0.0043139979639588155
2020-04-07,0.00690516865527413,-0.004689760561342626,0.0036577566251916327,-0.007121078859769314,-0.000286320792023842
2020-03-30,0.0020781855992955123,-0.006977165680884578,-0.002621919286845631,0.0002463049559713326,-0.0017187445876045704
2020-04-23,-0.025508077791342565,0.0097428899866292,0.01940064406210462,-0.018310546187148335,-0.016642698472085105
2020-05-01,0.0021280798159009073,0.006749664538376665,-0.00410025360486832,0.014482743314067292,0.013131040470631516
2020-07-14,0.005308982781692784,-0.007888542764320938,-0.0004919921287581674,-0.010258968463974338,0.0037441603930721268
2020-06-25,0.007604575606066755,-0.02653389269514861,-0.01536267532585811,-0.02263503052234317,-0.014060197567394295
2020-06-16,-0.027463340719877327,-0.041355521716538224,-0.02991552845023182,-0.047500385551912494,-0.04743891266475031
2020-05-18,-0.027376600010196595,-0.018190529051335225,-0.023352361226139484,-0.033872179058296537,-0.050412454677887686
2020-06-09,-0.02171984852472586,0.0034723154697764436,0.05318113274803382,0.015863675150069367,-0.014478789061907915
2020-05-21,-0.037834123063829384,-0.04813618912879303,-0.019855497767108488,-0.06536820530254006,-0.048971597815821055
2020-01-17,-0.03814463621423958,-0.00029191148642548903,-0.007209902174784899,-0.0005849797767482068,-0.021627160278641866
2020-03-13,0.0345165214217904,0.03726606565195745,0.032571847962042266,0.09310072274952952,0.030526345236259633
2020-03-05,-0.04093704711187418,-0.023009781243647165,-0.03222673972625556,-0.0317592795151177,-0.05515835181963458
2020-02-26,0.021465649464229353,0.03501326154785467,0.040730048482044756,0.04638456577639127,0.02306304106841206
2020-02-18,-0.06038647120428886,-0.026216793909353386,-0.02868758831780871,-0.03243699915243503,-0.056710064727580334
2020-04-22,-0.04652959645996113,-0.011922923825126497,-0.010220498876200246,-0.013280125870939186,-0.03995524924338156
2020-02-10,-0.12429227800986964,-0.05285387976123124,-0.06092639215100171,-0.07909208541712087,-0.14702446183982065
2020-04-14,0.08004933268048142,0.05065503450470521,0.05091060390086688,0.07202157246522778,0.07660739999074595
2020-04-06,-0.07839224220238072,-0.037508834324689766,-0.039024500218407754,-0.03473051023093954,-0.03981365987959706
2020-04-30,-0.15867617623168817,-0.07922080838749879,-0.09907982423787387,-0.09875466605505201,-0.09528009881529842
2020-06-12,0.13566171041203368,0.06464831749508493,0.06677236413312837,0.11980826654731591,0.17796194918566632
2020-06-15,-0.1421171730783385,-0.05369746531425068,-0.11138861972882097,-0.12864695596573805,-0.15397348248547105
2020-05-27,0.11811317587798498,0.07026607446986333,0.06997056591603945,0.04397008216537346,0.0753424152613269
2020-05-08,-0.05096180777259718,0.012257741060410998,-0.013385453570905037,-0.024479958975183402,-0.05414006603695809
2020-07-07,0.0060455217361430336,0.027830630443135274,0.05249309758301979,-0.007662056203340817,0.019721011513082365
2020-03-31,-0.06327327174262753,-0.018522798241161653,0.0024093840794805477,-0.06348555177559367,-0.07216984111246649
2020-06-18,-0.047169811320754707,0.0307352248725119,0.08244450184313057,-0.02124415572883842,-0.08083376443420254
2020-04-13,0.14534653767500783,0.019586626441663535,-0.00818825264221823,0.10032540114763622,0.16316375970065589
2020-03-20,0.0017288809449738096,-0.02796763592001883,-0.04178325414125028,-0.0055087515531973,0.0033285636014586117
2020-03-12,0.0666206541567329,0.03693315746639492,0.060165234687376445,0.052622995862315225,0.07677719917519377
2020-01-24,-0.02006469059996241,-0.02832538899460113,-0.0161712313703124,-0.04140224751262378,-0.049295729125592325
2020-03-04,-0.01188905555442521,0.03360348213585329,0.03875447056205594,0.028537950709074167,0.020370394735505837
2020-02-25,-0.04077537801616238,-0.007245592210870289,0.012238539598606879,-0.002040753021636643,-0.036751421943924
2020-04-21,-0.07421606311821849,-0.021551822909264384,-0.03041281871567081,-0.05261705130869221,-0.06877056598932285
2020-04-29,0.02446366676687961,0.005834253377202003,0.01647989513647463,0.016686683626928822,0.04046531201502268
2020-05-07,-0.03637030845303724,-0.0063788821910731874,-0.02248156373896748,-0.014371408643005013,-0.02625177521585398
2020-05-11,0.09149827146072664,0.04772919276371379,0.050309545549947376,0.08723746836966395,0.06789808569051492
2020-07-10,0.004890020995492073,0.007013456217413339,-0.020212635141848234,-0.011582308571582711,0.03506311460499423
