Dates,WFC,AMZN,NFLX,AAPL,BAC
2020-01-02,,,,,
2020-01-03,-0.0077720573006485605,-0.006222337360174635,-0.0003637360772456022,-6.659857233370925e-05,-0.014301691635318803
2020-01-08,-0.00783286417962914,0.00927260666267582,0.019705330408816835,-0.0020626626684555616,-0.007112375224676448
2020-01-06,-0.002819577513679339,0.005358053861782119,0.0010109016240840152,0.0031337593951992204,0.0005729696903187254
2020-01-07,0.0052780885583600945,-0.0015100212793410783,0.01782001717395465,0.011764734518870501,0.007731972277243315
2020-01-09,-0.0024376722979884136,0.0035687840340463683,0.002100966428528084,0.019675437479763636,0.0039784941690632625
2020-01-10,-0.00563908332252383,-0.00567311071295562,-0.014326519234062363,0.007215864461565191,-0.0073592449124055825
2020-01-13,-0.00756146529945223,-0.004688108530391033,0.0069424109409619295,0.014072324519541102,0.0
2020-01-14,-0.03352377755301339,-0.005737626263665696,0.013290299833297103,0.0015769388098847426,0.017108596502487083
2020-01-15,-0.03744583096230436,-0.0043717642660149325,-0.006398724372674636,-0.006518270858322572,-0.024670515800141124
2020-01-16,0.009828000424584316,0.0035819489058364073,0.0011364166902698702,0.0006339531126189346,0.005748800163158041
2020-01-27,0.0020275440944819145,0.0005568807891211947,-0.005792264083468002,0.009629325023117863,-0.001143209877350837
2020-02-20,0.009308031489547508,0.004044229330222526,-0.0016687862282875887,0.0008784551291822762,-0.012303298878086122
2020-02-12,-0.01583802924239186,0.004344671236884423,-0.013783027000091597,0.0030405656513941004,-0.0020278010977973215
2020-04-16,-0.013037265994278013,-0.006580824983574263,0.04038066483131675,-0.0013437691456107403,-0.0055153102234659634
2020-02-04,-0.004953594936790595,0.0026508268962628367,0.028495487257245378,0.011797437233928454,-0.0035025959650833993
2020-05-28,-0.016386661077157805,-0.028490910512776635,-0.022092572105568697,-0.03575293984064187,-0.029584016976855754
2020-07-08,0.0078026731520277615,0.009293854074721608,0.0014208582229957578,0.021265693031543798,0.0108663024070359
2020-06-19,0.0023017494924513215,0.008955344290499045,-0.00851305349591247,0.029679687148811862,-0.0014930740296129619
2020-05-12,0.0010438253751106075,-0.0010028029778970105,-0.0034344067270036804,-0.011468689021277068,0.002392399352277197
2020-06-22,-0.010427528509789896,0.09763089593119156,-0.002326242188963934,-0.004350654688641931,-0.010441595585876429
2020-06-03,0.005690209766541443,-0.0035121372589748123,0.0352341452495748,-0.028480236302224293,0.006934078071458183
2020-05-15,0.002514646454633951,0.005516255224859545,0.027639524807295368,0.019617929138549428,0.01497005919633243
2020-03-06,0.011705714287309155,0.005447116437106825,0.015369192746202076,0.016018004262760455,0.0268436521077271
2020-02-27,0.002066084110919464,-0.007107594597978162,-0.009860125801548936,0.0014164042408117972,0.005745387542433145
2020-04-15,-0.010309278350515427,0.020536876655144143,0.0006728569727185718,-0.005596234294900082,-0.009997100568434614
2020-02-03,-0.0029166539510091516,0.01766477860304705,0.00806885448761907,-0.0057204889871079745,0.0008655158519601525
2020-02-11,0.010029242292414642,0.023576442785745444,0.008831370508000536,0.0073083694378139885,0.010089429307410747
2020-02-19,0.0031030518288253095,-0.0026075396505850224,0.006638305950294354,0.01025009999005988,0.01170090858160977
2020-04-07,-0.006393098836057209,-0.004572856646313461,0.012479638644673718,-0.003056047907430748,-0.011847728479646769
2020-03-30,0.0029057573425004257,-0.0051790506674922465,-0.0005708831084169086,-0.0007356698960118147,-0.001998278540209064
2020-04-23,-0.0041390886631332835,0.003256090285350899,0.011398194776078396,-0.019111634997120763,-0.0037184570029267228
2020-05-01,-0.01600167237853911,0.008785509561695992,0.008753924083040987,0.015074299684812331,0.0005741212177765576
2020-07-14,0.0012671884947115242,-0.0038030562547973767,-0.00827077210596372,0.0002464385816947079,0.006599809670132073
2020-06-25,0.009280713522993311,-0.014810794636059721,-0.006107274334772428,-0.012936952929043621,-0.012542828347766433
2020-06-16,-0.01880873019606033,-0.04907789401208573,-0.037436744102564035,-0.05077241039622282,-0.04128176473360767
2020-05-18,-0.00596384642053438,-0.0023047482614872994,0.007590758319481861,-0.005424399816601588,-0.013550158848087746
2020-06-09,-0.021855510672488587,-0.009795503725436472,0.016904049531983878,-0.015370356378696437,-0.0354089743435978
2020-05-21,-0.02913475983786573,-0.019690591054616013,0.025026171619355386,-0.03988184734818356,-0.04113927622518332
2020-01-17,-0.05527980098848173,-0.04315948872626585,-0.03777201102548444,-0.026538448733883335,-0.05115509162009191
2020-03-13,0.009792210601177853,0.03426361001682454,0.012182489242061445,0.0827197244221407,0.021913014287533894
2020-03-05,0.014664209188332,0.021396639607937917,0.03188589293367916,0.008492560834195695,0.012593630013696178
2020-02-26,-0.03426576150157856,-0.00918182688142033,-0.024166445196044384,-0.0019737042878803512,-0.04470587978843876
