Dates,WFC,AMZN,NFLX,AAPL,BAC
2020-01-02,,,,,
2020-01-03,-0.011399678841119032,0.00018774003237620462,0.002309255504707508,0.004437811402009828,-0.015018491930980482
2020-01-08,-0.0034026521736058024,-0.002413515687851975,-0.013301344234026402,-0.012647554806070826,-0.01121977584811451
2020-01-06,-0.00474203327411582,0.017225827452957088,0.028331180697689584,0.016157168185578552,0.00465521828293336
2020-01-07,0.006289270224510979,-0.002959819845580469,0.0022706631175235525,-0.0010757271493897491,0.0005792197645735353
2020-01-09,-0.006060600368335001,0.004961783948921994,0.010753655610523882,0.030421350227202826,0.011287971006092024
2020-01-10,0.0,-0.008334238010961004,-0.021935975192667212,0.006694930474341998,-0.00801370321413919
2020-01-13,-0.01238562722658787,0.00042555788730047617,0.01295572736361117,0.0094079282935422,0.0
2020-01-14,-0.049778154348990244,-0.011830072002530723,0.012096103073575115,0.0032782244938411864,0.01298328808195448
2020-01-15,-0.025786811325150705,-0.0018617109665646225,0.0032189351609681616,-0.008392944620134513,-0.021931086424893165
2020-01-16,-0.0029178697579018698,0.00589192648999326,-0.002228163952466944,0.008205487465955397,0.0075712964582967945
2020-01-27,0.014423048171158026,-0.0046998528630218805,0.004555601463426262,0.009324245237770423,0.0
2020-02-20,0.00556357849897271,0.001480683806703409,-0.01419766576441206,0.0031746031746031633,-0.010982580062891767
2020-02-12,-0.010450785440707322,0.012548368720598058,-0.027030248454140926,0.0041455618942840555,0.00029217770825651357
2020-04-16,-0.00641957687748429,-0.005617655997694149,0.004357242384162241,-0.005231488685769614,-0.01460707001713657
2020-02-04,-0.016673598263716394,-0.013520188506451425,0.06421339186518438,0.005924267870572875,-0.013637684278550055
2020-05-28,-0.009325956419307557,-0.017375382477388346,-0.01405116167610565,-0.03980846739798516,-0.024045663542329843
2020-07-08,0.011553210984989182,0.008086669156927906,0.0051610164281439275,0.023976638157702457,0.0147828618475776
2020-06-19,-0.00042302153722617586,0.01366105273886764,-0.012340308656841104,0.02943720929414151,0.0009104333414953203
2020-05-12,-0.004655044727448154,-0.002377351259422955,0.002067677543262203,-0.008183473902713678,-0.009399677913700666
2020-06-22,-0.00616498532914822,0.08195137569782229,0.005099516540392424,-0.032815659466911784,-0.0006120797118811527
2020-06-03,0.005989278701537426,-0.001008864694344691,0.015543397331819753,-0.019689276836664882,0.008269422065796839
2020-05-15,0.004677891269688317,0.0075590526770090705,0.028358575022629617,0.03775396603806169,0.018529788708402828
2020-03-06,0.01121690538194442,0.008251589000086046,0.017410787933687555,0.01696268609952223,0.016105008505421292
2020-02-27,0.001465041787622523,-0.003543283057025115,0.0005796908079838126,0.0041072190263578,0.01555617211752991
2020-04-15,-0.007732475312091647,0.006568513649291008,0.002924050453886995,-0.007056796654939634,-0.010404532125154686
2020-02-03,-0.001263718910478051,0.022991995443251367,-0.0028880773699534457,-0.013050295271963441,0.004088767020606898
2020-02-11,0.010965847276312557,0.02448010514290644,0.019861007462294022,0.01548505737469874,0.011052857522171111
2020-02-19,-0.003754699840051612,0.009030917164091656,0.01666126701766446,0.008659941136530236,0.0005753871901450491
