Dates,UPS
2019-04-09,2460000.0
2019-03-08,2358900.0
2019-02-04,3120200.0
2018-07-27,5794600.0
2018-08-28,4269800.0
2019-01-03,3965200.0
2019-08-15,3355100.0
2018-10-31,3047400.0
2019-09-16,3620800.0
2020-02-18,2897800.0
2020-05-07,2854000.0
2018-08-17,2445600.0
2019-12-04,2582900.0
2020-02-21,3720900.0
2018-12-17,2566400.0
2019-08-30,3377000.0
2018-11-15,1810300.0
2019-07-29,3578300.0
2019-06-27,2964400.0
2019-04-24,3303700.0
2018-07-10,2583900.0
2018-09-12,2932500.0
2019-02-19,3485400.0
2019-01-18,1660600.0
2020-02-24,835900.0
2020-05-13,3400000.0
2019-12-10,1933800.0
2020-02-27,2322000.0
2019-12-13,1998400.0
2020-05-19,3564200.0
2019-03-06,3529800.0
2018-11-30,6865900.0
2019-08-13,4269600.0
2019-07-12,3172100.0
2019-06-10,3993400.0
2019-05-09,2382600.0
2018-07-25,4453700.0
2018-09-27,3490500.0
2018-10-29,4532200.0
2019-10-16,4649200.0
2019-12-16,3404700.0
2020-03-04,6326000.0
2020-05-22,5200000.0
2019-10-01,7889200.0
2019-12-19,2728300.0
2018-09-10,6259400.0
2019-05-24,4335500.0
2018-08-09,2972200.0
2019-04-22,2656700.0
2019-03-21,3297300.0
2019-01-16,2705000.0
2019-08-28,3347300.0
2018-11-13,3795700.0
2018-10-12,3034300.0
2019-06-25,3678200.0
2020-03-10,2432200.0
2020-05-28,5282800.0
2019-10-07,4731000.0
2020-03-13,4777100.0
2019-10-10,4463400.0
2020-03-16,4004300.0
2020-06-03,4249100.0
2018-11-28,5593900.0
2018-09-25,4573100.0
2018-07-23,2807000.0
2018-08-24,3445500.0
2019-07-10,3126200.0
2019-05-07,2209000.0
2019-04-05,4013000.0
2019-03-04,7327400.0
2019-01-31,3526100.0
2019-09-12,3184700.0
2019-12-31,3690400.0
2020-03-19,4490600.0
2020-01-03,3395700.0
2020-06-09,2951000.0
2019-02-15,2765300.0
2019-01-14,2881600.0
2018-07-06,2731500.0
2018-08-07,2359400.0
2018-10-10,4273400.0
2018-12-13,2658700.0
2019-08-26,3346700.0
2019-07-25,2260100.0
2019-05-22,4085000.0
2019-03-19,3112700.0
2020-01-06,2927600.0
2020-03-25,2620800.0
2020-06-12,2843600.0
2019-10-22,3904100.0
2020-01-09,2730700.0
2020-06-15,3150900.0
2019-10-25,2679500.0
2020-03-31,3979700.0
2020-06-18,2648600.0
2019-04-03,2963400.0
2018-08-22,2549600.0
2018-10-25,3323800.0
2019-01-29,2539600.0
2018-12-28,4874400.0
2018-11-26,2394600.0
2019-08-09,2940800.0
2019-07-08,4199100.0
2019-06-06,1819900.0
2019-09-10,2727900.0
2020-01-15,2088200.0
2020-04-03,2204400.0
2019-10-31,1911300.0
2020-04-06,1621000.0
2020-06-24,3428600.0
2018-11-09,3721700.0
2019-07-23,2456400.0
2019-06-21,2556500.0
2019-05-20,2889400.0
2019-04-18,2487300.0
2018-09-06,1854500.0
2018-10-08,2230000.0
2019-02-13,1767700.0
2018-12-11,2384800.0
2019-09-25,2853700.0
2020-01-21,1768300.0
2020-04-09,2072500.0
2019-11-06,2108400.0
2020-01-24,1859700.0
2020-01-27,2585500.0
2020-04-15,2851300.0
2018-12-26,3570600.0
2019-08-07,10116600.0
2019-06-04,5421700.0
2018-09-21,4551000.0
2018-07-19,5101400.0
2018-08-20,2615100.0
2018-10-23,2589800.0
2019-05-03,3107500.0
2019-04-01,2704900.0
2019-02-28,4221600.0
2019-11-12,2497800.0
2020-01-30,3998700.0
2019-11-15,3071200.0
2020-04-21,3766300.0
2019-04-16,2889100.0
2019-03-15,3818300.0
2019-02-11,3337900.0
2019-01-10,2587000.0
2019-08-22,2088500.0
2018-11-07,1762100.0
2018-08-03,2580700.0
2018-09-04,3111900.0
2019-06-19,2401700.0
2019-09-23,3357400.0
2019-11-18,3388100.0
2020-02-05,2518800.0
2020-04-24,4192400.0
2019-03-29,4971400.0
2019-11-21,5096000.0
2020-04-27,2766900.0
2020-02-11,2643200.0
2020-04-30,2803200.0
2019-05-01,3327200.0
2019-02-26,3229200.0
2019-01-25,2261700.0
2018-12-24,2943100.0
2019-09-06,1829500.0
2018-07-17,2317800.0
2018-09-19,2524200.0
2019-08-05,2056500.0
2019-10-08,2622900.0
2019-12-11,5283100.0
2019-11-27,3704600.0
2020-02-14,5339400.0
2020-05-06,4624000.0
2019-01-08,2613600.0
2018-12-07,3130400.0
2019-08-20,2627600.0
2018-11-05,2020200.0
2019-07-19,1193300.0
2018-10-04,1572000.0
2019-06-17,1675300.0
2019-05-16,1952300.0
2018-08-01,1992400.0
2019-03-13,1820000.0
2019-12-03,3541300.0
2020-02-20,2288200.0
2019-12-06,2958400.0
2020-05-12,3672300.0
2019-12-09,2359000.0
2020-02-26,3011800.0
2020-05-15,2495400.0
2019-03-28,3362300.0
2018-09-17,12086000.0
2018-08-16,8941300.0
2018-10-19,8526500.0
2019-04-29,4171100.0
2019-01-23,3265900.0
2019-09-04,4859500.0
2018-11-20,5106700.0
2019-07-02,3669300.0
2019-05-31,4332900.0
2019-12-12,4875200.0
2020-05-18,3529400.0
2019-09-27,2349100.0
2020-03-03,2113800.0
2020-05-21,1724000.0
2019-05-14,2804800.0
2018-08-31,3775700.0
2018-07-30,3698000.0
2018-10-02,2723300.0
2019-04-12,2382600.0
2019-03-11,2599100.0
2019-02-07,1906900.0
2019-07-17,3005000.0
2019-09-19,4375800.0
2019-10-21,3215800.0
2019-12-18,2883900.0
2020-03-06,2609900.0
2019-10-03,2708100.0
2020-03-09,2209700.0
2020-05-27,1981800.0
2019-12-24,2732900.0
2020-03-12,2854900.0
2018-12-20,2116500.0
2019-08-01,2882300.0
2018-08-14,3070200.0
2018-07-13,2437000.0
2018-10-17,2224400.0
2019-05-29,3107300.0
2019-03-26,2294400.0
2019-02-22,2007500.0
2019-10-04,4116500.0
2019-11-05,3733700.0
2019-12-27,5308400.0
2020-06-02,2999900.0
2019-12-30,3160500.0
2020-03-18,3203000.0
2020-06-05,1999400.0
2019-07-15,2456000.0
2018-12-03,2639000.0
2019-06-13,4295800.0
2019-01-04,3903400.0
2018-08-29,2936300.0
2019-02-05,2321800.0
2018-11-01,2775800.0
2019-08-16,3373900.0
2019-04-10,2553200.0
2019-09-17,2209500.0
2019-10-15,3083300.0
2020-01-02,1960300.0
2020-06-08,2616300.0
2019-10-18,2260600.0
2020-03-24,2197500.0
2020-06-11,2720600.0
2020-01-08,3251100.0
2019-04-25,8275700.0
2019-07-30,3644200.0
2019-02-20,2969600.0
2018-07-11,2704400.0
2018-09-13,1730400.0
2018-10-15,2867300.0
2019-06-28,2417300.0
2018-12-18,2954200.0
2018-11-16,4171900.0
2019-10-02,4230700.0
2020-03-27,3117800.0
2020-01-10,2820200.0
2019-10-24,3156200.0
2020-03-30,2310700.0
2020-06-17,1318700.0
2020-01-14,1555800.0
2020-04-02,1613600.0
2019-01-02,1580400.0
2019-08-14,1891000.0
2018-10-30,1772700.0
2019-06-11,3642600.0
2019-05-10,2904600.0
2019-04-08,1994700.0
2018-08-27,2597800.0
2018-07-26,2460400.0
2018-09-28,2872800.0
2019-03-07,1862700.0
2019-10-30,1372000.0
2020-01-17,2438300.0
2020-06-23,2037000.0
2020-04-08,2202200.0
2020-06-26,4889400.0
2019-03-22,2762700.0
2019-01-17,1974100.0
2019-08-29,2438800.0
2018-11-14,3354200.0
2019-06-26,4320600.0
2018-09-11,2968100.0
2018-07-09,2978200.0
2018-08-10,2804800.0
2019-04-23,4957500.0
2019-09-30,3201000.0
2020-01-23,6945000.0
2019-11-08,2047500.0
2020-04-14,872000.0
2019-11-11,1274600.0
2020-01-29,1419500.0
2020-04-17,2430700.0
2018-07-24,2875100.0
2018-09-26,4158100.0
2019-05-08,2477800.0
2019-03-05,3381600.0
2019-02-01,1952300.0
2018-12-31,2016000.0
2018-11-29,2151500.0
2019-08-12,2545000.0
2019-07-11,1826200.0
2019-09-13,2598600.0
2019-11-14,3168400.0
2020-04-20,2426800.0
2020-02-04,3403400.0
2020-04-23,2960700.0
2018-12-14,2425300.0
2019-08-27,2493700.0
2018-08-08,2015400.0
2018-10-11,2903800.0
2018-11-12,2039600.0
2019-07-26,2845400.0
2019-06-24,9473000.0
2019-05-23,7234300.0
2019-03-20,5627100.0
2019-01-15,4858700.0
2019-11-20,4439900.0
2020-02-07,3861800.0
2020-02-10,5754400.0
2020-04-29,4669400.0
2019-11-26,2806300.0
2020-02-13,2493300.0
2019-01-30,2768300.0
2018-08-23,2694600.0
2018-09-24,3371600.0
2018-11-27,2663200.0
2018-10-26,3171200.0
2019-07-09,6034600.0
2019-06-07,7300400.0
2019-05-06,7609100.0
2019-04-04,7411700.0
2019-09-11,9143800.0
2019-11-29,11517400.0
2020-05-05,8738800.0
2019-12-02,9263400.0
2020-02-19,6644800.0
2020-05-08,5277200.0
2019-05-21,5598400.0
2019-03-18,8648300.0
2018-09-07,8914200.0
2018-08-06,5557200.0
2018-10-09,9412800.0
2019-02-14,10918900.0
2018-12-12,9006300.0
2019-07-24,10476100.0
2019-09-26,11152100.0
2019-10-28,7690300.0
2019-12-05,7355300.0
2020-05-11,7117800.0
2019-07-03,6067100.0
2020-02-25,5682000.0
2020-05-14,6373900.0
2020-02-28,4671100.0
2019-08-08,3994200.0
2019-06-05,5391300.0
2018-07-20,5762800.0
2018-08-21,4039900.0
2018-10-24,4471900.0
2019-04-02,5642700.0
2019-03-01,5113900.0
2019-01-28,6628400.0
2018-12-27,5588500.0
2019-09-09,3355100.0
2020-03-02,4093100.0
2020-05-20,3721200.0
2019-12-17,4303400.0
2020-03-05,5850100.0
2019-02-12,4359500.0
2019-01-11,3793800.0
2018-12-10,5105200.0
2019-08-23,4061800.0
2018-11-08,2794000.0
2019-07-22,4362300.0
2019-06-20,10400900.0
2018-09-05,9974000.0
2019-04-17,6262500.0
2019-09-24,5415600.0
2019-12-20,4784400.0
2020-05-26,5001000.0
2019-04-30,3630300.0
2019-12-23,3309800.0
2020-03-11,3418900.0
2020-05-29,3118400.0
2019-12-26,3504600.0
2020-06-01,3690800.0
2019-05-02,4031700.0
2019-02-27,3990600.0
2018-11-23,5512500.0
2019-08-06,3674300.0
2018-07-18,3291700.0
2018-09-20,5452100.0
2018-10-22,2406600.0
2019-07-05,5563700.0
2019-06-03,4436400.0
2019-10-09,5460800.0
2019-10-11,5962900.0
2020-03-17,2510300.0
2020-06-04,2860500.0
2019-10-14,3633800.0
2020-03-20,2768400.0
2018-11-06,5026800.0
2019-06-18,4561100.0
2019-05-17,4567900.0
2019-04-15,3793300.0
2019-03-14,5306100.0
2019-01-09,3334400.0
2018-08-02,6440200.0
2018-10-05,4283300.0
2019-08-21,4413500.0
2019-10-17,3204500.0
2020-03-23,9027100.0
2020-06-10,4385700.0
2019-02-25,5565900.0
2020-01-07,5471300.0
2020-03-26,2987000.0
2019-10-23,5489000.0
