Dates,UPS
2018-06-20,114.75
2018-06-21,113.66000366210938
2018-06-25,114.9000015258789
2018-06-22,113.04000091552734
2018-06-26,110.38999938964844
2018-06-27,109.66999816894531
2018-06-28,106.75
2018-06-29,106.30000305175781
2018-07-02,105.87000274658203
2018-07-03,106.26000213623047
2018-07-05,105.98999786376953
2018-07-16,106.4800033569336
2018-09-18,106.30000305175781
2019-01-24,108.69999694824219
2019-09-05,107.69999694824219
2018-11-21,108.08000183105469
2020-01-13,108.37000274658203
2020-04-01,111.12999725341797
2020-06-19,110.66000366210938
2019-10-29,110.95999908447266
2020-01-16,111.88999938964844
2020-06-22,112.0199966430664
2018-10-03,112.47000122070312
2018-07-31,113.33999633789062
2019-03-12,112.25
2019-02-08,119.98999786376953
2019-01-07,119.23999786376953
2018-12-06,118.80999755859375
2019-08-19,119.62000274658203
2019-07-18,119.88999938964844
2019-05-15,119.0
2019-09-20,118.62000274658203
2019-11-01,118.8499984741211
2020-04-07,119.5199966430664
2020-06-25,120.01000213623047
2020-06-16,120.2300033569336
2019-11-04,120.5199966430664
2020-01-22,119.22000122070312
2019-11-07,118.26000213623047
2020-04-13,118.4800033569336
2019-07-01,120.4800033569336
2019-05-30,120.44999694824219
2018-08-15,121.80000305175781
2018-10-18,122.5
2019-03-27,123.01000213623047
2019-01-22,121.8499984741211
2018-12-21,122.0999984741211
2019-09-03,122.9000015258789
2018-11-19,124.06999969482422
2019-08-02,122.95999908447266
2020-01-28,123.26000213623047
2020-04-16,122.87000274658203
2019-11-13,123.79000091552734
2020-01-31,124.0
2018-12-04,124.55999755859375
2018-11-02,123.38999938964844
2019-07-16,123.69000244140625
2018-08-30,123.8499984741211
2018-10-01,122.91000366210938
2019-06-14,123.08999633789062
2019-05-13,120.30000305175781
2019-04-11,120.58000183105469
2019-02-06,118.69999694824219
2019-09-18,118.30000305175781
2020-02-03,118.93000030517578
2020-04-22,119.41000366210938
2019-11-19,118.30000305175781
2020-02-06,117.63999938964844
2019-11-22,116.26000213623047
2019-03-25,116.5
2019-02-21,116.45999908447266
2018-12-19,118.55000305175781
2018-07-12,117.4800033569336
2018-09-14,117.5
2018-08-13,117.4800033569336
2018-10-16,117.45999908447266
2019-07-31,117.11000061035156
2019-05-28,118.26000213623047
2019-04-26,117.33999633789062
2020-04-28,117.33000183105469
2019-11-25,115.55000305175781
2020-02-12,115.37000274658203
2020-05-01,116.5
2020-05-04,117.33000183105469
2019-06-12,117.58999633789062
2019-04-09,114.7300033569336
2019-03-08,116.19000244140625
2019-02-04,114.27999877929688
2018-07-27,111.06999969482422
2018-08-28,107.05000305175781
2019-01-03,106.5
