Dates,UPS
2018-06-20,113.52999877929688
2018-06-21,112.31999969482422
2018-06-25,113.62999725341797
2018-06-22,109.38999938964844
2018-06-26,109.19999694824219
2018-06-27,108.25
2018-06-28,105.0999984741211
2018-06-29,106.1500015258789
2018-07-02,105.41999816894531
2018-07-03,105.45999908447266
2018-07-05,104.94000244140625
2018-07-16,105.12000274658203
2018-09-18,106.2699966430664
2019-01-24,107.97000122070312
2019-09-05,107.04000091552734
2018-11-21,107.80999755859375
2020-01-13,107.93000030517578
2020-04-01,109.83999633789062
2020-06-19,109.66000366210938
2019-10-29,110.80999755859375
2020-01-16,111.44999694824219
2020-06-22,111.75
2018-10-03,112.19999694824219
2018-07-31,111.94999694824219
2019-03-12,112.25
2019-02-08,118.05000305175781
2019-01-07,118.1500015258789
2018-12-06,118.54000091552734
2019-08-19,119.30999755859375
2019-07-18,117.80000305175781
2019-05-15,118.02999877929688
2019-09-20,118.19999694824219
2019-11-01,118.8499984741211
2020-04-07,118.63999938964844
2020-06-25,119.80999755859375
2020-06-16,120.12999725341797
2019-11-04,119.0
2020-01-22,117.72000122070312
2019-11-07,118.26000213623047
2020-04-13,117.86000061035156
2019-07-01,119.88999938964844
2019-05-30,119.9800033569336
2018-08-15,121.69999694824219
2018-10-18,122.20999908447266
2019-03-27,121.69999694824219
2019-01-22,121.13999938964844
2018-12-21,121.83000183105469
2019-09-03,122.8499984741211
2018-11-19,122.5999984741211
2019-08-02,122.4000015258789
2020-01-28,122.43000030517578
2020-04-16,121.86000061035156
2019-11-13,123.0999984741211
2020-01-31,123.48999786376953
2018-12-04,123.45999908447266
2018-11-02,122.16999816894531
2019-07-16,123.44999694824219
2018-08-30,122.8499984741211
2018-10-01,122.5999984741211
2019-06-14,119.05999755859375
2019-05-13,119.01000213623047
2019-04-11,118.63999938964844
2019-02-06,117.3499984741211
2019-09-18,117.87000274658203
2020-02-03,118.55000305175781
2020-04-22,118.43000030517578
2019-11-19,117.05999755859375
2020-02-06,115.97000122070312
2019-11-22,116.25
2019-03-25,116.19000244140625
2019-02-21,115.7300033569336
2018-12-19,117.19000244140625
2018-07-12,116.63999938964844
2018-09-14,117.41000366210938
2018-08-13,116.30000305175781
2018-10-16,116.23999786376953
2019-07-31,116.95999908447266
2019-05-28,117.43000030517578
2019-04-26,116.31999969482422
2020-04-28,113.16999816894531
2019-11-25,113.69000244140625
2020-02-12,115.26000213623047
2020-05-01,115.75
2020-05-04,115.93000030517578
2019-06-12,114.18000030517578
2019-04-09,114.0
2019-03-08,114.7300033569336
2019-02-04,112.94999694824219
2018-07-27,107.45999908447266
2018-08-28,105.61000061035156
2019-01-03,104.44000244140625
2019-08-15,103.83000183105469
2018-10-31,104.70999908447266
2019-09-16,106.45999908447266
2020-02-18,105.94000244140625
2020-05-07,105.4800033569336
2018-08-17,106.02999877929688
2019-12-04,106.45999908447266
2020-02-21,108.01000213623047
2018-12-17,110.75
2019-08-30,109.22000122070312
2018-11-15,107.4800033569336
2019-07-29,108.0
2019-06-27,108.37000274658203
2019-04-24,107.4000015258789
2018-07-10,108.80999755859375
2018-09-12,109.88999938964844
2019-02-19,108.02999877929688
2019-01-18,108.48999786376953
2020-02-24,108.25
2020-05-13,109.04000091552734
2019-12-10,109.62999725341797
2020-02-27,110.93000030517578
2019-12-13,112.36000061035156
2020-05-19,113.19000244140625
2019-03-06,113.77999877929688
2018-11-30,105.8499984741211
2019-08-13,105.37999725341797
2019-07-12,104.47000122070312
2019-06-10,100.88999938964844
2019-05-09,102.27999877929688
2018-07-25,101.16999816894531
2018-09-27,99.75
2018-10-29,97.54000091552734
2019-10-16,96.36000061035156
2019-12-16,96.69999694824219
2020-03-04,93.26000213623047
2020-05-22,92.69000244140625
2019-10-01,93.16000366210938
2019-12-19,89.88999938964844
2018-09-10,89.94000244140625
2019-05-24,94.08000183105469
2018-08-09,96.13999938964844
2019-04-22,96.44000244140625
2019-03-21,95.77999877929688
2019-01-16,94.19000244140625
2019-08-28,95.83000183105469
2018-11-13,96.18000030517578
2018-10-12,96.52999877929688
2019-06-25,97.16000366210938
2020-03-10,96.8499984741211
2020-05-28,97.30999755859375
2019-10-07,96.62999725341797
2020-03-13,96.81999969482422
2019-10-10,96.87000274658203
2020-03-16,96.80000305175781
2020-06-03,100.11000061035156
2018-11-28,101.1500015258789
2018-09-25,99.23999786376953
2018-07-23,98.83000183105469
2018-08-24,100.0
2019-07-10,98.91000366210938
2019-05-07,99.77999877929688
2019-04-05,100.25
2019-03-04,102.75
2019-01-31,105.26000213623047
2019-09-12,105.41999816894531
2019-12-31,106.04000091552734
2020-03-19,107.16999816894531
2020-01-03,107.38999938964844
2020-06-09,106.73999786376953
2019-02-15,107.88999938964844
2019-01-14,109.55999755859375
2018-07-06,110.4800033569336
2018-08-07,110.61000061035156
2018-10-10,109.62000274658203
2018-12-13,110.16999816894531
2019-08-26,110.4000015258789
2019-07-25,110.70999908447266
2019-05-22,107.8499984741211
2019-03-19,109.6500015258789
2020-01-06,110.66999816894531
2020-03-25,110.41999816894531
2020-06-12,109.98999786376953
2019-10-22,110.3499984741211
2020-01-09,109.80999755859375
2020-06-15,109.01000213623047
2019-10-25,108.33000183105469
2020-03-31,106.22000122070312
2020-06-18,104.94000244140625
2019-04-03,106.79000091552734
2018-08-22,108.62000274658203
2018-10-25,109.58000183105469
2019-01-29,110.08000183105469
2018-12-28,109.41999816894531
2018-11-26,109.5
2019-08-09,110.11000061035156
2019-07-08,106.5
2019-06-06,106.93000030517578
2019-09-10,107.30000305175781
2020-01-15,106.33999633789062
2020-04-03,107.27999877929688
2019-10-31,108.16000366210938
2020-04-06,109.0199966430664
2020-06-24,110.93000030517578
2018-11-09,112.9000015258789
2019-07-23,113.11000061035156
2019-06-21,113.87999725341797
2019-05-20,113.48999786376953
2019-04-18,114.04000091552734
2018-09-06,113.31999969482422
2018-10-08,112.41000366210938
2019-02-13,112.30999755859375
2018-12-11,112.87999725341797
2019-09-25,113.45999908447266
2020-01-21,113.22000122070312
2020-04-09,113.38999938964844
2019-11-06,113.80999755859375
2020-01-24,114.06999969482422
2020-01-27,112.86000061035156
2020-04-15,112.81999969482422
2018-12-26,113.44999694824219
2019-08-07,104.19999694824219
2019-06-04,103.19999694824219
2018-09-21,103.0199966430664
2018-07-19,103.30999755859375
2018-08-20,104.26000213623047
2018-10-23,104.0999984741211
2019-05-03,105.31999969482422
2019-04-01,104.01000213623047
2019-02-28,101.0999984741211
2019-11-12,101.75
2020-01-30,99.7699966430664
2019-11-15,98.43000030517578
2020-04-21,97.87000274658203
2019-04-16,99.55999755859375
2019-03-15,98.87000274658203
2019-02-11,100.9800033569336
2019-01-10,99.0
2019-08-22,97.87999725341797
2018-11-07,98.54000091552734
2018-08-03,97.44000244140625
2018-09-04,95.1500015258789
2019-06-19,95.33999633789062
2019-09-23,94.06999969482422
2019-11-18,93.04000091552734
2020-02-05,95.0199966430664
2020-04-24,92.6500015258789
2019-03-29,92.83000183105469
2019-11-21,94.69000244140625
2020-04-27,97.58000183105469
2020-02-11,97.43000030517578
2020-04-30,98.05000305175781
2019-05-01,98.91999816894531
2019-02-26,99.86000061035156
2019-01-25,99.37000274658203
2018-12-24,100.95999908447266
2019-09-06,100.6500015258789
2018-07-17,100.97000122070312
2018-09-19,101.63999938964844
2019-08-05,100.97000122070312
2019-10-08,102.41000366210938
2019-12-11,102.13999938964844
2019-11-27,99.66000366210938
2020-02-14,96.98999786376953
2020-05-06,97.13999938964844
2019-01-08,100.16999816894531
2018-12-07,102.23999786376953
2019-08-20,102.37999725341797
2018-11-05,101.31999969482422
2019-07-19,101.86000061035156
2018-10-04,101.25
2019-06-17,101.70999908447266
2019-05-16,101.16000366210938
2018-08-01,101.26000213623047
2019-03-13,101.45999908447266
2019-12-03,103.69999694824219
2020-02-20,104.55000305175781
2019-12-06,105.55999755859375
2020-05-12,102.08999633789062
2019-12-09,101.81999969482422
2020-02-26,103.16000366210938
2020-05-15,103.63999938964844
2019-03-28,104.01000213623047
2018-09-17,109.61000061035156
2018-08-16,114.87999725341797
2018-10-19,117.44000244140625
2019-04-29,118.0999984741211
2019-01-23,117.16000366210938
2019-09-04,118.19000244140625
2018-11-20,116.56999969482422
2019-07-02,116.30000305175781
2019-05-31,113.62999725341797
2019-12-12,113.58999633789062
2020-05-18,112.22000122070312
2019-09-27,116.25
2020-03-03,115.44000244140625
2020-05-21,114.45999908447266
2019-05-14,114.25
