Dates,UPS
2018-06-20,113.6500015258789
2018-06-21,113.41999816894531
2018-06-25,113.69999694824219
2018-06-22,110.19999694824219
2018-06-26,109.56999969482422
2018-06-27,108.37999725341797
2018-06-28,105.87999725341797
2018-06-29,106.2300033569336
2018-07-02,105.87999725341797
2018-07-03,105.76000213623047
2018-07-05,106.29000091552734
2018-07-16,106.02999877929688
2018-09-18,108.58999633789062
2019-01-24,108.51000213623047
2019-09-05,107.33000183105469
2018-11-21,108.52999877929688
2020-01-13,108.97000122070312
2020-04-01,110.6500015258789
2020-06-19,111.06999969482422
2019-10-29,112.16000366210938
2020-01-16,112.83999633789062
2020-06-22,112.06999969482422
2018-10-03,112.70999908447266
2018-07-31,112.44000244140625
2019-03-12,120.19999694824219
2019-02-08,118.87000274658203
2019-01-07,118.66000366210938
2018-12-06,118.70999908447266
2019-08-19,119.88999938964844
2019-07-18,119.36000061035156
2019-05-15,118.5999984741211
2019-09-20,119.1500015258789
2019-11-01,119.54000091552734
2020-04-07,120.01000213623047
2020-06-25,120.58000183105469
2020-06-16,120.87000274658203
2019-11-04,119.2699966430664
2020-01-22,118.16000366210938
2019-11-07,118.9800033569336
2020-04-13,120.05000305175781
2019-07-01,121.11000061035156
2019-05-30,121.80000305175781
2018-08-15,122.55000305175781
2018-10-18,123.01000213623047
2019-03-27,121.87000274658203
2019-01-22,121.70999908447266
2018-12-21,122.73999786376953
2019-09-03,123.8499984741211
2018-11-19,122.75
2019-08-02,123.47000122070312
2020-01-28,122.8499984741211
2020-04-16,122.87999725341797
2019-11-13,124.33999633789062
2020-01-31,124.66000366210938
2018-12-04,123.69999694824219
2018-11-02,122.98999786376953
2019-07-16,124.33999633789062
2018-08-30,123.06999969482422
2018-10-01,123.30000305175781
2019-06-14,119.69999694824219
2019-05-13,120.38999938964844
2019-04-11,119.08999633789062
2019-02-06,118.23999786376953
2019-09-18,118.25
2020-02-03,119.12000274658203
2020-04-22,118.48999786376953
2019-11-19,117.33000183105469
2020-02-06,116.26000213623047
2019-11-22,116.69999694824219
2019-03-25,116.7300033569336
2019-02-21,116.75
2018-12-19,117.45999908447266
2018-07-12,116.98999786376953
2018-09-14,117.77999877929688
2018-08-13,117.30999755859375
2018-10-16,117.23999786376953
2019-07-31,118.77999877929688
2019-05-28,117.91999816894531
2019-04-26,116.6500015258789
2020-04-28,113.76000213623047
2019-11-25,115.63999938964844
2020-02-12,115.7699966430664
2020-05-01,117.4800033569336
2020-05-04,118.01000213623047
2019-06-12,114.7300033569336
2019-04-09,116.48999786376953
2019-03-08,115.63999938964844
2019-02-04,114.23999786376953
2018-07-27,107.93000030517578
2018-08-28,107.81999969482422
2019-01-03,105.30999755859375
2019-08-15,105.12999725341797
2018-10-31,107.06999969482422
2019-09-16,106.54000091552734
2020-02-18,107.5199966430664
2020-05-07,105.98999786376953
2018-08-17,106.81999969482422
2019-12-04,108.6500015258789
2020-02-21,111.12999725341797
2018-12-17,111.5
2019-08-30,109.51000213623047
2018-11-15,107.72000122070312
2019-07-29,109.4000015258789
2019-06-27,109.5
2019-04-24,110.44999694824219
2018-07-10,110.08999633789062
2018-09-12,111.29000091552734
2019-02-19,108.51000213623047
2019-01-18,108.7699966430664
2020-02-24,108.69000244140625
2020-05-13,110.63999938964844
2019-12-10,111.51000213623047
2020-02-27,113.55000305175781
2019-12-13,113.26000213623047
2020-05-19,115.29000091552734
2019-03-06,115.2699966430664
2018-11-30,106.7699966430664
2019-08-13,108.04000091552734
2019-07-12,105.31999969482422
2019-06-10,104.4000015258789
2019-05-09,103.58000183105469
2018-07-25,101.20999908447266
2018-09-27,100.77999877929688
2018-10-29,98.66000366210938
2019-10-16,96.87000274658203
2019-12-16,97.27999877929688
2020-03-04,94.31999969482422
2020-05-22,93.94000244140625
2019-10-01,93.5
2019-12-19,89.88999938964844
2018-09-10,96.61000061035156
2019-05-24,97.77999877929688
2018-08-09,96.52999877929688
2019-04-22,97.52999877929688
2019-03-21,97.20999908447266
2019-01-16,94.44999694824219
2019-08-28,97.73999786376953
2018-11-13,97.41000366210938
2018-10-12,97.41999816894531
2019-06-25,97.91999816894531
2020-03-10,98.91000366210938
2020-05-28,97.91000366210938
2019-10-07,99.13999938964844
2020-03-13,97.55999755859375
2019-10-10,96.98999786376953
2020-03-16,99.58000183105469
2020-06-03,101.5999984741211
2018-11-28,102.68000030517578
2018-09-25,100.91999816894531
2018-07-23,99.69999694824219
2018-08-24,100.83000183105469
2019-07-10,100.33000183105469
2019-05-07,101.30000305175781
2019-04-05,101.19000244140625
2019-03-04,105.4000015258789
2019-01-31,106.08999633789062
2019-09-12,106.58000183105469
2019-12-31,107.66000366210938
2020-03-19,108.81999969482422
2020-01-03,107.94000244140625
2020-06-09,108.0999984741211
2019-02-15,108.93000030517578
2019-01-14,110.66000366210938
2018-07-06,112.01000213623047
2018-08-07,111.80000305175781
2018-10-10,110.87000274658203
2018-12-13,110.7699966430664
2019-08-26,111.06999969482422
2019-07-25,111.76000213623047
2019-05-22,110.36000061035156
2019-03-19,110.86000061035156
2020-01-06,111.04000091552734
2020-03-25,111.12999725341797
2020-06-12,110.19999694824219
2019-10-22,112.12999725341797
2020-01-09,110.4800033569336
2020-06-15,109.97000122070312
2019-10-25,108.8499984741211
2020-03-31,106.86000061035156
2020-06-18,106.68000030517578
2019-04-03,108.83000183105469
2018-08-22,109.01000213623047
2018-10-25,110.86000061035156
2019-01-29,110.87999725341797
2018-12-28,109.5199966430664
2018-11-26,110.69000244140625
2019-08-09,110.3499984741211
2019-07-08,107.91999816894531
2019-06-06,109.80000305175781
2019-09-10,107.3499984741211
2020-01-15,106.9000015258789
2020-04-03,108.41000366210938
2019-10-31,108.9800033569336
2020-04-06,110.30000305175781
2020-06-24,111.73999786376953
2018-11-09,114.43000030517578
2019-07-23,113.68000030517578
2019-06-21,114.3499984741211
2019-05-20,113.97000122070312
