Dates,UPS
2018-06-20,114.77999877929688
2018-06-21,114.06999969482422
2018-06-25,115.79000091552734
2018-06-22,113.04000091552734
2018-06-26,110.69999694824219
2018-06-27,110.16000366210938
2018-06-28,106.94999694824219
2018-06-29,107.25
2018-07-02,106.47000122070312
2018-07-03,106.8499984741211
2018-07-05,106.33999633789062
2018-07-16,106.69000244140625
2018-09-18,108.72000122070312
2019-01-24,108.97000122070312
2019-09-05,108.16999816894531
2018-11-21,109.02999877929688
2020-01-13,109.41000366210938
2020-04-01,111.56999969482422
2020-06-19,111.18000030517578
2019-10-29,112.62999725341797
2020-01-16,112.9000015258789
2020-06-22,112.55000305175781
2018-10-03,113.0
2018-07-31,113.66999816894531
2019-03-12,120.44000244140625
2019-02-08,120.68000030517578
2019-01-07,119.23999786376953
2018-12-06,119.94000244140625
2019-08-19,121.36000061035156
2019-07-18,120.0
2019-05-15,119.19999694824219
2019-09-20,119.33999633789062
2019-11-01,119.93000030517578
2020-04-07,120.13999938964844
2020-06-25,120.79000091552734
2020-06-16,121.8499984741211
2019-11-04,120.79000091552734
2020-01-22,119.4800033569336
2019-11-07,120.1500015258789
2020-04-13,120.4800033569336
2019-07-01,121.5999984741211
2019-05-30,121.87999725341797
2018-08-15,122.94000244140625
2018-10-18,123.22000122070312
2019-03-27,123.01000213623047
2019-01-22,122.2300033569336
2018-12-21,122.94999694824219
2019-09-03,124.06999969482422
2018-11-19,124.44000244140625
2019-08-02,123.51000213623047
2020-01-28,123.62000274658203
2020-04-16,123.12999725341797
2019-11-13,124.4000015258789
2020-01-31,124.98999786376953
2018-12-04,124.83000183105469
2018-11-02,124.38999938964844
2019-07-16,125.08999633789062
2018-08-30,124.30000305175781
2018-10-01,123.95999908447266
2019-06-14,124.94999694824219
2019-05-13,120.86000061035156
2019-04-11,121.0199966430664
2019-02-06,119.68000030517578
2019-09-18,118.79000091552734
2020-02-03,119.5999984741211
2020-04-22,120.05000305175781
2019-11-19,118.68000030517578
2020-02-06,117.75
2019-11-22,117.3499984741211
2019-03-25,117.33999633789062
2019-02-21,116.86000061035156
2018-12-19,118.86000061035156
2018-07-12,117.55000305175781
2018-09-14,118.54000091552734
2018-08-13,118.33999633789062
2018-10-16,118.13999938964844
2019-07-31,119.22000122070312
2019-05-28,118.69999694824219
2019-04-26,118.25
2020-04-28,117.80999755859375
2019-11-25,116.56999969482422
2020-02-12,116.62999725341797
2020-05-01,117.69999694824219
2020-05-04,118.05000305175781
2019-06-12,117.75
2019-04-09,116.77999877929688
2019-03-08,116.33999633789062
2019-02-04,115.68000030517578
2018-07-27,112.13999938964844
2018-08-28,109.23999786376953
2019-01-03,107.13999938964844
2019-08-15,107.43000030517578
2018-10-31,107.55000305175781
2019-09-16,109.0199966430664
2020-02-18,108.16000366210938
2020-05-07,107.66999816894531
2018-08-17,107.44999694824219
2019-12-04,108.88999938964844
2020-02-21,111.31999969482422
2018-12-17,111.94999694824219
2019-08-30,112.12999725341797
2018-11-15,110.44999694824219
2019-07-29,110.5199966430664
2019-06-27,112.06999969482422
2019-04-24,110.98999786376953
2018-07-10,110.79000091552734
2018-09-12,111.91000366210938
2019-02-19,110.80000305175781
2019-01-18,109.70999908447266
2020-02-24,109.9800033569336
2020-05-13,110.91999816894531
2019-12-10,111.55999755859375
2020-02-27,113.62000274658203
2019-12-13,113.93000030517578
2020-05-19,115.44000244140625
2019-03-06,117.29000091552734
2018-11-30,113.77999877929688
2019-08-13,108.0999984741211
2019-07-12,109.33999633789062
2019-06-10,105.48999786376953
2019-05-09,106.4000015258789
2018-07-25,104.9000015258789
2018-09-27,101.8499984741211
2018-10-29,100.04000091552734
2019-10-16,98.83000183105469
2019-12-16,99.06999969482422
2020-03-04,98.55000305175781
2020-05-22,95.77999877929688
2019-10-01,95.27999877929688
2019-12-19,93.3499984741211
2018-09-10,96.77999877929688
2019-05-24,97.77999877929688
2018-08-09,98.81999969482422
2019-04-22,97.55999755859375
2019-03-21,97.36000061035156
2019-01-16,96.6500015258789
2019-08-28,97.93000030517578
2018-11-13,98.1500015258789
2018-10-12,99.11000061035156
2019-06-25,98.33000183105469
2020-03-10,99.13999938964844
2020-05-28,98.95999908447266
2019-10-07,99.6500015258789
2020-03-13,99.13999938964844
2019-10-10,98.94999694824219
2020-03-16,99.6500015258789
2020-06-03,101.87000274658203
2018-11-28,103.0
2018-09-25,103.12999725341797
2018-07-23,100.63999938964844
2018-08-24,101.73999786376953
2019-07-10,100.62000274658203
2019-05-07,101.33000183105469
2019-04-05,102.05000305175781
2019-03-04,108.0
2019-01-31,106.5
2019-09-12,106.58999633789062
2019-12-31,107.70999908447266
2020-03-19,108.83999633789062
2020-01-03,108.94999694824219
2020-06-09,108.12000274658203
2019-02-15,109.0199966430664
2019-01-14,110.79000091552734
2018-07-06,112.05999755859375
2018-08-07,112.16999816894531
2018-10-10,111.94999694824219
2018-12-13,111.75
2019-08-26,111.16000366210938
2019-07-25,112.27999877929688
2019-05-22,111.88999938964844
2019-03-19,111.2300033569336
2020-01-06,111.9000015258789
2020-03-25,111.19999694824219
2020-06-12,111.08999633789062
2019-10-22,112.37000274658203
2020-01-09,112.9000015258789
2020-06-15,110.8499984741211
2019-10-25,110.01000213623047
2020-03-31,109.02999877929688
2020-06-18,106.7300033569336
2019-04-03,108.91999816894531
2018-08-22,109.83999633789062
2018-10-25,111.7300033569336
2019-01-29,111.18000030517578
2018-12-28,111.25
2018-11-26,110.87000274658203
2019-08-09,111.0199966430664
2019-07-08,109.0
2019-06-06,109.97000122070312
2019-09-10,109.58999633789062
2020-01-15,107.45999908447266
2020-04-03,108.79000091552734
2019-10-31,109.13999938964844
2020-04-06,110.41000366210938
2020-06-24,112.02999877929688
2018-11-09,114.77999877929688
2019-07-23,114.55000305175781
2019-06-21,115.02999877929688
2019-05-20,114.56999969482422
2019-04-18,114.91000366210938
2018-09-06,114.05999755859375
2018-10-08,113.2699966430664
2019-02-13,113.2699966430664
2018-12-11,113.7300033569336
2019-09-25,114.87999725341797
2020-01-21,114.91000366210938
2020-04-09,114.1500015258789
2019-11-06,114.72000122070312
2020-01-24,114.72000122070312
2020-01-27,113.86000061035156
2020-04-15,114.05000305175781
2018-12-26,114.9800033569336
2019-08-07,109.87999725341797
2019-06-04,105.0199966430664
2018-09-21,104.97000122070312
2018-07-19,106.41999816894531
2018-08-20,106.5
2018-10-23,106.02999877929688
2019-05-03,106.94999694824219
2019-04-01,105.88999938964844
2019-02-28,104.08000183105469
2019-11-12,103.13999938964844
2020-01-30,101.08000183105469
2019-11-15,101.0
2020-04-21,99.4800033569336
2019-04-16,100.93000030517578
2019-03-15,102.01000213623047
2019-02-11,102.9000015258789
2019-01-10,100.6500015258789
2019-08-22,98.83999633789062
2018-11-07,99.75
2018-08-03,98.81999969482422
2018-09-04,97.0
2019-06-19,96.81999969482422
2019-09-23,95.94999694824219
2019-11-18,95.12000274658203
2020-02-05,96.12999725341797
2020-04-24,95.0
2019-03-29,95.06999969482422
2019-11-21,97.68000030517578
2020-04-27,98.6500015258789
2020-02-11,98.44999694824219
2020-04-30,98.94000244140625
2019-05-01,100.43000030517578
2019-02-26,101.33999633789062
2019-01-25,100.43000030517578
2018-12-24,102.29000091552734
2019-09-06,101.88999938964844
2018-07-17,101.93000030517578
2018-09-19,103.58999633789062
2019-08-05,102.5199966430664
2019-10-08,103.69000244140625
2019-12-11,103.63999938964844
2019-11-27,101.98999786376953
2020-02-14,99.72000122070312
2020-05-06,100.37999725341797
2019-01-08,102.08999633789062
2018-12-07,103.47000122070312
2019-08-20,105.12000274658203
2018-11-05,103.12999725341797
2019-07-19,103.20999908447266
2018-10-04,102.79000091552734
2019-06-17,102.68000030517578
2019-05-16,101.76000213623047
2018-08-01,102.44999694824219
2019-03-13,103.38999938964844
2019-12-03,106.20999908447266
2020-02-20,106.25
2019-12-06,107.52999877929688
2020-05-12,105.08000183105469
2019-12-09,102.95999908447266
2020-02-26,104.83000183105469
2020-05-15,104.45999908447266
2019-03-28,105.30999755859375
2018-09-17,115.05000305175781
2018-08-16,118.29000091552734
2018-10-19,121.30000305175781
2019-04-29,119.80000305175781
2019-01-23,120.58000183105469
2019-09-04,121.19999694824219
2018-11-20,120.7699966430664
2019-07-02,118.08999633789062
2019-05-31,115.72000122070312
2019-12-12,115.93000030517578
2020-05-18,115.55999755859375
2019-09-27,117.80000305175781
2020-03-03,117.44000244140625
2020-05-21,115.94000244140625
2019-05-14,117.93000030517578
2018-08-31,115.3499984741211
2018-07-30,114.83000183105469
2018-10-02,115.43000030517578
2019-04-12,117.5
2019-03-11,116.4800033569336
2019-02-07,116.5999984741211
2019-07-17,116.94000244140625
2019-09-19,114.6500015258789
2019-10-21,114.75
2019-12-18,115.0
2020-03-06,116.79000091552734
2019-10-03,119.51000213623047
2020-03-09,119.8499984741211
2020-05-27,118.37999725341797
2019-12-24,119.94000244140625
2020-03-12,122.54000091552734
2018-12-20,121.88999938964844
2019-08-01,122.19000244140625
2018-08-14,122.47000122070312
2018-07-13,122.9000015258789
2018-10-17,123.62999725341797
2019-05-29,123.44999694824219
2019-03-26,122.95999908447266
2019-02-22,122.5199966430664
2019-10-04,121.30000305175781
2019-11-05,120.76000213623047
2019-12-27,120.91999816894531
2020-06-02,120.88999938964844
2019-12-30,119.97000122070312
2020-03-18,119.9000015258789
2020-06-05,119.0
2019-07-15,119.5
2018-12-03,120.0
2019-06-13,120.69999694824219
2019-01-04,115.9800033569336
2018-08-29,116.47000122070312
2019-02-05,117.5999984741211
2018-11-01,117.02999877929688
2019-08-16,114.41000366210938
2019-04-10,114.5
2019-09-17,115.43000030517578
2019-10-15,117.9800033569336
2020-01-02,116.66999816894531
2020-06-08,118.16000366210938
2019-10-18,117.54000091552734
2020-03-24,118.91999816894531
2020-06-11,118.63999938964844
2020-01-08,119.25
2019-04-25,116.55999755859375
2019-07-30,116.06999969482422
2019-02-20,115.5
2018-07-11,115.97000122070312
2018-09-13,117.27999877929688
2018-10-15,117.63999938964844
2019-06-28,117.0
2018-12-18,116.87999725341797
2018-11-16,119.58000183105469
2019-10-02,123.0999984741211
2020-03-27,123.77999877929688
2020-01-10,121.94999694824219
2019-10-24,124.66000366210938
2020-03-30,125.30999755859375
2020-06-17,123.76000213623047
2020-01-14,123.68000030517578
2020-04-02,123.45999908447266
2019-01-02,124.2300033569336
2019-08-14,124.0199966430664
2018-10-30,123.75
2019-06-11,123.54000091552734
2019-05-10,120.31999969482422
2019-04-08,119.70999908447266
2018-08-27,121.11000061035156
2018-07-26,120.4000015258789
2018-09-28,121.68000030517578
2019-03-07,121.69999694824219
2019-10-30,120.25
2020-01-17,120.66000366210938
2020-06-23,117.4000015258789
2020-04-08,118.2300033569336
2020-06-26,116.4000015258789
2019-03-22,117.8499984741211
2019-01-17,118.36000061035156
2019-08-29,119.37000274658203
2018-11-14,118.54000091552734
2019-06-26,117.55000305175781
2018-09-11,119.62999725341797
2018-07-09,119.93000030517578
2018-08-10,121.31999969482422
2019-04-23,118.75
2019-09-30,119.55999755859375
2020-01-23,119.88999938964844
2019-11-08,119.41999816894531
2020-04-14,118.36000061035156
2019-11-11,119.2300033569336
2020-01-29,119.48999786376953
2020-04-17,119.22000122070312
2018-07-24,117.08999633789062
2018-09-26,117.97000122070312
2019-05-08,116.86000061035156
2019-03-05,116.2300033569336
2019-02-01,116.44000244140625
2018-12-31,117.55999755859375
2018-11-29,117.83000183105469
2019-08-12,117.06999969482422
2019-07-11,117.22000122070312
2019-09-13,118.18000030517578
2019-11-14,118.69999694824219
2020-04-20,119.11000061035156
2020-02-04,119.23999786376953
2020-04-23,118.54000091552734
2018-12-14,119.23999786376953
2019-08-27,117.12000274658203
2018-08-08,117.11000061035156
2018-10-11,115.44999694824219
2018-11-12,116.36000061035156
2019-07-26,116.98999786376953
2019-06-24,113.06999969482422
2019-05-23,107.9000015258789
2019-03-20,104.4800033569336
2019-01-15,103.86000061035156
2019-11-20,106.58999633789062
2020-02-07,107.79000091552734
2020-02-10,106.37000274658203
2020-04-29,103.75
2019-11-26,105.44999694824219
2020-02-13,106.7699966430664
2019-01-30,106.12999725341797
2018-08-23,106.19000244140625
2018-09-24,106.91999816894531
2018-11-27,106.9800033569336
2018-10-26,107.61000061035156
2019-07-09,105.7300033569336
2019-06-07,100.13999938964844
2019-05-06,99.22000122070312
2019-04-04,95.38999938964844
2019-09-11,93.13999938964844
2019-11-29,91.3499984741211
2020-05-05,93.13999938964844
2019-12-02,96.0
2020-02-19,95.87999725341797
2020-05-08,94.25
2019-05-21,94.4800033569336
2019-03-18,92.0
2018-09-07,92.94999694824219
2018-08-06,91.16999816894531
2018-10-09,92.44000244140625
2019-02-14,94.5999984741211
2018-12-12,94.20999908447266
2019-07-24,97.20999908447266
2019-09-26,101.8499984741211
2019-10-28,103.80000305175781
2019-12-05,97.7300033569336
2020-05-11,96.12999725341797
2019-07-03,96.69000244140625
2020-02-25,97.79000091552734
2020-05-14,100.02999877929688
2020-02-28,99.55000305175781
2019-08-08,98.80999755859375
2019-06-05,97.30999755859375
2018-07-20,92.87999725341797
2018-08-21,93.55999755859375
2018-10-24,93.4000015258789
2019-04-02,96.4800033569336
2019-03-01,97.44999694824219
2019-01-28,99.5
2018-12-27,100.02999877929688
2019-09-09,100.25
2020-03-02,101.83000183105469
